dataset,study,study_label,mode,lslb,mass_GeV,inj_nsigma,n_toys,n_success,success_rate,refit_ok_rate,fallback_rate,pull_mean_correct,pull_mean_err,pull_width_correct,pull_width_err,cov_1sigma,cov_2sigma,delta_z_mean,delta_z_width,sigma_ratio_mean,sigma_ratio_median,ls_lo_mean,ls_hi_mean,refit_ls_opt_mean,refit_const_opt_mean
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.045,0.0,10,10,1.0,1.0,0.0,20.205632047484578,15.961315361110385,50.47411099334176,11.89686205258481,0.0,0.0,20.205632047484578,50.47411099334176,1.0070098364753157,1.0052848046588907,0.0249517083352477,0.3992273333639637,0.09980683334099091,1.0
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.045,1.0,10,10,1.0,1.0,0.0,19.575902123110488,16.03021324515386,50.691985232885315,11.94821550332718,0.0,0.1,19.568885137957633,50.674968208860754,1.0073303200299897,1.005599451375913,0.0249517083352477,0.3992273333639637,0.09980683334099091,1.0
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.045,2.0,10,10,1.0,1.0,0.0,18.993952403898167,15.96404943228428,50.48275688553628,11.898899908918194,0.0,0.1,18.979300944048397,50.448744535945266,1.0076435587057415,1.005926535358781,0.0249517083352477,0.3992273333639637,0.09980683334099091,1.0
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.045,3.0,10,10,1.0,1.0,0.0,18.13757404504883,16.044009411434164,50.735612541309486,11.958498558537729,0.1,0.1,18.11466914174608,50.68460088004598,1.0079575628205486,1.0062365371295385,0.0249517083352477,0.3992273333639637,0.09980683334099091,1.0
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.045,5.0,10,10,1.0,1.0,0.0,17.40230139480449,16.08422573040427,50.862787708362866,11.988474032878388,0.0,0.0,17.360933211877207,50.777891249315,1.0086063758161636,1.0068902851868622,0.0249517083352477,0.3992273333639637,0.09980683334099091,1.0
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.06,0.0,10,10,1.0,1.0,0.0,12.901849860218016,13.209690054109165,41.772707755857844,9.845921640896991,0.0,0.0,12.901849860218011,41.77270775585784,1.0084373553424297,1.0000562588854458,0.025195367704273896,0.40312588326838383,0.1007814708170959,1.0
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.06,1.0,10,10,1.0,1.0,0.0,12.192216542614677,13.27885619267926,41.99143029069817,9.897475036758292,0.0,0.0,12.183870744205013,41.96552623391718,1.0090467588296954,1.0006681490277667,0.025195367704273896,0.40312588326838383,0.1007814708170959,1.0
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.06,2.0,10,10,1.0,1.0,0.0,11.80589771391686,13.20022391581112,41.74277319818987,9.83886599799071,0.0,0.0,11.788027952703738,41.69098674585658,1.009646439863954,1.0012748375085798,0.025195367704273896,0.40312588326838383,0.1007814708170959,1.0
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.06,3.0,10,10,1.0,1.0,0.0,10.510564179409645,13.275959353434356,41.98226968066891,9.895315860267793,0.1,0.1,10.482162284111721,41.90472774815337,1.0101879976327328,1.0018168828046723,0.025195367704273896,0.40312588326838383,0.1007814708170959,1.0
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.06,5.0,10,10,1.0,1.0,0.0,9.49854035733513,13.18038783784893,41.68004601198468,9.824081058413896,0.1,0.1,9.445387527268709,41.55113670967548,1.011373726671859,1.0029760782120178,0.025195367704273896,0.40312588326838383,0.1007814708170959,1.0
