dataset,mass_GeV,toy,injection_toy,strength,inj_nsigma,sigmaA_ref,sigmaA_ref_prefit,sigmaA_ref_matched,sigmaA_ref_mode,sigmaA_ref_matched_ok,sigmaA_ref_error,integral_density,A_per_eps2_unit,sigma_val,sigma_x,kernel_ls_policy,kernel_ls_res_lower_factor,kernel_ls_res_upper_factor,ls_lo,ls_hi,ls_init,initial_ls_opt,initial_const_opt,refit_ls_opt,refit_const_opt,ls_opt,const_opt,f_win,f_full,f_train,f_train_frac,n_train,n_train_low,n_train_high,n_blind,blind_nsigma,train_exclude_nsigma,signal_model,inj_shape_mode,inj_background_mode,extract_background_mode,A_hat,sigma_A,Zhat,pull_param,Nsig_win,Nsig_train,success,nll,toy_mode,refit_gp_on_toy,refit_ok,refit_restarts,refit_optimize,refit_kernel_lock_mode,refit_lock_const_opt,refit_lock_ls_opt,refit_tail_alpha_scale,refit_tail_alpha_threshold,refit_tail_alpha_n_bins,refit_tail_alpha_max,refit_tail_alpha_mean,refit_fallback_used,refit_error,source_model,source_label,source_root,container,function_tag,toy_hist,toy_index,study,study_label,mode,lslb,source_csv,pull_correct,delta_z,recovery,recovery_bias,sigma_ratio_refit
2015,0.105,0,0,0.0,0.0,1047.8804606252115,871.6290129059003,1047.8804606252115,matched_refit_bonly,1.0,,955351.3513513504,5504692.275281419,0.0054957755026832,0.0510169393245232,resolution_scaled_local,0.75,8.0,0.0382627044933924,0.4081355145961858,0.1249654695836114,0.1591081830379694,20.940371172691854,0.1249654695836114,1.0,0.1249654695836114,1.0,0.9741850831277844,1.0,0.0258149168722154,0.0258149168722154,502,371,131,98,2.25,2.25,default,full,fixed_hist,profiled,65.69500357058992,1049.4830698071723,0.0625974877161767,0.0625974877161767,0,0,True,-120411.90725270272,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fShiftSigPowTail,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail,fShiftSigPowTail_toy_0,0,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,/Users/emryspeets/Desktop/gp_mods/funcform_studies/pullwidth_diagnostics_10toy_corrected_20260629/pilot_runs_subset/2015_profiled_lslb0p75/injection_extraction/inj_extract_toys_2015.csv,0.06259748771617674,0.0625974877161767,,,1.0015293816825295
2015,0.105,0,0,1047.8804606252115,1.0,1047.8804606252115,871.6290129059003,1047.8804606252115,matched_refit_bonly,1.0,,955351.3513513504,5504692.275281419,0.0054957755026832,0.0510169393245232,resolution_scaled_local,0.75,8.0,0.0382627044933924,0.4081355145961858,0.1249654695836114,0.1591081830379694,20.940371172691854,0.1249654695836114,1.0,0.1249654695836114,1.0,0.9741850831277844,1.0,0.0258149168722154,0.0258149168722154,502,371,131,98,2.25,2.25,default,full,fixed_hist,profiled,861.4484328575845,1085.338578258964,0.7937140078808119,-0.1717731512563483,998,26,True,-125802.93356714868,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fShiftSigPowTail,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail,fShiftSigPowTail_toy_0,0,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,/Users/emryspeets/Desktop/gp_mods/funcform_studies/pullwidth_diagnostics_10toy_corrected_20260629/pilot_runs_subset/2015_profiled_lslb0p75/injection_extraction/inj_extract_toys_2015.csv,-0.1717731512563483,-0.20628599211918808,0.8220865501620352,-0.17791344983796475,1.0357465560636594
2015,0.105,0,0,2095.760921250423,2.0,1047.8804606252115,871.6290129059003,1047.8804606252115,matched_refit_bonly,1.0,,955351.3513513504,5504692.275281419,0.0054957755026832,0.0510169393245232,resolution_scaled_local,0.75,8.0,0.0382627044933924,0.4081355145961858,0.1249654695836114,0.1591081830379694,20.940371172691854,0.1249654695836114,1.0,0.1249654695836114,1.0,0.9741850831277844,1.0,0.0258149168722154,0.0258149168722154,502,371,131,98,2.25,2.25,default,full,fixed_hist,profiled,1850.8838713556224,1153.822848353298,1.6041317555785528,-0.2122310632384184,2050,61,True,-131571.43016807138,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fShiftSigPowTail,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail,fShiftSigPowTail_toy_0,0,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,/Users/emryspeets/Desktop/gp_mods/funcform_studies/pullwidth_diagnostics_10toy_corrected_20260629/pilot_runs_subset/2015_profiled_lslb0p75/injection_extraction/inj_extract_toys_2015.csv,-0.21223106323841823,-0.3958682444214472,0.8831560186985946,-0.11684398130140539,1.101101596707774
2015,0.105,0,0,3143.6413818756346,3.0,1047.8804606252115,871.6290129059003,1047.8804606252115,matched_refit_bonly,1.0,,955351.3513513504,5504692.275281419,0.0054957755026832,0.0510169393245232,resolution_scaled_local,0.75,8.0,0.0382627044933924,0.4081355145961858,0.1249654695836114,0.1591081830379694,20.940371172691854,0.1249654695836114,1.0,0.1249654695836114,1.0,0.9741850831277844,1.0,0.0258149168722154,0.0258149168722154,502,371,131,98,2.25,2.25,default,full,fixed_hist,profiled,2475.654500276224,1194.3731796345544,2.0727646454969015,-0.5592781996358929,3123,87,True,-137503.33279076498,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fShiftSigPowTail,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail,fShiftSigPowTail_toy_0,0,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,/Users/emryspeets/Desktop/gp_mods/funcform_studies/pullwidth_diagnostics_10toy_corrected_20260629/pilot_runs_subset/2015_profiled_lslb0p75/injection_extraction/inj_extract_toys_2015.csv,-0.5592781996358929,-0.9272353545030985,0.7875117418129736,-0.21248825818702644,1.13979907490778
2015,0.105,0,0,5239.402303126058,5.0,1047.8804606252115,871.6290129059003,1047.8804606252115,matched_refit_bonly,1.0,,955351.3513513504,5504692.275281419,0.0054957755026832,0.0510169393245232,resolution_scaled_local,0.75,8.0,0.0382627044933924,0.4081355145961858,0.1249654695836114,0.1591081830379694,20.940371172691854,0.1249654695836114,1.0,0.1249654695836114,1.0,0.9741850831277844,1.0,0.0258149168722154,0.0258149168722154,502,371,131,98,2.25,2.25,default,full,fixed_hist,profiled,4946.954876528426,1242.1830297563092,3.982468571881003,-0.2354302221106688,5101,137,True,-148616.02908421968,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fShiftSigPowTail,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail,fShiftSigPowTail_toy_0,0,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,/Users/emryspeets/Desktop/gp_mods/funcform_studies/pullwidth_diagnostics_10toy_corrected_20260629/pilot_runs_subset/2015_profiled_lslb0p75/injection_extraction/inj_extract_toys_2015.csv,-0.23543022211066883,-1.017531428118997,0.9441830556849692,-0.055816944315030814,1.1854243651181053
2015,0.045,1000000,0,0.0,0.0,45748.14579844151,23503.176354915384,45748.14579844151,matched_refit_bonly,1.0,,393422750.0,971521929.6536973,0.0023026304707412,0.0499034166704954,resolution_scaled_local,0.75,8.0,0.0374275625028716,0.3992273333639637,0.1222379072642137,0.1625148271594837,20.650730092313704,0.1222379072642137,1.0,0.1222379072642137,1.0,0.9773923766036258,1.0,0.0226076233963742,0.0226076233963742,558,159,399,42,2.25,2.25,default,full,fixed_hist,profiled,-36958.20659549775,45719.10566448114,-0.8083755370615294,-0.8083755370615294,0,0,True,-43800108.80982261,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fShiftSigPowTail,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail,fShiftSigPowTail_toy_1,1,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,/Users/emryspeets/Desktop/gp_mods/funcform_studies/pullwidth_diagnostics_10toy_corrected_20260629/pilot_runs_subset/2015_profiled_lslb0p75/injection_extraction/inj_extract_toys_2015.csv,-0.8083755370615294,-0.8083755370615294,,,0.9993652172464362
2015,0.045,1000000,0,45748.14579844151,1.0,45748.14579844151,23503.176354915384,45748.14579844151,matched_refit_bonly,1.0,,393422750.0,971521929.6536973,0.0023026304707412,0.0499034166704954,resolution_scaled_local,0.75,8.0,0.0374275625028716,0.3992273333639637,0.1222379072642137,0.1625148271594837,20.650730092313704,0.1222379072642137,1.0,0.1222379072642137,1.0,0.9773923766036258,1.0,0.0226076233963742,0.0226076233963742,558,159,399,42,2.25,2.25,default,full,fixed_hist,profiled,-9265.022357199416,46383.819796076226,-0.199746859959627,-1.186042210354885,44647,983,True,-44312957.074610285,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fShiftSigPowTail,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail,fShiftSigPowTail_toy_1,1,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,/Users/emryspeets/Desktop/gp_mods/funcform_studies/pullwidth_diagnostics_10toy_corrected_20260629/pilot_runs_subset/2015_profiled_lslb0p75/injection_extraction/inj_extract_toys_2015.csv,-1.186042210354885,-1.199746859959627,-0.2025223579119363,-1.2025223579119362,1.01389507676301
2015,0.045,1000000,0,91496.29159688302,2.0,45748.14579844151,23503.176354915384,45748.14579844151,matched_refit_bonly,1.0,,393422750.0,971521929.6536973,0.0023026304707412,0.0499034166704954,resolution_scaled_local,0.75,8.0,0.0374275625028716,0.3992273333639637,0.1222379072642137,0.1625148271594837,20.650730092313704,0.1222379072642137,1.0,0.1222379072642137,1.0,0.9773923766036258,1.0,0.0226076233963742,0.0226076233963742,558,159,399,42,2.25,2.25,default,full,fixed_hist,profiled,14318.684621728966,47124.17909665889,0.3038500594855808,-1.6377496320275626,89570,2138,True,-44829668.89020152,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fShiftSigPowTail,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail,fShiftSigPowTail_toy_1,1,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,/Users/emryspeets/Desktop/gp_mods/funcform_studies/pullwidth_diagnostics_10toy_corrected_20260629/pilot_runs_subset/2015_profiled_lslb0p75/injection_extraction/inj_extract_toys_2015.csv,-1.6377496320275626,-1.6961499405144191,0.15649469909463257,-0.8435053009053675,1.030078449611487
2015,0.045,1000000,0,137244.43739532452,3.0,45748.14579844151,23503.176354915384,45748.14579844151,matched_refit_bonly,1.0,,393422750.0,971521929.6536973,0.0023026304707412,0.0499034166704954,resolution_scaled_local,0.75,8.0,0.0374275625028716,0.3992273333639637,0.1222379072642137,0.1625148271594837,20.650730092313704,0.1222379072642137,1.0,0.1222379072642137,1.0,0.9773923766036258,1.0,0.0226076233963742,0.0226076233963742,558,159,399,42,2.25,2.25,default,full,fixed_hist,profiled,46603.99551547908,47552.39063297361,0.9800557846856832,-1.9061174564164576,133821,3133,True,-45339296.22335827,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fShiftSigPowTail,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail,fShiftSigPowTail_toy_1,1,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,/Users/emryspeets/Desktop/gp_mods/funcform_studies/pullwidth_diagnostics_10toy_corrected_20260629/pilot_runs_subset/2015_profiled_lslb0p75/injection_extraction/inj_extract_toys_2015.csv,-1.9061174564164576,-2.019944215314317,0.3395692852835923,-0.6604307147164077,1.0394386439721797
2015,0.045,1000000,0,228740.72899220756,5.0,45748.14579844151,23503.176354915384,45748.14579844151,matched_refit_bonly,1.0,,393422750.0,971521929.6536973,0.0023026304707412,0.0499034166704954,resolution_scaled_local,0.75,8.0,0.0374275625028716,0.3992273333639637,0.1222379072642137,0.1625148271594837,20.650730092313704,0.1222379072642137,1.0,0.1222379072642137,1.0,0.9773923766036258,1.0,0.0226076233963742,0.0226076233963742,558,159,399,42,2.25,2.25,default,full,fixed_hist,profiled,82172.32287662996,49077.91081889379,1.6743239780491153,-2.986443466520836,223751,5155,True,-46376604.9676839,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,functional_form,fShiftSigPowTail,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail,fShiftSigPowTail_toy_1,1,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,/Users/emryspeets/Desktop/gp_mods/funcform_studies/pullwidth_diagnostics_10toy_corrected_20260629/pilot_runs_subset/2015_profiled_lslb0p75/injection_extraction/inj_extract_toys_2015.csv,-2.986443466520836,-3.3256760219508847,0.3592378289544985,-0.6407621710455015,1.072784698971684
