dataset,study,study_label,mode,lslb,mass_GeV,inj_nsigma,n_toys,pull_mean_correct,pull_mean_err,pull_width_correct,pull_width_err,cov_1sigma,cov_2sigma,delta_z_mean,sigma_ratio_mean,success_rate,refit_ok_rate,fallback_rate,ls_lo_mean,refit_ls_opt_mean
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,0.0,10,-1.5449450958665825,2.65028881497352,8.38094911258489,1.9754086500960513,0.1,0.1,-1.5449450958665825,0.9947784261790034,1.0,1.0,0.0,0.051016939324523204,0.144297695007012
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,1.0,10,-1.763790869153798,2.6060523595567044,8.24106115785526,1.9424367429641718,0.1,0.1,-1.7614140165859016,0.9992014089234351,1.0,1.0,0.0,0.051016939324523204,0.144297695007012
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,2.0,10,-1.9327677890070363,2.6484865102089796,8.37524972449117,1.97406529143949,0.1,0.1,-1.9385659515551255,1.004480996043244,1.0,1.0,0.0,0.051016939324523204,0.144297695007012
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,3.0,10,-2.2421052675161217,2.5553490904290106,8.080723342595249,1.9046447574805088,0.0,0.1,-2.263192788680903,1.0086290258912451,1.0,1.0,0.0,0.051016939324523204,0.144297695007012
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,5.0,10,-2.719647922742065,2.583558897191238,8.169930584317108,1.9256711059979998,0.0,0.1,-2.8000488814041384,1.017872569866403,1.0,1.0,0.0,0.051016939324523204,0.144297695007012
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,0.0,10,-0.008961987596256993,0.2948924624484597,0.9325318461528068,0.21979986402902002,0.8,1.0,-0.008961987596256993,1.0008924873045333,1.0,1.0,0.0,0.0249517083352477,0.09980683334099091
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,1.0,10,-0.8632081483138,0.2886573346745475,0.912814640885069,0.21515247417873185,0.5,0.9,-0.873398277598965,1.0103096003160115,1.0,1.0,0.0,0.0249517083352477,0.09980683334099091
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,2.0,10,-1.7623723105646882,0.29139285579608687,0.9214651182166317,0.21719141123928132,0.3,0.7,-1.7981745470195514,1.0182489397548373,1.0,1.0,0.0,0.0249517083352477,0.09980683334099091
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,3.0,10,-2.6162396097478036,0.29740994400224324,0.9404928218302225,0.22167628399114062,0.0,0.2,-2.6922599135636323,1.0260341121809433,1.0,1.0,0.0,0.0249517083352477,0.09980683334099091
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,5.0,10,-4.541206003290526,0.30715015973663784,0.9712940884523191,0.22893621215701374,0.0,0.0,-4.734669196356803,1.040347143114776,1.0,1.0,0.0,0.0249517083352477,0.09980683334099091
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,0.0,10,0.07803067815183275,0.23222476833956637,0.7343591970579879,0.1730901226888038,0.7,1.0,0.0780306781518327,1.0037469696517625,1.0,1.0,0.0,0.0253415063509576,0.10136602540383062
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,1.0,10,-0.6252899222277593,0.23488890860506145,0.7427839483031181,0.17507585560055094,0.8,0.9,-0.6689128894966163,1.045965712758228,1.0,1.0,0.0,0.0253415063509576,0.10136602540383062
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,2.0,10,-1.2794371056708245,0.2935346006426661,0.9282379100987499,0.218787773595085,0.4,0.8,-1.4160861089650782,1.0739093035862797,1.0,1.0,0.0,0.0253415063509576,0.10136602540383062
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,3.0,10,-1.961523415329431,0.3555532149032944,1.1243579884897348,0.2650137193807859,0.2,0.7,-2.2410968198889067,1.1039753585443204,1.0,1.0,0.0,0.0253415063509576,0.10136602540383062
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,5.0,10,-3.4338866130443426,0.40086192089657086,1.26763669726341,0.298784834905292,0.0,0.1,-4.102783219784799,1.1575484171020645,1.0,1.0,0.0,0.0253415063509576,0.10136602540383062
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,0.0,10,0.23793956488792972,0.24150155690394992,0.7636949782932435,0.1800046326364219,0.8,1.0,0.2379395648879296,1.0129764841296036,1.0,1.0,0.0,0.025508469662261602,0.10203387864904641
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,1.0,10,-0.016876474275587285,0.2632259838036962,0.8323936481582722,0.1961970644097745,0.8,1.0,-0.10645855441238697,1.0990796525839275,1.0,1.0,0.0,0.025508469662261602,0.10203387864904641
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,2.0,10,-0.342899208154531,0.2793312781435086,0.8833230606594973,0.2082012420569289,0.6,1.0,-0.6610384965628358,1.190280325472671,1.0,1.0,0.0,0.025508469662261602,0.10203387864904641
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,3.0,10,-0.6365590143762605,0.29841962359068325,0.9436857090366744,0.22242885472288923,0.6,1.0,-1.2517889440087804,1.2597386417385126,1.0,1.0,0.0,0.025508469662261602,0.10203387864904641
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,5.0,10,-1.2547231944445643,0.3504395455070512,1.1081871459965082,0.26120221525263254,0.5,0.7,-2.738857633965841,1.426892583815004,1.0,1.0,0.0,0.025508469662261602,0.10203387864904641
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.045,0.0,10,0.18893390162968599,0.3253137888251069,1.0287325269463694,0.2424745819436502,0.7,1.0,0.18893390162968599,1.0005981785205706,1.0,1.0,0.0,0.0374275625028716,0.12223790726421371
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.045,1.0,10,-0.15189961638523578,0.33443523474247727,1.0575770715993038,0.24927330631842623,0.5,0.9,-0.1657010745969695,1.0140036443758276,1.0,1.0,0.0,0.0374275625028716,0.12223790726421371
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.045,2.0,10,-0.5216532700455245,0.33821774425467516,1.0695384169291016,0.2520926224500309,0.7,0.9,-0.5758753631382232,1.0278813165919858,1.0,1.0,0.0,0.0374275625028716,0.12223790726421371
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.045,3.0,10,-0.8718330887728136,0.32103449874819456,1.0152002235347692,0.2392849874411781,0.6,0.9,-0.9905700839721229,1.0412212418105928,1.0,1.0,0.0,0.0374275625028716,0.12223790726421371
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.045,5.0,10,-1.7198145604697075,0.3651327308299176,1.1546510776997225,0.272153868981943,0.2,0.6,-2.0430962359800935,1.0691403545537566,1.0,1.0,0.0,0.0374275625028716,0.12223790726421371
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.075,0.0,10,-0.010611515740055324,0.20883633189180587,0.660398466972967,0.15565741142726175,0.9,1.0,-0.010611515740055286,0.9997114245370831,1.0,1.0,0.0,0.0380122595264365,0.1241475197466911
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.075,1.0,10,-0.23533192239991116,0.21319777288855463,0.6741905544031281,0.15890823761012332,0.7,1.0,-0.2612339879155555,1.0265953940480146,1.0,1.0,0.0,0.0380122595264365,0.1241475197466911
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.075,2.0,10,-0.49125433633674065,0.21440691398065104,0.6780141942666562,0.1598094781688953,0.8,1.0,-0.5910095402493084,1.052509542708853,1.0,1.0,0.0,0.0380122595264365,0.1241475197466911
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.075,3.0,10,-0.7215482752598329,0.2106944790438186,0.6662744442010824,0.15704239254196112,0.6,1.0,-0.9485160368417755,1.0819020763490808,1.0,1.0,0.0,0.0380122595264365,0.1241475197466911
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.075,5.0,10,-1.2323021863489951,0.21366602281028324,0.6756712906699861,0.15925725049527134,0.3,0.9,-1.83535778730737,1.1372504222389028,1.0,1.0,0.0,0.0380122595264365,0.1241475197466911
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.105,0.0,10,0.10659053110487005,0.2609395759107355,0.82516339155633,0.1944928765854571,0.8,1.0,0.10659053110486996,1.0052716330627942,1.0,1.0,0.0,0.038262704493392405,0.12496546958361139
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.105,1.0,10,0.008071646797998256,0.2749503049683154,0.8694692070577869,0.20493585744781717,0.8,1.0,-0.03043615069959753,1.0401847165778644,1.0,1.0,0.0,0.038262704493392405,0.12496546958361139
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.105,2.0,10,-0.02903702790658951,0.2726937431957101,0.8623333321754871,0.20325391560815956,0.8,1.0,-0.19259678439588146,1.0891932446318617,1.0,1.0,0.0,0.038262704493392405,0.12496546958361139
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.105,3.0,10,-0.15827763788565902,0.3141171981882526,0.9933257985053946,0.23412913601690225,0.7,0.9,-0.4881899800835175,1.1240603802557003,1.0,1.0,0.0,0.038262704493392405,0.12496546958361139
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.105,5.0,10,-0.369746929999519,0.270357460438059,0.8549453574031306,0.20151255325457007,0.7,0.9,-1.218192850537465,1.2047154693282203,1.0,1.0,0.0,0.038262704493392405,0.12496546958361139
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.045,0.0,10,0.10060397459635986,0.23723272565529382,0.7501957486005897,0.17682283368426516,0.8,1.0,0.10060397459635986,1.0007393702793932,1.0,1.0,0.0,0.0499034166704954,0.14114817732834056
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.045,1.0,10,0.03160207839341756,0.2382886341578353,0.7535348244693584,0.17760986141416604,0.8,1.0,0.02356918630407474,1.008101436624643,1.0,1.0,0.0,0.0499034166704954,0.14114817732834056
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.045,2.0,10,-0.0377135428467313,0.23340308625558007,0.7380853654803742,0.17396838900857464,0.8,1.0,-0.06811725923019822,1.015441650894175,1.0,1.0,0.0,0.0499034166704954,0.14114817732834056
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.045,3.0,10,-0.15272755314655706,0.22661346141455901,0.7166146865246891,0.16890770144649322,0.9,1.0,-0.21960535724790403,1.0228056643771073,1.0,1.0,0.0,0.0499034166704954,0.14114817732834056
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.045,5.0,10,-0.3433939015727082,0.23063204674509025,0.7293225691409083,0.171902978103977,0.9,1.0,-0.5270111006466387,1.0381247898915977,1.0,1.0,0.0,0.0499034166704954,0.14114817732834056
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.075,0.0,10,-0.2793886664061431,0.23104132303414837,0.7306168144066334,0.1722080346386146,0.8,1.0,-0.27938866640614324,0.9991300093017477,1.0,1.0,0.0,0.05068301270191531,0.14335320788995304
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.075,1.0,10,-0.35410402525235996,0.24434505639624993,0.7726869132144439,0.18212405202267823,0.8,1.0,-0.36656325343012425,1.0126327935403125,1.0,1.0,0.0,0.05068301270191531,0.14335320788995304
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.075,2.0,10,-0.45916261323386287,0.24490326361466402,0.7744521194309796,0.1825401151179799,0.7,1.0,-0.5072628995620171,1.0246589652752267,1.0,1.0,0.0,0.05068301270191531,0.14335320788995304
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.075,3.0,10,-0.6213506260345192,0.24627815456830654,0.7787999063788509,0.18356489832931128,0.7,1.0,-0.7357696884988119,1.0396589841959407,1.0,1.0,0.0,0.05068301270191531,0.14335320788995304
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.075,5.0,10,-0.7948653650965262,0.22707856853617847,0.7180854843849714,0.16925437182674669,0.7,0.9,-1.108065545788595,1.0668350367504449,1.0,1.0,0.0,0.05068301270191531,0.14335320788995304
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.105,0.0,10,-0.22602405131572803,0.24104487260233606,0.7622508157285004,0.17966424025553338,0.9,1.0,-0.22602405131572806,0.9985859708023319,1.0,1.0,0.0,0.051016939324523204,0.144297695007012
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.105,1.0,10,-0.30241956378285295,0.2170729299615553,0.6864448770447217,0.16179660915636285,0.9,1.0,-0.32228332301064166,1.0203701935172738,1.0,1.0,0.0,0.051016939324523204,0.144297695007012
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.105,2.0,10,-0.2981200957419034,0.23006533862282982,0.7275304807060482,0.1714805788090518,0.8,1.0,-0.3813973106679107,1.043536052548958,1.0,1.0,0.0,0.051016939324523204,0.144297695007012
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.105,3.0,10,-0.41715001198640095,0.2167680526950808,0.6854807704758561,0.16156936705881908,0.9,1.0,-0.6092732307190276,1.0685761158014018,1.0,1.0,0.0,0.051016939324523204,0.144297695007012
2015,profiled_lslb1p0_subset,"profiled bkg, lslb=1.0 subset",profiled,1.0,0.105,5.0,10,-0.5779658338152129,0.26818650222233714,0.8480801847363942,0.1998944165390148,0.8,0.9,-1.0944311396954842,1.1153452360000606,1.0,1.0,0.0,0.051016939324523204,0.144297695007012
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.06,0.0,10,21.51000386357423,3.6077350391231615,11.408659918025869,2.689046930762418,0.0,0.0,21.51000386357423,1.0113991720355184,1.0,1.0,0.0,0.040467602130689694,0.11445966353987971
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.06,1.0,10,21.154629202173147,3.6262266623029022,11.467135564907414,2.702829772910488,0.0,0.0,21.14290066205548,1.0119008850199969,1.0,1.0,0.0,0.040467602130689694,0.11445966353987971
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.06,2.0,10,20.796495107019748,3.6251255590932185,11.463653570825892,2.70200905903479,0.0,0.0,20.77207890732431,1.012392306864474,1.0,1.0,0.0,0.040467602130689694,0.11445966353987971
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.06,3.0,10,20.459386822702758,3.5974044018856084,11.37599157467425,2.6813469283910645,0.0,0.0,20.421291948965113,1.012894640434678,1.0,1.0,0.0,0.040467602130689694,0.11445966353987971
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.06,5.0,10,19.579956782715293,3.623438909474588,11.458319916416364,2.7007519046342954,0.0,0.0,19.511683168951137,1.0138767337608414,1.0,1.0,0.0,0.040467602130689694,0.11445966353987971
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,0.0,10,-5.28904294686553,5.485770407677236,17.347529209010506,4.0888518468410116,0.0,0.0,-5.289042946865532,0.9960161945285038,1.0,1.0,0.0,0.0410316530546541,0.11605504047295871
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,1.0,10,-5.524660683498143,5.478881823496584,17.325745593145843,4.083717399342123,0.0,0.0,-5.521249118179907,0.9967693919197116,1.0,1.0,0.0,0.0410316530546541,0.11605504047295871
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,2.0,10,-5.942956634615021,5.488737245119428,17.356911172775302,4.091063196907323,0.0,0.0,-5.937627943110842,0.9975122151787001,1.0,1.0,0.0,0.0410316530546541,0.11605504047295871
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,3.0,10,-6.245601243658031,5.443491644440255,17.213832020526652,4.057339117306842,0.0,0.0,-6.239928200027257,0.9982817889399035,1.0,1.0,0.0,0.0410316530546541,0.11605504047295871
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,5.0,10,-7.137440071004806,5.499410237431388,17.390662137930562,4.099018375684948,0.0,0.0,-7.135405526148141,0.9997619065008649,1.0,1.0,0.0,0.0410316530546541,0.11605504047295871
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.15,0.0,10,-2.6699716988660507,3.5352731419282444,11.179515279312964,2.6350370214602727,0.1,0.2,-2.6699716988660502,0.9948591581434695,1.0,1.0,0.0,0.0431189544867478,0.121958820461014
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.15,1.0,10,-3.0022047194002295,3.56283063474923,11.266659723231017,2.655577163872668,0.1,0.2,-2.998504814036231,0.9969122136736249,1.0,1.0,0.0,0.0431189544867478,0.121958820461014
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.15,2.0,10,-3.2919237836409656,3.5645676747344757,11.272152725971178,2.6568718770348827,0.1,0.1,-3.288720851616901,0.9989973956917376,1.0,1.0,0.0,0.0431189544867478,0.121958820461014
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.15,3.0,10,-3.5903397033002578,3.5758092673211976,11.307701763072885,2.665250865434639,0.0,0.2,-3.5914149933008837,1.0009575853757413,1.0,1.0,0.0,0.0431189544867478,0.121958820461014
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.15,5.0,10,-4.204285571220683,3.574044819653739,11.302122089631544,2.663935723792246,0.0,0.1,-4.226933372174672,1.0051473658368162,1.0,1.0,0.0,0.0431189544867478,0.121958820461014
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.06,0.0,10,0.6151268488362733,0.2909108457860816,0.9199408687300145,0.21683214218987895,0.6,0.9,0.6151268488362733,1.002034828286406,1.0,1.0,0.0,0.0202338010653448,0.08093520426137948
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.06,1.0,10,-0.21530538465054586,0.29202066528299986,0.9234504261319383,0.2176593528025002,0.8,1.0,-0.22941170306371345,1.0143493932756138,1.0,1.0,0.0,0.0202338010653448,0.08093520426137948
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.06,2.0,10,-1.084065339903128,0.29027507973258343,0.9179303999419438,0.21635827015207607,0.5,0.9,-1.1349879789563062,1.0262412571490411,1.0,1.0,0.0,0.0202338010653448,0.08093520426137948
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.06,3.0,10,-1.9830622416239838,0.2881163300881164,0.9111038341673491,0.2147492331682654,0.1,0.6,-2.087182914369548,1.0361424420188912,1.0,1.0,0.0,0.0202338010653448,0.08093520426137948
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.06,5.0,10,-3.8138776124384632,0.29316696197385933,0.9270753345493682,0.21851375191021516,0.0,0.1,-4.053417345166199,1.0507198792739871,1.0,1.0,0.0,0.0202338010653448,0.08093520426137948
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,0.0,10,-0.7760505867181984,0.3841471066633359,1.2147798136197867,0.2863263479530272,0.4,0.8,-0.7760505867181984,1.0025870659594782,1.0,1.0,0.0,0.020515826527327,0.08206330610930831
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,1.0,10,-1.5147634145911346,0.39244531773850416,1.2410210611221533,0.29251146930493316,0.2,0.7,-1.542310022288477,1.0284413135629795,1.0,1.0,0.0,0.020515826527327,0.08206330610930831
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,2.0,10,-2.238105684577387,0.39506340198400286,1.2493001704441324,0.29446287408618527,0.2,0.3,-2.33437230202735,1.05091354344841,1.0,1.0,0.0,0.020515826527327,0.08206330610930831
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,3.0,10,-3.0967247269931386,0.39079182561981,1.2357922599339421,0.29127902904571307,0.1,0.2,-3.300223574142432,1.0733807364517465,1.0,1.0,0.0,0.020515826527327,0.08206330610930831
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,5.0,10,-4.630966603941274,0.4193075185742639,1.3259667987280326,0.3125333716696033,0.0,0.1,-5.103538712395799,1.105978502916293,1.0,1.0,0.0,0.020515826527327,0.08206330610930831
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.15,0.0,10,-0.17660317232724781,0.32687878182408303,1.0336814693453515,0.2436410588536575,0.6,1.0,-0.17660317232724784,1.0116997943207915,1.0,1.0,0.0,0.0215594772433739,0.0862379089734957
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.15,1.0,10,-0.6459028867623745,0.3920825002642698,1.239873731528663,0.29224104112632887,0.5,0.9,-0.7094525949829678,1.0683105752271025,1.0,1.0,0.0,0.0215594772433739,0.0862379089734957
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.15,2.0,10,-1.2062718329363022,0.43733184998838687,1.3829647392983848,0.3259679150999246,0.5,0.6,-1.423608697213647,1.1232072783451184,1.0,1.0,0.0,0.0215594772433739,0.0862379089734957
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.15,3.0,10,-1.6429874898038612,0.515422198046503,1.6299081024373385,0.3841730239814467,0.4,0.6,-2.053010873064024,1.1605883913182227,1.0,1.0,0.0,0.0215594772433739,0.0862379089734957
2016,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.15,5.0,10,-2.8768296758263086,0.590594837691674,1.8676248614431505,0.44020340141301273,0.2,0.4,-3.880877079606664,1.2596325128199206,1.0,1.0,0.0,0.0215594772433739,0.0862379089734957
2016,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.06,0.0,10,0.40064899640857776,0.26985214605448804,0.8533474130166022,0.201135914150679,0.8,1.0,0.40064899640857776,0.9996739729854431,1.0,1.0,0.0,0.0303507015980173,0.0991249763341553
2016,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.06,1.0,10,0.14153014750775367,0.27837663963137216,0.8803042286190318,0.20748969652123675,0.7,1.0,0.12423680077346885,1.0176119199880207,1.0,1.0,0.0,0.0303507015980173,0.0991249763341553
2016,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.06,2.0,10,-0.20236451040043552,0.28127942256494515,0.8894836342421877,0.2096533031757019,0.7,1.0,-0.2711058249168294,1.0356114376534287,1.0,1.0,0.0,0.0303507015980173,0.0991249763341553
2016,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.06,3.0,10,-0.525812505685292,0.2722069733901512,0.8607940308937237,0.2028910988166182,0.8,1.0,-0.6774778503344908,1.0532684742187923,1.0,1.0,0.0,0.0303507015980173,0.0991249763341553
2016,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.06,5.0,10,-1.2582317530849418,0.27838229378795265,0.8803221086320733,0.20749391088072655,0.3,0.8,-1.662322139351366,1.0879456504858558,1.0,1.0,0.0,0.0303507015980173,0.0991249763341553
2016,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.105,0.0,10,-0.538919314555515,0.35672450576327197,1.1280619354098014,0.2658867480422306,0.4,0.9,-0.538919314555515,1.0001760334845886,1.0,1.0,0.0,0.030773739790990608,0.1005066132868134
2016,profiled_lslb0p75,"profiled bkg, lslb=0.75 subset",profiled,0.75,0.105,1.0,10,-0.782059687220705,0.3505591454360415,1.108565354180112,0.261291359776408,0.4,0.9,-0.8060074626858669,1.0245505074081787,1.0,1.0,0.0,0.030773739790990608,0.1005066132868134
