dataset,mass_GeV,inj_nsigma,toy_index,delta_abs_pull_profiled_minus_fixed,pull_correct_fixed1p0,pull_correct_profiled0p5,A_hat_fixed1p0,A_hat_profiled0p5,sigma_A_fixed1p0,sigma_A_profiled0p5,strength_fixed1p0,strength_profiled0p5
2015,0.06,1.0,0,-33.47853837539715,34.79816353204056,1.3196251566434127,34582.527841337,69537.76612171673,966.654356477698,30141.963934282216,944.7314656666338,29761.672243399466
2015,0.06,1.0,9,-13.169156120355623,14.269527018508997,-1.1003708981533729,14722.023604625145,-3538.103727279318,964.773680556228,30571.4967946091,955.1595031816806,30101.881658497656
2015,0.06,1.0,1,-5.505031145391112,5.669024527542964,0.16399338215185236,6428.514428804609,32212.944651428537,964.533236585544,28485.980670268844,960.5518529707598,27541.43233739886
2015,0.06,1.0,4,1.3635086685599722,0.4485747669435539,-1.8120834355035262,1396.8050631206377,-25545.79337861327,964.6692213022036,31076.44366370092,964.078791997382,30767.31541873769
2015,0.06,1.0,5,-3.533398536573179,-5.04019288481689,-1.5067943482437112,-3895.453592193144,-16086.402019849407,964.7192776801792,31389.37937652152,966.9176470161846,31210.937419570928
2015,0.06,1.0,3,-10.542067246359228,-11.794435399819857,1.2523681534606297,-10405.06899785908,60045.91025597389,964.5124400577956,27026.30505716944,970.8106687252132,26199.02649666292
2015,0.06,1.0,6,-26.00021980268422,-28.56810368998923,-2.5678838873050083,-26551.205755594136,-48861.68362957242,963.7093883544834,30856.86167323049,980.1439779328426,30375.15427391561
2015,0.06,1.0,7,-26.82980683880803,-27.902777433735192,-1.0729705949271628,-25922.01966348509,-2786.147111430411,964.1608246314272,29248.999423236328,980.745236532208,28597.169200743712
2015,0.06,1.0,8,-35.33472606278216,-36.5951622280691,-1.26043616528694,-34195.53493182583,-8404.3431981064,961.3029347372552,30543.354609378748,983.5019152029496,30093.60556073813
2015,0.06,1.0,2,-53.28462783990807,-57.23498438036391,-3.9503565404558394,-54073.58400253154,-91933.72206498806,962.1706556341676,31050.68815511129,996.2384439345456,30727.566974210487
2015,0.06,2.0,0,-33.97391538974801,34.38594260364752,0.4120272138995126,35149.757801186446,72125.89154863002,967.2643048710568,30586.686113662072,1889.4629313332675,59523.34448679893
2015,0.06,2.0,9,-11.86439887912285,13.999851350983006,-2.135452471860155,15424.49992020216,-5763.409548126219,965.3088861468444,30891.42639997916,1910.3190063633613,60203.76331699531
2015,0.06,2.0,1,-4.581870328640148,5.022873345447577,-0.4410030168074284,6768.558336882687,42190.790869640055,965.0760227379816,29233.527467652697,1921.10370594152,55082.86467479772
2015,0.06,2.0,4,2.092179544325946,0.3109101137168981,-2.403089658042844,2228.271161449545,-13679.170977139202,965.2744128100384,31298.79135507212,1928.157583994764,61534.63083747538
2015,0.06,2.0,5,-2.935497712132892,-5.372272280006205,-2.4367745678733126,-3252.113803187436,-14505.449401749023,965.3176210967878,31569.32334041428,1933.835294032369,62421.874839141856
2015,0.06,2.0,3,-11.832247773705449,-12.042632315251677,0.21038454154622738,-9680.2172769371,58268.47996961245,965.0579964704872,27903.31900405673,1941.6213374504264,52398.05299332584
2015,0.06,2.0,6,-25.4524525050967,-29.004147221213458,-3.5516947161167574,-26007.80714958627,-49895.75311449794,964.2791733244362,31153.03270865125,1960.2879558656853,60750.30854783123
2015,0.06,2.0,7,-26.377084585766813,-28.447372959971784,-2.07028837420497,-25482.49977873928,-4621.889964612262,964.7284580695748,29858.75259519742,1961.490473064416,57194.33840148743
2015,0.06,2.0,8,-34.29492373454151,-36.45041525096332,-2.1554915164218027,-33095.287972192,-6518.142889070013,961.91748602017,30946.70218015039,1967.0038304058992,60187.21112147626
2015,0.06,2.0,2,-52.273881733070674,-57.385784196591146,-5.1119024635204715,-53257.76998889812,-98909.8530027724,962.7863006540426,31370.901165581512,1992.476887869092,61455.133948420975
2015,0.06,3.0,0,-33.477985719688185,33.76068572081707,-0.2827000011288861,35506.77583839547,80563.76729534192,967.7700776453552,30849.83869837469,2834.194396999901,89285.0167301984
2015,0.06,3.0,9,-10.096236810597114,12.964845728040979,-2.8686089174438645,15387.9370366638,680.2256782311864,965.8779433090048,31243.512753604777,2865.478509545042,90305.64497549296
2015,0.06,3.0,1,-3.404576338854519,4.76797526387198,-1.363398925017461,7485.935995671051,42214.27417585025,965.667853112922,29639.177569271444,2881.6555589122795,82624.29701219658
2015,0.06,3.0,4,3.2857937978001983,-0.09748169705946318,-3.3832754948596615,2798.085571060064,-14318.4054765672,965.8305894556902,31513.94318753309,2892.2363759921463,92301.94625621306
2015,0.06,3.0,5,-1.9039705941646186,-5.577278199869203,-3.673307605704584,-2486.352841511661,-22581.699828675297,965.9022895229706,31637.56607448528,2900.7529410485536,93632.8122587128
2015,0.06,3.0,3,-12.0844459365896,-12.491052592355466,-0.40660665576586585,-9149.357118064456,67055.05191608555,965.6343238536934,28386.22391009115,2912.43200617564,78597.07948998877
2015,0.06,3.0,6,-24.96819350447013,-29.61059032938441,-4.642396824914284,-25629.78996524856,-55052.440087108,964.86498854753,31487.593245877644,2940.431933798528,91125.46282174684
2015,0.06,3.0,7,-26.12537472880447,-28.916189337221834,-2.7908146084173646,-24969.31152399973,1027.779345625339,965.2567600831044,30372.39664754164,2942.235709596624,85791.50760223114
2015,0.06,3.0,8,-35.57765966664865,-38.51146833673113,-2.9338086700824797,-34115.58931405457,-1234.4201499099895,962.4690166464218,31193.321420497257,2950.505745608849,90280.8166822144
2015,0.06,3.0,2,-51.9837241961164,-57.85170864026478,-5.867984444148386,-52741.61074747328,-93380.21237896038,963.3306844197272,31622.9388587826,2988.715331803637,92182.70092263144
2015,0.06,5.0,0,-31.481772139106635,33.55908940879487,-2.0773172696882343,37241.069362889946,83663.96656006116,968.9599034839993,31359.867655995124,4723.657328333169,148808.36121699732
2015,0.06,5.0,9,-8.080337066187795,12.996520969973709,-4.916183903785914,17344.821485801982,-5997.1490275284,967.1068125794748,31834.968012382986,4775.797515908404,150509.40829248828
2015,0.06,5.0,1,-0.9348880181303443,3.743962867805999,-2.8090748496756546,8422.28169761262,51501.3497789182,966.7623746706382,30688.328549888847,4802.759264853799,137707.1616869943
2015,0.06,5.0,4,3.6795557741172398,-1.5123226867848758,-5.191878460902116,3358.09020554324,-11304.99555530326,966.9257541540004,31807.67305949175,4820.39395998691,153836.57709368845
2015,0.06,5.0,5,-1.092010051987951,-6.440688089236739,-5.348678037248788,-1393.8790878663092,-13605.046916179486,967.0499854442328,31719.93768039596,4834.5882350809225,156054.68709785465
2015,0.06,5.0,3,-11.47715509743257,-13.177384112822255,-1.7002290153896837,-7885.23980884284,80786.41326880829,966.7543302523096,29530.5625066037,4854.053343626066,130995.1324833146
2015,0.06,5.0,6,-23.50265777105463,-30.12876574367196,-6.62610797261733,-24202.955292392573,-59963.44971720999,965.9763506299466,31970.38472089839,4900.719889664213,151875.77136957808
2015,0.06,5.0,7,-24.55625210002135,-29.396275993262858,-4.840023893241508,-23505.6352631814,-8270.761682586226,966.4272254197572,31251.21094908557,4903.72618266104,142985.84600371856
2015,0.06,5.0,8,-33.21476692878073,-37.99861950214282,-4.7838525733620925,-31701.69759838629,-975.3293009330328,963.698356787304,31657.195697857653,4917.509576014748,150468.02780369067
