dataset,mass_GeV,inj_nsigma,toy_index,delta_abs_pull_profiled_minus_fixed,pull_correct_fixed1p0,pull_correct_profiled0p5,A_hat_fixed1p0,A_hat_profiled0p5,sigma_A_fixed1p0,sigma_A_profiled0p5,strength_fixed1p0,strength_profiled0p5
2015,0.06,5.0,2,-50.53564739193873,-58.46520972581239,-7.929562333873659,-51410.94527206047,-99906.41215740646,964.5417805939396,31974.557529532703,4981.192219672728,153637.83487105244
2015,0.075,0.0,0,-5.576048823115144,-5.635377706616863,-0.059328883501718596,-2614.589359985933,-644.2673803981583,463.9599146861041,10859.253408662167,0.0,0.0
2015,0.075,0.0,1,0.06633592171780306,0.21303584442536216,0.2793717661431652,98.6516812549289,2814.128821619264,463.0755050683119,10073.060926912534,0.0,0.0
2015,0.075,0.0,2,-10.867508937342874,11.646261226915676,0.778752289572802,5422.785830959856,9358.30458902028,465.62460907430574,12017.04921362599,0.0,0.0
2015,0.075,0.0,3,-12.803892096347022,-13.843814224245154,-1.0399221278981319,-6411.147221797572,-13126.380564562573,463.1055515444223,12622.464906188052,0.0,0.0
2015,0.075,0.0,4,-12.839784976296302,13.079069831169516,-0.23928485487321305,6083.362189224126,-2702.2065668231544,465.1219289866089,11292.844121935505,0.0,0.0
2015,0.075,0.0,5,-0.34620643864729117,-1.419560792247262,-1.0733543535999708,-657.3648562265241,-13155.19254977555,463.0762273913402,12256.150548655032,0.0,0.0
2015,0.075,0.0,6,-15.003450104236421,-16.095325042353398,1.091874938116976,-7440.731457253984,11587.893601705831,462.2914689622216,10612.83961850985,0.0,0.0
2015,0.075,0.0,7,-7.732768915661613,7.854796940925108,0.12202802526349477,3646.003549625319,1389.2205742207163,464.1754047935842,11384.438707591771,0.0,0.0
2015,0.075,0.0,8,-16.228714054483827,-17.07943452248853,0.8507204680047031,-7895.806584762538,8249.801706465518,462.2990634945268,9697.42943391825,0.0,0.0
2015,0.075,0.0,9,-13.980400134704901,-14.049849648995123,0.06944951429022089,-6523.032963357676,736.2822323234267,464.2777770809966,10601.69016080652,0.0,0.0
2015,0.075,1.0,4,-12.00221434809331,12.798076177577347,-0.7958618294840379,6416.144172932436,1905.701812248488,465.6828378058795,11729.231162866165,456.2997401023943,11240.549183968344
2015,0.075,1.0,2,-11.161182206885647,11.247712527088781,0.08653032020313514,5701.369882628484,13082.208020276195,466.1840611807024,12322.288123986296,457.8655777571759,12015.956483272372
2015,0.075,1.0,7,-6.941760454224142,7.436971945837569,-0.4952114916134267,3915.515562456143,5521.769550347323,464.7392399603007,11815.624600204645,459.26287274151264,11373.002632958964
2015,0.075,1.0,1,-0.010374141879279652,-0.33382810804838203,-0.3234539661691024,308.63720047460896,6530.983749322168,463.6598251512319,10629.34950219088,463.4198826828883,9969.089003603382
2015,0.075,1.0,5,-0.4294156725243843,-2.079584719685758,-1.650169047161374,-500.3929079558133,-8526.867071784827,463.6252425275376,12589.902523086894,463.75506206505753,12248.600378592051
2015,0.075,1.0,0,-5.266477743187695,-5.9667198873842,-0.7002421441965061,-2304.706181856477,2920.123514853352,464.5617801290052,11340.77575130311,467.2038305578643,10861.412643797585
2015,0.075,1.0,3,-12.232169229966248,-14.289849348676283,-2.057680118710035,-6154.093423007074,-13719.01193871982,463.66916985278704,12817.707323847457,471.66916181504666,12655.729589005105
2015,0.075,1.0,6,-16.484086279504037,-16.65845930826624,0.17437302876220326,-7238.403466555649,12537.980134558024,462.8797718113692,11276.303442892326,472.46037678360784,10571.696949979229
2015,0.075,1.0,9,-13.72928844322786,-14.353169445738542,-0.6238810025106815,-6199.770266629087,3544.5953591616235,464.864359386646,11163.666968309666,472.5066529321412,10509.395099046038
2015,0.075,1.0,8,-17.13694885944142,-17.269645888043655,0.13269702860223243,-7521.347997555944,10958.031094691558,462.9239491494585,10282.699895871445,473.1846773499315,9593.547372500932
2015,0.075,2.0,4,-11.15013146691533,12.613712848282653,-1.4635813813673222,6793.681780796794,4632.954035008711,466.24513902682594,12194.842432508738,912.5994802047884,22481.098367936687
2015,0.075,2.0,2,-10.283592042118233,10.818364135707435,-0.5347720935892022,5965.065902457874,17289.48568025207,466.73736284005525,12608.03876477524,915.7311555143516,24031.912966544744
2015,0.075,2.0,7,-6.034616354441832,7.2723916369034285,-1.2377752824615966,4302.79879003515,7804.111225418033,465.3590199101464,12071.572483483877,918.5257454830252,22746.005265917927
2015,0.075,2.0,1,0.6795403412744545,-0.16841175081971535,-0.8479520920941699,848.6453820471652,10697.019727501232,464.3047942795786,10898.208007109024,926.8397653657768,19938.178007206763
2015,0.075,2.0,5,0.504079826069167,-1.9136218992038663,-2.4177017252730333,39.15343829913191,-6939.340069764893,464.2279053142999,13002.654751962358,927.5101241301152,24497.200757184102
2015,0.075,2.0,0,-5.27489841091416,-6.694762696629534,-1.419864285715375,-2179.4432906211646,5199.664406974748,465.117449690122,11637.140990764128,934.4076611157286,21722.82528759517
2015,0.075,2.0,3,-11.718122576106136,-14.814119830577123,-3.0959972544709866,-5934.894151570543,-14724.245419944002,464.3024731718183,12931.44060129185,943.3383236300932,25311.45917801021
2015,0.075,2.0,6,-16.59249481747858,-16.785753504008966,-0.19325868653038614,-6834.79627034866,18911.52263292686,463.4714206936158,11548.620696439848,944.9207535672156,21143.393899958457
2015,0.075,2.0,9,-13.685594288031272,-15.072110552880755,-1.3865162648494835,-6070.261654133253,4882.590603876927,465.4474192837376,11637.94468431054,945.0133058642824,21018.79019809208
2015,0.075,2.0,8,-17.6442836919995,-17.84123568235619,-0.19695199035668934,-7322.020092938913,17116.738737240124,463.4426446042451,10511.983169158271,946.369354699863,19187.094745001865
2015,0.075,3.0,4,-10.613708885345615,12.548583954261588,-1.9348750689159728,7227.050630920915,9381.11179462187,466.8376473366353,12579.900453686714,1368.8992203071828,33721.64755190503
2015,0.075,3.0,2,-9.374644086453209,10.860216408066472,-1.485572321613263,6449.84678664485,16965.33184049664,467.4170258341183,12845.243097015782,1373.5967332715277,36047.86944981712
2015,0.075,3.0,7,-4.57585255631667,6.947137200480705,-2.371284644164034,4614.8198264655175,4195.485543952312,465.9518179685575,12619.118682596512,1377.788618224538,34119.007898876895
2015,0.075,3.0,1,0.5305533642112668,-0.8322603616880653,-1.362813725899332,1003.4403112770246,14132.390374707284,464.78164115260586,11575.22582603348,1390.259648048665,29907.267010810145
2015,0.075,3.0,5,0.5145162155336571,-2.7966091682737284,-3.3111253838073855,91.40212496235752,-6865.171629745931,464.79968526856607,13171.042382990296,1391.2651861951726,36745.80113577616
2015,0.075,3.0,0,-4.7696948063684825,-6.667011415608723,-1.89731660924024,-1703.3578575721006,9989.114731108724,465.7213188470592,11908.989301122494,1401.6114916735928,32584.237931392752
2015,0.075,3.0,3,-10.472265873175603,-14.688634641604445,-4.216368768428842,-5413.7027977691805,-17203.376848219876,464.89755173517057,13084.853020527798,1415.00748544514,37967.18876701532
2015,0.075,3.0,6,-16.475160397245016,-16.864145689058372,-0.3889852918133563,-6408.704220921712,27199.16718215257,464.0665169508218,11609.497229915722,1417.3811303508237,31715.09084993769
2015,0.075,3.0,9,-13.536504149492563,-15.32200767242335,-1.7855035229307874,-5724.315460911652,10371.85723557413,466.1161626072018,11848.942211459353,1417.5199587964237,31528.18529713812
2015,0.075,3.0,8,-17.506647126018628,-18.368035942499723,-0.8613888164810952,-7104.289848063051,19280.53683108314,464.0585366228779,11028.82357496704,1419.5540320497946,28780.6421175028
2015,0.075,5.0,4,-8.84706451061361,11.966739531325945,-3.1196750207123354,7882.865412574643,15214.53211387603,468.0779336259211,13138.616533399874,2281.498700511971,56202.74591984172
2015,0.075,5.0,2,-6.805782990459813,9.942420868337983,-3.13663787787817,6946.9580119249085,18647.57672780604,468.4603664255885,13209.11348446232,2289.327888785879,60079.78241636186
2015,0.075,5.0,7,-2.0506483074654445,5.914111275566534,-3.8634629681010897,5058.637558235997,6233.682864029432,467.0732534135183,13105.167752041614,2296.314363707563,56865.013164794815
2015,0.075,5.0,1,0.9964386838155794,-1.2826888337712525,-2.279127517586832,1719.361217620473,22074.35504961324,466.0040534044017,12184.965410714727,2317.0994134144416,49845.44501801691
2015,0.075,5.0,5,2.0757740618330183,-2.8401009931678654,-4.915875055000884,995.3929487528673,-5110.078080953816,465.9631346758245,13497.714899489478,2318.775310325288,61243.00189296027
2015,0.075,5.0,0,-3.8940376425493577,-7.460639836499257,-3.5666021939498993,-1147.021828306661,9344.94851030721,466.8555321563846,12606.42826524104,2336.0191527893217,54307.063218987925
2015,0.075,5.0,3,-10.194269806671715,-16.148803990367252,-5.954534183695538,-5166.260987201822,-14877.49057128225,465.9544323384863,13125.483220889337,2358.3458090752333,63278.64794502552
2015,0.075,5.0,6,-14.992281887122088,-17.486044869500702,-2.4937629823786143,-5772.995078347694,21320.35063930633,465.245115346546,12646.804982447831,2362.301883918039,52858.48474989615
2015,0.075,5.0,9,-11.692838177997452,-15.085820301562537,-3.3929821235650848,-4686.380575110501,8516.993348567687,467.2542625369271,12976.7798777552,2362.5332646607058,52546.97549523019
2015,0.075,5.0,8,-17.255100916944325,-18.871307124519305,-1.6162062075749795,-6414.170713210148,29331.78851593262,465.2615763193169,11530.67489731658,2365.9233867496578,47967.736862504666
2015,0.09,0.0,0,-20.019685319474334,-21.27770178443273,-1.2580164649583956,-4872.924214457348,-6306.689548090177,229.01553296618223,5013.201117601229,0.0,0.0
2015,0.09,0.0,1,-14.105685472250407,15.106855509130957,1.0011700368805512,3483.239754745413,3854.9326569959367,230.573447441796,3850.427514797734,0.0,0.0
2015,0.09,0.0,2,-2.2991069135491595,5.391926879869036,3.0928199663198765,1241.8824512789283,8971.796504252101,230.32256908296432,2900.846671307407,0.0,0.0
2015,0.09,0.0,3,-3.2491024778385253,3.4094138791341844,0.1603114012956589,783.0117441033972,472.30556549377263,229.6616872757736,2946.175765893965,0.0,0.0
2015,0.09,0.0,4,-0.17318621337637108,1.0899391993800736,0.9167529860037025,251.17869915205537,3831.102099008037,230.4520282369133,4178.990586884835,0.0,0.0
2015,0.09,0.0,5,-7.809437487930456,9.250868782933095,1.4414312950026384,2142.890097507686,5940.080141724579,231.64203793065343,4120.959606134891,0.0,0.0
2015,0.09,0.0,6,-1.8372075759765618,2.358902544913569,-0.5216949689370071,544.9014367878651,-1738.9540894239458,230.99785871307816,3333.2774762371128,0.0,0.0
2015,0.09,0.0,7,-8.229545033455603,-8.250537120048477,0.02099208659287533,-1895.6771127973009,84.18071767359962,229.764085078883,4010.116731424421,0.0,0.0
2015,0.09,0.0,8,-11.892004226202186,12.163433398881503,0.2714291726793179,2803.109062729795,805.1831175278822,230.453768340406,2966.4575461060413,0.0,0.0
2015,0.09,0.0,9,-3.3944185103701194,-4.243472095590118,0.8490535852199981,-980.6089109493316,3275.1746750395905,231.0864520514688,3857.441664522223,0.0,0.0
2015,0.09,1.0,1,-13.699112672598792,14.669680462020594,0.9705677894218011,3611.086525164189,7683.06879459954,231.1055728653827,3979.788635358977,220.84161823680785,3820.414136413171
2015,0.09,1.0,8,-12.0143745015953,12.184653920522221,0.17027941892692056,3038.17066854982,3400.457851604377,231.08703689426355,3127.9732191201456,222.4550984742688,2867.8283894336296
2015,0.09,1.0,5,-7.5989970611325415,8.652265541092431,1.0532684799598901,2234.420060991052,8685.450335012389,232.15853088259416,4351.7355876174015,225.72280416493967,4101.9044074552485
2015,0.09,1.0,2,-2.1516265641865213,5.0587789712768325,2.907152407090311,1395.1975427743905,11686.651695411929,230.8923333739845,3062.187984712212,227.16426207303763,2784.4045246927926
2015,0.09,1.0,3,-3.022588982786663,3.1218459854656735,0.09925700267901068,946.2508594333234,3121.237032755922,230.21104466297533,3125.639109895653,227.56743384235503,2810.9954632513886
2015,0.09,1.0,6,-1.1492194588629179,2.066035522011556,-0.9168160631486381,707.4444374047322,-74.7380506954384,231.51057370674133,3579.37030140186,229.13536840533,3206.886137586969
2015,0.09,1.0,4,-0.020110522586993196,0.5370915792323695,0.5169810566453763,353.6662960100236,6495.534104786266,231.03442654101772,4501.645189988088,229.5796510020635,4168.2688178236485
2015,0.09,1.0,9,-3.9948131159407403,-4.32355884649113,0.3287457305503898,-768.3940149730686,5181.538981327219,231.6754242887677,4157.8741306463135,233.268315225219,3814.6556127113295
2015,0.09,1.0,7,-8.111399020325623,-8.648809157507285,-0.5374101371816622,-1757.1936805948076,1537.4638845218674,230.36288409473207,4530.310662572139,235.1709409135004,3972.098759170308
2015,0.09,1.0,0,-19.905727506830214,-21.600601734469524,-1.6948742276393098,-4717.140934250162,-3771.917236721928,229.59258197647145,5194.1122270954975,242.1969902121436,5031.44971244845
2015,0.09,2.0,1,-14.514803229402863,14.895118764886965,0.3803155354841012,3892.164565043566,9314.71454481738,231.6518171512636,4401.309217779806,441.6832364736157,7640.828272826342
2015,0.09,2.0,8,-11.678330846439849,11.679196543567878,0.0008656971280295807,3149.379725957562,5738.504557342379,231.56297772028384,3289.578286578426,444.9101969485377,5735.656778867259
2015,0.09,2.0,5,-8.274933289387878,8.783819893697913,0.5088866043100351,2495.858952009336,10600.783922399409,232.7476392299724,4710.23423919521,451.44560832987935,8203.808814910497
2015,0.09,2.0,2,-2.7601215571893327,5.029421601841801,2.2693000446524687,1618.6420415374748,12907.409323370028,231.50048048567288,3233.8607189814384,454.32852414607527,5568.809049385585
2015,0.09,2.0,3,-2.4531832092932166,2.7670007036302757,-0.313817494337059,1093.6421765607492,4605.623429174637,230.75791344697683,3238.7215998751813,455.1348676847101,5621.990926502777
2015,0.09,2.0,6,-0.7773529686987973,1.5470539078776873,-0.7697009391788899,817.4399047839353,3544.6217987052614,232.16331773855148,3727.617221734796,458.27073681066,6413.772275173938
2015,0.09,2.0,4,-0.6138211062282158,0.7062183241313158,0.09239721790309996,622.7062920368043,8764.389088193977,231.581345944044,4630.566398605009,459.159302004127,8336.537635647297
2015,0.09,2.0,9,-4.411664179365579,-4.755219599271698,0.3435554199061192,-638.0648082136844,9083.604333524683,232.2924137579895,4233.066992508597,466.536630450438,7629.311225422659
2015,0.09,2.0,7,-8.62096408302406,-9.311360276665093,-0.6903961936410341,-1679.8020348877944,4744.144005001584,230.9161983671927,4635.097271412354,470.3418818270007,7944.197518340617
2015,0.09,2.0,0,-19.30535404694912,-21.756668383308007,-2.451314336358886,-4525.991672221981,-3231.866951748923,230.2919529945265,5423.525730442836,484.3939804242872,10062.8994248969
2015,0.09,3.0,1,-14.074378577208012,14.177695430178897,-0.10331685297088458,3953.9576290466425,10971.898067239375,232.1556976975268,4736.345793827435,662.5248547104235,11461.242409239512
2015,0.09,3.0,8,-11.219902718424466,11.568509135053041,-0.3486064166285751,3352.9525556065923,7387.403045044015,232.14635773993987,3488.410038512161,667.3652954228064,8603.48516830089
2015,0.09,3.0,5,-8.610849651871566,8.928387447974577,0.31753779610301136,2761.501374932873,13829.458599543428,233.450102225446,4798.626796173167,677.168412494819,12305.713222365746
2015,0.09,3.0,2,-1.6867762430687616,4.321997848369337,2.6352216053005755,1684.115714328448,17243.154401120213,231.9813575306657,3373.507870897955,681.4927862191129,8353.213574078378
2015,0.09,3.0,3,-2.2367624324494773,2.7483481210928904,-0.5115856886434131,1318.8859016926656,6573.8595365738365,231.4785362462088,3634.047813398046,682.7023015270652,8432.986389754165
2015,0.09,3.0,6,0.2101908826868517,0.9462454319987896,-1.1564363146856413,907.4851370171872,5085.356062940652,232.58134132950687,3921.7917080484494,687.40610521599,9620.658412760908
2015,0.09,3.0,4,0.969356764924261,-0.18704431103654132,-1.1564010759608023,645.3132945446752,6379.861958652574,232.1677586496156,5296.557243108258,688.7389530061905,12504.806453470945
2015,0.09,3.0,9,-5.283961048619325,-5.313654352484037,-0.029693303864711845,-537.1929202251956,11308.615620212777,232.79607288015984,4558.30777665891,699.804945675657,11443.966838133989
2015,0.09,3.0,7,-8.017042708907976,-9.21746496411247,-1.200422255204494,-1428.9092827524653,6081.18746815732,231.5628118797504,4860.880231147983,705.5128227405011,11916.296277510924
2015,0.09,3.0,0,-18.44593285858801,-21.81269764061212,-3.3667647820241133,-4308.161259859412,-4141.979179196468,230.8174950869834,5713.594373818076,726.5909706364308,15094.349137345347
2015,0.09,5.0,1,-13.341469243871913,13.76176073527103,-0.42029149139911676,4316.231830496739,17017.545605311978,233.4020915710566,4959.712769379797,1104.2080911840392,19102.070682065856
2015,0.09,5.0,8,-10.27516825400718,10.774112992981175,-0.49894473897399505,3625.708569016286,12396.51713553078,233.28445490429928,3893.466870964677,1112.2754923713442,14339.141947168147
2015,0.09,5.0,5,-6.601444767638694,7.440991408087545,-0.8395466404488506,2872.693592114057,16021.852895676198,234.3880641219038,5345.348221750706,1128.6140208246984,20509.52203727624
2015,0.09,5.0,2,-2.0607726119990026,3.4617041210670516,1.4009315090680488,1942.9939747781632,19137.255486320624,233.17205520273308,3722.689388524087,1135.821310365188,13922.022623463963
2015,0.09,5.0,3,-0.5173595012160013,2.1142128395391,-1.596853338323099,1629.6271203062863,7873.194843090519,232.61137284632213,3871.227447636544,1137.8371692117753,14054.977316256944
2015,0.09,5.0,6,0.8317050950717407,0.6796101872421,-1.5113152823138407,1304.547318022857,9381.71161072747,233.7670608513289,4401.939922834624,1145.67684202665,16034.430687934846
2015,0.09,5.0,4,1.7428960706255439,0.11431886648034427,-1.8572149371058881,1174.576028245663,10545.603694781325,233.3628215245856,5543.64505078817,1147.8982550103176,20841.344089118244
2015,0.09,5.0,9,-4.536860745861318,-5.603128084401495,-1.0662673385401757,-144.6927413706252,13615.886955833565,233.98257147583303,5118.220272220648,1166.3415761260949,19073.27806355665
2015,0.09,5.0,7,-7.518402494514911,-9.290876054262938,-1.7724735597480268,-986.5351630023346,11021.64280680167,232.74337693673849,4986.732208466,1175.8547045675018,19860.49379585154
2015,0.09,5.0,0,-17.48994291017153,-22.7302007330441,-5.240257822872571,-4066.2299877651694,-6663.4650081883,232.16754664001363,6072.356484358488,1210.984951060718,25157.248562242246
2015,0.105,0.0,0,-5.259409439130329,5.411002596051914,0.15159315692158512,687.3711434985978,277.13465594203944,127.03212229100232,1828.1475336343408,0.0,0.0
2015,0.105,0.0,1,0.8468829943997137,-0.23701220305196313,1.0838951974516768,-29.84203342049952,1673.271560253653,125.90926980226786,1543.7577029473389,0.0,0.0
2015,0.105,0.0,2,-18.12049729957094,-18.56384967134136,-0.4433523717704186,-2294.666501593028,-850.8085303550599,123.6094098055268,1919.034575043696,0.0,0.0
2015,0.105,0.0,3,-0.21197420568346037,-2.054371851746053,1.8423976460625926,-256.7389177983634,2262.065309922988,124.97197991695404,1227.7834346766952,0.0,0.0
2015,0.105,0.0,4,-7.695229615240494,8.027158889175434,0.3319292739349395,1018.9788683981164,466.3759245083982,126.94141008871796,1405.0460779780792,0.0,0.0
2015,0.105,0.0,5,-2.811916552940596,3.2672380902117113,0.4553215372711152,410.4955665590703,614.7971144662133,125.63993049324144,1350.2482622519578,0.0,0.0
2015,0.105,0.0,6,-8.355822609023196,8.444283021529754,-0.08846041250655863,1068.3435901017715,-137.1060166804212,126.51679099076809,1549.9138291973925,0.0,0.0
2015,0.105,0.0,7,-5.413625201364706,-6.0592216525395495,-0.6455964511748439,-758.556578543333,-1318.956978019626,125.19043237598112,2043.0053102358504,0.0,0.0
2015,0.105,0.0,8,-5.912894815914178,-6.1028028209921406,0.18990800507796257,-768.1548743450641,374.416667702141,125.8691943483411,1971.5686421350824,0.0,0.0
2015,0.105,0.0,9,-7.083635423574817,-7.581875355963571,-0.4982399323887539,-961.4230889299153,-1030.3333260526051,126.80544638256312,2067.946102017136,0.0,0.0
2015,0.105,1.0,6,-7.595017956880525,7.683141767076975,-0.08812381019644946,1096.168958590895,1368.030370419045,126.9832013617802,1682.7370357959,120.5390204910557,1516.319569572059
2015,0.105,1.0,4,-7.616304125407291,7.712870667446869,0.09656654203957776,1104.6445388912146,1510.8704870658264,127.44371343667072,1520.3481981024902,121.68765977501252,1364.055718878966
2015,0.105,1.0,0,-5.141300287268479,5.211199062928456,0.06989877565997635,787.954127964959,1955.5438277417145,127.51514047546983,1930.4857272182364,123.44734741000008,1820.6052389801007
2015,0.105,1.0,5,-2.778448188777795,3.0636026658965374,0.2851544771187423,510.27477154841273,1721.8837301738392,126.2089146238068,1448.3142566827662,123.62080424700972,1308.8904356058451
2015,0.105,1.0,1,0.443841480068711,-0.39774209694099544,0.8415835770097064,75.94779049544184,2905.535715574192,126.4409136288894,1646.5212161251188,126.2386646213316,1519.8505008852428
2015,0.105,1.0,3,-0.3671972143856477,-2.0485159584518073,1.6813187440661597,-130.96198373810557,3465.588180006273,125.59551103012146,1350.3434784397348,126.32242491700822,1195.2303787780488
2015,0.105,1.0,7,-5.294083790178071,-6.386741662937568,-1.0926578727594967,-673.9725230068944,-499.6824222621264,125.7290796250705,2318.211489826947,129.02662807733816,2033.3296128188088
2015,0.105,1.0,8,-5.69656811327279,-6.099316710394517,-0.4027485971217271,-641.9346562007731,1089.8217287348173,126.4761572093121,2173.94154775801,129.4834829324682,1965.373637318992
2015,0.105,1.0,9,-6.948045405244233,-7.845922461125374,-0.8978770558811412,-868.9057534202626,41.459992671500096,127.44134981323909,2265.547355428609,130.9891955555659,2075.642982123045
2015,0.105,1.0,2,-17.868604442345333,-18.530483965036552,-0.6618795226912207,-2167.2656072623445,590.0983844895349,124.26677360507034,2023.4146441038176,135.45784841323885,1929.355103335396
2015,0.105,2.0,6,-7.678232209147426,8.084129826037005,-0.40589761688957865,1273.4078079126075,2282.2054847484715,127.69831622515692,1848.8249823841568,241.0780409821114,3032.639139144118
2015,0.105,2.0,4,-7.384023627651301,7.491422651302937,0.10739902365163591,1203.4480221333952,2896.6673518317148,128.1562591340899,1569.4361861288237,243.37531955002507,2728.111437757932
2015,0.105,2.0,0,-4.507518367000137,4.891963914443112,-0.3844455474429745,873.8533010494581,2774.19946986308,128.1609221152297,2255.2244755175025,246.89469482000013,3641.2104779602014
2015,0.105,2.0,5,-2.8640704847269136,2.971665995719446,0.10759551099253228,623.9918772544858,2782.9988623170334,126.78082573989086,1535.5472508217388,247.24160849401943,2617.7808712116903
2015,0.105,2.0,1,-0.10771130410959662,-0.47512899407368697,0.36741768996409035,192.04469809094863,3718.710409871305,127.19205080198108,1848.0585629047484,252.4773292426632,3039.7010017704856
2015,0.105,2.0,3,-1.0800048597646836,-2.4950396377754696,1.415034778010786,-62.270333800864506,4322.228263139176,126.21650528792937,1365.1731643646951,252.64484983401644,2390.4607575560976
2015,0.105,2.0,7,-5.168283326883387,-6.256028427472037,-1.0877451005886498,-533.1686335845362,1526.596394915334,126.47351253468216,2335.1636604455307,258.0532561546763,4066.6592256376175
2015,0.105,2.0,8,-6.075673458875865,-6.790587299934878,-0.7149138410590129,-603.9548958111591,2226.984689311,127.07617523514804,2383.1719117413845,258.9669658649364,3930.747274637984
2015,0.105,2.0,9,-6.168826198621614,-7.676867729197712,-1.5080415305760968,-720.6532557977575,274.117734321545,127.99903314363624,2570.995659810113,261.9783911111318,4151.28596424609
2015,0.105,2.0,2,-17.747812741511037,-19.07320818911908,-1.325395447608042,-2113.77810850178,884.0741460449541,125.02845780756918,2244.338522509792,270.9156968264777,3858.710206670791
2015,0.105,3.0,6,-6.92984897702431,7.909539178668462,-0.9796902016441515,1375.81154924535,2568.5140009890247,128.2242194978189,2021.500985110904,361.6170614731671,4548.958708716177
2015,0.105,3.0,4,-6.54730061117943,6.713662500623186,-0.16636188944375588,1227.4813401401875,3806.008968464148,128.45721105806217,1720.094602973928,365.0629793250376,4092.1671566368977
2015,0.105,3.0,0,-3.773611265417653,4.251388346752077,-0.4777770813344242,917.3700408413976,4378.023990417892,128.67043751232674,2268.4045946603346,370.3420422300003,5461.815716940304
2015,0.105,3.0,5,-2.6083752215925062,2.783175721905243,0.17480050031273686,725.5753576598149,4208.644264855807,127.44899365389853,1613.1129918609558,370.8624127410292,3926.671306817536
2015,0.105,3.0,1,-1.1742959376509972,-1.4563455373003948,0.2820495996493976,193.0158117082493,5068.574315779067,127.5110730245894,1804.7280115131523,378.7159938639948,4559.551502655729
2015,0.105,3.0,3,-1.83263846197685,-2.808746083389404,0.9761076214125539,22.7991199242491,4980.982554329683,126.80681850634788,1429.4442409704468,378.9672747510247,3585.6911363341464
2015,0.105,3.0,7,-4.835082286307383,-6.330712250982008,-1.4956299646746247,-417.1113217981356,2187.087587992385,127.03013091542827,2616.2228244171984,387.0798842320145,6099.9888384564265
2015,0.105,3.0,8,-5.46573143279171,-6.63516396397488,-1.1694325311831701,-458.8242866320467,2887.4222178787563,127.69461915781817,2572.7851875594547,388.4504487974047,5896.120911956977
2015,0.105,3.0,9,-6.558200239134495,-8.424831981173721,-1.8666317420392264,-690.4447921331429,1146.1529264531491,128.59750570941392,2721.895222013864,392.96758666669774,6226.928946369135
2015,0.105,3.0,2,-16.779994151471836,-18.423018606289776,-1.6430244548179402,-1907.6404951827703,1875.210365960368,125.60449999396204,2381.4952556378066,406.3735452397166,5788.065310006186
2015,0.105,5.0,6,-6.780570891908634,7.330272250784841,-0.5497013588762067,1550.4307083263186,6441.544558725886,129.29064207261436,2073.9502835959865,602.6951024552785,7581.597847860295
2015,0.105,5.0,4,-7.141314803779677,7.426442387985503,-0.28512758420582596,1571.9098082761475,6260.763379033842,129.7352701422405,1962.3328164457384,608.4382988750626,6820.27859439483
2015,0.105,5.0,0,-2.396949569324842,3.8812907905103677,-1.4843412211855256,1121.5253288652543,5117.179751778092,129.92806234673873,2685.262920839026,617.2367370500004,9103.026194900503
2015,0.105,5.0,5,-1.5671716446824733,1.9790347900678817,-0.41186314538540836,872.1739470154712,5807.211878525272,128.3807273401737,1790.0127937256125,618.1040212350485,6544.452178029225
2015,0.105,5.0,1,-1.3532762010784398,-2.2694209837681956,-0.9161447826897557,338.8871197512532,5353.903489077848,128.80210654880491,2450.867000253096,631.193323106658,7599.252504426214
2015,0.105,5.0,3,-2.855293004483586,-3.4255192563691232,0.5702262518855371,193.60142013007595,6895.532041546531,127.8669514528534,1612.307649141408,631.6121245850411,5976.1518938902445
2015,0.105,5.0,7,-4.573760863758645,-7.465074022215749,-2.8913131584571037,-310.8166234768789,1197.4269852607274,128.05630071700602,3102.127160663419,645.1331403866908,10166.648064094044
2015,0.105,5.0,8,-4.603585565194994,-6.583863839564267,-1.9802782743692728,-201.8932881379489,4253.001203114338,128.99882553714824,2814.688751385673,647.417414662341,9826.868186594962
2015,0.105,5.0,9,-7.539119964237894,-9.738463163466538,-2.1993431992286436,-607.9310075956462,4246.052280489096,129.67928965538516,2788.1790492165155,654.9459777778295,10378.214910615225
2015,0.105,5.0,2,-15.931832709451939,-18.331178181385376,-2.399345471933437,-1651.156648061502,3362.757015437599,127.02107126382884,2619.0553110201336,677.2892420661942,9646.775516676977
2015,0.12,0.0,0,-4.575349784292531,5.05062208489587,-0.4752723006033388,389.71506657330616,-367.5883463304106,77.16179512594458,773.4268247145314,0.0,0.0
2015,0.12,0.0,1,-4.429499173899041,5.104086167681916,0.6745869937828751,401.099651281999,639.0319126567441,78.58402818935234,947.2935567186834,0.0,0.0
2015,0.12,0.0,2,-0.9909311080618108,-0.9964831080211421,0.0055519999593312604,-77.65281700590786,6.503681576696544,77.92687741602974,1171.412396314195,0.0,0.0
2015,0.12,0.0,3,-14.626595962509253,17.569119405851303,2.9425234433420497,1392.2058224224518,1744.2121868912143,79.24163927981415,592.7606764995485,0.0,0.0
2015,0.12,0.0,4,-8.98989800514815,9.517556738537609,0.5276587333894577,740.1535580005406,379.48577559317226,77.76718104590638,719.1878985031012,0.0,0.0
2015,0.12,0.0,5,-6.308546038784655,6.830847629621837,0.5223015908371813,528.8634078584415,339.08378365970344,77.42280849085782,649.2107043292676,0.0,0.0
