dataset,study,study_label,mode,lslb,mass_GeV,inj_nsigma,n_toys,n_success,success_rate,refit_ok_rate,fallback_rate,pull_mean_correct,pull_mean_err,pull_width_correct,pull_width_err,pull_q16,pull_q84,cov_1sigma,cov_2sigma,Ahat_mean,Ainj_mean,sigma_A_mean,sigma_A_median,sigmaA_ref_mean,sigma_ratio_mean,pull_mean_ratio_of_means,delta_z_mean,delta_z_width,recovery_bias_mean,recovery_bias_sem,ls_opt_mean,ls_lo_mean,ls_low_bound_frac,abs_definition_delta_ratio,abs_definition_delta_deltaZ
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,3.0,10,10,1.0,1.0,0.0,-1.961523415329431,0.3555532149032944,1.1243579884897348,0.2650137193807859,-2.897595458364311,-1.0820157766251195,0.2,0.7,8744.644705573086,33311.69380101721,12227.16357803152,12244.444877404603,11103.897933672399,1.1039753585443204,-2.009218976965648,-2.2410968198889067,1.0623577895939218,-0.7132551135082942,0.12210067261175483,0.10136602540383062,0.0253415063509576,0.0,0.04769556163621713,0.27957340455947577
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,5.0,10,10,1.0,1.0,0.0,-3.4338866130443426,0.40086192089657086,1.26763669726341,0.298784834905292,-4.452813736764974,-2.373567122095216,0.0,0.1,11069.665911720253,55519.489668362,12802.1749323758,13040.973814898407,11103.897933672399,1.1575484171020645,-3.4720525216564004,-4.102783219784799,1.0808152414872327,-0.7835986221570762,0.07917571459672966,0.10136602540383062,0.0253415063509576,0.0,0.03816590861205782,0.6688966067404563
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.09,0.0,10,10,1.0,1.0,0.0,0.5974249096099216,0.374052121179679,1.1828566665450946,0.27880199002858375,-0.2829126645038589,1.2477163414289199,0.6,0.9,1918.9111840201374,0.0,3717.789468090986,3853.934589659979,3657.8905960986935,1.0195947623348993,0.5161430469610377,0.5974249096099216,1.1828566665450946,,,0.10175563356543012,0.0254389083913575,0.0,0.08128186264888382,0.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.09,1.0,10,10,1.0,1.0,0.0,0.28971514573040896,0.39552655458290764,1.250764787560898,0.29480808765122085,-0.7498774557231687,1.016880176123131,0.7,0.9,4394.474739260214,3657.8905960986935,3961.063704840829,4068.8313830026455,3657.8905960986935,1.086399832984728,0.18595614664347318,0.2109948089000254,1.2502217322610925,0.31524955638573865,0.4277848842802354,0.10175563356543012,0.0254389083913575,0.0,0.10375899908693578,0.07872033683038357
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.09,2.0,10,10,1.0,1.0,0.0,-0.06299084441320155,0.37736996093797626,1.1933485970927764,0.2812749617745851,-0.7348068511422334,0.4523153340266241,0.8,0.8,6607.192805078041,7315.781192197387,4152.357767711366,4317.1881051442015,3657.8905960986935,1.138880994580502,-0.17064723869154835,-0.3058102767533418,1.1705378101116202,-0.02806173934135874,0.2119120340917522,0.10175563356543012,0.0254389083913575,0.0,0.1076563942783468,0.24281943234014028
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.09,3.0,10,10,1.0,1.0,0.0,-0.4920467288579049,0.4769073148808309,1.5081133478185385,0.35546572501347834,-1.181068441376199,0.164756112117213,0.5,0.8,8071.881558028773,10973.67178829608,4438.206964559044,4647.326785243173,3657.8905960986935,1.2178256093142017,-0.6538203949115775,-1.025528611591699,1.488742573953908,-0.1953551933245362,0.18746583658361363,0.10175563356543012,0.0254389083913575,0.0,0.1617736660536726,0.5334818827337942
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.09,5.0,10,10,1.0,1.0,0.0,-1.3402233640657513,0.5286587240439771,1.6717656728973889,0.39403894795354516,-1.8199287310684291,-0.45489892033206325,0.3,0.9,11034.774602588583,18289.45298049347,4791.533863692374,4973.222488922898,3657.8905960986935,1.3179800699999888,-1.5140617982222508,-2.540641113636675,1.5741004850633171,-0.3433592068046115,0.13034078327458246,0.10175563356543012,0.0254389083913575,0.0,0.17383843415649958,1.2004177495709238
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,0.0,10,10,1.0,1.0,0.0,0.23793956488792967,0.24150155690394992,0.7636949782932435,0.1800046326364219,-0.4740894057166864,0.8073227869722295,0.8,1.0,233.08563816877214,0.0,1690.6451470117568,1689.0306814158666,1672.8653178296504,1.0129764841296036,0.1378678657557175,0.2379395648879296,0.7636949782932434,,,0.10203387864904641,0.025508469662261602,0.0,0.10007169913221217,5.551115123125783e-17
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,1.0,10,10,1.0,1.0,0.0,-0.01687647427558726,0.26322598380369616,0.8323936481582721,0.19619706440977447,-0.7940381412775762,0.596754773057682,0.8,1.0,1414.9149994614613,1672.8653178296504,1835.986494948163,1806.6113815070682,1672.8653178296504,1.0990796525839275,-0.14049684955633185,-0.10645855441238697,0.829172477830586,-0.0154685683184121,0.2935574851091754,0.10203387864904641,0.025508469662261602,0.0,0.12362037528074458,0.0895820801367997
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,2.0,10,10,1.0,1.0,0.0,-0.342899208154531,0.2793312781435086,0.8833230606594973,0.2082012420569289,-1.2208292949195094,0.2530959312166047,0.6,1.0,2368.8782806363615,3345.730635659301,1995.5934376628488,2046.5817524469744,1672.8653178296504,1.190280325472671,-0.4895046939856576,-0.6610384965628358,0.9030925502733981,-0.20920773438533313,0.1645051114491073,0.10203387864904641,0.025508469662261602,0.0,0.1466054858311266,0.31813928840830474
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,3.0,10,10,1.0,1.0,0.0,-0.6365590143762605,0.2984196235906833,0.9436857090366745,0.22242885472288926,-1.5781708791548814,0.23485999594126683,0.6,1.0,3310.6621193120277,5018.595953488951,2114.968391671805,2144.9527898856195,1672.8653178296504,1.2597386417385126,-0.8075457963827365,-1.2517889440087804,1.0146343465949457,-0.27748472055621176,0.12594025923299745,0.10203387864904641,0.025508469662261602,0.0,0.170986782006476,0.6152299296325199
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,5.0,10,10,1.0,1.0,0.0,-1.2547231944445643,0.3504395455070512,1.1081871459965082,0.26120221525263254,-2.311344471943328,-0.34089123112484226,0.5,0.7,4893.537258298923,8364.326589148253,2389.8783736286614,2534.961155636615,1672.8653178296504,1.426892583815004,-1.4522870155854302,-2.738857633965841,1.1698871309300334,-0.36162539713996533,0.1005811700659287,0.10203387864904641,0.025508469662261602,0.0,0.1975638211408659,1.4841344395212768
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.12,0.0,10,10,1.0,1.0,0.0,0.45633939361861425,0.3179444447758698,1.005428614889372,0.23698179719575763,-0.3810736767152695,0.8447221586456569,0.9,0.9,283.7107314746371,0.0,877.7238499423383,880.9935625909735,863.4372410743263,1.0202857091789188,0.32323461586839114,0.4563393936186143,1.0054286148893723,,,0.1022425370611586,0.0255606342652896,0.0,0.1331047777502231,5.551115123125783e-17
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.12,1.0,10,10,1.0,1.0,0.0,0.3302396765034473,0.27162100171897324,0.8589410257684661,0.2024543413200705,-0.4574096076923265,0.7079522964631606,0.9,0.9,1070.2733141708065,863.4372410743263,947.5210091027866,976.1848173150759,863.4372410743263,1.1001136008820687,0.21829180684060465,0.23985528554145757,0.8519409310350101,0.3701549546478909,0.30238816599554386,0.1022425370611586,0.0255606342652896,0.0,0.11194786966284268,0.09038439096198975
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.12,2.0,10,10,1.0,1.0,0.0,0.17125528012901942,0.3148624797964811,0.9956825858856299,0.2346846361296953,-0.6301040654306899,0.6687876360927901,0.8,0.9,1724.9889978909669,1726.8744821486525,1036.718042619961,1044.6950342708656,863.4372410743263,1.196619252870154,-0.0018187049710456852,-0.1564989079729098,1.0115605813627644,0.09769125295985918,0.1850216211744082,0.1022425370611586,0.0255606342652896,0.0,0.1730739851000651,0.32775418810192924
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.12,3.0,10,10,1.0,1.0,0.0,-0.06782886154452714,0.29078212934093184,0.9195338315910211,0.21673620261615328,-0.8034809096480913,0.5839953529188673,0.8,1.0,2328.3113613595206,2590.311723222979,1117.1005976435101,1105.2865661866542,863.4372410743263,1.2866394267340833,-0.2345360502144033,-0.7274946781881204,0.9726604060920734,-0.036325330288816945,0.1258640486924412,0.1022425370611586,0.0255606342652896,0.0,0.16670718866987616,0.6596658166435933
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.12,5.0,10,10,1.0,1.0,0.0,-0.4494058539942142,0.3564799189493189,1.1272884839920658,0.2657044437947642,-1.1467927949759849,0.23446194954547844,0.7,0.9,3388.9351850532307,4317.186205371632,1285.7394420113283,1224.0682075414097,863.4372410743263,1.472039195355681,-0.7219588899491993,-2.0245442604784523,1.3383256453389023,-0.1488044510666815,0.10886860199689126,0.1022425370611586,0.0255606342652896,0.0,0.27255303595498515,1.5751384064842382
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.045,0.0,10,10,1.0,1.0,0.0,-86.06515925543805,6.173153875862174,19.5212265944208,4.6011972339980405,-100.57353281938575,-69.62209418865862,0.0,0.0,-69835.96540243833,0.0,811.5304057862927,811.734248011856,860.2627558179818,0.9434756373997212,-86.05465045363789,-86.06515925543803,19.521226594420803,,,0.1200271763293097,0.04243601515456409,0.0,0.010508801800156675,1.4210854715202004e-14
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.045,1.0,10,10,1.0,1.0,0.0,-86.36256551282989,6.154535958534132,19.46235157037547,4.587320257749717,-100.92521641366855,-70.1008063275984,0.0,0.0,-69268.61769403516,860.2627558179818,812.1255722838832,812.328571845067,860.2627558179818,0.9441674254926337,-86.35226231410822,-86.30328523671304,19.449201968597997,-81.33677115184618,5.454040064519957,0.1200271763293097,0.04243601515456409,0.0,0.010303198721672402,0.05928027611685138
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.045,2.0,10,10,1.0,1.0,0.0,-86.87000905351758,6.213866174339036,19.649970186388288,4.631542389636215,-101.32629454651764,-70.49449198702605,0.0,0.0,-68871.96104728211,1720.5255116359635,812.718275220902,812.9151598634799,860.2627558179818,0.9448565187447479,-86.85972582532438,-86.75299349034287,19.62369452077055,-40.93683638301291,2.7555708397250953,0.1200271763293097,0.04243601515456409,0.0,0.010283228193202376,0.11701556317470363
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.045,3.0,10,10,1.0,1.0,0.0,-87.17123350475877,6.192093622244849,19.581119331295987,4.6153140874607965,-101.40270034123361,-70.50709451923484,0.0,0.0,-68307.81317780919,2580.788267453946,813.3012883359014,813.5239322863891,860.2627558179818,0.9455339666210382,-87.16155066016009,-86.99798788146538,19.54184713638721,-27.406163694189523,1.8316522876035979,0.1200271763293097,0.04243601515456409,0.0,0.009682844598685847,0.173245623293397
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.045,5.0,10,10,1.0,1.0,0.0,-87.66533964629204,6.181742553770077,19.54838637869934,4.607598856544348,-102.57301381170366,-71.47690532067081,0.0,0.0,-67094.99667610692,4301.313779089909,814.5037302981923,814.6689723140482,860.2627558179818,0.9469316062711777,-87.65621052350296,-87.38440634672902,19.48318475694383,-16.561741737713078,1.0987706456625586,0.1200271763293097,0.04243601515456409,0.0,0.009129122789076405,0.28093329956301716
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.06,0.0,10,10,1.0,1.0,0.0,21.510003863574227,3.6077350391231615,11.408659918025869,2.689046930762418,8.931014942627018,33.09930050485107,0.0,0.0,24344.323721913468,0.0,1131.638167202049,1131.7551158678398,1118.9190273395898,1.0113991720355184,21.51246257635891,21.51000386357423,11.408659918025869,,,0.11445966353987971,0.040467602130689694,0.0,0.00245871278468357,3.552713678800501e-15
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.06,1.0,10,10,1.0,1.0,0.0,21.154629202173147,3.6262266623029022,11.467135564907414,2.702829772910488,8.470062319841878,32.814352972784334,0.0,0.0,25072.92522598615,1118.9190273395898,1132.1995503786864,1132.3149600280012,1118.9190273395898,1.0119008850199969,21.157053269129698,21.14290066205548,11.461174579405316,21.469381978085675,3.710400334403512,0.11445966353987971,0.040467602130689694,0.0,0.002424066956550064,0.011728540117665887
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.06,2.0,10,10,1.0,1.0,0.0,20.796495107019748,3.625125559093218,11.46365357082589,2.7020090590347894,8.058584469735907,32.440636451122046,0.0,0.0,25797.989368281567,2237.8380546791795,1132.7493118494526,1132.8840487012997,1118.9190273395898,1.012392306864474,20.799086847499787,20.77207890732431,11.451708957104701,10.558683569133336,1.8551645106435461,0.11445966353987971,0.040467602130689694,0.0,0.002591740480038851,0.024416199695437513
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.06,3.0,10,10,1.0,1.0,0.0,20.459386822702758,3.5974044018856084,11.37599157467425,2.6813469283910645,7.946666422785441,32.15473849509387,0.0,0.0,26546.17212206449,3356.75708201877,1133.3115278321789,1133.4501226436148,1118.9190273395898,1.012894640434678,20.461642249773018,20.421291948965113,11.358172200974936,6.928533003504823,1.2278638417440264,0.11445966353987971,0.040467602130689694,0.0,0.002255427070259941,0.038094873737644974
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.06,5.0,10,10,1.0,1.0,0.0,19.579956782715293,3.623438909474588,11.458319916416364,2.7007519046342954,7.043654826292485,31.211048693055957,0.0,0.0,27808.773670430888,5594.59513669795,1134.4104288873173,1134.5735482792093,1118.9190273395898,1.0138767337608414,19.58213532603155,19.511683168951137,11.428682130692467,3.98290070637412,0.7423617004489068,0.11445966353987971,0.040467602130689694,0.0,0.002178543316258441,0.06827361376415553
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.075,0.0,10,10,1.0,1.0,0.0,-2.4702579539531677,3.7648197396848424,11.90540535736631,2.806130953656124,-9.042440692348519,6.166300362220771,0.0,0.0,-2798.2548974079764,0.0,1133.6614935685761,1133.719905401198,1135.1582701848395,0.9987144938567074,-2.4683337250871418,-2.4702579539531677,11.905405357366313,,,0.11300150784951998,0.0399520662423502,0.0,0.0019242288660259455,0.0
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.075,1.0,10,10,1.0,1.0,0.0,-2.8188448835512867,3.766861891072411,11.911863207077902,2.8076530834304405,-9.41049783118375,5.768124958301962,0.0,0.0,-2059.9324306462186,1135.158270184839,1134.2185779417011,1134.2732411102133,1135.158270184839,0.9992052356256036,-2.816997325708842,-2.8180154611742667,11.90572416213028,-2.7507296301433457,3.767368104147996,0.11300150784951998,0.0399520662423502,0.0,0.0018475578424448358,0.0008294223770199949
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.075,2.0,10,10,1.0,1.0,0.0,-3.0425626269024972,3.755942946349658,11.877334472108526,2.799514582549561,-9.702813030005311,5.5909455742170415,0.0,0.0,-1180.3678258361547,2270.3165403696785,1134.7912327338495,1134.8254213567964,1135.158270184839,0.9997096706899992,-3.040809857063062,-3.0419139949182963,11.865085113411235,-1.488041470834848,1.8789649029264057,0.11300150784951998,0.0399520662423502,0.0,0.0017527698394350644,0.0006486319842009536
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.075,3.0,10,10,1.0,1.0,0.0,-3.5046802126736907,3.8000221238330187,12.016725070342755,2.8323692616312517,-10.204704475652077,5.1821355737192665,0.0,0.0,-571.2773660925737,3405.4748105545177,1135.340073046069,1135.3777620738858,1135.158270184839,1.0001932720327875,-3.502696919679436,-3.505157684631031,11.998308248772325,-1.1462583332469019,1.2675675140278833,0.11300150784951998,0.0399520662423502,0.0,0.001983292994254704,0.0004774719573403807
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.075,5.0,10,10,1.0,1.0,0.0,-4.0110210234315735,3.7299974745543936,11.795287686267832,2.7801759696687225,-10.480181563108506,4.566353576606539,0.0,0.1,1119.480083004269,5675.791350924196,1136.4646862130044,1136.541070364588,1135.158270184839,1.0011839390579202,-4.009197402431166,-4.0167642500867355,11.764688850675562,-0.7900981066373112,0.7470566152507931,0.11300150784951998,0.0399520662423502,0.0,0.0018236210004074493,0.005743226655162026
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.09,0.0,10,10,1.0,1.0,0.0,5.057049194931921,5.402604189075399,17.08453453384524,4.0268634074325735,-8.561758927965702,23.599279856603424,0.1,0.2,4938.918494295949,0.0,975.8888076054985,976.0334959826625,972.7848070871396,1.0032887435468714,5.060943886029789,5.05704919493192,17.08453453384524,,,0.11390130687669528,0.04027019323926061,0.0,0.003894691097867664,1.7763568394002505e-15
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.09,1.0,10,10,1.0,1.0,0.0,4.759175612361963,5.402178017797554,17.083186861933903,4.0265457581168,-8.92053306875572,23.236882792284355,0.1,0.2,5623.587827916138,972.7848070871396,976.451614383913,976.5843136784526,972.7848070871396,1.0038672969668347,4.762963112886446,4.755422737422077,17.072740291344502,4.940897093821404,5.4886229066790575,0.11390130687669528,0.04027019323926061,0.0,0.0037875005244831783,0.003752874939885409
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.09,2.0,10,10,1.0,1.0,0.0,4.3973344084716,5.406681353024165,17.097427658317265,4.029902346014191,-9.064959708815556,23.06230573828719,0.2,0.2,6245.714588088134,1945.5696141742792,977.0204471602219,977.1700378928988,972.7848070871396,1.0044521754981526,4.401284524200621,4.388668749108308,17.076531310771834,2.290293565217709,2.74774428576402,0.11390130687669528,0.04027019323926061,0.0,0.003950115729020709,0.008665659363292555
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.09,3.0,10,10,1.0,1.0,0.0,3.848871358810115,5.428369435750964,17.166011397816106,4.046067688440445,-10.066706109210273,22.5586639515034,0.2,0.2,6684.32337498752,2918.354421261419,977.551920499646,977.6723153303577,972.7848070871396,1.0049983408314067,3.8524490359563104,3.8342481834645286,17.134759710853118,1.3440387794418274,1.8392331829682214,0.11390130687669528,0.04027019323926061,0.0,0.0035776771461955015,0.014623175345586326
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.09,5.0,10,10,1.0,1.0,0.0,3.058239103749665,5.392767706278596,17.053428844042276,4.019531726034853,-10.246563697446812,21.44619764800911,0.1,0.2,7860.282356184764,4863.924035435698,978.6759667028166,978.7969418927457,972.7848070871396,1.0061538813447861,3.06164493938057,3.028152163173039,17.001432723463246,0.6480199649642755,1.097288195110572,0.11390130687669528,0.04027019323926061,0.0,0.0034058356309052407,0.030086940576625754
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,0.0,10,10,1.0,1.0,0.0,-5.28904294686553,5.485770407677236,17.347529209010506,4.0888518468410116,-21.626946925640674,16.408693290094767,0.0,0.0,-3981.9574176339397,0.0,754.0758710284424,754.0879237581555,757.2159318246823,0.9960161945285038,-5.280579276728703,-5.289042946865532,17.347529209010506,,,0.11605504047295871,0.0410316530546541,0.0,0.008463670136826806,1.7763568394002505e-15
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,1.0,10,10,1.0,1.0,0.0,-5.524660683498143,5.478881823496584,17.325745593145843,4.083717399342123,-21.82866996753696,16.203433526122865,0.0,0.0,-3405.813681240304,757.2159318246822,754.6462755055894,754.6333565259433,757.2159318246822,0.9967693919197117,-5.5165310532751075,-5.521249118179907,17.311985996560285,-5.292953440142687,5.455652579697152,0.11605504047295871,0.0410316530546541,0.0,0.00812963022303581,0.003411565318236498
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,2.0,10,10,1.0,1.0,0.0,-5.94295663461502,5.488737245119428,17.356911172775302,4.091063196907323,-22.130980382626607,15.790231497931048,0.0,0.0,-2967.561074740913,1514.4318636493645,755.2086589845813,755.2201064311823,757.2159318246822,0.9975122151787001,-5.9347742972340365,-5.937627943110842,17.329412790028915,-2.856886689243226,2.7338123360500117,0.11605504047295871,0.0410316530546541,0.0,0.008182337380983284,0.005328691504177918
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,3.0,10,10,1.0,1.0,0.0,-6.245601243658031,5.443491644440255,17.213832020526652,4.057339117306842,-22.36435495829152,15.136546198240513,0.0,0.0,-2442.7470355244864,2271.647795474047,755.791446872113,755.8054372735114,757.2159318246822,0.9982817889399035,-6.237692753085962,-6.239928200027257,17.172665072197493,-2.007445816807286,1.8082468436437111,0.11605504047295871,0.0410316530546541,0.0,0.00790849057206966,0.005673043630774366
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,5.0,10,10,1.0,1.0,0.0,-7.137440071004806,5.499410237431388,17.390662137930562,4.099018375684948,-23.270118839728273,14.45122103062854,0.0,0.0,-1610.7687228274388,3786.0796591234116,756.9123162291669,756.9425879440141,757.2159318246822,0.9997619065008652,-7.1300839822995705,-7.135405526148141,17.322321776068435,-1.384252289563014,1.0969066411518298,0.11605504047295871,0.0410316530546541,0.0,0.0073560887052357415,0.0020345448566656543
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.12,0.0,10,10,1.0,1.0,0.0,-1.8541139052257827,3.9282549786795955,12.4222329625237,2.9279483884265214,-10.705409975529674,0.021605029195589598,0.3,0.4,-1009.6437331771527,0.0,547.5356948882973,548.0067410425276,548.5910609071672,0.9982446675415069,-1.8439779225409771,-1.8541139052257827,12.4222329625237,,,0.11860437903459749,0.0419329803468917,0.0,0.010135982684805533,0.0
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.12,1.0,10,10,1.0,1.0,0.0,-2.2503132071338796,3.9530655511344097,12.500690881533547,2.946441097283071,-11.28526527847137,-0.5034836115622948,0.2,0.4,-679.3159767105869,548.591060907167,548.1046840174982,548.5693530842548,548.591060907167,0.9992817893931789,-2.2402783143859306,-2.249414137329611,12.486702797552104,-2.087822073234264,4.03600684479781,0.11860437903459749,0.0419329803468917,0.0,0.010034892747948998,0.0008990698042685707
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.12,2.0,10,10,1.0,1.0,0.0,-2.5637643480793018,3.917718266828359,12.388912954024903,2.920094787106957,-11.355627668506877,-0.6748600846467889,0.1,0.3,-304.1699786888007,1097.182121814334,548.6717746874684,549.1342387650263,548.591060907167,1.0003156830604873,-2.554080900737724,-2.5640354350290298,12.360993279640631,-1.2025477626280674,2.001616162677996,0.11860437903459749,0.0419329803468917,0.0,0.009683447341577889,0.0002710869497279944
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.12,3.0,10,10,1.0,1.0,0.0,-2.8152317908708695,3.965080615955783,12.53868585260365,2.9553965978479564,-11.483734763758676,-0.9814190269981278,0.1,0.3,104.72772577462447,1645.7731827215016,549.2436132142363,549.6995632626627,548.591060907167,1.0013578775546468,-2.8057594478495673,-2.818762195181372,12.496912940820764,-0.885929654484569,1.3509589611045376,0.11860437903459749,0.0419329803468917,0.0,0.009472343021302176,0.003530404310502444
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.12,5.0,10,10,1.0,1.0,0.0,-3.461924687420308,3.9439094061077093,12.47173660866235,2.9396165097192215,-12.144683122871793,-1.431489433999824,0.1,0.1,842.4702010461948,2742.9553045358352,550.3760986576224,550.853949930805,548.591060907167,1.0034217387435274,-3.4530661998676164,-3.478089650441383,12.402627950634272,-0.6627662571321487,0.8079210405511743,0.11860437903459749,0.0419329803468917,0.0,0.008858487552691585,0.016164963021075174
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.15,0.0,10,10,1.0,1.0,0.0,-2.6699716988660507,3.5352731419282444,11.179515279312964,2.6350370214602727,-9.82815053429611,-0.750083206205897,0.1,0.2,-733.5572869562754,0.0,276.42210463376296,276.2340152871096,278.00648730237174,0.9948591581434696,-2.653757693973786,-2.6699716988660502,11.179515279312968,,,0.121958820461014,0.0431189544867478,0.0,0.016214004892264544,4.440892098500626e-16
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.15,1.0,10,10,1.0,1.0,0.0,-3.0022047194002295,3.56283063474923,11.266659723231017,2.655577163872668,-10.327768780397367,-1.1956280947060411,0.1,0.2,-549.0267032765194,278.00648730237174,276.99252484920373,276.8111199939891,278.00648730237174,0.9969122136736249,-2.985759962400186,-2.998504814036231,11.241457036408065,-2.725322501277855,3.717580841582961,0.121958820461014,0.0431189544867478,0.0,0.016444757000043442,0.003699905363998557
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.15,2.0,10,10,1.0,1.0,0.0,-3.2919237836409665,3.5645676747344757,11.272152725971178,2.6568718770348827,-10.664328327954097,-1.222387835716423,0.1,0.1,-353.46140606380663,556.0129746047435,277.57228513394637,277.3562106176149,278.00648730237174,0.9989973956917376,-3.2765316617603615,-3.288720851616901,11.222019873820852,-1.510689967616147,1.860769508121568,0.121958820461014,0.0431189544867478,0.0,0.015392121880605014,0.003202932024065408
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.15,3.0,10,10,1.0,1.0,0.0,-3.5903397033002578,3.5758092673211976,11.307701763072885,2.665250865434639,-10.80630254233508,-1.9316399382832994,0.0,0.2,-159.98782947619748,834.0194619071153,278.1168216740252,277.93771441565286,278.00648730237174,1.0009575853757413,-3.574063896603736,-3.5914149933008837,11.232476810337479,-1.1081040455444608,1.247803334784574,0.121958820461014,0.0431189544867478,0.0,0.016275806696521844,0.0010752900006258947
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.15,5.0,10,10,1.0,1.0,0.0,-4.204285571220683,3.574044819653739,11.302122089631544,2.663935723792246,-11.39530967221048,-2.179717260608925,0.0,0.1,220.02890219138118,1390.0324365118588,279.28146695995554,279.02044410181884,278.00648730237174,1.0051473658368162,-4.189334677507396,-4.226933372174672,11.177725509299396,-0.7913389894876893,0.7496311259592777,0.121958820461014,0.0431189544867478,0.0,0.014950893713287172,0.02264780095398944
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.18,0.0,10,10,1.0,1.0,0.0,0.3072841227013055,3.2734841723561634,10.351665869156673,2.43991104421934,-8.145228114414612,8.154159889936974,0.0,0.1,55.300695971795086,0.0,149.30037017980212,149.36644364166634,149.00516236101345,1.0034499506824273,0.37039892068048175,0.30728412270130534,10.351665869156673,,,0.11852030931270821,0.0419032572116715,0.0,0.06311479797917624,1.6653345369377348e-16
2016,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.18,1.0,10,10,1.0,1.0,0.0,0.15807316198785698,3.260596597946114,10.310911780506016,2.4303052134040213,-8.311044382463109,7.970886085060782,0.0,0.0,181.77943970509182,149.00516236101345,149.88746661892364,149.97729760952956,149.00516236101345,1.007388118409973,0.2186592253734212,0.15244179067270097,10.267645825649561,0.5674459277248939,3.301615611827753,0.11852030931270821,0.0419032572116715,0.0,0.060586063385564215,0.0056313713151560085
