dataset,study,study_label,mode,lslb,mass_GeV,inj_nsigma,n_toys,n_success,success_rate,refit_ok_rate,fallback_rate,pull_mean_correct,pull_mean_err,pull_width_correct,pull_width_err,pull_q16,pull_q84,cov_1sigma,cov_2sigma,Ahat_mean,Ainj_mean,sigma_A_mean,sigma_A_median,sigmaA_ref_mean,sigma_ratio_mean,pull_mean_ratio_of_means,delta_z_mean,delta_z_width,recovery_bias_mean,recovery_bias_sem,ls_opt_mean,ls_lo_mean,ls_low_bound_frac,abs_definition_delta_ratio,abs_definition_delta_deltaZ
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.075,2.0,10,10,1.0,1.0,0.0,-4.258554729558264,3.7161592834008372,11.751527483525802,2.76986159096706,-16.031750605512553,9.258136236233671,0.1,0.2,-1039.2070165976418,931.5255669575241,464.8655628814445,464.71112198485025,465.76278347876206,0.9982736993459496,-4.239360238559477,-4.2546405275641925,11.719784905420104,-2.0416806884824745,1.8506621620494308,0.14335320788995304,0.05068301270191531,0.0,0.019194490998787117,0.00391420199407122
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.075,3.0,10,10,1.0,1.0,0.0,-4.5182767328347655,3.7190089942608626,11.760539060516399,2.7719856400334715,-16.185604961738964,9.138461556728734,0.1,0.1,-696.7810504967033,1397.288350436286,465.4647904323614,465.3094352911149,465.76278347876206,0.9995603214117308,-4.498878205133084,-4.516275010995983,11.712992246651373,-1.4493615368716903,1.2362944346304798,0.14335320788995304,0.05068301270191531,0.0,0.019398527701681267,0.0020017218387824443
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.075,5.0,10,10,1.0,1.0,0.0,-5.135213427415771,3.6952726313261524,11.685478090274316,2.754293599679932,-16.897658882681984,8.169964647518544,0.0,0.1,-58.36140330679363,2328.81391739381,466.6149660242915,466.42979278039314,465.76278347876206,1.002030249929263,-5.115942467598285,-5.144211277583009,11.606441004326395,-0.9956267647749157,0.7380940260663212,0.14335320788995304,0.05068301270191531,0.0,0.01927095981748561,0.008997850167238752
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.09,0.0,10,10,1.0,1.0,0.0,1.4999629194171096,3.375589264837907,10.674550522101116,2.516015686765367,-6.487428509286799,10.881904967864202,0.0,0.1,350.1003008101159,0.0,230.39694671181186,230.45289828865964,229.31024825496652,1.0054511851620604,1.5195526928923802,1.4999629194171096,10.674550522101116,,,0.1439041970360983,0.050877816782715,0.0,0.019589773475270578,0.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.09,1.0,10,10,1.0,1.0,0.0,1.171738224315374,3.3743682598280724,10.670689365235564,2.5151056033644146,-6.745699020660178,10.630403033573112,0.1,0.1,504.3507760509493,229.31024825496655,230.9630409286931,231.06073171764064,229.31024825496655,1.0079206556585447,1.1908421654393528,1.1646354994039416,10.641518260877554,1.459326349741928,3.3405493644994357,0.1439041970360983,0.050877816782715,0.0,0.01910394112397884,0.007102724911432379
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.09,2.0,10,10,1.0,1.0,0.0,0.9584581480389037,3.4070954134496167,10.774181712013872,2.5394989834336985,-7.306658378611999,10.405230817625092,0.1,0.2,684.5975142605965,458.6204965099331,231.54660568364733,231.5721618321639,229.31024825496655,1.0104626019372165,0.975946147357507,0.9392379539390567,10.716379690605391,0.6242214617810694,1.6910298083319881,0.1439041970360983,0.050877816782715,0.0,0.01748799931860323,0.019220194099846988
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.09,3.0,10,10,1.0,1.0,0.0,0.6160322146422363,3.3778895563421343,10.68182468253681,2.5177302228225398,-7.49978829499596,10.406855592738516,0.2,0.2,834.9948144332011,687.9307447648996,232.11375312658032,232.15102771873333,229.31024825496655,1.0129382906230204,0.6335861950760925,0.5799435456527544,10.595285164432573,0.30081142000672145,1.1198999947342152,0.1439041970360983,0.050877816782715,0.0,0.017553980433856142,0.03608866898948193
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.09,5.0,10,10,1.0,1.0,0.0,0.07225062789598127,3.353421799091816,10.604450840389704,2.499493033332981,-7.668266947523903,9.307539495627976,0.2,0.2,1166.8920540841923,1146.5512412748328,233.28814160748146,233.32363821444244,229.31024825496655,1.0180578609302617,0.08719179924534645,-0.012800982973488218,10.462184123847043,0.06978813232848466,0.668785453039299,0.1439041970360983,0.050877816782715,0.0,0.014941171349365179,0.0850516108694695
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,0.0,10,10,1.0,1.0,0.0,-1.5449450958665825,2.65028881497352,8.38094911258489,1.9754086500960513,-6.931083440576142,6.876050120201084,0.1,0.1,-188.4192826072647,0.0,125.84859864953637,125.88923207530448,126.68130764400289,0.9947784261790034,-1.4971901525258569,-1.5449450958665825,8.38094911258489,,,0.144297695007012,0.051016939324523204,0.0,0.04775494334072561,0.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,1.0,10,10,1.0,1.0,0.0,-1.763790869153798,2.6060523595567044,8.24106115785526,1.9424367429641718,-7.203882909922739,6.595486977251626,0.1,0.1,-90.80503361374568,126.68130764400291,126.41007548094305,126.45853541910076,126.68130764400291,0.9992014089234351,-1.7204826468957828,-1.7614140165859016,8.198775076869165,-1.4566996230878635,2.5256154042502983,0.144297695007012,0.051016939324523204,0.0,0.04330822225801523,0.002376852567896437
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,2.0,10,10,1.0,1.0,0.0,-1.9327677890070363,2.6484865102089796,8.37524972449117,1.97406529143949,-7.286904340322065,6.347660807084613,0.1,0.1,13.292047894479765,253.36261528800577,127.07820580253136,127.13411301856456,126.68130764400291,1.004480996043244,-1.8891560978329762,-1.9385659515551255,8.291268159337355,-0.8147125181951829,1.2896879355303617,0.144297695007012,0.051016939324523204,0.0,0.04361169117406005,0.005798162548089181
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,3.0,10,10,1.0,1.0,0.0,-2.2421052675161217,2.5553490904290106,8.080723342595249,1.9046447574805088,-7.637378053606231,5.630261872919897,0.0,0.1,98.80323237731531,380.04392293200874,127.6045509029666,127.60284609120379,126.68130764400291,1.0086290258912451,-2.2040020404017975,-2.263192788680903,7.956532090205442,-0.6539700912363008,0.8332681740665662,0.144297695007012,0.051016939324523204,0.0,0.038103227114324234,0.021087521164781187
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,5.0,10,10,1.0,1.0,0.0,-2.719647922742065,2.583558897191238,8.169930584317108,1.9256711059979998,-8.73817194131619,5.812720408264071,0.0,0.1,287.67307650925443,633.4065382200146,128.7759247076794,128.90046604297657,126.68130764400291,1.017872569866403,-2.6847678437997873,-2.8000488814041384,7.967868505017484,-0.49322490592709667,0.5113503819676987,0.144297695007012,0.051016939324523204,0.0,0.03488007894227785,0.08040095866207331
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.12,0.0,10,10,1.0,1.0,0.0,6.201060376077906,2.309962444955052,7.304742635509291,1.7217443507970376,-0.38690513645902413,12.763062568053739,0.2,0.2,487.48139930472627,0.0,77.97938000493892,77.84702923096806,73.87483719924262,1.0590597299343931,6.251414146584021,6.201060376077906,7.304742635509291,,,0.14459278256332428,0.0511212685305793,0.0,0.050353770506115225,0.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.12,1.0,10,10,1.0,1.0,0.0,6.088894491562954,2.295407588162618,7.258716137027628,1.710895801066819,-0.39415760064602845,12.660538051465092,0.1,0.2,555.6488683071415,73.87483719924262,78.52534524063074,78.4162266568465,73.87483719924262,1.0664432696458384,6.135267914220113,6.030053879956789,7.1983424651646635,6.936990119405581,2.564867105738981,0.14459278256332428,0.0511212685305793,0.0,0.04637342265715905,0.05884061160616483
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.12,2.0,10,10,1.0,1.0,0.0,5.689558655488615,2.3271763716280316,7.359177851271031,1.7345748541971975,-0.6128241618177095,12.246295701713095,0.2,0.2,601.4991707647198,147.74967439848524,79.0876775338164,79.06030780661384,73.87483719924262,1.0740758252709006,5.737297016620823,5.5585025584756895,7.239448218124502,3.282419705496017,1.3101751445685632,0.14459278256332428,0.0511212685305793,0.0,0.04773836113220753,0.13105609701292575
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.12,3.0,10,10,1.0,1.0,0.0,5.492181607987609,2.3548461508776914,7.446677376054021,1.7551986899720817,-0.6873235836935512,12.056772025572641,0.1,0.2,662.1519362090332,221.62451159772792,79.58209846518564,79.49899167587802,73.87483719924262,1.0807484077080716,5.535509029131979,5.278037557805947,7.270589657641251,2.1299519191964427,0.8816751489337029,0.14459278256332428,0.0511212685305793,0.0,0.043327421144369715,0.2141440501816625
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.12,5.0,10,10,1.0,1.0,0.0,5.017548283282844,2.33850268908538,7.394994811938378,1.7430169927869885,-1.7483254308903808,11.55537799193068,0.0,0.1,777.3191793139769,369.3741859962131,80.69190333059156,80.67970369862957,73.87483719924262,1.0957894620347592,5.0555876919451155,4.596601787921285,7.108049578457107,1.190517702176883,0.5316725186643394,0.14459278256332428,0.0511212685305793,0.0,0.03803940866227151,0.4209464953615587
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.03,0.0,10,10,1.0,1.0,0.0,-0.146040622383193,0.1682939011646009,0.5321920439954027,0.12543886773422622,-0.7326045229305861,0.3236207333599149,0.8,1.0,-13165.505363061238,0.0,89867.16377787717,90250.928869208,89833.65056332681,1.0004897530683485,-0.14649962021280818,-0.146040622383193,0.5321920439954025,,,0.09785613235314009,0.024464033088284997,0.0,0.00045899782961519864,0.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.03,1.0,10,10,1.0,1.0,0.0,-1.022990967688082,0.18512997517970026,0.5854323847382927,0.1379877363915529,-1.638037110248088,-0.5037150187236391,0.6,0.9,-3416.431899123556,89833.65056332681,90780.02429688454,91213.8200261788,89833.65056332681,1.01071557649207,-1.02720926971211,-1.0335763706513716,0.5850051599606948,-1.0337183263772007,0.1865310173149437,0.09785613235314009,0.024464033088284997,0.0,0.004218302024028064,0.010585402963289692
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.03,2.0,10,10,1.0,1.0,0.0,-1.8805459144099956,0.17241808128956015,0.5452338466710718,0.12851285010451374,-2.465087177310134,-1.3822220655358566,0.0,0.6,6994.803580490171,179667.30112665362,91701.63267847449,92098.22374290318,89833.65056332681,1.0211401200767989,-1.882981714748636,-1.9218400579149733,0.5429341610237589,-0.9598346413063016,0.0872887297555589,0.09785613235314009,0.024464033088284997,0.0,0.002435800338640437,0.04129414350497762
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.03,3.0,10,10,1.0,1.0,0.0,-2.751744607772594,0.17654134248528194,0.5582727434373419,0.1315861475453874,-3.316202753126409,-2.2641060135687447,0.0,0.0,14557.118833582314,269500.95168998046,92558.30330824068,93102.4867677222,89833.65056332681,1.030767546713444,-2.754413420991263,-2.8410450423020492,0.5497883583302454,-0.9449365074630272,0.05945818859133929,0.09785613235314009,0.024464033088284997,0.0,0.002668813218669186,0.08930043452945524
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.03,5.0,10,10,1.0,1.0,0.0,-4.492605902450118,0.211028172755649,0.6673296763713423,0.15729111314973346,-5.005181935213759,-3.988967515143856,0.0,0.0,25984.544857017085,449168.2528166341,93963.7059376236,94411.58859793679,89833.65056332681,1.0465230257395461,-4.503693247694394,-4.714230357215408,0.6335097851254459,-0.9393950667199468,0.041670540056939244,0.09785613235314009,0.024464033088284997,0.0,0.011087345244275681,0.2216244547652897
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,0.0,10,10,1.0,1.0,0.0,-0.008961987596256993,0.2948924624484597,0.9325318461528068,0.21979986402902002,-0.7717006208271151,0.6741279822952368,0.8,1.0,-924.8869316987154,0.0,65940.93131645441,65778.95903772146,65883.51927171877,1.0008924873045333,-0.014025991341555803,-0.008961987596256993,0.9325318461528068,,,0.09980683334099091,0.0249517083352477,0.0,0.00506400374529881,0.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,1.0,10,10,1.0,1.0,0.0,-0.8632081483138,0.2886573346745475,0.912814640885069,0.21515247417873185,-1.6250972981326863,-0.128554275962826,0.5,0.9,8193.019540412439,65883.51927171876,66558.57591354432,66430.47456033612,65883.51927171876,1.0103096003160115,-0.8667628316784135,-0.873398277598965,0.910755896194917,-0.8703755114492557,0.29086493499578253,0.09980683334099091,0.0249517083352477,0.0,0.003554683364613509,0.01019012928516505
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,2.0,10,10,1.0,1.0,0.0,-1.7623723105646882,0.29139285579608687,0.9214651182166317,0.21719141123928132,-2.540315028148223,-0.9428608686186837,0.3,0.7,13265.383676718444,131767.03854343752,67080.53528540133,66993.538877758,65883.51927171876,1.0182489397548375,-1.7665579793384336,-1.798174547019551,0.9166071982087383,-0.896221352212917,0.14737297891345244,0.09980683334099091,0.0249517083352477,0.0,0.004185668773745377,0.03580223645486269
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,3.0,10,10,1.0,1.0,0.0,-2.6162396097478036,0.29740994400224324,0.9404928218302225,0.22167628399114062,-3.3311162037391053,-1.8720020651498206,0.0,0.2,20544.340696316915,197650.55781515627,67591.97614177983,67488.17799794074,65883.51927171876,1.0260341121809433,-2.6202254650366226,-2.6922599135636323,0.9291324359563577,-0.893650958217358,0.10038509098150511,0.09980683334099091,0.0249517083352477,0.0,0.003985855288819007,0.0760203038158287
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,5.0,10,10,1.0,1.0,0.0,-4.541206003290526,0.30715015973663784,0.9712940884523191,0.22893621215701374,-5.360964294437179,-3.6479204584140494,0.0,0.0,18082.149073650766,329417.59635859384,68529.85763121124,68476.73782613897,65883.51927171876,1.040347143114776,-4.543062805709791,-4.734669196356803,0.9470394979464393,-0.9439419340417468,0.06222809134769678,0.09980683334099091,0.0249517083352477,0.0,0.0018568024192653354,0.19346319306627713
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.06,0.0,10,10,1.0,1.0,0.0,-0.2537925319261211,0.4908904095858428,1.5523317758242163,0.365888108445553,-1.3018897167801127,1.4277344924743611,0.6,0.8,-8882.333693987992,0.0,29568.29581898373,30088.38612509023,29537.576158387546,1.0012019802587724,-0.3004005962455661,-0.25379253192612117,1.5523317758242166,,,0.1007814708170959,0.025195367704273896,0.0,0.046608064319444975,5.551115123125783e-17
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.06,1.0,10,10,1.0,1.0,0.0,-1.0534909177619665,0.5157788136567139,1.6310358200147759,0.3844388295635364,-2.235331688512356,0.7734832540847673,0.1,0.8,-3535.957410072014,29537.576158387546,30039.147335750888,30557.425701993925,29537.576158387546,1.0174128375060052,-1.1010143929450793,-1.070531546570483,1.6260948755122033,-1.0642423015359346,0.5231758778891737,0.1007814708170959,0.025195367704273896,0.0,0.04752347518311284,0.017040628808516534
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.06,2.0,10,10,1.0,1.0,0.0,-1.9683285029402,0.5335054725102414,1.6870924372967118,0.39765150096701507,-3.0611298508896416,-0.07622598412938142,0.3,0.3,-2130.8506510084508,59075.15231677509,30481.246233041766,30919.064290064773,29537.576158387546,1.0328205952423153,-2.0079888630483893,-2.0313526080642577,1.6668572392976606,-1.0080596423538968,0.2725745780311809,0.1007814708170959,0.025195367704273896,0.0,0.039660360108189296,0.06302410512405765
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.06,3.0,10,10,1.0,1.0,0.0,-2.8212902147482835,0.5583402815784377,1.7656269992076163,0.41616227472858686,-4.215997568462016,-0.8275952542365681,0.2,0.3,497.3920489913347,88612.72847516263,30794.651236605958,31218.417087051017,29537.576158387546,1.0436457746141516,-2.8613844576173535,-2.945539445852449,1.7286668824432494,-0.9741199823293704,0.19061703489854617,0.1007814708170959,0.025195367704273896,0.0,0.04009424286907004,0.12424923110416541
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.06,5.0,10,10,1.0,1.0,0.0,-4.622290830978498,0.6170572391104275,1.9513063222840832,0.45992731088641936,-6.064038801055172,-2.3992906048826996,0.0,0.1,1592.8585250640776,147687.88079193776,31379.468636213267,31688.566689126805,29537.576158387546,1.0640684112140177,-4.6557519491669686,-4.918656567834588,1.857393798536127,-0.9756999302084358,0.12592373355923805,0.1007814708170959,0.025195367704273896,0.0,0.03346111818847053,0.2963657368560897
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,0.0,10,10,1.0,1.0,0.0,0.07803067815183273,0.23222476833956637,0.7343591970579879,0.1730901226888038,-0.6876417277671676,0.8190544694946665,0.7,1.0,450.75844637956027,0.0,11141.722104680568,11076.048765298836,11103.897933672402,1.0037469696517625,0.040456802112323324,0.0780306781518327,0.7343591970579879,,,0.10136602540383062,0.0253415063509576,0.0,0.03757387603950941,2.7755575615628914e-17
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,1.0,10,10,1.0,1.0,0.0,-0.6252899222277593,0.23488890860506145,0.7427839483031181,0.17507585560055094,-1.2742738713833461,0.1123836769066296,0.8,0.9,3475.551422495408,11103.897933672399,11596.754929455888,11535.003457084636,11103.897933672399,1.0459657127582278,-0.657800096456372,-0.6689128894966163,0.7300405314544789,-0.6446896699592229,0.23975854287751006,0.10136602540383062,0.0253415063509576,0.0,0.0325101742286128,0.04362296726885706
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,2.0,10,10,1.0,1.0,0.0,-1.2794371056708245,0.29353460064266607,0.9282379100987498,0.21878777359508497,-1.9978887739545206,-0.34559283577899513,0.4,0.8,6487.05015594898,22207.795867344797,11904.244658180387,11854.758583897208,11103.897933672399,1.0739093035862797,-1.3206000181282227,-1.4160861089650782,0.8997889029141045,-0.6801666772647023,0.1516006505388632,0.10136602540383062,0.0253415063509576,0.0,0.041162912457398226,0.13664900329425378
