dataset,study,study_label,mode,lslb,mass_GeV,inj_nsigma,n_toys,n_success,success_rate,refit_ok_rate,fallback_rate,pull_mean_correct,pull_mean_err,pull_width_correct,pull_width_err,cov_1sigma,cov_2sigma,delta_z_mean,delta_z_width,sigma_ratio_mean,sigma_ratio_median,ls_lo_mean,ls_hi_mean,refit_ls_opt_mean,refit_const_opt_mean
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.105,0.0,10,10,1.0,1.0,0.0,12.183441085891083,4.4406657865736605,14.042618213155931,3.309876854712093,0.0,0.0,12.183441085891083,14.042618213155931,1.0751025141729884,1.072005334506854,0.025508469662261602,0.4081355145961858,0.10203387864904641,1.0
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.105,1.0,10,10,1.0,1.0,0.0,11.982782689015519,4.419378637106063,13.975302335945882,3.2940103502931772,0.0,0.0,11.91432168775876,13.899908254847471,1.0797161349278634,1.0762943360034587,0.025508469662261602,0.4081355145961858,0.10203387864904641,1.0
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.105,2.0,10,10,1.0,1.0,0.0,11.360401025448924,4.421782117072888,13.982902806951635,3.295801798489304,0.0,0.0,11.215920839647053,13.833672554592953,1.0840564461132438,1.0810229511030278,0.025508469662261602,0.4081355145961858,0.10203387864904641,1.0
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.105,3.0,10,10,1.0,1.0,0.0,10.845959603535803,4.4121918894862295,13.952575844498416,3.2886536648881504,0.0,0.1,10.617834617689384,13.730904735777981,1.0884294595033106,1.085918742980581,0.025508469662261602,0.4081355145961858,0.10203387864904641,1.0
2015,fixed_lslb0p5,"fixed bkg, lslb=0.5",fixed,0.5,0.105,5.0,10,10,1.0,1.0,0.0,10.119901184213193,4.502110557443859,14.236923639412925,3.3556750828879807,0.1,0.1,9.700173097388026,13.872407667245723,1.0977611316165083,1.0957055612012656,0.025508469662261602,0.4081355145961858,0.10203387864904641,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.045,0.0,10,10,1.0,1.0,0.0,5.310191402425172,12.149166385538292,38.41903745065636,9.055453969339682,0.0,0.0,5.310191402425172,38.41903745065636,1.0019821888668214,0.9976911336583338,0.0374275625028716,0.3992273333639637,0.12223790726421371,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.045,1.0,10,10,1.0,1.0,0.0,4.859507211268495,12.167721084901729,38.47771256194449,9.069283825699253,0.0,0.0,4.857365012597663,38.464804930220254,1.0022996826657655,0.9980101158951169,0.0374275625028716,0.3992273333639637,0.12223790726421371,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.045,2.0,10,10,1.0,1.0,0.0,4.317397908832591,12.179124083871717,38.51377201084621,9.077783119314004,0.0,0.0,4.312491733861613,38.487983184812904,1.0026118429267943,0.9983344592509954,0.0374275625028716,0.3992273333639637,0.12223790726421371,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.045,3.0,10,10,1.0,1.0,0.0,3.705277321207744,12.155555113041578,38.4392403809169,9.060215845668704,0.0,0.0,3.6969525254360605,38.4005605892704,1.0029355031468756,0.9986499410158883,0.0374275625028716,0.3992273333639637,0.12223790726421371,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.045,5.0,10,10,1.0,1.0,0.0,2.880110962599561,12.263053516347206,38.77918018019406,9.140340424756728,0.0,0.0,2.8631067347628236,38.714795984049196,1.0035652053002577,0.9992593544847461,0.0374275625028716,0.3992273333639637,0.12223790726421371,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.075,0.0,10,10,1.0,1.0,0.0,-3.043705675492375,4.081873140666512,12.908016244371053,3.0424486060202947,0.0,0.0,-3.043705675492375,12.908016244371051,0.9963614520552166,0.9951293519776907,0.0380122595264365,0.40546410161532254,0.1241475197466911,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.075,1.0,10,10,1.0,1.0,0.0,-3.523772711660827,4.056899032774905,12.829041180902788,3.0238340050459454,0.0,0.0,-3.5211245967329274,12.811703346895213,0.9976277963392102,0.9964240207983177,0.0380122595264365,0.40546410161532254,0.1241475197466911,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.075,2.0,10,10,1.0,1.0,0.0,-3.657114404583626,4.0947673492469425,12.9487913121105,3.0520593816542623,0.0,0.0,-3.654360753549258,12.91403221547259,0.9988960350490114,0.9976710231615799,0.0380122595264365,0.40546410161532254,0.1241475197466911,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.075,3.0,10,10,1.0,1.0,0.0,-4.305227227023598,4.101475730121209,12.970005075085092,3.0570595135388685,0.0,0.0,-4.304860580968426,12.918087208167892,1.0001479653361756,0.9988483943784126,0.0380122595264365,0.40546410161532254,0.1241475197466911,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.075,5.0,10,10,1.0,1.0,0.0,-5.293495353273137,4.065166595391084,12.855185509467972,3.0299962823852824,0.0,0.0,-5.304717364535212,12.76916308902815,1.0025178410932543,1.0014130545019384,0.0380122595264365,0.40546410161532254,0.1241475197466911,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.105,0.0,10,10,1.0,1.0,0.0,2.6087587134352495,3.7448857896033387,11.84236867234466,2.7912730645086805,0.1,0.2,2.6087587134352495,11.842368672344659,1.017639207206821,1.0206157273792646,0.038262704493392405,0.4081355145961858,0.12496546958361139,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.105,1.0,10,10,1.0,1.0,0.0,2.3092424174994437,3.771288228749826,11.925860515831552,2.8109522807431295,0.1,0.2,2.290719657697873,11.864776537645293,1.022291266871251,1.025146008910765,0.038262704493392405,0.4081355145961858,0.12496546958361139,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.105,2.0,10,10,1.0,1.0,0.0,1.943323520979233,3.7875677394887526,11.97734084895973,2.8230863116273555,0.1,0.2,1.8978476424033404,11.855558102012704,1.026706514278611,1.029607785083086,0.038262704493392405,0.4081355145961858,0.12496546958361139,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.105,3.0,10,10,1.0,1.0,0.0,1.5346952884223826,3.919692053996644,12.395154617093096,2.921565961200758,0.1,0.2,1.453399265891232,12.213495016146997,1.0313044183819011,1.0348558095785918,0.038262704493392405,0.4081355145961858,0.12496546958361139,1.0
2015,fixed_lslb0p75,"fixed bkg, lslb=0.75",fixed,0.75,0.105,5.0,10,10,1.0,1.0,0.0,0.8362564083333325,3.7829623684849674,11.962777387117674,2.819653670751999,0.0,0.2,0.659219681631637,11.667481187305189,1.0400744411584995,1.0431755426813338,0.038262704493392405,0.4081355145961858,0.12496546958361139,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.045,0.0,10,10,1.0,1.0,0.0,7.858637062355965,7.604241773918394,24.046723884181308,5.667867174608373,0.0,0.0,7.858637062355962,24.04672388418131,1.002764850344189,1.0028813938397185,0.0499034166704954,0.3992273333639637,0.14114817732834056,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.045,1.0,10,10,1.0,1.0,0.0,7.46334288036339,7.5940411897248925,24.01446680466553,5.660264108052747,0.0,0.0,7.460327651540358,24.006365491716295,1.003084046831407,1.0032020024931028,0.0499034166704954,0.3992273333639637,0.14114817732834056,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.045,2.0,10,10,1.0,1.0,0.0,7.083706694630993,7.5700695806873775,23.938661920927906,5.642396725606769,0.0,0.0,7.077050045858518,23.922485092897546,1.003399003526598,1.0035276737625125,0.0499034166704954,0.3992273333639637,0.14114817732834056,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.045,3.0,10,10,1.0,1.0,0.0,6.615863410656223,7.6037231234018545,24.04508376723942,5.667480595337857,0.0,0.0,6.604942567370976,24.020807166935672,1.0037132554367556,1.0038139532999844,0.0499034166704954,0.3992273333639637,0.14114817732834056,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.045,5.0,10,10,1.0,1.0,0.0,5.85777228779843,7.575939999660669,23.957225815702973,5.646772277566997,0.0,0.1,5.836414707396221,23.916841555818955,1.0043494072889205,1.0044623539066402,0.0499034166704954,0.3992273333639637,0.14114817732834056,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.075,0.0,10,10,1.0,1.0,0.0,-3.5330198093510665,3.677570260279886,11.629498277782696,2.7410990313391403,0.1,0.2,-3.5330198093510674,11.629498277782696,0.9957727051145886,0.9957964826895316,0.05068301270191531,0.40546410161532254,0.14335320788995304,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.075,1.0,10,10,1.0,1.0,0.0,-3.9468496055339366,3.6754896692237646,11.622918871165977,2.7395482503275184,0.1,0.1,-3.9436266621097316,11.6070169948006,0.9970140991260102,0.99703252070818,0.05068301270191531,0.40546410161532254,0.14335320788995304,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.075,2.0,10,10,1.0,1.0,0.0,-4.258554729558265,3.716159283400837,11.7515274835258,2.7698615909670594,0.1,0.2,-4.2546405275641925,11.719784905420104,0.9982736993459496,0.9982769605476876,0.05068301270191531,0.40546410161532254,0.14335320788995304,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.075,3.0,10,10,1.0,1.0,0.0,-4.5182767328347655,3.7190089942608626,11.760539060516399,2.7719856400334715,0.1,0.1,-4.516275010995983,11.712992246651373,0.9995603214117308,0.9995396869448261,0.05068301270191531,0.40546410161532254,0.14335320788995304,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.075,5.0,10,10,1.0,1.0,0.0,-5.135213427415771,3.695272631326152,11.685478090274314,2.7542935996799316,0.0,0.1,-5.144211277583009,11.606441004326395,1.002030249929263,1.0020078974909108,0.05068301270191531,0.40546410161532254,0.14335320788995304,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,0.0,10,10,1.0,1.0,0.0,-1.5449450958665825,2.65028881497352,8.38094911258489,1.9754086500960513,0.1,0.1,-1.5449450958665825,8.38094911258489,0.9947784261790034,0.9933501182543745,0.051016939324523204,0.4081355145961858,0.144297695007012,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,1.0,10,10,1.0,1.0,0.0,-1.763790869153798,2.6060523595567044,8.24106115785526,1.9424367429641718,0.1,0.1,-1.7614140165859016,8.198775076869165,0.9992014089234351,0.9979238417646419,0.051016939324523204,0.4081355145961858,0.144297695007012,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,2.0,10,10,1.0,1.0,0.0,-1.9327677890070363,2.6484865102089796,8.37524972449117,1.97406529143949,0.1,0.1,-1.9385659515551255,8.291268159337355,1.004480996043244,1.0033568827188468,0.051016939324523204,0.4081355145961858,0.144297695007012,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,3.0,10,10,1.0,1.0,0.0,-2.2421052675161217,2.5553490904290106,8.080723342595249,1.9046447574805088,0.0,0.1,-2.263192788680903,7.956532090205442,1.0086290258912451,1.0069569842655393,0.051016939324523204,0.4081355145961858,0.144297695007012,1.0
2015,fixed_lslb1p0,"fixed bkg, lslb=1.0",fixed,1.0,0.105,5.0,10,10,1.0,1.0,0.0,-2.719647922742065,2.583558897191238,8.169930584317108,1.9256711059979998,0.0,0.1,-2.8000488814041384,7.967868505017484,1.017872569866403,1.0162665865892766,0.051016939324523204,0.4081355145961858,0.144297695007012,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,0.0,10,10,1.0,1.0,0.0,-0.008961987596256993,0.2948924624484597,0.9325318461528068,0.21979986402902002,0.8,1.0,-0.008961987596256993,0.9325318461528068,1.0008924873045333,1.0008452765145952,0.0249517083352477,0.3992273333639637,0.09980683334099091,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,1.0,10,10,1.0,1.0,0.0,-0.8632081483138,0.2886573346745475,0.912814640885069,0.21515247417873185,0.5,0.9,-0.873398277598965,0.910755896194917,1.0103096003160115,1.009864816403514,0.0249517083352477,0.3992273333639637,0.09980683334099091,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,2.0,10,10,1.0,1.0,0.0,-1.7623723105646882,0.29139285579608687,0.9214651182166317,0.21719141123928132,0.3,0.7,-1.7981745470195514,0.9166071982087384,1.0182489397548375,1.0179603817463048,0.0249517083352477,0.3992273333639637,0.09980683334099091,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,3.0,10,10,1.0,1.0,0.0,-2.6162396097478036,0.29740994400224324,0.9404928218302225,0.22167628399114062,0.0,0.2,-2.6922599135636323,0.9291324359563577,1.0260341121809433,1.0258589309168702,0.0249517083352477,0.3992273333639637,0.09980683334099091,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.045,5.0,10,10,1.0,1.0,0.0,-4.541206003290526,0.30715015973663784,0.9712940884523191,0.22893621215701374,0.0,0.0,-4.734669196356803,0.9470394979464393,1.040347143114776,1.0410971456035247,0.0249517083352477,0.3992273333639637,0.09980683334099091,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,0.0,10,10,1.0,1.0,0.0,0.07803067815183275,0.23222476833956637,0.7343591970579879,0.1730901226888038,0.7,1.0,0.0780306781518327,0.7343591970579879,1.0037469696517625,1.0024486605070317,0.0253415063509576,0.40546410161532254,0.10136602540383062,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,1.0,10,10,1.0,1.0,0.0,-0.6252899222277593,0.23488890860506145,0.7427839483031181,0.17507585560055094,0.8,0.9,-0.6689128894966163,0.7300405314544789,1.0459657127582278,1.0438047143026943,0.0253415063509576,0.40546410161532254,0.10136602540383062,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,2.0,10,10,1.0,1.0,0.0,-1.2794371056708245,0.2935346006426661,0.9282379100987499,0.218787773595085,0.4,0.8,-1.4160861089650782,0.8997889029141045,1.0739093035862797,1.0781589812393992,0.0253415063509576,0.40546410161532254,0.10136602540383062,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,3.0,10,10,1.0,1.0,0.0,-1.961523415329431,0.3555532149032944,1.1243579884897348,0.2650137193807859,0.2,0.7,-2.2410968198889067,1.0623577895939218,1.1039753585443204,1.1038678537890259,0.0253415063509576,0.40546410161532254,0.10136602540383062,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.075,5.0,10,10,1.0,1.0,0.0,-3.4338866130443426,0.40086192089657086,1.26763669726341,0.298784834905292,0.0,0.1,-4.102783219784799,1.0808152414872327,1.1575484171020645,1.1647604455149847,0.0253415063509576,0.40546410161532254,0.10136602540383062,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,0.0,10,10,1.0,1.0,0.0,0.23793956488792972,0.24150155690394992,0.7636949782932435,0.1800046326364219,0.8,1.0,0.2379395648879296,0.7636949782932434,1.0129764841296036,1.0102442589728557,0.025508469662261602,0.4081355145961858,0.10203387864904641,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,1.0,10,10,1.0,1.0,0.0,-0.016876474275587285,0.2632259838036962,0.8323936481582722,0.1961970644097745,0.8,1.0,-0.10645855441238697,0.829172477830586,1.0990796525839275,1.1063209359861792,0.025508469662261602,0.4081355145961858,0.10203387864904641,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,2.0,10,10,1.0,1.0,0.0,-0.342899208154531,0.2793312781435086,0.8833230606594973,0.2082012420569289,0.6,1.0,-0.6610384965628358,0.9030925502733981,1.190280325472671,1.19287335362056,0.025508469662261602,0.4081355145961858,0.10203387864904641,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,3.0,10,10,1.0,1.0,0.0,-0.6365590143762605,0.29841962359068325,0.9436857090366744,0.22242885472288923,0.6,1.0,-1.2517889440087804,1.0146343465949457,1.2597386417385126,1.2534883600930713,0.025508469662261602,0.4081355145961858,0.10203387864904641,1.0
2015,profiled_lslb0p5,"profiled bkg, lslb=0.5",profiled,0.5,0.105,5.0,10,10,1.0,1.0,0.0,-1.2547231944445643,0.3504395455070512,1.1081871459965082,0.26120221525263254,0.5,0.7,-2.738857633965841,1.1698871309300334,1.426892583815004,1.3999460136220736,0.025508469662261602,0.4081355145961858,0.10203387864904641,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.045,0.0,10,10,1.0,1.0,0.0,0.18893390162968599,0.3253137888251069,1.0287325269463694,0.2424745819436502,0.7,1.0,0.18893390162968599,1.0287325269463694,1.0005981785205706,0.9995200115999341,0.0374275625028716,0.3992273333639637,0.12223790726421371,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.045,1.0,10,10,1.0,1.0,0.0,-0.1518996163852358,0.33443523474247727,1.0575770715993038,0.24927330631842623,0.5,0.9,-0.16570107459696953,1.056996969187482,1.0140036443758276,1.0134275426145065,0.0374275625028716,0.3992273333639637,0.12223790726421371,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.045,2.0,10,10,1.0,1.0,0.0,-0.5216532700455245,0.33821774425467516,1.0695384169291016,0.2520926224500309,0.7,0.9,-0.5758753631382232,1.0686249909030496,1.0278813165919858,1.0284811661941768,0.0374275625028716,0.3992273333639637,0.12223790726421371,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.045,3.0,10,10,1.0,1.0,0.0,-0.8718330887728136,0.32103449874819456,1.0152002235347692,0.2392849874411781,0.6,0.9,-0.9905700839721229,1.0112167751666379,1.0412212418105928,1.0413813212412482,0.0374275625028716,0.3992273333639637,0.12223790726421371,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.045,5.0,10,10,1.0,1.0,0.0,-1.7198145604697075,0.3651327308299176,1.1546510776997225,0.272153868981943,0.2,0.6,-2.0430962359800935,1.1493415642894358,1.0691403545537566,1.0682686762846285,0.0374275625028716,0.3992273333639637,0.12223790726421371,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.075,0.0,10,10,1.0,1.0,0.0,-0.010611515740055286,0.20883633189180587,0.660398466972967,0.15565741142726175,0.9,1.0,-0.010611515740055286,0.660398466972967,0.9997114245370831,0.999173531148676,0.0380122595264365,0.40546410161532254,0.1241475197466911,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.075,1.0,10,10,1.0,1.0,0.0,-0.23533192239991116,0.2131977728885546,0.674190554403128,0.1589082376101233,0.7,1.0,-0.2612339879155555,0.6742456652231114,1.0265953940480146,1.0268752658343723,0.0380122595264365,0.40546410161532254,0.1241475197466911,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.075,2.0,10,10,1.0,1.0,0.0,-0.49125433633674065,0.214406913980651,0.6780141942666561,0.15980947816889526,0.8,1.0,-0.5910095402493084,0.6796718334991438,1.052509542708853,1.052194917488873,0.0380122595264365,0.40546410161532254,0.1241475197466911,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.075,3.0,10,10,1.0,1.0,0.0,-0.7215482752598329,0.2106944790438186,0.6662744442010824,0.15704239254196112,0.6,1.0,-0.9485160368417755,0.666559565025545,1.0819020763490808,1.084025971786247,0.0380122595264365,0.40546410161532254,0.1241475197466911,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.075,5.0,10,10,1.0,1.0,0.0,-1.2323021863489954,0.21366602281028324,0.6756712906699861,0.15925725049527134,0.3,0.9,-1.83535778730737,0.6810304819732558,1.1372504222389028,1.1375724148856339,0.0380122595264365,0.40546410161532254,0.1241475197466911,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.105,0.0,10,10,1.0,1.0,0.0,0.10659053110487005,0.2609395759107355,0.82516339155633,0.1944928765854571,0.8,1.0,0.10659053110486996,0.82516339155633,1.0052716330627942,1.0046380620509994,0.038262704493392405,0.4081355145961858,0.12496546958361139,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.105,1.0,10,10,1.0,1.0,0.0,0.008071646797998256,0.2749503049683154,0.8694692070577869,0.20493585744781717,0.8,1.0,-0.030436150699597486,0.8696383880438826,1.0401847165778644,1.038935862392398,0.038262704493392405,0.4081355145961858,0.12496546958361139,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.105,2.0,10,10,1.0,1.0,0.0,-0.02903702790658951,0.2726937431957101,0.8623333321754871,0.20325391560815956,0.8,1.0,-0.19259678439588146,0.8562353422671743,1.0891932446318617,1.0920974754749215,0.038262704493392405,0.4081355145961858,0.12496546958361139,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.105,3.0,10,10,1.0,1.0,0.0,-0.15827763788565902,0.3141171981882526,0.9933257985053946,0.23412913601690225,0.7,0.9,-0.48818998008351755,1.0287148039875842,1.1240603802557003,1.1286826559528436,0.038262704493392405,0.4081355145961858,0.12496546958361139,1.0
2015,profiled_lslb0p75,"profiled bkg, lslb=0.75",profiled,0.75,0.105,5.0,10,10,1.0,1.0,0.0,-0.369746929999519,0.270357460438059,0.8549453574031306,0.20151255325457007,0.7,0.9,-1.218192850537465,0.9217192259868816,1.2047154693282203,1.2049962595266406,0.038262704493392405,0.4081355145961858,0.12496546958361139,1.0
2015,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.045,0.0,10,10,1.0,1.0,0.0,0.2279631980533552,0.2828668828470307,0.8945036244286314,0.21083652620981,0.8,1.0,0.2279631980533552,0.8945036244286314,1.0008604353263575,1.0004803550071568,0.04491307500344589,0.3992273333639637,0.1339049183816689,1.0
2015,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.045,1.0,10,10,1.0,1.0,0.0,0.11222454751265928,0.2851606085853251,0.901757022089393,0.21254616843399907,0.7,1.0,0.1013558837798794,0.9009467893586479,1.0109947390460197,1.0105547582106846,0.04491307500344589,0.3992273333639637,0.1339049183816689,1.0
2015,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.045,2.0,10,10,1.0,1.0,0.0,-0.09417583865445507,0.2825213400026365,0.8934109220111726,0.2105789737800753,0.6,1.0,-0.13412860567534574,0.8919572770592953,1.0203884652056243,1.0200209110592693,0.04491307500344589,0.3992273333639637,0.1339049183816689,1.0
2015,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.045,3.0,10,10,1.0,1.0,0.0,-0.21620283244600164,0.2864152781401673,0.905724635593564,0.21348134390530793,0.6,1.0,-0.30460437256416245,0.9041673924216885,1.0303642790147616,1.02979416819498,0.04491307500344589,0.3992273333639637,0.1339049183816689,1.0
