dataset,mass_GeV,sigma_val,blind_lo,blind_hi,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma
2016,0.099,0.00411185134289,0.0897483344784975,0.1082516655215025,4069.8434296529995,2.8108765481114307e-06,0.4999311292015692,0.00017263349150062197,-16919.65609114568,4603.373790924251,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,12.6**2 * RBF(length_scale=0.464),0.03662503583545434,0.8138896852323185,0.17265207466966714,0.4644556057977127,0.040694484261615926,158.2781904790224,2180.4583415944076,646,0.9000000000000001,20.0,11.413232388247739,8.907188704373871,197.93752676386376,112.95534956554917
