scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_1pct_x100,6,50,0.05,15,20,0.0001,0.001,True,,402,2073.87007827188,2073.870054815835,-2.3456045255443314e-05,-5.83483712821973e-08,False,False,True
2021_1pct_x100,6,50,0.05,20,25,0.0001,0.001,True,,402,2073.870054815835,2073.8700674501506,1.2634315680770669e-05,3.142864597206634e-08,False,False,True
2021_1pct_x100,6,70,0.07,15,20,0.0001,0.001,True,,400,2048.4956353483667,2048.495623381659,-1.1966707916144514e-05,-2.9916769790361286e-08,False,False,True
2021_1pct_x100,6,70,0.07,20,25,0.0001,0.001,True,,400,2048.495623381659,2048.495632948283,9.566624157741899e-06,2.3916560394354748e-08,False,False,True
2021_1pct_x100,6,90,0.09,15,20,0.0001,0.001,True,,398,2036.892195269782,2036.8922070222316,1.1752449609048199e-05,2.9528767861930147e-08,False,False,True
2021_1pct_x100,6,90,0.09,20,25,0.0001,0.001,True,,398,2036.8922070222316,2036.8921969256958,-1.0096535788761685e-05,-2.5368180373773078e-08,False,False,True
2021_1pct_x100,6,110,0.11,15,20,0.0001,0.001,True,,396,2023.5499756503677,2023.8779186041565,0.32794295378880634,0.0008281387721939554,False,False,True
2021_1pct_x100,6,110,0.11,20,25,0.0001,0.001,True,,396,2023.8779186041565,2023.8779035930338,-1.501112274127081e-05,-3.790687560926972e-08,False,False,True
2021_1pct_x100,6,130,0.13,15,20,0.0001,0.001,True,,394,2010.730867776721,2012.2936673325894,1.5627995558684233,0.00396649633469143,False,False,True
2021_1pct_x100,6,130,0.13,20,25,0.0001,0.001,True,,394,2012.2936673325894,2012.2936539950902,-1.3337499240151374e-05,-3.385152091408978e-08,False,False,True
2021_1pct_x100,6,150,0.15,15,20,0.0001,0.001,True,,390,1993.438549695484,1995.2366844566975,1.7981347612135323,0.00461060195182957,False,False,True
2021_1pct_x100,6,150,0.15,20,25,0.0001,0.001,True,,390,1995.2366844566975,1995.2366652563858,-1.9200311726308428e-05,-4.9231568528995966e-08,False,False,True
2021_1pct_x100,6,170,0.17,15,20,0.0001,0.001,True,,386,1986.8011189724075,1988.2431120791853,1.4419931067777725,0.003735733437248115,False,False,True
2021_1pct_x100,6,170,0.17,20,25,0.0001,0.001,True,,386,1988.2431120791853,1988.243150472906,3.839372084257775e-05,9.946559803776619e-08,False,False,True
2021_1pct_x100,6,190,0.19,15,20,0.0001,0.001,True,,382,1967.0323614179483,1967.9361213520838,0.9037599341354507,0.0023658637019252637,False,False,True
2021_1pct_x100,6,190,0.19,20,25,0.0001,0.001,True,,382,1967.9361213520838,1967.9361448195964,2.3467512619390618e-05,6.14332791083524e-08,False,False,True
2021_1pct_x100,6,210,0.21,15,20,0.0001,0.001,True,,378,1961.5337255372099,1961.8051079593536,0.271382422143688,0.0007179429157240423,False,False,True
2021_1pct_x100,6,210,0.21,20,25,0.0001,0.001,True,,378,1961.8051079593536,1961.8050901517388,-1.7807614767662017e-05,-4.7110091977941845e-08,False,False,True
2021_1pct_x100,6,230,0.23,15,20,0.0001,0.001,True,,372,1939.8857298496987,1939.8857157063544,-1.4143344287731452e-05,-3.8019742708955515e-08,False,False,True
2021_1pct_x100,6,230,0.23,20,25,0.0001,0.001,True,,372,1939.8857157063544,1939.8857158980377,1.916832843562588e-07,5.152776461189753e-10,False,False,True
2021_1pct_x100,6,250,0.25,15,20,0.0001,0.001,True,,366,1932.107630561012,1932.1076222199065,-8.341105512954528e-06,-2.2789905773099803e-08,False,False,True
2021_1pct_x100,6,250,0.25,20,25,0.0001,0.001,True,,366,1932.1076222199065,1932.1076037887517,-1.8431154785503168e-05,-5.03583464084786e-08,False,False,True
