scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_10pct,2,50,0.05,15,20,0.0001,0.001,True,,402,1683.7059192011554,1683.7059183030335,-8.981219252746087e-07,-2.234134142474151e-09,False,False,True
2021_10pct,2,50,0.05,20,25,0.0001,0.001,True,,402,1683.7059183030335,1683.7059173124542,-9.90579337667441e-07,-2.4641277056404006e-09,False,False,True
2021_10pct,2,70,0.07,15,20,0.0001,0.001,True,,400,1653.2417202711306,1654.4892304461307,1.2475101750001159,0.0031187754375002897,False,False,True
2021_10pct,2,70,0.07,20,25,0.0001,0.001,True,,400,1654.4892304461307,1654.4892308659453,4.198145688860677e-07,1.0495364222151693e-09,False,False,True
2021_10pct,2,90,0.09,15,20,0.0001,0.001,True,,398,1639.9774953168148,1640.7542642452636,0.776768928448746,0.001951680724745593,False,False,True
2021_10pct,2,90,0.09,20,25,0.0001,0.001,True,,398,1640.7542642452636,1640.7542608843441,-3.360919436090626e-06,-8.444521196207602e-09,False,False,True
2021_10pct,2,110,0.11,15,20,0.0001,0.001,True,,396,1639.8874729467825,1644.5662235396826,4.678750592900087,0.011815026749747696,False,False,True
2021_10pct,2,110,0.11,20,25,0.0001,0.001,True,,396,1644.5662235396826,1644.566225068682,1.5289992916223127e-06,3.861109322278568e-09,False,False,True
2021_10pct,2,130,0.13,15,20,0.0001,0.001,True,,394,1628.6739410984196,1633.515424362351,4.841483263931423,0.012288028588658434,False,False,True
2021_10pct,2,130,0.13,20,25,0.0001,0.001,True,,394,1633.515424362351,1633.5154237700872,-5.922638592892326e-07,-1.5032077646934838e-09,False,False,True
2021_10pct,2,150,0.15,15,20,0.0001,0.001,True,,390,1613.6472372069272,1617.5375994937847,3.890362286857453,0.00997528791501911,False,False,True
2021_10pct,2,150,0.15,20,25,0.0001,0.001,True,,390,1617.5375994937847,1617.5375991239546,-3.6983010431868024e-07,-9.482823187658467e-10,False,False,True
2021_10pct,2,170,0.17,15,20,0.0001,0.001,True,,386,1601.8955733974976,1606.1593637276824,4.263790330184747,0.011046088938302454,False,False,True
2021_10pct,2,170,0.17,20,25,0.0001,0.001,True,,386,1606.1593637276824,1606.3919256183258,0.23256189064341015,0.000602491944672047,False,False,True
2021_10pct,2,190,0.19,15,20,0.0001,0.001,True,,382,1591.2114840174768,1593.402045961092,2.1905619436151937,0.005734455349777994,False,False,True
2021_10pct,2,190,0.19,20,25,0.0001,0.001,True,,382,1593.402045961092,1593.402047943419,1.9823269212793093e-06,5.189337490259972e-09,False,False,True
2021_10pct,2,210,0.21,15,20,0.0001,0.001,True,,378,1584.6364685733477,1586.0930378813548,1.456569308007147,0.003853357957690865,False,False,True
2021_10pct,2,210,0.21,20,25,0.0001,0.001,True,,378,1586.0930378813548,1586.1090352639142,0.01599738255936245,4.232111788191124e-05,False,False,True
2021_10pct,2,230,0.23,15,20,0.0001,0.001,True,,372,1582.8701230257288,1583.9384846662556,1.0683616405267458,0.0028719398938891016,False,False,True
2021_10pct,2,230,0.23,20,25,0.0001,0.001,True,,372,1583.9384846662556,1583.9384874060256,2.739770025073085e-06,7.364973185680336e-09,False,False,True
2021_10pct,2,250,0.25,15,20,0.0001,0.001,True,,366,1573.1733529774317,1573.5172990617282,0.34394608429647633,0.0009397433997171484,False,False,True
2021_10pct,2,250,0.25,20,25,0.0001,0.001,True,,366,1573.5172990617282,1573.5173016003262,2.538597982493229e-06,6.936060061456911e-09,False,False,True
