dataset,mass_GeV,sigma_val,blind_lo,blind_hi,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma
2016,0.039,0.0017496509804900001,0.0350632852938975,0.0429367147061025,5700.876632986761,1.1488681181095702e-05,0.5,0.0,-4335.625674356607,4535.553080162095,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.89**2 * RBF(length_scale=0.39),0.0394970657621359,0.6582844293689316,0.16124609575730756,0.3897156770899631,0.04388562862459544,79.02325167220363,2360.806356717587,688,0.9000000000000001,15.0,8.880257371351615,22.574254066987987,376.23756778313304,222.73909564570465
2016,0.04,0.0017829184000000002,0.0359884336,0.0440115664,6524.951582175512,1.0578952949603162e-05,0.4999513009912829,0.0001220703125,-3329.7518057255907,4877.852851054063,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.57**2 * RBF(length_scale=0.398),0.03924733606075055,0.6541222676791758,0.16022657852062136,0.39837656023251417,0.04360815117861172,91.64311393922242,2355.974935666126,688,0.9,15.0,9.135369179051645,22.01297381907694,366.8828969846156,223.4407139622958
2016,0.041,0.0018162700852900004,0.0369133923080975,0.0450866076919025,6623.3652805635775,8.901394123426435e-06,0.5,0.0,-3366.3136170643334,4964.9380297497755,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.73**2 * RBF(length_scale=0.409),0.03901149524464547,0.6501915874107578,0.15926376242065635,0.40852895115569693,0.04334610582738385,94.77006106368026,2353.2473153844776,688,0.9000000000000001,15.0,9.42481321811403,21.47890644711939,357.98177411865646,224.92742377049495
2016,0.042,0.0018497161774400001,0.037838138600760005,0.04616186139924,8752.033493859943,1.00063800653698e-05,0.48360468889571734,0.04110852574189294,212.87403477689114,5239.740864438527,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.44**2 * RBF(length_scale=0.397),0.03878876514198728,0.6464794190331213,0.15835447058420588,0.3970020310278629,0.04309862793554142,89.16411001744724,2339.874117054029,686,0.9,15.0,9.211477256807841,20.970117261811904,349.50195436353175,214.62862025530433
2016,0.043,0.00188326655089,0.038762650260497494,0.0472373497395025,9793.505963839778,9.723857940953024e-06,0.4041901019509976,0.24251620228705262,1322.2815812912397,5453.565834769284,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.2**2 * RBF(length_scale=0.393),0.03857843428468515,0.6429739047447525,0.15749579845495196,0.39278308305427995,0.0428649269829835,84.66927759481554,2338.0682840557256,686,0.9000000000000001,15.0,9.163274282730187,20.484850785701916,341.41417976169856,208.56478487798623
2016,0.044,0.0019169308134400003,0.03968690566976,0.048313094330239996,11091.466018593765,9.739429592079792e-06,0.3318716570714614,0.4347508087786829,2557.7312488254283,5690.45133633971,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.08**2 * RBF(length_scale=0.393),0.038379850355610756,0.6396641725935126,0.15668508295936975,0.39278016012496153,0.04264427817290084,82.39913243980214,2336.4452944861514,686,0.9,15.0,9.210618093532688,20.021510472115974,333.6918412019329,204.90054068258394
2016,0.045,0.00195071830625,0.0406108838109375,0.0493891161890625,16060.782393327223,1.266275174026194e-05,0.05596250876326281,1.5895999093480941,8763.738254882552,5521.142729406307,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,10.8**2 * RBF(length_scale=0.437),0.03819241363910777,0.6365402273184628,0.1559198757685447,0.43734230004013397,0.04243601515456419,116.97155525891633,2321.809081212602,684,0.9,15.0,10.305922892316994,19.57864111734701,326.31068528911686,224.1955174352504
2016,0.046,0.0019846381038400003,0.04153456426636,0.05046543573364,11520.636787401389,8.279978408083603e-06,0.3725574513845672,0.32508742917109545,2015.7869842000125,6218.755381584818,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.89**2 * RBF(length_scale=0.384),0.03801557132270239,0.6335928553783732,0.15519792003500307,0.3836628554697717,0.042239523691891545,79.09313596513485,2320.8332276477213,684,0.9,15.0,9.083029871935347,19.15491355786605,319.2485592977675,193.31628004492967
2016,0.047,0.00201869901409,0.0424579272182975,0.0515420727817025,10775.079888840757,7.125573475335386e-06,0.4402107117047514,0.15043500765553314,911.5660520669181,6229.251000764614,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.03**2 * RBF(length_scale=0.386),0.037848812523726454,0.6308135420621075,0.1545171300889857,0.38601717145264425,0.04205423613747383,81.57951948272746,2323.398067314997,684,0.9000000000000001,15.0,9.179031814791918,18.749111313549705,312.4851885591617,191.22076582905308
2016,0.048,0.00205290957824,0.04338095344896,0.05261904655104,9378.673141816333,5.758993948060651e-06,0.5,0.0,-1559.416670058046,6238.458750844593,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.08**2 * RBF(length_scale=0.388),0.03769166393552248,0.6281943989253747,0.1538755736641549,0.38810426010300136,0.04187962659502498,82.4273812516632,2325.704128231322,684,0.9,15.0,9.267137547714086,18.360118894197125,306.00198156995214,189.05083020545445
2016,0.049,0.00208727807089,0.044303624340497505,0.0536963756595025,8580.47438794097,4.9344528368296115e-06,0.5,0.0,-4142.311556803924,6369.305248980999,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.17**2 * RBF(length_scale=0.39),0.037543686005039725,0.6257281000839954,0.15327145629269526,0.39027376836353916,0.04171520667226636,84.08567766220426,2321.8100460294377,682,0.9,15.0,9.355671456447704,17.98691153260254,299.78185887670895,186.97737201691066
2016,0.05,0.0021218125,0.045225921875000005,0.054774078125,8484.193924779021,4.601611099995328e-06,0.5,0.0,-4870.0288553866885,6479.185685712291,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,9.13**2 * RBF(length_scale=0.389),0.03740446956769117,0.6234078261281861,0.1527031075671751,0.38884953049825477,0.041560521741879075,83.30527290493254,2320.465726735256,682,0.9,15.0,9.356223507329668,17.6285461451901,293.80910241983497,183.26290871519268
