scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative
2016_full,-1,0.044,0.0,0.0,reference_bonly,0,1489094502,12,True,False,,2599.5331817974484,0.1950631893504699,32.30413653712549,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,14842.09699005508,14852.22449100426,-13351.265496367669,-0.8995538504642342,-0.8995538504642342,-81925741.75957365,34,860162701.5271664,1136182079.2973485,0,,686,39,647,0.03,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,410e80389018588e48acd03400c61c75d9a9d9d4c316563365cb705e353c5d6e,False,False,False,False,True,-0.008470353705980505,-7.854563541151717e-09
2016_full,-1,0.044,0.0,0.0,reference_bonly,1,654100986,12,True,False,,2599.5331818326404,0.19506365205567266,32.30480102127842,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,14842.034917209587,14852.162619555544,-13351.643310954292,-0.899583068321234,-0.899583068321234,-81925741.75959618,34,860162701.5271664,1136182079.2973485,0,,686,39,647,0.03,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,410e80389018588e48acd03400c61c75d9a9d9d4c316563365cb705e353c5d6e,False,False,False,False,True,-0.009448316063490614,-8.761504944734186e-09
2016_full,-1,0.044,0.0,0.0,reference_bonly,2,1930983802,12,True,False,,2599.5331817346705,0.1950643318037875,32.304348882409094,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,14841.888317825604,14852.016402215291,-13352.401768291524,-0.8996430563525292,-0.8996430563525292,-81925741.75964797,34,860162701.5271664,1136182079.2973485,0,,686,39,647,0.03,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,410e80389018588e48acd03400c61c75d9a9d9d4c316563365cb705e353c5d6e,False,False,False,False,True,-0.008995235875388627,-8.341531354481226e-09
2016_full,-1,0.049,0.0,0.0,reference_bonly,0,4096410809,12,True,False,,2573.735414406803,0.1929522695821086,32.466336326503466,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,16288.825385822649,16267.403408385417,33511.49910365579,2.057330612238209,2.057330612238209,-128902135.16225767,38,1181907664.7197711,1738578404.9151943,0,,682,57,625,0.03,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,ddd2f8dd76492f35d07760f1fd135621eb0a8d8c98c4955e25accc470f8bf818,False,False,False,False,True,-0.017859339338761358,-1.4189937585920509e-08
2016_full,-1,0.049,0.0,0.0,reference_bonly,1,2047718015,12,True,False,,2573.7354145275963,0.19295058614146782,32.46291088028739,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,16289.045452217299,16267.623218514864,33511.36828815815,2.0572947866381273,2.0572947866381273,-128902135.1621871,38,1181907664.7197711,1738578404.9151943,0,,682,57,625,0.03,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,ddd2f8dd76492f35d07760f1fd135621eb0a8d8c98c4955e25accc470f8bf818,False,False,False,False,True,-0.019135244071837667,-1.5203215392973613e-08
2016_full,-1,0.049,0.0,0.0,reference_bonly,2,2116216187,12,True,False,,2573.7354143562884,0.19295220685415637,32.465995014485365,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,16288.825182156586,16267.403214904625,33511.486261782644,2.05732984957641,2.05732984957641,-128902135.16225769,38,1181907664.7197711,1738578404.9151943,0,,682,57,625,0.03,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,ddd2f8dd76492f35d07760f1fd135621eb0a8d8c98c4955e25accc470f8bf818,False,False,False,False,True,-0.017030078487438236,-1.3531058786855492e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,0,2441084178,12,True,False,,2561.436174739631,0.1912008788054621,32.4090753114516,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17011.47055403043,17033.659389906607,-45741.38078149997,-2.6888551836961985,-2.6888551836961985,-157477951.64580074,40,1351533588.816075,2190964067.4154196,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",680,76,604,0.03,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,27dc7f31f8c266a39acb0aa4b2c843978c85dbff06cb4788465e167de7a1561e,False,False,False,False,True,-0.031022800683146088,-3.021694346190228e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,1,2106595226,12,True,False,,2561.4361747190605,0.19120204455231712,32.409823175297475,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17011.248761813,17033.437029025525,-45740.81387440235,-2.688856915494748,-2.688856915494748,-157477951.64582363,40,1351533588.816075,2190964067.4154196,0,,680,76,604,0.03,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,27dc7f31f8c266a39acb0aa4b2c843978c85dbff06cb4788465e167de7a1561e,False,False,False,False,True,-0.028405844023684283,-2.7668808774741375e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,2,2041432098,12,True,False,,2561.436174791073,0.19120080374610496,32.407587358086715,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17011.432014838694,17033.62072839129,-45741.24813919884,-2.6888534780199436,-2.6888534780199436,-157477951.64580655,40,1351533588.816075,2190964067.4154196,0,,680,76,604,0.03,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,27dc7f31f8c266a39acb0aa4b2c843978c85dbff06cb4788465e167de7a1561e,False,False,False,False,True,-0.03109078605299874,-3.0283330473220724e-08
2016_full,-1,0.059,0.0,0.0,reference_bonly,0,3060819675,12,True,False,,2542.171753321355,0.1905287012773348,32.441902687397494,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,17029.78248039627,17000.257851649458,60491.15276797272,3.552080177043174,3.552080177043174,-181287749.19754213,44,1407877699.152787,2493627582.898163,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",676,94,582,0.03,0.21,0.0002500000000000002,0,701.2426974319171,346725.8830613137,c356e7c6b0c83b9d6f95d941eeb4f2f6f6f28115fc83d1263bde7a38f5cf6f97,False,False,False,False,True,-0.025715784167182586,-2.6806461291600634e-08
