mass_GeV,mass_MeV,dataset_set,density_meta_terms,density_current_samples,density_full_campaign_scale,campaign_scale_sqrt_current_over_full,current_candidate_eps2_observed,current_candidate_eps2_expected_median,projected_full_campaign_eps2_observed_equivalent,projected_full_campaign_eps2_expected_median,campaign_scale_2015,campaign_scale_2016,campaign_scale_2021
0.121,121.0,2016+2021,2016:16496057.142857155;2021:87485741.176470622,103981798.31932777,8913534689.075634,0.1080074424959107,1.1300592753067155e-05,7.997485257252412e-06,1.2205481219466059e-06,8.637879290345834e-07,1.0,10.0,100.0
0.122,122.0,2016+2021,2016:15625085.7142857;2021:85607499.999999925,101232585.71428563,8717000857.142849,0.10776472390685259,1.2060476590941807e-05,8.059846008418741e-06,1.2996939300079026e-06,8.685670798289935e-07,1.0,10.0,100.0
0.123,123.0,2016+2021,2016:14800285.714285702;2021:83744376.470588386,98544662.18487409,8522440504.201695,0.10753121761251018,1.251790499102416e-05,8.194590624795131e-06,1.3460655656425463e-06,8.81174307720281e-07,1.0,10.0,100.0
0.124,124.0,2016+2021,2016:14042499.999999987;2021:81378070.588235334,95420570.58823532,8278232058.823533,0.10736239878350257,1.1562595528040917e-05,8.145620630051689e-06,1.2413879920538723e-06,8.745333704227349e-07,1.0,10.0,100.0
0.125,125.0,2016+2021,2016:13285999.999999989;2021:79626199.999999925,92912199.99999991,8095479999.999992,0.1071309780157539,1.0659639546624776e-05,8.289145685621495e-06,1.1419776099253198e-06,8.880242842156977e-07,1.0,10.0,100.0
0.126,126.0,2016+2021,2016:12582222.222222211;2021:77842447.058823556,90424669.28104576,7910066928.104578,0.10691863003975612,9.528702813347624e-06,8.358072703836627e-06,1.018795850859098e-06,8.936336832668925e-07,1.0,10.0,100.0
0.127,127.0,2016+2021,2016:11936270.27027026;2021:75538070.588235319,87474340.85850558,7673169761.526235,0.10677090798377475,8.269687202783886e-06,8.442017073340308e-06,8.829620113830379e-07,9.013618281350736e-07,1.0,10.0,100.0
0.128,128.0,2016+2021,2016:11298000.000000007;2021:74417505.882352978,85715505.88235298,7554730588.235298,0.1065173137814576,7.518661086679082e-06,8.40706994951812e-06,8.008675821862307e-07,8.954985077954845e-07,1.0,10.0,100.0
0.129,129.0,2016+2021,2016:10685351.351351358;2021:72150305.882352978,82835657.23370433,7321884101.748812,0.10636463059186685,7.387795789207751e-06,8.565689637194299e-06,7.858001700072318e-07,9.110864140247536e-07,1.0,10.0,100.0
0.13,130.0,2016+2021,2016:10146842.105263164;2021:70532533.333333448,80679375.4385966,7154721754.385976,0.10619031018214009,7.347028439757904e-06,8.587835074760714e-06,7.801832289348966e-07,9.119448703819024e-07,1.0,10.0,100.0
0.131,131.0,2016+2021,2016:9594157.8947368469;2021:68850258.823529258,78444416.7182661,6980967461.300295,0.10600423401737058,7.053460187011116e-06,8.69837129627139e-06,7.476966442961327e-07,9.220641864599315e-07,1.0,10.0,100.0
0.132,132.0,2016+2021,2016:9068684.2105263211;2021:67274577.777777717,76343261.98830403,6818144619.883035,0.10581622203953532,6.941313044186302e-06,8.750322511886477e-06,7.345035223295406e-07,9.25926069835324e-07,1.0,10.0,100.0
0.133,133.0,2016+2021,2016:8581526.3157894667;2021:65239822.222222328,73821348.53801179,6609797485.380128,0.10568099911028879,6.758323054961628e-06,8.94137303866854e-06,7.142263327584441e-07,9.449332361442901e-07,1.0,10.0,100.0
0.134,134.0,2016+2021,2016:8145076.9230769277;2021:64258044.444444388,72403121.36752132,6507255213.675208,0.1054823325122949,6.608687391294967e-06,8.932446229369373e-06,6.970997608783864e-07,9.42215263314535e-07,1.0,10.0,100.0
0.135,135.0,2016+2021,2016:7713538.4615384545;2021:62269155.5555555,69982694.01709396,6304050940.170934,0.10536235556693468,6.641043816523751e-06,9.025492614035634e-06,6.997160199321684e-07,9.509471619667652e-07,1.0,10.0,100.0
0.136,136.0,2016+2021,2016:7307179.4871794907;2021:60369955.5555555,67677135.042735,6110067350.427344,0.10524415464175609,6.936248967753676e-06,9.097929778263912e-06,7.299996589959889e-07,9.575039285034448e-07,1.0,10.0,100.0
0.137,137.0,2016+2021,2016:6926750.0000000037;2021:59438222.222222172,66364972.22222218,6013089722.222218,0.1050559408293798,7.244576465970057e-06,9.170948311619158e-06,7.610857965428678e-07,9.634626031747627e-07,1.0,10.0,100.0
0.138,138.0,2016+2021,2016:6555800.0000000037;2021:57592800.000000089,64148600.00000009,5824838000.000009,0.10494256274647225,8.475707549989692e-06,9.239616974228416e-06,8.894624713855418e-07,9.696290840713357e-07,1.0,10.0,100.0
0.139,139.0,2016+2021,2016:6201549.9999999944;2021:56252800.000000015,62454350.00000001,5687295500.000002,0.10479207728806247,1.0451271998361148e-05,9.394707323916584e-06,1.0952105030108247e-06,9.844908959865932e-07,1.0,10.0,100.0
0.14,140.0,2016+2021,2016:5891219.5121951168;2021:54920799.999999948,60812019.512195066,5550992195.121946,0.10466691041496015,1.2054276454442524e-05,9.433807932654114e-06,1.2616838737742993e-06,9.874075297590486e-07,1.0,10.0,100.0
0.141,141.0,2016+2021,2016:5580878.0487804906;2021:53623663.157894753,59204541.20667525,5418175096.277281,0.10453241695810327,1.3388751113815052e-05,9.577196475376352e-06,1.3995585139775845e-06,1.0011274952537179e-06,1.0,10.0,100.0
0.142,142.0,2016+2021,2016:5279463.4146341486;2021:51950989.473684222,57230452.88831837,5247893581.514764,0.10442899091568646,1.4425255558659458e-05,9.635577009611512e-06,1.506414881691704e-06,1.006233584004118e-06,1.0,10.0,100.0
0.143,143.0,2016+2021,2016:5007428.5714285802;2021:51100800.000000015,56108228.5714286,5160154285.714288,0.10427541699982469,1.4502029430701944e-05,9.628383391193104e-06,1.5122051662301755e-06,1.0040036931508472e-06,1.0,10.0,100.0
0.144,144.0,2016+2021,2016:4740095.2380952397;2021:49534315.789473698,54274411.02756894,5000832531.328322,0.10417809318905691,1.4313268531181564e-05,9.90012273150235e-06,1.4911290228814287e-06,1.0313759085055525e-06,1.0,10.0,100.0
0.145,145.0,2016+2021,2016:4493476.1904761922;2021:48352239.999999955,52845716.19047615,4880158761.9047575,0.1040609816950797,1.3238350303631428e-05,9.822259974443755e-06,1.3775957286192428e-06,1.0221140154049055e-06,1.0,10.0,100.0
0.146,146.0,2016+2021,2016:4273255.8139534844;2021:47161515.789473698,51434771.60342718,4758884137.086905,0.10396229118614811,1.1428540537979268e-05,9.942795855442774e-06,1.1881372592420984e-06,1.0336758379279683e-06,1.0,10.0,100.0
0.147,147.0,2016+2021,2016:4053302.3255813969;2021:45639999.999999903,49693302.3255813,4604533023.255804,0.10388578675748746,1.0763411551898965e-05,1.0190260843175997e-05,1.118165477263653e-06,1.0586232649573558e-06,1.0,10.0,100.0
0.148,148.0,2016+2021,2016:3841302.3255813918;2021:44553600.00000006,48394902.325581454,4493773023.255819,0.10377535852035966,1.0261446437682207e-05,1.0218378215847102e-05,1.0648852830079384e-06,1.060415862846166e-06,1.0,10.0,100.0
0.149,149.0,2016+2021,2016:3645636.3636363698;2021:43447578.947368436,47093215.3110048,4381214258.373207,0.10367688145177953,9.827561500880135e-06,1.033918957806402e-05,1.0188909286868222e-06,1.0719349321924179e-06,1.0,10.0,100.0
0.15,150.0,2016+2021,2016:3459363.6363636334;2021:42403039.999999963,45862403.636363596,4274897636.3636327,0.10357752903202719,9.601492527878655e-06,1.0424176153849524e-05,9.944988710571436e-07,1.0797104082103145e-06,1.0,10.0,100.0
0.151,151.0,2016+2021,2016:3283045.454545456;2021:41011359.999999963,44294405.454545416,4133966454.5454507,0.10351206301934161,1.0050175598064034e-05,1.0618357362324917e-05,1.0403144098622536e-06,1.0991280764508667e-06,1.0,10.0,100.0
0.152,152.0,2016+2021,2016:3124045.4545454555;2021:40318959.999999963,43443005.454545416,4063136454.5454507,0.10340206870753312,1.0561472892277075e-05,1.0619797839992438e-05,1.0920781456599826e-06,1.0981090659110098e-06,1.0,10.0,100.0
0.153,153.0,2016+2021,2016:2977422.2222222197;2021:39041120.000000052,42018542.22222227,3933886222.2222276,0.10334978870993736,1.103039756754956e-05,1.0787433237317708e-05,1.1399892579928539e-06,1.1148789457993406e-06,1.0,10.0,100.0
0.154,154.0,2016+2021,2016:2827822.2222222197;2021:38112304.761904769,40940126.984126985,3839508698.412699,0.10326110420266332,1.1101068264818509e-05,1.0973173472551844e-05,1.146308566854303e-06,1.133102009383077e-06,1.0,10.0,100.0
0.155,155.0,2016+2021,2016:2689377.7777777752;2021:37178079.99999997,39867457.77777775,3744701777.777775,0.10318121867796724,1.1436378349895944e-05,1.1020167291403687e-05,1.1800194554045835e-06,1.137074291162106e-06,1.0,10.0,100.0
0.156,156.0,2016+2021,2016:2563304.3478260878;2021:36235961.90476191,38799266.252588,3649229233.954452,0.10311246842322178,1.1672494528724746e-05,1.1138642325946617e-05,1.2035797235133594e-06,1.148532905111732e-06,1.0,10.0,100.0
0.157,157.0,2016+2021,2016:2433782.60869565;2021:35042742.857142866,37476525.465838514,3528612111.8012433,0.10305704832122839,1.1367702078531305e-05,1.1310791164888748e-05,1.171521822408529e-06,1.1656567516312628e-06,1.0,10.0,100.0
0.158,158.0,2016+2021,2016:2321217.3913043458;2021:34459580.952380955,36780798.3436853,3469170269.151139,0.10296693085274092,1.061421414853458e-05,1.1399885653523652e-05,1.0929130542883445e-06,1.173811237815523e-06,1.0,10.0,100.0
0.159,159.0,2016+2021,2016:2211521.7391304355;2021:33318171.428571433,35529693.16770187,3353932360.248448,0.10292445560504969,1.039425153980874e-05,1.1583636232311248e-05,1.069822681156764e-06,1.1922394531375641e-06,1.0,10.0,100.0
0.16,160.0,2016+2021,2016:2115021.2765957452;2021:32539127.272727311,34654148.54932305,3275062940.038688,0.10286503804036595,1.0068188323401332e-05,1.1703682953760674e-05,1.0356645748842462e-06,1.2038997922509743e-06,1.0,10.0,100.0
0.161,161.0,2016+2021,2016:2014978.7234042559;2021:31689828.571428511,33704807.294832766,3189132644.376894,0.1028039099855863,9.61979792544931e-06,1.166931457880508e-05,9.889528400074209e-07,1.1996511655529676e-06,1.0,10.0,100.0
0.162,162.0,2016+2021,2016:1915489.3617021283;2021:30641295.238095179,32556784.59979731,3083284417.426539,0.102757601587356,9.504804216167216e-06,1.19367235676194e-05,9.766908848107324e-07,1.2265890846198372e-06,1.0,10.0,100.0
0.163,163.0,2016+2021,2016:1829148.9361702134;2021:29898545.454545487,31727694.3907157,3008146034.816251,0.10269984754005838,9.184398726107726e-06,1.20147035744602e-05,9.432363489183699e-07,1.233908225336057e-06,1.0,10.0,100.0
0.164,164.0,2016+2021,2016:1750750.0000000005;2021:29146819.047619052,30897569.047619052,2932189404.761905,0.10265169990611625,9.234967212415416e-06,1.2348376917600529e-05,9.479850829316902e-07,1.2675818816731423e-06,1.0,10.0,100.0
0.165,165.0,2016+2021,2016:1670166.6666666651;2021:28443563.63636367,30113730.303030334,2861058030.3030334,0.1025932871229989,9.600806095974104e-06,1.2121822730580466e-05,9.849782564165094e-07,1.243617639852536e-06,1.0,10.0,100.0
0.166,166.0,2016+2021,2016:1596625.0000000005;2021:27487709.090909068,29084334.090909068,2764737159.0909066,0.10256581552250287,9.98541327215752e-06,1.246588033114308e-05,1.02416205558806e-06,1.278573182369618e-06,1.0,10.0,100.0
0.167,167.0,2016+2021,2016:1529541.6666666653;2021:27036654.545454521,28566196.212121185,2718960871.2121186,0.10250020373428223,9.850661343511746e-06,1.2485202590016255e-05,1.0096947946273723e-06,1.2797358091404544e-06,1.0,10.0,100.0
0.168,168.0,2016+2021,2016:1474762.8865979367;2021:26140363.636363667,27615126.5229616,2628783992.502346,0.10249343958676368,9.989286679070594e-06,1.2758448426259184e-05,1.0238363507561853e-06,1.307657262997636e-06,1.0,10.0,100.0
0.169,169.0,2016+2021,2016:1435096.7741935488;2021:25487234.782608699,26922331.556802247,2563074446.002805,0.10248863850675603,1.056823705884018e-05,1.2848658429040712e-05,1.0831242275771737e-06,1.3168415090307373e-06,1.0,10.0,100.0
0.17,170.0,2016+2021,2016:1391685.3932584275;2021:24866472.727272756,26258158.120531183,2500564126.65986,0.10247386844739381,1.1303970516907508e-05,1.320766236254825e-05,1.1583615876827982e-06,1.3534402554373638e-06,1.0,10.0,100.0
0.171,171.0,2016+2021,2016:1356141.1764705889;2021:24286330.434782609,25642471.6112532,2442194455.2429667,0.10246836845697563,1.213861566597191e-05,1.3023112074393118e-05,1.2438241426184263e-06,1.3344570464954022e-06,1.0,10.0,100.0
0.172,172.0,2016+2021,2016:1331756.0975609745;2021:23509147.826086912,24840903.923647888,2364232343.584301,0.10250348245908548,1.3517507851477368e-05,1.3333669642704756e-05,1.3855916289444606e-06,1.3667475723362276e-06,1.0,10.0,100.0
0.173,173.0,2016+2021,2016:1298256.4102564109;2021:23131200,24429456.410256412,2326102564.1025643,0.10248079166953128,1.607604882645592e-05,1.3399930695613442e-05,1.6474862106532418e-06,1.3732355060033186e-06,1.0,10.0,100.0
0.174,174.0,2016+2021,2016:1266756.7567567576;2021:22357078.260869566,23623835.017626323,2248375393.654524,0.10250399421663851,1.8683176911822923e-05,1.3725525108334504e-05,1.915100258117931e-06,1.4069211463250466e-06,1.0,10.0,100.0
0.175,175.0,2016+2021,2016:1236514.2857142845;2021:21845066.666666687,23081580.95238097,2196871809.523812,0.10250154654120053,2.2217671610449777e-05,1.3789562075694092e-05,2.2773457006156273e-06,1.4134514388845316e-06,1.0,10.0,100.0
0.176,176.0,2016+2021,2016:1205090.9090909101;2021:21283965.217391305,22489056.126482215,2140447430.8300395,0.10250223407960725,2.4974764981873316e-05,1.3857345037684208e-05,2.5599692062551568e-06,1.4204088247745907e-06,1.0,10.0,100.0
0.177,177.0,2016+2021,2016:1183301.5873015884;2021:20775333.333333313,21958634.920634903,2089366349.2063472,0.10251687784224642,2.754807856628138e-05,1.4124212029091222e-05,2.8241430051680753e-06,1.4479701192043322e-06,1.0,10.0,100.0
0.178,178.0,2016+2021,2016:1155254.2372881367;2021:20090066.666666687,21245320.903954823,2020559209.03955,0.10254060064935103,2.95027947875664e-05,1.4384278111668557e-05,3.0252342983516012e-06,1.4749725174778066e-06,1.0,10.0,100.0
0.179,179.0,2016+2021,2016:1125963.6363636376;2021:19761799.999999981,20887763.636363618,1987439636.3636346,0.10251773413399905,3.00071785625166e-05,1.4282666845619935e-05,3.0762679539835126e-06,1.4642266424037473e-06,1.0,10.0,100.0
0.18,180.0,2016+2021,2016:1096862.7450980407;2021:19110333.333333351,20207196.07843139,1922001960.7843156,0.10253593939483804,3.013517379669208e-05,1.4498085902050346e-05,3.0899383540705306e-06,1.4865748573937901e-06,1.0,10.0,100.0
0.181,181.0,2021,2021:18474400.000000019,18474400.00000002,1847440000.000002,0.1,2.89697232349586e-05,1.4754200359533494e-05,2.89697232349586e-06,1.4754200359533494e-06,1.0,10.0,100.0
0.182,182.0,2021,2021:18171666.666666649,18171666.66666665,1817166666.6666648,0.1,2.542025207015233e-05,1.4958241468415777e-05,2.542025207015233e-06,1.4958241468415777e-06,1.0,10.0,100.0
0.183,183.0,2021,2021:17588200.000000019,17588200.00000002,1758820000.000002,0.1,2.215303421993459e-05,1.5138798068560198e-05,2.2153034219934593e-06,1.5138798068560198e-06,1.0,10.0,100.0
0.184,184.0,2021,2021:17168512,17168512.0,1716851200.0,0.1,1.8214400830014307e-05,1.5435774728249957e-05,1.8214400830014307e-06,1.5435774728249958e-06,1.0,10.0,100.0
0.185,185.0,2021,2021:16729466.666666651,16729466.666666651,1672946666.666665,0.1,1.545419537750903e-05,1.548700855805314e-05,1.545419537750903e-06,1.5487008558053142e-06,1.0,10.0,100.0
0.186,186.0,2021,2021:16290752,16290752.0,1629075200.0,0.1,1.315413726690728e-05,1.568272546372632e-05,1.315413726690728e-06,1.568272546372632e-06,1.0,10.0,100.0
0.187,187.0,2021,2021:15747456,15747456.0,1574745600.0,0.1,1.2077015978358623e-05,1.6007388203286965e-05,1.2077015978358623e-06,1.6007388203286966e-06,1.0,10.0,100.0
0.188,188.0,2021,2021:15470208,15470208.0,1547020800.0,0.1,1.1094339174744925e-05,1.6242921771303734e-05,1.1094339174744924e-06,1.6242921771303734e-06,1.0,10.0,100.0
0.189,189.0,2021,2021:14950976,14950976.0,1495097600.0,0.1,1.078845014004989e-05,1.657401732650928e-05,1.078845014004989e-06,1.6574017326509282e-06,1.0,10.0,100.0
0.19,190.0,2021,2021:14571692.307692319,14571692.30769232,1457169230.7692318,0.1,1.0740464634798474e-05,1.698827089792642e-05,1.0740464634798474e-06,1.698827089792642e-06,1.0,10.0,100.0
0.191,191.0,2021,2021:14207040,14207040.0,1420704000.0,0.1,1.0677055713959675e-05,1.729473516497926e-05,1.0677055713959675e-06,1.7294735164979262e-06,1.0,10.0,100.0
0.192,192.0,2021,2021:13870523.076923065,13870523.076923065,1387052307.6923065,0.1,1.078024022615115e-05,1.73179515645938e-05,1.078024022615115e-06,1.7317951564593802e-06,1.0,10.0,100.0
0.193,193.0,2021,2021:13417476.923076933,13417476.923076933,1341747692.3076932,0.1,1.1016060902058693e-05,1.7758485921600478e-05,1.1016060902058693e-06,1.7758485921600478e-06,1.0,10.0,100.0
0.194,194.0,2021,2021:13089659.259259259,13089659.25925926,1308965925.925926,0.1,1.1572860223122366e-05,1.7991509498960316e-05,1.1572860223122367e-06,1.7991509498960316e-06,1.0,10.0,100.0
0.195,195.0,2021,2021:12751753.846153835,12751753.846153835,1275175384.6153834,0.1,1.2248352400794312e-05,1.8034155448960748e-05,1.2248352400794312e-06,1.803415544896075e-06,1.0,10.0,100.0
0.196,196.0,2021,2021:12438222.222222222,12438222.222222222,1243822222.222222,0.1,1.3195373659065455e-05,1.828320915496516e-05,1.3195373659065456e-06,1.8283209154965162e-06,1.0,10.0,100.0
0.197,197.0,2021,2021:12024059.259259259,12024059.25925926,1202405925.925926,0.1,1.4891012946701129e-05,1.8698983372061003e-05,1.4891012946701129e-06,1.8698983372061004e-06,1.0,10.0,100.0
0.198,198.0,2021,2021:11817422.222222241,11817422.22222224,1181742222.222224,0.1,1.670523157634935e-05,1.875315859330737e-05,1.6705231576349352e-06,1.875315859330737e-06,1.0,10.0,100.0
0.199,199.0,2021,2021:11422281.481481481,11422281.481481481,1142228148.148148,0.1,1.9394573960011643e-05,1.909132994896686e-05,1.9394573960011645e-06,1.909132994896686e-06,1.0,10.0,100.0
0.2,200.0,2021,2021:11144171.428571437,11144171.428571437,1114417142.8571436,0.1,2.1192518486214415e-05,1.93169247252456e-05,2.1192518486214414e-06,1.9316924725245598e-06,1.0,10.0,100.0
0.201,201.0,2021,2021:10853807.407407407,10853807.407407407,1085380740.7407408,0.09999999999999999,2.3856111469966687e-05,1.921235302653918e-05,2.3856111469966686e-06,1.9212353026539178e-06,1.0,10.0,100.0
0.202,202.0,2021,2021:10579714.285714276,10579714.285714276,1057971428.5714276,0.1,2.6259691860917492e-05,1.9586195426949056e-05,2.6259691860917495e-06,1.9586195426949055e-06,1.0,10.0,100.0
0.203,203.0,2021,2021:10223714.28571431,10223714.28571431,1022371428.5714309,0.1,2.925149865814455e-05,1.969913280377541e-05,2.9251498658144553e-06,1.969913280377541e-06,1.0,10.0,100.0
0.204,204.0,2021,2021:10051885.714285722,10051885.714285722,1005188571.4285722,0.1,3.059282535585147e-05,1.9819887022140917e-05,3.059282535585147e-06,1.981988702214092e-06,1.0,10.0,100.0
0.205,205.0,2021,2021:9735771.4285714198,9735771.42857142,973577142.857142,0.1,3.2930442365369194e-05,2.035929157332719e-05,3.2930442365369194e-06,2.035929157332719e-06,1.0,10.0,100.0
0.206,206.0,2021,2021:9492027.5862068962,9492027.586206896,949202758.6206896,0.1,3.4481239022179854e-05,2.054546963747589e-05,3.4481239022179854e-06,2.054546963747589e-06,1.0,10.0,100.0
0.207,207.0,2021,2021:9240399.9999999925,9240399.999999993,924039999.9999993,0.1,3.623953952910306e-05,2.104732590071426e-05,3.623953952910306e-06,2.104732590071426e-06,1.0,10.0,100.0
0.208,208.0,2021,2021:9002427.5862069093,9002427.58620691,900242758.620691,0.1,3.776127508061267e-05,2.129887305399337e-05,3.7761275080612676e-06,2.1298873053993372e-06,1.0,10.0,100.0
0.209,209.0,2021,2021:8687337.9310344942,8687337.931034494,868733793.1034495,0.1,3.909231033588136e-05,2.229433767684126e-05,3.9092310335881365e-06,2.229433767684126e-06,1.0,10.0,100.0
0.21,210.0,2021,2021:8452959.9999999925,8452959.999999993,845295999.9999993,0.1,3.775997390419252e-05,2.2432625038618357e-05,3.7759973904192525e-06,2.243262503861836e-06,1.0,10.0,100.0
0.211,211.0,2021,2021:8234758.6206896538,8234758.620689654,823475862.0689654,0.09999999999999999,3.733455199608868e-05,2.32201508905761e-05,3.7334551996088677e-06,2.32201508905761e-06,1.0,10.0,100.0
0.212,212.0,2021,2021:8020266.6666666595,8020266.6666666595,802026666.6666659,0.1,3.923574688027939e-05,2.6599967625774893e-05,3.923574688027939e-06,2.6599967625774895e-06,1.0,10.0,100.0
0.213,213.0,2021,2021:7740373.3333333377,7740373.333333338,774037333.3333337,0.1,3.9019616100468033e-05,2.9011824680622105e-05,3.901961610046803e-06,2.9011824680622105e-06,1.0,10.0,100.0
0.214,214.0,2021,2021:7530703.4482758725,7530703.4482758725,753070344.8275872,0.1,3.719077108087365e-05,3.052886341025849e-05,3.7190771080873656e-06,3.052886341025849e-06,1.0,10.0,100.0
0.215,215.0,2021,2021:7331413.3333333377,7331413.333333338,733141333.3333337,0.1,3.24064753784842e-05,3.242484292539781e-05,3.24064753784842e-06,3.242484292539781e-06,1.0,10.0,100.0
0.216,216.0,2021,2021:7076959.9999999935,7076959.9999999935,707695999.9999994,0.09999999999999999,3.0186680853203212e-05,3.377385963086969e-05,3.018668085320321e-06,3.3773859630869687e-06,1.0,10.0,100.0
0.217,217.0,2021,2021:6949706.6666666605,6949706.66666666,694970666.666666,0.1,2.8303997415928455e-05,3.478951730514868e-05,2.830399741592846e-06,3.478951730514868e-06,1.0,10.0,100.0
0.218,218.0,2021,2021:6699200.0000000037,6699200.000000004,669920000.0000004,0.1,2.7695510129377252e-05,3.5906104682096994e-05,2.7695510129377255e-06,3.5906104682096994e-06,1.0,10.0,100.0
0.219,219.0,2021,2021:6532954.8387096766,6532954.838709677,653295483.8709676,0.1,2.6985600336071497e-05,3.694465869551714e-05,2.69856003360715e-06,3.694465869551714e-06,1.0,10.0,100.0
0.22,220.0,2021,2021:6367200.0000000037,6367200.000000004,636720000.0000004,0.1,2.6920784947858533e-05,3.843481866211856e-05,2.6920784947858536e-06,3.843481866211856e-06,1.0,10.0,100.0
0.221,221.0,2021,2021:6212541.9354838701,6212541.93548387,621254193.548387,0.09999999999999999,2.7143635510929957e-05,3.8888041584087e-05,2.7143635510929956e-06,3.8888041584087e-06,1.0,10.0,100.0
0.222,222.0,2021,2021:5988438.7096774187,5988438.709677419,598843870.9677418,0.1,2.8533420640651935e-05,4.06033630098493e-05,2.8533420640651936e-06,4.060336300984931e-06,1.0,10.0,100.0
0.223,223.0,2021,2021:5831100.0000000028,5831100.000000003,583110000.0000002,0.1,2.98613013333524e-05,4.231663811328835e-05,2.98613013333524e-06,4.231663811328835e-06,1.0,10.0,100.0
0.224,224.0,2021,2021:5671329.0322580719,5671329.032258072,567132903.2258072,0.1,3.2574376331770946e-05,4.317600475179699e-05,3.2574376331770947e-06,4.3176004751797e-06,1.0,10.0,100.0
0.225,225.0,2021,2021:5525799.9999999953,5525799.999999995,552579999.9999995,0.1,3.592690140955023e-05,4.551900953846318e-05,3.592690140955023e-06,4.551900953846318e-06,1.0,10.0,100.0
0.226,226.0,2021,2021:5328549.9999999953,5328549.999999995,532854999.9999995,0.1,4.025033381081979e-05,4.8369508820398654e-05,4.025033381081979e-06,4.8369508820398655e-06,1.0,10.0,100.0
0.227,227.0,2021,2021:5236399.9999999953,5236399.999999995,523639999.9999995,0.1,4.396195812725724e-05,5.04699951765821e-05,4.396195812725724e-06,5.046999517658211e-06,1.0,10.0,100.0
0.228,228.0,2021,2021:5052899.9999999953,5052899.999999995,505289999.9999995,0.1,5.1062161321958227e-05,5.4370049082998384e-05,5.106216132195823e-06,5.437004908299839e-06,1.0,10.0,100.0
0.229,229.0,2021,2021:4923878.7878787871,4923878.787878787,492387878.7878787,0.1,5.938439162099906e-05,5.8156944168895584e-05,5.938439162099907e-06,5.815694416889558e-06,1.0,10.0,100.0
0.23,230.0,2021,2021:4790500.0000000028,4790500.000000003,479050000.0000003,0.1,6.947934305390984e-05,6.19793407412433e-05,6.947934305390985e-06,6.19793407412433e-06,1.0,10.0,100.0
0.231,231.0,2021,2021:4669333.3333333321,4669333.333333332,466933333.3333332,0.1,7.590164012485025e-05,6.659748867860714e-05,7.5901640124850256e-06,6.6597488678607145e-06,1.0,10.0,100.0
0.232,232.0,2021,2021:4517963.6363636358,4517963.636363636,451796363.63636357,0.1,8.43881805784839e-05,7.077308503055479e-05,8.43881805784839e-06,7.077308503055479e-06,1.0,10.0,100.0
0.233,233.0,2021,2021:4403811.7647058843,4403811.764705884,440381176.47058845,0.1,9.089903274972218e-05,7.277715095049518e-05,9.089903274972218e-06,7.277715095049518e-06,1.0,10.0,100.0
0.234,234.0,2021,2021:4286884.8484848477,4286884.848484848,428688484.84848475,0.1,9.171733674132394e-05,7.49504799429337e-05,9.171733674132395e-06,7.4950479942933695e-06,1.0,10.0,100.0
0.235,235.0,2021,2021:4180141.1764705847,4180141.1764705847,418014117.6470585,0.1,9.069295151370238e-05,7.612070829549461e-05,9.069295151370239e-06,7.612070829549461e-06,1.0,10.0,100.0
0.236,236.0,2021,2021:4037882.3529411783,4037882.3529411783,403788235.2941178,0.1,8.558381348848107e-05,7.689369512230059e-05,8.558381348848108e-06,7.68936951223006e-06,1.0,10.0,100.0
0.237,237.0,2021,2021:3963529.4117647074,3963529.4117647074,396352941.17647076,0.1,9.16145813247054e-05,7.886153815195455e-05,9.16145813247054e-06,7.886153815195454e-06,1.0,10.0,100.0
0.238,238.0,2021,2021:3832799.9999999967,3832799.9999999967,383279999.9999997,0.09999999999999999,9.132090487787148e-05,7.894339255206646e-05,9.132090487787148e-06,7.894339255206646e-06,1.0,10.0,100.0
0.239,239.0,2021,2021:3729782.8571428563,3729782.8571428563,372978285.7142856,0.1,9.52348756339618e-05,8.095638251904025e-05,9.523487563396181e-06,8.095638251904026e-06,1.0,10.0,100.0
0.24,240.0,2021,2021:3653915.1515151509,3653915.151515151,365391515.15151507,0.1,9.807702299556784e-05,8.23682653775464e-05,9.807702299556785e-06,8.23682653775464e-06,1.0,10.0,100.0
0.241,241.0,2021,2021:3617600.0000000019,3617600.000000002,361760000.0000002,0.1,0.0001040637673108,8.564708418360226e-05,1.0406376731080002e-05,8.564708418360226e-06,1.0,10.0,100.0
0.242,242.0,2021,2021:3542026.6666666688,3542026.666666669,354202666.66666687,0.1,0.0001120525334008,9.149006281024292e-05,1.120525334008e-05,9.149006281024293e-06,1.0,10.0,100.0
0.243,243.0,2021,2021:3513655.1724137925,3513655.1724137925,351365517.24137926,0.1,0.0001173062968827,9.72697329650215e-05,1.1730629688270001e-05,9.726973296502152e-06,1.0,10.0,100.0
0.244,244.0,2021,2021:3446577.7777777775,3446577.7777777775,344657777.77777773,0.1,0.0001194394519408,0.0001068728514344,1.1943945194080001e-05,1.068728514344e-05,1.0,10.0,100.0
0.245,245.0,2021,2021:3411076.9230769202,3411076.92307692,341107692.30769205,0.09999999999999999,0.0001310848520779,0.0001172438257363,1.3108485207789998e-05,1.1724382573629999e-05,1.0,10.0,100.0
0.246,246.0,2021,2021:3347533.3333333367,3347533.3333333367,334753333.3333337,0.1,0.0001367724207198,0.000131215523664,1.367724207198e-05,1.31215523664e-05,1.0,10.0,100.0
