phase,dataset,study,study_label,mode,lslb,mass_GeV,inj_nsigma,n_toys,n_source_toys,n_success,success_rate,refit_ok_rate,fallback_rate,pull_mean_correct,pull_mean_err,pull_width_correct,pull_width_err,cov_1sigma,cov_2sigma,delta_z_mean,delta_z_width,recovery_bias_mean,recovery_bias_median,sigma_ratio_median,eps_width_ratio_median,eps_95_exp_proxy_median,eps_95_exp_proxy_q16,eps_95_exp_proxy_q84,eps_95_obs_proxy_median,eps_95_obs_proxy_q16,eps_95_obs_proxy_q84,eps2_95_exp_proxy_median,eps2_95_obs_proxy_median,A_per_eps2_unit_mean,sigma_A_mean,A_hat_mean,qmu_tilde_median,source_root,container,function_tag
pilot,2021,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.06,0.0,25,25,25,1.0,1.0,0.0,0.09578082634767704,0.13790075729270884,0.6895037864635443,0.09952129918049839,0.84,1.0,0.09578082634767704,0.6895037864635443,,,1.0011265209289968,1.0005631019226107,0.007722484116158348,0.0076271985054512,0.0078246440093106,0.007924869427208114,0.007706887891283027,0.009212072157188039,5.963676092431798e-05,6.280355543829787e-05,379335903.36016655,13754.652852573505,1166.4180904529953,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ
pilot,2021,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.06,1.0,25,25,25,1.0,1.0,0.0,0.10893384663246096,0.13499300635378117,0.6749650317689059,0.09742281069634054,0.84,1.0,0.09876182878620682,0.6739416690899551,0.11073230381694937,0.047450360111820356,1.010498956012163,1.0052357713552393,0.007756036805488048,0.007657889058032228,0.007859139080278089,0.009716331604818858,0.008847814477904534,0.011088683970388424,6.015610692808524e-05,9.44070998548018e-05,379335903.36016655,13879.063800572001,15103.22404686418,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ
pilot,2021,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.06,2.0,25,25,25,1.0,1.0,0.0,0.11761605851147307,0.137014783101662,0.6850739155083101,0.09888190238337845,0.84,1.0,0.08099760330255622,0.6833067735962993,0.0602089795888374,0.025583950583820014,1.0189804012624817,1.009445591036229,0.007794235396680435,0.007693786589543234,0.00789149852515486,0.011617057964267121,0.010745036501082056,0.012607589874423494,6.0750105418866215e-05,0.00013495603574514213,379335903.36016655,13994.180185648693,28970.499929092406,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ
pilot,2021,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.06,3.0,25,25,25,1.0,1.0,0.0,0.13069428460313237,0.1392706910175039,0.6963534550875194,0.10050996368647634,0.84,1.0,0.04878336989973999,0.6950183810624514,0.04489442355411795,0.0492659778619402,1.0279477071638794,1.0138775602427934,0.007818843607183263,0.007729102750777033,0.007931524789996066,0.013080608143235459,0.012546003989831989,0.014232486131893011,6.113431535359057e-05,0.0001711023093968778,379335903.36016655,14123.956369047328,42896.2797893828,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ
pilot,2021,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.06,5.0,25,25,25,1.0,1.0,0.0,0.1557826363627581,0.14381820314935873,0.7190910157467937,0.10379184787831319,0.84,1.0,-0.060367057160756694,0.7188047419430001,0.03257498545182936,0.027849610471697872,1.0453505781865846,1.0224238740300349,0.007893326728014655,0.007783203807207102,0.007998349423637932,0.01569083271062015,0.015247697467715158,0.016578773370169646,6.230460683519054e-05,0.0002462022311526673,379335903.36016655,14359.294096027266,70753.89078079294,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ
pilot,2021,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.105,0.0,25,25,25,1.0,1.0,0.0,0.4971042993192612,0.17201161464947257,0.8600580732473628,0.12413869002701895,0.68,0.96,0.4971042993192612,0.8600580732473628,,,1.0026723106675546,1.0013352638689774,0.008006528508348059,0.007861001919247134,0.00817259801515606,0.009170673788806517,0.008126482380466801,0.010671364000246085,6.41044987549902e-05,8.410125774070287e-05,146167288.62494665,5721.73349820968,2711.511536755382,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ
pilot,2021,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.105,1.0,25,25,25,1.0,1.0,0.0,0.5165925741489591,0.16953430571741004,0.8476715285870502,0.12235084630352876,0.68,0.96,0.5041490683496691,0.8457260487974906,0.5247493611792351,0.4792702077135831,1.0128175463321119,1.0063883675461038,0.008049032400104461,0.007900199110580805,0.008220722448518394,0.011103539311824073,0.009653967691798007,0.012413849446636366,6.478692257793137e-05,0.0001232885852492226,146167288.62494665,5781.065502228337,8562.80135956648,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ
pilot,2021,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.105,2.0,25,25,25,1.0,1.0,0.0,0.5382883201494228,0.1743864733808214,0.8719323669041069,0.12585259668680843,0.68,0.96,0.4946216665641681,0.8684030049457598,0.2759438811268012,0.2779525187317644,1.0227601199316347,1.0113160336569547,0.008093166586654044,0.007941200606692997,0.008251396301945045,0.012788839912927966,0.011457829418512755,0.013865928824978033,6.549934539933346e-05,0.00016355442631849936,146167288.62494665,5836.597815547899,14429.899348675151,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ
pilot,2021,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.105,3.0,25,25,25,1.0,1.0,0.0,0.5472844741627337,0.17179754943982745,0.8589877471991372,0.12398420176900302,0.64,0.96,0.449013787970384,0.856176342934667,0.18889088455770398,0.25255193582220414,1.032833367245307,1.0162840977036425,0.008140420142509852,0.007974677715235636,0.008305385543704993,0.014619444477889862,0.013162361565100889,0.015283729880737958,6.626644009658012e-05,0.00021372815684210438,146167288.62494665,5903.1430677513945,20229.253097147393,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ
pilot,2021,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,0.105,5.0,25,25,25,1.0,1.0,0.0,0.5577101804020558,0.16127623614626624,0.8063811807313311,0.11639109794117058,0.64,0.96,0.30310012926100216,0.8023249912926615,0.1176713687010178,0.1271622735210174,1.053730580756916,1.0265137995940026,0.008207498704778875,0.008044861978994398,0.00839129469370807,0.01692903057054731,0.01594253176508254,0.017537395045390446,6.736303498894689e-05,0.0002865920760585253,146167288.62494665,6016.433597902691,31772.238702478633,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ
