phase,dataset,study,study_label,mode,lslb,n_groups,n_nonzero_groups,n_toy_rows,n_source_toys_median,rms_pull_mean_nonzero,median_abs_pull_mean_nonzero,pull_width_median_nonzero,pull_width_rmse_nonzero,cov1_abs_resid_mean_all,cov2_abs_resid_mean_all,sigma_ratio_median_all,eps_width_ratio_median_all,eps_95_exp_proxy_median_nonzero,eps_95_obs_proxy_median_nonzero,success_rate_min,refit_ok_rate_min,fallback_rate_max,score_lower_is_better,rank_within_dataset
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,25,20,625,25.0,0.28013235243494267,0.20566525466205635,0.8676526421331139,0.1862108157419409,0.06804400000000001,0.04081999999999999,1.0174158936194375,1.0086703592450001,0.009004264275811007,0.014508345768615701,1.0,1.0,0.0,0.18484385527935115,1.0
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,25,20,625,25.0,0.3260477126141694,0.21458782534203935,0.8532764279320874,0.17502512349840532,0.08361200000000002,0.03325999999999998,1.0220302682724776,1.010955126735345,0.009714585738375294,0.015384091355531995,1.0,1.0,0.0,0.19979447314088392,2.0
highstat,2016,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,25,20,625,25.0,0.32094031469493384,0.2790181495450658,0.9480017592186825,0.1004539530737252,0.05385999999999999,0.018299999999999962,1.0308244798926742,1.0152952673447633,0.011879485859233683,0.01827953248746378,1.0,1.0,0.0,0.18773443658055833,1.0
highstat,2016,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,25,20,625,25.0,0.4030450160240778,0.1688914048619778,0.8893710999551868,0.12790955672538792,0.09459600000000001,0.023819999999999966,1.0165955391692125,1.008263625828688,0.009786312438111145,0.016022202193940252,1.0,1.0,0.0,0.20287935191942646,2.0
highstat,2021,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,25,20,625,25.0,0.2503663919400431,0.17512822856052065,0.7897008953238422,0.1976360427400617,0.09234800000000004,0.037059999999999975,1.0150441876785234,1.0074940137184556,0.006857580797912166,0.012503875104251855,1.0,1.0,0.0,0.17600198336305867,1.0
highstat,2021,profiled_lslb0p9,"profiled bkg, lslb=0.9",profiled,0.9,25,20,625,25.0,0.27361990562669253,0.14323846048294525,0.7248172805734896,0.25573934150046773,0.11742799999999999,0.03749999999999998,1.0279477071638794,1.0138775602427934,0.008116793364581949,0.015095668210987328,1.0,1.0,0.0,0.1955550845179077,2.0
