phase,dataset,study,study_label,mode,lslb,mass_GeV,inj_nsigma,n_toys,n_source_toys,n_success,success_rate,refit_ok_rate,fallback_rate,pull_mean_correct,pull_mean_err,pull_width_correct,pull_width_err,cov_1sigma,cov_2sigma,delta_z_mean,delta_z_width,recovery_bias_mean,recovery_bias_median,sigma_ratio_median,eps_width_ratio_median,eps_95_exp_proxy_median,eps_95_exp_proxy_q16,eps_95_exp_proxy_q84,eps_95_obs_proxy_median,eps_95_obs_proxy_q16,eps_95_obs_proxy_q84,eps2_95_exp_proxy_median,eps2_95_obs_proxy_median,A_per_eps2_unit_mean,sigma_A_mean,A_hat_mean,qmu_tilde_median,source_root,container,function_tag
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.075,0.0,25,25,25,1.0,1.0,0.0,0.27484435023070575,0.1668399739803943,0.8341998699019715,0.12040637986146352,0.72,1.0,0.27484435023070575,0.8341998699019716,,,1.0001782344522117,1.0000891132555196,0.009562106186753093,0.009415258123712574,0.009830807101550057,0.010712679619238849,0.009602063648529165,0.012051800784109995,9.143387472674177e-05,0.00011476150462445542,72919665.67973623,4070.048818377759,1067.3724250272714,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.075,1.0,25,25,25,1.0,1.0,0.0,0.1714374797558303,0.161400344389298,0.8070017219464901,0.1164806653505744,0.76,1.0,0.15873566012836945,0.8065586658150554,0.17401536563534034,0.24321810907869001,1.013084673367424,1.0065210744775412,0.009625718752044227,0.009483864267318317,0.00989050082821022,0.012916641869861488,0.011012400746730867,0.013918487734751628,9.265446149345587e-05,0.00016683963719425887,72919665.67973623,4122.835120099338,4726.733186836491,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.075,2.0,25,25,25,1.0,1.0,0.0,0.06453033754241941,0.1664154425167083,0.8320772125835415,0.12010000066791529,0.8,1.0,0.012905201489487953,0.8302841703647688,0.03350519157941898,0.0719289766695621,1.0255934422461486,1.012715874392294,0.00967637117310452,0.009535644419142505,0.009976400636279121,0.014737822905045926,0.012664796917552455,0.015911777637035718,9.363215907968814e-05,0.00021720342398049637,72919665.67973623,4178.495037934682,8355.383148345798,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.075,3.0,25,25,25,1.0,1.0,0.0,-0.0784380385050846,0.16947995777918334,0.8473997888959167,0.1223116240575724,0.8,1.0,-0.19214891741004614,0.8465442877271483,-0.027088703165368745,-0.046240359039283585,1.0394177747982305,1.019518403364172,0.009752800303646069,0.009588851708157433,0.010043052834034658,0.016142961430364155,0.014327577041555555,0.017119090185882743,9.511711376279884e-05,0.00026059520374222466,72919665.67973623,4231.222315637176,11821.149036081806,0.0177371241152286,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.075,5.0,25,25,25,1.0,1.0,0.0,-0.2238282648207145,0.1645042639728777,0.8225213198643886,0.11872072635947777,0.72,1.0,-0.5297285891332482,0.8282445293112767,-0.04788161643041569,-0.07576588850575083,1.064523362747015,1.0317574146799309,0.009870490659658698,0.009713940452562323,0.010172318896027675,0.01930476488473754,0.017589558506609128,0.0200055166542046,9.74265858624096e-05,0.00037267394725499554,72919665.67973623,4336.433239283983,19318.144633112704,0.1480778967961669,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.09,0.0,25,25,25,1.0,1.0,0.0,0.2901128487699666,0.2104233956177163,1.0521169780885815,0.15186000512960454,0.64,0.92,0.29011284876996657,1.0521169780885815,,,1.0008732420125597,1.0004365257289238,0.01194327400929187,0.01143390446871728,0.012189922372438836,0.01305399317199264,0.011944639554477613,0.015728736148058458,0.0001426417940610267,0.00017040673773443046,18300422.007094394,1564.3297332242332,396.7406169098426,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.09,1.0,25,25,25,1.0,1.0,0.0,0.2053473858633642,0.21424633054750492,1.0712316527375245,0.15461897076811437,0.6,0.92,0.18679208375911657,1.0686302027224994,0.2120714659542096,0.24469977807450594,1.018854484881169,1.0093832200315047,0.012042720998423713,0.011563203397391001,0.012292705781304291,0.015901602044555242,0.012781041919209852,0.018120876912552465,0.00014502712904587543,0.00025286094758340344,18300422.007094394,1590.9703623699825,1829.7613139307493,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.09,2.0,25,25,25,1.0,1.0,0.0,0.08964234349888127,0.20908442075463474,1.0454221037731737,0.1508936832575567,0.6,0.92,0.019385411251845355,1.0434668649021672,0.04701084703761786,0.0682380113500265,1.0366289022711435,1.0181497445224565,0.012144036068292953,0.011609303415692884,0.01238584061461094,0.018372033132637557,0.015762424724740053,0.02030760259275834,0.0001474776120280002,0.0003375316014267321,18300422.007094394,1618.5688449522681,3207.5761559241573,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.09,3.0,25,25,25,1.0,1.0,0.0,0.04917950063869813,0.22063340741877063,1.103167037093853,0.1592284464568145,0.64,0.92,-0.10341543043883407,1.0991227229298053,0.017841988790753854,0.028928049125410027,1.0528532564765527,1.0260863786624168,0.012239341561022741,0.011742630714934529,0.012467836686354677,0.02058763858929688,0.01794761952324935,0.02237667523893771,0.0001498014818473786,0.0004238508626835061,18300422.007094394,1645.2028626591405,4703.8393454378665,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.09,5.0,25,25,25,1.0,1.0,0.0,-0.12604671320607194,0.20269834286319535,1.0134917143159767,0.1462849285204461,0.68,0.96,-0.5203279947637657,1.0093066079706867,-0.027152132284732833,-0.06180967366899526,1.0840287889622873,1.0411670322106281,0.012407664491887212,0.011891519730952774,0.012759010692072041,0.0237700307645574,0.022510437364316523,0.025458405212370246,0.00015395013814323874,0.0005650143625480053,18300422.007094394,1695.6760516744537,7527.371459584165,0.0825097684282809,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.105,0.0,25,25,25,1.0,1.0,0.0,0.02368293274365466,0.16421390162803098,0.8210695081401549,0.11851117538702802,0.84,1.0,0.02368293274365469,0.8210695081401549,,,0.9991481482375085,0.9995739833736713,0.014741334673715445,0.014178848127968347,0.015258388181028083,0.015407774748715651,0.014844913934998441,0.01774543256680115,0.00021730694796248524,0.00023739952270715963,5463243.5682544615,725.9873043499861,-0.8852312809178489,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.105,1.0,25,25,25,1.0,1.0,0.0,-0.09354311643798517,0.1718306133936516,0.859153066968258,0.12400806362230408,0.84,0.96,-0.11534094351846261,0.8550405141229974,-0.09202359659110504,-0.09744382481013014,1.0207709579981883,1.010332102824704,0.014932665627514165,0.014294007277494544,0.01546292635676055,0.018535041983473357,0.015884920172253857,0.021007983814494154,0.000222984502743143,0.00034354778132911993,5463243.5682544615,742.8364528630723,637.9465837197191,0.0088273847941309,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.105,2.0,25,25,25,1.0,1.0,0.0,-0.12515309054165968,0.16032244338500268,0.8016122169250134,0.1157027573068373,0.76,1.0,-0.21359441518250522,0.7973960367104989,-0.06454538507277753,-0.029111107810470882,1.048710773369243,1.0240658051947849,0.015127116613628458,0.014443382930786512,0.015626454401236327,0.02199507874924411,0.019209805183879918,0.024097866355710203,0.00022882965704231414,0.00048378348918544985,5463243.5682544615,760.3104467488389,1337.5796690289033,0.0040895673155318,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.105,3.0,25,25,25,1.0,1.0,0.0,-0.1748923291815453,0.17843309597260895,0.8921654798630447,0.12877299499015513,0.8,1.0,-0.36597222699474796,0.884917599482364,-0.06144753444733773,-0.06788408674773994,1.0696989313255272,1.034262506003929,0.015236096396772075,0.01455370939059542,0.015772723870939125,0.024633372586964082,0.021831022661219574,0.027100164936127203,0.00023213863341173098,0.0006068030450081935,5463243.5682544615,776.1162867759429,2027.4223677897646,0.045029185101157,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p0,"profiled bkg, lslb=1",profiled,1.0,0.105,5.0,25,25,25,1.0,1.0,0.0,-0.30131687590410094,0.16551441372627732,0.8275720686313865,0.11944973914953662,0.76,0.96,-0.8212658547435632,0.8374893069363043,-0.06760520070162979,-0.06675404838913579,1.1179121387168136,1.0573136425473824,0.015559778309368544,0.01490171035622055,0.016226608117547784,0.0298329515605526,0.027332510047429842,0.031069011575181955,0.00024210670103669583,0.0008900049988142778,5463243.5682544615,811.5029141761199,3362.0644142571728,0.0782875486183911,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,0.045,0.0,25,25,25,1.0,1.0,0.0,-0.0225775957244797,0.13420340568745817,0.6710170284372908,0.09685296549977317,0.8,1.0,-0.022577595724479708,0.6710170284372909,,,1.0003529196998524,1.0001764442836336,0.006164329693640725,0.0061174577381591195,0.006229536267567994,0.006238508745969525,0.0061566334493321,0.007029680614395139,3.799896057190075e-05,3.891899137353826e-05,972054297.3299549,22496.460704367753,-661.0734790706947,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,0.045,1.0,25,25,25,1.0,1.0,0.0,-0.07430354012099329,0.13309093366143415,0.6654546683071708,0.09605010797015956,0.8,1.0,-0.08013780284847401,0.6648802960287616,-0.0743674070191979,-0.19748443548576033,1.0059458250376214,1.0029685065033804,0.006184192263016307,0.006132994858131733,0.006247443535818314,0.0075495817688639635,0.006778927644358293,0.008405934411034356,3.824423394595076e-05,5.699618488476313e-05,972054297.3299549,22623.603117302082,20651.971492986206,0.0061288774013519,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,0.045,2.0,25,25,25,1.0,1.0,0.0,-0.11697109385647797,0.1337052300200662,0.668526150100331,0.09649343818018258,0.8,1.0,-0.13960840200572175,0.667106793872837,-0.05892150598250501,-0.11498856048632111,1.0110677759966908,1.0055186601931816,0.006198915711090522,0.006152110697215099,0.006266109560833046,0.008958015717156348,0.0082577918681945,0.00970704740698158,3.842655599320491e-05,8.024604558882014e-05,972054297.3299549,22749.12127262772,42160.11144870645,0.0452821850776672,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,0.045,3.0,25,25,25,1.0,1.0,0.0,-0.1874492074661429,0.12948602903298304,0.6474301451649151,0.09344849214811057,0.76,1.0,-0.23817908085254594,0.6465456275644658,-0.06349389774058314,-0.10329083823611818,1.0174158936194375,1.0086703592450001,0.006217679626761395,0.006168282241302702,0.006286301472551092,0.010129553052294165,0.009516183627387213,0.010651674244066689,3.865953994104372e-05,0.00010260784503924202,972054297.3299549,22878.577726106465,63032.57346982229,0.1265529543161392,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,0.045,5.0,25,25,25,1.0,1.0,0.0,-0.2811493879997115,0.13259788270077924,0.6629894135038962,0.09569427908908665,0.84,1.0,-0.4193786420377546,0.6586537579576851,-0.05771081943726661,-0.07564302775659926,1.0286297773051554,1.0142138715799323,0.006250488405355277,0.006203542366296099,0.006316345654170994,0.012113870677487145,0.01160464311449167,0.012575896179111418,3.906860530548076e-05,0.00014674586279088287,972054297.3299549,23131.06256865456,105798.68636596722,0.1402424126863479,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,0.06,0.0,25,25,25,1.0,1.0,0.0,-0.2317787489720536,0.19582304747795004,0.9791152373897501,0.14132311146865914,0.68,0.96,-0.2317787489720536,0.9791152373897501,,,0.9989729664986579,0.9994863513318518,0.007255548124880596,0.00712862587619583,0.00736805290968414,0.007357521913665538,0.007195604564536038,0.008271556279011731,5.264297859245834e-05,5.4133128710068596e-05,302047361.9702268,9644.449572882333,-2400.468861386119,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,0.06,1.0,25,25,25,1.0,1.0,0.0,-0.3101614776906675,0.19549590387362162,0.9774795193681081,0.14108701590863082,0.68,0.92,-0.3166854260420326,0.9760461235328217,-0.3108305993280782,-0.320982571271762,1.0066755612278908,1.0033322287397584,0.007284781594443695,0.007153638480503174,0.007396716174304601,0.008573883215639276,0.0074056444400933605,0.009872410346776465,5.306804287874563e-05,7.351147339542091e-05,302047361.9702268,9716.68696875672,6472.4814033915845,0.080575093626976,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,0.06,2.0,25,25,25,1.0,1.0,0.0,-0.42570248786294507,0.1977958294083147,0.9889791470415735,0.14274684419184475,0.68,0.92,-0.4531103088626663,0.9867111406760433,-0.21525246921228167,-0.22424781123509696,1.0139059078086714,1.0069289487390216,0.007310710833938758,0.0071810475623647445,0.007428263460544045,0.010283055568934331,0.008721070472591687,0.011157109292585062,5.344649289746953e-05,0.00010574123183379137,302047361.9702268,9787.493788738568,14957.893407682857,0.1849384158849716,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,0.06,3.0,25,25,25,1.0,1.0,0.0,-0.49016473055522114,0.18971245853331228,0.9485622926665614,0.13691317375354198,0.72,0.88,-0.5533389977926393,0.9445197642941207,-0.16647325141619657,-0.15877471878311145,1.0212652054596403,1.0105766697582328,0.007338865763750169,0.007205175496651929,0.007454818000598397,0.011541310586675867,0.010262253118022528,0.01244649168477308,5.3858950698344354e-05,0.00013320185005811645,302047361.9702268,9861.10943764446,23963.108400195935,0.2084999904036522,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,0.06,5.0,25,25,25,1.0,1.0,0.0,-0.6844552711558421,0.19657089676892955,0.9828544838446478,0.14186282520548454,0.6,0.84,-0.8630928078570597,0.980184131111289,-0.14185221976585297,-0.14510064619062424,1.0364114930883093,1.0180429721226454,0.007385273298762523,0.007260955042822384,0.007513217473798058,0.013758284870897983,0.012912470164016532,0.014543671947169202,5.454226169741468e-05,0.00018929040258878035,302047361.9702268,10011.34808237446,41232.14957443911,0.4472483769059181,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,0.075,0.0,25,25,25,1.0,1.0,0.0,0.34949127494746285,0.17378368148072157,0.8689184074036078,0.12541756910457347,0.64,1.0,0.34949127494746285,0.8689184074036077,,,0.9999333732724406,0.9999666860813117,0.008887011259074077,0.008761886508241976,0.00909521696193799,0.009902908852102574,0.008949685300517141,0.011504679614703637,7.89789691189094e-05,9.806760373305153e-05,72919665.67973623,3515.009934165016,1188.8300228894284,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,0.075,1.0,25,25,25,1.0,1.0,0.0,0.2674447138002966,0.17230113243146006,0.8615056621573003,0.12434763148872603,0.72,1.0,0.25724424985318856,0.8605705326495472,0.2710050828692319,0.33575040964785763,1.0102033796553627,1.005088742179198,0.008936402426290188,0.008802300624773053,0.009143966721912719,0.012192571475449875,0.009990893085860198,0.013261937340967695,7.985928832460515e-05,0.00014865879918395396,72919665.67973623,3551.3255547604085,4427.373970776267,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
highstat,2015,profiled_lslb1p1,"profiled bkg, lslb=1.1",profiled,1.1,0.075,2.0,25,25,25,1.0,1.0,0.0,0.17856217176467504,0.16875621515553133,0.8437810757776566,0.12178930780933551,0.8,1.0,0.13818969352307428,0.842052253110259,0.09149260481535024,0.14299710191890602,1.0204379737859797,1.010167299899368,0.008980495879196686,0.008843670085492552,0.009199190607697073,0.013906352896752142,0.011929468366190113,0.014860447099997294,8.064930623626866e-05,0.00019338665088900668,72919665.67973623,3587.570595675938,7631.705790156049,0.0,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
