scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,top_branch_replicates,study_id,scenario_label,source_family,truth_model,truth_function_tag,mass_MeV,n_attempts,optimizer_gate_status,optimizer_trigger_reasons,accepted,sigmaA_ref,sigmaA_ref_mode,reference_top_branch_replicates,eps2_hat_signed,eps2_injected,eps2_sigma,A_up_wald90,eps2_up_wald90,A_up_wald90_over_sigmaA_ref,A_up_wald90_minus_injected_over_sigmaA_ref,p0_wald_local,upper_limit_diagnostic,nominal_Z_residual,pull_identity_residual,refit_ls_over_hi,refit_ls_over_lo,refit_upper_boundary,refit_lower_boundary,refit_constant_lower_boundary,refit_constant_upper_boundary,analysis_partition,gp_support_mode,gp_support_low_GeV,gp_support_high_GeV,declared_result_commit,declared_integration_commit,signal_seed,reference_attempt_selected,reference_gp_lml,reference_gp_ls,reference_gp_const,Nsig_full,Nsig_win,Nsig_train,signal_counts_sha256
2016_full,21,0.044,0.0,0.0,reference_bonly,2,3105554853,12,True,False,,2270.209961321185,0.16343184837149433,33.41487118315996,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,24799.063657063936,24767.02488180468,13379.312718779533,0.5395087856459644,0.5395087856459644,-81931817.72564094,34,860229218.4514412,1136269940.9742115,0,,686,39,647,0.03,0.21,0.0002500000000000002,0,652.0,355336.0,2b6625aeb7c7cdf77ce7db33be8bbe158dc765f660ece0a404763186c9b4de0b,False,False,False,False,True,-0.010918270956254934,-3.5280486365555572e-09,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,44.0,3,pass_replicated_initial3,,True,24799.063657063936,matched_refit_bonly_multistart_v1,3,1.1774766044861153e-05,0.0,2.182497552984795e-05,49881.18924018262,4.389906609464266e-05,2.011414218293444,2.011414218293444,0.2947679182271585,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,0.5395087856459644,0.0,0.3193704121900039,4.258272162533385,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,
2016_full,21,0.044,2.0,49598.12731412787,injected_refit,0,1610256506,12,True,False,,2269.962880860676,0.16296334819338554,33.457618801421035,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,25188.838860062104,24799.063657063936,61871.41441552947,2.456302760093838,0.48725100706652175,-82523793.0967299,34,860229218.4514412,1136269940.9742115,0,,686,39,647,0.03,0.21,0.0002500000000000002,0,652.0,355336.0,2e7e287122507d3fca653e90f5fc048f06f1ea658a3283bc401b25126cf3fa97,False,False,False,False,True,-0.008665285483367209,-2.7289600570410347e-09,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,44.0,1,pass_single_untriggered,,True,24799.063657063936,matched_refit_bonly_multistart_v1,3,5.445133430396157e-05,4.36499510596959e-05,2.2168005992014344e-05,94253.20785106008,8.294966226973282e-05,3.80067607206663,1.8006760720666302,0.007018741860596541,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,0.4563027600938381,0.0,0.3184548923786292,4.246065231715056,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,2266412223.0,2.0,2270.209961321185,0.16343184837149433,33.41487118315996,49597.0,48252.0,1345.0,01ea11004868e9becc88a885af4a264cd4e381a52508f76f303c2ed542484d4a
2016_full,21,0.044,5.0,123995.31828531968,injected_refit,0,422857206,12,True,False,,2269.719597301704,0.16239391018052143,33.489157770268086,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,25704.310516595313,24799.063657063936,130123.43843749129,5.062319736352411,0.23840826806909113,-83414562.03041475,34,860229218.4514412,1136269940.9742115,0,,686,39,647,0.03,0.21,0.0002500000000000002,0,652.0,355336.0,64afd27b5d0b21a6290b89daf1197693f1b252ed5a95cbf3f4b73e0718146f81,False,False,False,False,True,-0.01311664773529908,-3.9986561920639386e-09,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,44.0,1,pass_single_untriggered,,True,24799.063657063936,matched_refit_bonly_multistart_v1,3,0.00011451806806217762,0.00010912487764923974,2.262165845429039e-05,163064.840814393,0.00014350889250364663,6.575443455017081,1.575443455017081,2.0709281351015346e-07,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,0.062319736352410615,0.0,0.3173421248568932,4.2312283314252435,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,3583891693.0,2.0,2270.209961321185,0.16343184837149433,33.41487118315996,124107.0,120788.0,3319.0,df93750e42cbda6990d6509cdc8343e90de71fc494f29cea5e32efd75e633e64
2016_full,21,0.049,0.0,0.0,reference_bonly,1,354254937,12,True,False,,2251.811167021821,0.18830568007080858,32.878004198818466,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,17215.208376849132,17171.75494200473,53408.401358551244,3.1023964502442163,3.1023964502442163,-128917834.38343091,38,1182386354.5422118,1739282554.4970865,0,,682,57,625,0.03,0.21,0.0002500000000000002,0,652.0,355336.0,d434bfdecc9e0cb632f0fc4c7586e2631505cc014ff2a59ec6656b10b2b73e88,False,False,False,False,True,-0.022515607027118054,-1.564186055147258e-08,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,49.0,3,pass_replicated_initial3,,True,17215.208376849132,matched_refit_bonly_multistart_v1,3,3.0707144862954304e-05,0.0,9.897879060729675e-06,75479.9969202687,4.3397202326388965e-05,4.384495108509611,4.384495108509611,0.0009598034594140766,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,3.1023964502442163,0.0,0.3761731334375329,5.015641779167105,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,
2016_full,21,0.049,2.0,34430.416753698264,injected_refit,0,261212809,12,True,False,,2251.7920508977045,0.18833307813774106,32.83818266370762,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,17236.87286265793,17215.208376849132,86237.76273309217,5.003097918063677,3.005611655443005,-129339640.62064105,38,1182386354.5422118,1739282554.4970865,0,,682,57,625,0.03,0.21,0.0002500000000000002,0,652.0,355336.0,4925a5ab215b82aaef27d9c57b00c9f8cdb105438c3354908278f0971e26d237,False,False,False,False,True,-0.019959874231750746,-1.3855982853372692e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,49.0,1,pass_single_untriggered,,True,17215.208376849132,matched_refit_bonly_multistart_v1,3,4.958237665876423e-05,1.979575812145935e-05,9.910335050558803e-06,108327.70692380556,6.228298366111567e-05,6.292558565220956,4.292558565220956,2.820813309340558e-07,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,3.003097918063677,0.0,0.37622786581036544,5.016371544138205,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,3976347656.0,1.0,2251.811167021821,0.18830568007080858,32.878004198818466,34222.0,33488.0,734.0,fba1c68f6fb0d27091ae0176501cad93fa9dab39394b2d90d56035964e52315d
2016_full,21,0.049,5.0,86076.04188424566,injected_refit,0,3629962632,12,True,False,,2251.5316581964094,0.1883031055932643,32.777643668337916,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,17286.853949866065,17215.208376849132,140266.52918611927,8.114057629740431,3.1347801895609506,-129979395.54933743,38,1182386354.5422118,1739282554.4970865,0,,682,57,625,0.03,0.21,0.0002500000000000002,0,652.0,355336.0,483a3fbbd3952d167c69a72cf92bb7329809adc3a72964d749250fdb46e17559,False,False,False,False,True,-0.023841671062999354,-1.649210724122797e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,49.0,1,pass_single_untriggered,,True,17215.208376849132,matched_refit_bonly_multistart_v1,3,8.064620025276878e-05,4.948939530364837e-05,9.939071662145521e-06,162420.52391822083,9.338363309530505e-05,9.43471146922872,4.43471146922872,2.4478452071476047e-16,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,3.114057629740431,0.0,0.37616799047379207,5.015573206317227,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,781360605.0,1.0,2251.811167021821,0.18830568007080858,32.878004198818466,86186.0,84260.0,1926.0,40cbb6184bc0069d879634377dab99cdc4d126cb106c90973feeb05bfbe5d15b
2016_full,21,0.054,0.0,0.0,reference_bonly,1,3904076860,12,True,False,,2236.5719316447403,0.18844590911892348,32.572035123628595,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17676.35873355223,17708.668809334315,-77552.28752847192,-4.387345193513566,-4.387345193513566,-157470384.38180614,40,1351558759.1521907,2191004870.9163094,0,,680,76,604,0.03,0.21,0.0002500000000000002,0,652.0,355336.0,ee5e3c2767832d40869ed5b218a0e984562fe4304ae58c0e641cd4d8c94c7634,False,False,False,False,True,-0.028779336936829988,-2.565495173027075e-08,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,54.0,3,pass_replicated_initial3,,True,17676.35873355223,matched_refit_bonly_multistart_v1,3,-3.5395762263202295e-05,0.0,8.067694859190216e-06,14801.411839123382,6.755535798025507e-06,0.8373563844361342,0.8373563844361342,0.5,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-4.387345193513566,0.0,0.382730324159967,5.103070988799559,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,
2016_full,21,0.054,2.0,35352.71746710446,injected_refit,0,3372618090,12,True,False,,2236.974403432955,0.18828603750261164,32.60115985058752,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17739.460580643998,17676.35873355223,-43827.77054484443,-2.4706371620265664,-4.4635228704949945,-157903915.9541942,40,1351558759.1521907,2191004870.9163094,0,,680,76,604,0.03,0.21,0.0002500000000000002,0,652.0,355362.0,f044cf2b2bac523362b9680b6f1f69a68772de414bdc13db0f88b260e06cc941,False,False,False,False,True,-0.03412547388090012,-3.022142623506819e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,54.0,1,pass_single_untriggered,,True,17676.35873355223,matched_refit_bonly_multistart_v1,3,-2.0003502103815514e-05,1.613538971838043e-05,8.096495273068519e-06,17637.835249941778,8.050112295079191e-06,0.9978206210797629,-1.0021793789202371,0.5,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-4.470637162026566,0.0,0.3824056277214978,5.098741702953303,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,2511018083.0,1.0,2236.5719316447403,0.18844590911892348,32.572035123628595,35040.0,34051.0,989.0,cdd308d929d855ee2b7db8795525919d9257d72edfa70c59f518d555235b48fd
2016_full,21,0.054,5.0,88381.79366776116,injected_refit,0,4018447504,12,True,False,,2237.6146045733226,0.1880722185035365,32.64615273408219,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17828.40111289707,17676.35873355223,7476.204025197148,0.41934237275988034,-4.538017129535911,-158557575.89979836,40,1351558759.1521907,2191004870.9163094,0,,680,76,604,0.03,0.21,0.0002500000000000002,0,652.0,355406.0,e3118a0f0865b322dfe1766e78fbe89389c48b11404c7602152b576f53457a22,False,False,False,False,True,-0.02987958339858836,-2.6222753992120116e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,54.0,1,pass_single_untriggered,,True,17676.35873355223,matched_refit_bonly_multistart_v1,3,3.412226108867797e-06,4.033847429595108e-05,8.137088762126293e-06,34295.51855904779,1.565287189193008e-05,1.9401913638440729,-3.0598086361559274,0.3374829666902579,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-4.58065762724012,0.0,0.3819713650982856,5.092951534643808,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,3510868065.0,1.0,2236.5719316447403,0.18844590911892348,32.572035123628595,87771.0,85376.0,2395.0,5580b9b2a042540b686dc41a6317cbff6c6fa5d4f40fd2eb7eb265a168561bfb
2016_full,21,0.059,0.0,0.0,reference_bonly,1,2269941255,12,True,False,,2223.974103123559,0.1885418485532031,32.95346334747186,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,17368.127684208877,17320.431527791483,85257.8273296989,4.908866912995776,4.908866912995776,-181244643.6286127,44,1407786701.148245,2493466407.5814075,0,,676,94,582,0.03,0.21,0.0002500000000000002,0,652.0,345934.0,64e91f5ed836c8aa5b0de59a9a574b80c39841cb64a247d9c63dacaa58e8a9e2,False,False,False,False,True,-0.02692403765137014,-2.6679318444288103e-08,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,59.0,3,pass_replicated_initial3,,True,17368.127684208877,matched_refit_bonly_multistart_v1,3,3.419249085147957e-05,0.0,6.965454850885869e-06,107515.98305783755,4.3119082226628045e-05,6.190418737858037,6.190418737858037,4.580205704488016e-07,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,4.908866912995776,0.0,0.3875207883365516,5.1669438444873546,False,False,False,False,v4p9p7_2016_full_support_edge_scan_030_210,030_210,0.03,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,
