scenario,mass_GeV,mass_MeV,inj_nsigma,n_generated,raw_n,raw_pull_mean,raw_pull_width,raw_pull_median,raw_pull_mad_scaled,raw_pull_trimmed_mean_10pct,raw_pull_mean_ci90_low,raw_pull_mean_ci90_high,raw_pull_width_ci90_low,raw_pull_width_ci90_high,raw_max_leave_one_out_mean_change,accepted_n,accepted_pull_mean,accepted_pull_width,accepted_pull_median,accepted_pull_mad_scaled,accepted_pull_trimmed_mean_10pct,accepted_pull_mean_ci90_low,accepted_pull_mean_ci90_high,accepted_pull_width_ci90_low,accepted_pull_width_ci90_high,accepted_max_leave_one_out_mean_change,n_excluded,sample_size_eligible,accepted_nominal_Z_residual_mean,accepted_upper_boundary_fraction,accepted_lower_boundary_fraction,accepted_constant_lower_boundary_fraction,accepted_constant_upper_boundary_fraction,accepted_pull_identity_max_abs_residual,accepted_ls_at_lower_fraction,accepted_ls_at_upper_fraction,accepted_const_at_lower_fraction,accepted_const_at_upper_fraction,accepted_min_y_train,accepted_max_y_train,accepted_max_n_zero_train,accepted_median_recovery,accepted_recovery_q16,accepted_recovery_q84
2021_10pct_x10,0.065,65.0,5.0,20,20,-0.583071241769169,1.0889259411278251,-0.45598151378602597,1.3699457655297413,-0.5885793488334674,-1.0040999388095488,-0.16204254472878932,0.8645261012892592,1.4922754320274823,0.10262841705519343,19,-0.4299971363954771,1.0588442373671547,-0.2497130197614236,1.142003695628506,-0.4354233993881196,-0.851228112584074,-0.008766160206880147,0.8360845677619267,1.4659697544220063,0.09982587881527683,1,True,-0.4268140252004121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43742.0,11571613.0,0,0.9500955031460662,0.6566681654531084,1.1045497845293264
2021_10pct_x10,0.09,90.0,0.0,20,20,0.21541573898765698,0.8467587891636854,0.3113614518794329,0.8987979105907206,0.18924741571203954,-0.11198003352909547,0.5428115115044094,0.6722634176295765,1.160407048998732,0.07823240033136156,20,0.21542603017981826,0.8467249549716157,0.31133563925358254,0.8988361804470718,0.1892151901406567,-0.11195666048695296,0.5428087208465895,0.6722365558008189,1.1603606822701225,0.078227775376392,0,True,0.21542603017981826,0.45,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,43742.0,11571613.0,0,,,
2021_10pct_x10,0.09,90.0,1.0,20,20,0.19631814329831165,0.84072342715473,0.28927012210635905,0.8878801078671674,0.17056861656422115,-0.12874408153918754,0.5213803681358109,0.6674717896681125,1.152136126147883,0.07765489729869683,20,0.1963265634189735,0.8406871681312718,0.28926635585641086,0.8878801078671675,0.1706011873320306,-0.12872164201754902,0.521374768855496,0.6674430027038177,1.152086436405126,0.07763532989653898,0,True,0.1963302298144855,0.45,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,43742.0,11571613.0,0,1.2892734355830233,0.14356385951055126,1.9963726734134999
2021_10pct_x10,0.09,90.0,3.0,20,20,0.14587321087760602,0.8057552594170863,0.25212805620505174,0.8413338191139319,0.1410400790317046,-0.1656687169916521,0.4574151387468641,0.6397096686811304,1.1042153854923198,0.07708323285714702,20,0.15492391121713792,0.838006259162385,0.25212805620505174,0.9164574786605064,0.1312024544085904,-0.16908773189000784,0.4789355543242837,0.6653145606388022,1.1484124908789242,0.07663120490333318,0,True,0.15494155707232798,0.45,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,43742.0,11571613.0,0,1.0840507687473706,0.7040101515785798,1.3248242930755558
2021_10pct_x10,0.09,90.0,5.0,20,20,0.12703120955227407,0.8462767997656057,0.2283425556534487,0.9149684807255304,0.10265688514239728,-0.20017820376354814,0.4542406228680963,0.6718807539428678,1.1597465257160309,0.07683884190517037,20,0.1270572405798399,0.846272783129521,0.22830911837600154,0.9149684807255304,0.10268880112477505,-0.20015061972030576,0.4542651008799855,0.6718775650329489,1.1597410212761767,0.07683747185108797,0,True,0.12709867895024604,0.45,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,43742.0,11571613.0,0,1.045666822287353,0.813508059844754,1.1848819564188477
2021_10pct_x10,0.12,120.0,0.0,20,20,0.17297031455346182,0.9657267563520718,0.26618176694366125,0.7935869848981375,0.28180613404441307,-0.2004239288629652,0.5463645579698888,0.7667151236337142,1.3234419882248154,0.1276398175248359,20,0.14120328242960423,0.9463054644113468,0.26620273011683904,0.9163436160742353,0.19457000760264753,-0.22468179903943147,0.5070883638986399,0.751296064201513,1.2968268478128235,0.09302869659480906,0,True,0.14120328242960423,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43742.0,11571613.0,0,,,
2021_10pct_x10,0.12,120.0,1.0,20,20,0.12795284766399298,0.949082767249228,0.2412706651380055,0.9279833589774636,0.18033515715328738,-0.23900606642391545,0.49491176175190144,0.7535010358197355,1.3006328924993684,0.09308671773051763,20,0.1279527366348786,0.9490803938067119,0.24129247050788225,0.927932420677429,0.18034486084477483,-0.2390052597713287,0.4949107330410859,0.753499151483136,1.3006296399090662,0.09308962423816403,0,True,0.12789568443294663,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43742.0,11571613.0,0,1.2413046417609381,0.21980090542163433,2.1280259464695344
2021_10pct_x10,0.12,120.0,3.0,20,20,-0.01725304225826025,0.8977259836220985,0.046843588932400204,1.03549545189028,0.03469826326945086,-0.3643550690427769,0.32984898452625644,0.7127275743316814,1.2302530222252335,0.08790343770073145,20,0.09687243197034925,0.9421808199723182,0.22096020479773795,0.9031949989907053,0.15264683683681401,-0.2674178728400274,0.46116273678072583,0.7480214036930265,1.2911743921868366,0.09391004160750036,0,True,0.09637991279034408,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43742.0,11571613.0,0,1.0736658879531558,0.7361200384719299,1.3577735608278132
2021_10pct_x10,0.12,120.0,5.0,20,20,0.03291183492860712,0.9674433748880037,0.1754379104251763,1.1108269580837709,0.07345407410820631,-0.34114613192226223,0.40696980177947645,0.7680779909089054,1.3257944601153104,0.09241465988356455,20,0.058683232910802796,0.948017582992666,0.1754379104251763,0.9457358442141391,0.10567245128734172,-0.30786383210389523,0.4252302979255008,0.7526553588478685,1.2991731529187283,0.09376960344774066,0,True,0.057311481070750195,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43742.0,11571613.0,0,1.0350966436851152,0.8279078694119676,1.2109609165348674
2021_10pct_x10,0.18,180.0,0.0,20,20,-0.20429349432732366,1.099628815040803,-0.5627489762352705,0.8577789346164801,-0.29964465139618407,-0.6294604131585271,0.22087342450387978,0.8730233860972543,1.506942761722909,0.11570606617949133,20,-0.20427785925678177,1.0996195849166799,-0.5627551111647813,0.8577698389563772,-0.29964038536894433,-0.6294412092987901,0.22088549078522657,0.8730160580660988,1.506930112664839,0.11570524328104165,0,True,-0.20427785925678177,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43742.0,11571613.0,0,,,
2021_10pct_x10,0.18,180.0,1.0,20,20,-0.16882599503126844,1.1351682605459652,-0.5839020655198218,1.0767896719936902,-0.2498394332652235,-0.6077340930092175,0.27008210294668067,0.901239059086675,1.5556463873710444,0.11248555009663336,20,-0.2303085966347885,1.0998115951136613,-0.5838996834511745,0.8638594890308904,-0.32669019393753196,-0.6555461866227842,0.19492899335320715,0.8731684998628589,1.5071932454352432,0.11572167642689021,0,True,-0.23040325722513383,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43742.0,11571613.0,0,0.41604301416644285,-0.19748117858263367,1.9062724751956497
2021_10pct_x10,0.18,180.0,3.0,20,20,-0.253450469277565,1.099615897916546,-0.6267791572387013,0.8417138619022111,-0.3476938923009118,-0.6786123937562694,0.1717114552011394,0.8730131308625758,1.5069250599615192,0.11507466699174917,20,-0.2590245578248661,1.0936278153079804,-0.6267798348825114,0.84171949352764,-0.3546637595118721,-0.6818712150083095,0.16382209935857728,0.8682590392239659,1.4987189292925605,0.11537004328929856,0,True,-0.2598774299342238,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43742.0,11571613.0,0,0.7910135181045552,0.5999258831726675,1.2950417442308186
2021_10pct_x10,0.18,180.0,5.0,20,20,-0.2725065014881185,1.1028022937641795,-0.6301589050223306,0.9776297225715989,-0.3616407866545954,-0.6989004327005357,0.15388742972429864,0.8755428918640134,1.5112917299622475,0.11457669555149935,20,-0.2986267374705359,1.1012898268865732,-0.6301545715075614,0.8618242978527836,-0.39428311872259497,-0.7244358796401502,0.12718240469907838,0.8743421058016739,1.5092190296270258,0.11595144481373193,0,True,-0.3010011701963521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43742.0,11571613.0,0,0.8739092859233359,0.7445518718167687,1.1651683221756497
2021_10pct_x10,0.21,210.0,0.0,20,20,0.19578320783993414,1.2502276189567638,0.2994102197836883,1.586867222839076,0.1854357290531872,-0.2876121136711662,0.6791785293510344,0.99258762080861,1.7133249284878493,0.10497760527188388,20,0.23743820592806544,1.2446214328794694,0.4425947312428893,1.5556346036514328,0.2375044862918575,-0.24378950699705107,0.718665918853182,0.9881367265747142,1.7056421527961838,0.10278523695145592,0,True,0.23743820592806544,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43742.0,11571613.0,0,,,
2021_10pct_x10,0.21,210.0,1.0,20,20,0.22245391593047956,1.24319148963282,0.4207100078214518,1.5532638435869524,0.22530923220083673,-0.2582209153713423,0.7031287472323013,0.987001458129543,1.70368254370288,0.10228751364116498,20,0.22246701658552745,1.243177058082933,0.4207350499305394,1.5532105426333276,0.2253157525499442,-0.258202234817409,0.7031362679884638,0.9869900005536987,1.7036627665568604,0.10227871612608028,0,True,0.22234666441397183,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43742.0,11571613.0,0,1.4207884256881986,-0.2582257497268292,2.418057726208319
2021_10pct_x10,0.21,210.0,3.0,20,20,0.3346483937892391,1.3437977933390708,0.4607851833741402,1.6523930947104037,0.3187313824416217,-0.18492544741184197,0.8542222349903201,1.066875370783515,1.8415544683743028,0.1278022678779166,20,0.162327665457329,1.232356185410625,0.3437099782549858,1.5330283552956285,0.1585327079389134,-0.31415774042408084,0.6388130713387389,0.9783990335185587,1.688833730134734,0.10408994258997671,0,True,0.16125477653144393,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43742.0,11571613.0,0,1.1146120753512547,0.5638669849175881,1.459635309670526
2021_10pct_x10,0.21,210.0,5.0,20,20,0.17417289683426546,1.2190101955025772,0.31049659769930993,1.412168411254383,0.18678655062537497,-0.29715233742346203,0.6454981310919929,0.967803311452189,1.6705442467973828,0.10278647464391649,20,0.12425405149902666,1.2389649007571226,0.31053991017658017,1.5420445730190326,0.12439995989026437,-0.35478658675067887,0.6032946897487322,0.9836458613304856,1.6978903823608964,0.10106932774266758,0,True,0.1212390533857403,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43742.0,11571613.0,0,1.0621463962707423,0.7171249546874525,1.2661587219536548
2021_1pct_x10,0.065,65.0,0.0,20,20,-1.3050260924009147,1.183868849425635,-1.3213492970551064,1.1293390087295871,-1.3429935547759149,-1.762764071004051,-0.8472881137977784,0.9399036997609758,1.6223861807449917,0.11833652137235884,20,-1.3050262416172456,1.1838717663929406,-1.3213372989770222,1.1293445997781428,-1.3429937412963282,-1.7627653480536878,-0.8472871351808033,0.9399060156157799,1.6223901781873167,0.11833652922584958,0,True,-1.3050262416172456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3785.0,1025947.0,0,,,
2021_1pct_x10,0.065,65.0,1.0,20,20,-1.323982989581885,1.1821335075354014,-1.3203786271537017,1.0969561051590182,-1.3619203801527926,-1.781050005443324,-0.8669159737204463,0.9385259675368597,1.620008050175082,0.11850593345603966,20,-1.323982989581885,1.1821335075354014,-1.3203786271537017,1.0969561051590182,-1.3619203801527926,-1.781050005443324,-0.8669159737204463,0.9385259675368597,1.620008050175082,0.11850593345603966,0,True,-1.3241594417278217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3785.0,1025947.0,0,-0.3206437271492807,-1.5380236946882628,0.3708130338418246
