scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_10pct,11,50,0.05,15,20,0.0001,0.001,True,,402,1688.5555747866194,1688.5555755105422,7.239227670652326e-07,1.8008029031473448e-09,False,False,True
2021_10pct,11,50,0.05,20,25,0.0001,0.001,True,,402,1688.5555755105422,1688.5555754707254,-3.9816768548917025e-08,-9.904668793262942e-11,False,False,True
2021_10pct,11,70,0.07,15,20,0.0001,0.001,True,,400,1654.9930141548484,1654.9930160592933,1.9044448436034145e-06,4.761112109008536e-09,False,False,True
2021_10pct,11,70,0.07,20,25,0.0001,0.001,True,,400,1654.9930160592933,1654.9930179286048,1.8693115180212772e-06,4.673278795053193e-09,False,False,True
2021_10pct,11,90,0.09,15,20,0.0001,0.001,True,,398,1647.5183784083074,1647.688066609483,0.16968820117563155,0.0004263522642603808,False,False,True
2021_10pct,11,90,0.09,20,25,0.0001,0.001,True,,398,1647.688066609483,1647.6880673346323,7.251492206705734e-07,1.8219829665089785e-09,False,False,True
2021_10pct,11,110,0.11,15,20,0.0001,0.001,True,,396,1639.6327195552649,1640.8965785583541,1.2638590030892374,0.003191563139114236,False,False,True
2021_10pct,11,110,0.11,20,25,0.0001,0.001,True,,396,1640.8965785583541,1640.8965774605304,-1.0978237696690485e-06,-2.7722822466390115e-09,False,False,True
2021_10pct,11,130,0.13,15,20,0.0001,0.001,True,,394,1630.0559864477782,1632.2271268179738,2.171140370195644,0.0055105085537960515,False,False,True
2021_10pct,11,130,0.13,20,25,0.0001,0.001,True,,394,1632.2271268179738,1632.2271261860174,-6.319564818113577e-07,-1.6039504614501463e-09,False,False,True
2021_10pct,11,150,0.15,15,20,0.0001,0.001,True,,390,1617.0723976001789,1619.9273055831798,2.854907983000885,0.007320276879489449,False,False,True
2021_10pct,11,150,0.15,20,25,0.0001,0.001,True,,390,1619.9273055831798,1619.9273060883268,5.051469997852109e-07,1.2952487173979768e-09,False,False,True
2021_10pct,11,170,0.17,15,20,0.0001,0.001,True,,386,1604.6289657144266,1607.2600975666774,2.6311318522507463,0.006816403762307633,False,False,True
2021_10pct,11,170,0.17,20,25,0.0001,0.001,True,,386,1607.2600975666774,1607.260094156397,-3.410280442039948e-06,-8.834923424973959e-09,False,False,True
2021_10pct,11,190,0.19,15,20,0.0001,0.001,True,,382,1589.3216882961547,1591.2406631257722,1.9189748296175821,0.0050234943183706336,False,False,True
2021_10pct,11,190,0.19,20,25,0.0001,0.001,True,,382,1591.2406631257722,1591.2406631857943,6.00221028435044e-08,1.571259236740953e-10,False,False,True
2021_10pct,11,210,0.21,15,20,0.0001,0.001,True,,378,1593.0957896707798,1594.2804102048333,1.1846205340534652,0.003133916756755199,False,False,True
2021_10pct,11,210,0.21,20,25,0.0001,0.001,True,,378,1594.2804102048333,1594.2804093900788,-8.147544576786458e-07,-2.155435073223931e-09,False,False,True
2021_10pct,11,230,0.23,15,20,0.0001,0.001,True,,372,1576.1297678602323,1576.2695359608706,0.1397681006383209,0.00037572070064064756,False,False,True
2021_10pct,11,230,0.23,20,25,0.0001,0.001,True,,372,1576.2695359608706,1576.2695380650816,2.1042110347480047e-06,5.656481276204314e-09,False,False,True
2021_10pct,11,250,0.25,15,20,0.0001,0.001,True,,366,1564.6068165176473,1564.606817373913,8.562656148569658e-07,2.3395235378605625e-09,False,False,True
2021_10pct,11,250,0.25,20,25,0.0001,0.001,True,,366,1564.606817373913,1564.6068185200481,1.1461352187325247e-06,3.131516991072472e-09,False,False,True
