dataset,mass_MeV,lane,reference_root_delta,r,Ahat_window,sigma_A_window,remote,half_deviance_fit,half_deviance_null,max_score,min_lambda
2015,19,observed_original,0.0,-3.2106186896115254,-8414.33202365642,2620.417740785281,False,6.2317883933792855,11.3858245784207,1.141309269314661e-13,28479.086471741088
2015,19,observed_first_mean,0.0,-2.8551128849695284,-7472.62004276314,2616.9514417278206,False,6.431843743200748,10.50767853616026,6.683542608243442e-14,28479.890184488242
2015,19,observed_first_rep00,0.0,-2.765888815252014,-7236.776992601276,2616.1229226676282,False,6.481993043312984,10.30706351248108,6.972200594645983e-14,28479.436667396098
2015,19,observed_second_mean,0.0,-0.670727728979379,-1751.363224243838,2611.0623675564348,False,4.152160465045218,4.377098308256135,1.557645982197542e-07,28530.442219523065
2015,19,observed_second_rep00,0.0,-1.0828417282622915,-2828.5423803179983,2612.0248823745196,False,8.298392248273302,8.884665352506335,6.811218256075335e-14,28524.18882077355
2015,19,observed_both_mean,0.0,-0.3140937642079908,-819.0470628666777,2607.6155742627047,False,4.228520869780137,4.27784831613731,2.7001469671272815e-09,28531.229945026425
2015,19,observed_both_rep00,0.0,-0.6366489534651205,-1660.2669022290215,2607.7491827658305,False,8.571113322248793,8.77377426722291,4.5075054799781356e-14,28524.40261355454
2015,19,observed_both_poly_mean,0.0,2.667139370813397,6887.4398876228415,2582.6425845958856,False,5.966385904424391,9.523202116095833,1.512734382203007e-12,28543.60956788978
2015,19,observed_both_wide_mean,0.0,-0.33058615922492396,-860.045470233619,2601.539511893902,False,2.5522229088107946,2.606866513146338,9.156911340291174e-10,28525.85556702723
2015,19,reference_original,1.7763568394002505e-15,2.434945801467023,6296.340720196014,2586.1370963291256,False,1.868470875732992,4.832951403773933,9.781064846947629e-14,40429.52998188664
2015,19,reference_first_mean,0.0,2.4386064824782046,6305.796835085192,2586.133564661206,False,1.8006807333374089,4.774081521529769,6.246392292297287e-14,40428.11603377139
2015,19,reference_second_mean,0.0,1.305854362240525,3381.8250428700594,2589.908765548799,False,0.9698013593397123,1.8224291670310164,6.929179452441758e-14,40442.45280595208
2015,19,reference_both_mean,0.0,1.309654251053341,3391.660085965904,2589.9049110621627,False,0.943065050209407,1.8006621788604509,3.141931159689193e-14,40441.033501473416
2015,19,reference_both_poly_mean,0.0,12.195892632226796,30474.876905931476,2500.437303962325,False,8.683600690484859,83.05349923888679,4.186547042372979e-08,40392.062130485276
2015,19,reference_both_wide_mean,0.0,0.4949214053833048,1276.137279530795,2578.5284028755977,False,1.2350715753966186,1.3575451741499114,2.886579864025407e-14,40411.956824699955
2015,21,observed_original,0.0,2.5157388880992775,8568.246501515076,3406.178444778775,False,6.640755512100123,9.805226588647617,2.653433028854124e-14,66999.7147908976
2015,21,observed_first_mean,0.0,2.080750136578561,7095.26047408822,3410.218419902197,False,6.5734002348718565,8.738160800307707,1.6077918013612802e-07,67002.68026809063
2015,21,observed_first_rep00,0.0,1.942789679402015,6627.314946252976,3411.4839149323775,False,6.5955704105357285,8.48278627973122,8.298605161383144e-08,67004.58749711659
2015,21,observed_second_mean,0.0,0.16966391068530046,577.3237364673263,3402.770886879948,False,0.16806897732895704,0.18246189862347184,7.506504445808915e-10,67002.52800030756
2015,21,observed_second_rep00,0.0,0.46824061832086133,1592.8720777124663,3401.883506081028,False,7.069384740225999,7.17900937854875,5.358062882265813e-09,66858.33569913842
2015,21,observed_both_mean,0.0,-0.26298254623199574,-895.9401445503421,3406.809087949256,False,0.08259331089189265,0.11717322070322453,2.434618229241181e-09,66993.86874342978
2015,21,observed_both_rep00,0.0,-0.10069791084807181,-343.09781286804224,3407.18578151315,False,6.955297000857343,6.9603670354819265,1.247886491917427e-07,66858.63623508136
2015,21,observed_both_poly_mean,0.0,-2.520773772921229,-8555.886212040617,3393.8298788927787,False,7.465070372306168,10.642220579429932,1.0919043447188415e-13,66824.20072122585
2015,21,observed_both_wide_mean,0.0,-0.2397570754822653,-814.6112372596452,3397.6219133975037,False,0.07633829942007142,0.10508002704197575,1.7217165471095086e-09,66812.63331818374
2015,21,reference_original,6.089573290068984e-14,0.20417730885973395,678.6448553392132,3323.829155543683,False,2.318581292934216,2.3394254796608176,5.732391827883987e-08,75675.58772471522
2015,21,reference_first_mean,0.0,0.14949902624225386,496.97175928415027,3324.267674440168,False,2.265465350618623,2.276640330042314,4.1547665752261764e-08,75677.69662108703
2015,21,reference_second_mean,0.0,0.8732612257706401,2903.3077406567195,3324.790482216471,False,0.18046312083695507,0.5617557050541755,1.402268768879722e-07,75583.36016449021
2015,21,reference_both_mean,0.0,0.8185800966604159,2721.875956118846,3325.2290559453377,False,0.15960073616100856,0.4946374234852965,1.0917734383220079e-07,75585.45287382898
2015,21,reference_both_poly_mean,0.0,-10.062556071131525,-33158.32390691154,3293.883951695984,False,40.16927317698158,90.79679051931453,8.624178704508267e-09,74291.87933236096
2015,21,reference_both_wide_mean,0.0,0.7020645778426633,2328.4862638650734,3316.7217320346313,False,0.0993281077465145,0.345775443477213,1.1069043454048355e-07,75150.84358834843
2015,35,observed_original,0.0,-1.7135461529836604,-8671.293505075511,5060.183882346709,True,13.773256387611648,15.241376596814199,8.237854842718662e-14,153191.82441455653
2015,35,observed_first_mean,0.0,-0.8722990242737707,-4409.736770552211,5055.174584762072,True,13.420398990062317,13.800851783936803,1.2273382798966281e-07,153292.61291503694
2015,35,observed_first_rep00,0.0,-0.7765849636219947,-3925.6974675921265,5054.962360345188,True,13.767334657599015,14.068876760460903,1.7691842285616488e-07,153326.29251678006
2015,35,observed_second_mean,0.0,-2.058363009365768,-10420.84828118257,5062.382740089701,True,13.936732819732505,16.055161958895155,1.2323475573339238e-13,153197.39534342138
