dataset,mass_MeV,lane,reference_root_delta,r,Ahat_window,sigma_A_window,remote,half_deviance_fit,half_deviance_null,max_score,min_lambda
2015,19,observed_original,0.0,-3.2106186896115254,-8414.33202365642,2620.417740785281,False,6.2317883933792855,11.3858245784207,1.141309269314661e-13,28479.086471741088
2015,19,observed_first_mean,0.0,-2.8551128849695284,-7472.62004276314,2616.9514417278206,False,6.431843743200748,10.50767853616026,6.683542608243442e-14,28479.890184488242
2015,19,observed_first_rep00,0.0,-2.765888815252014,-7236.776992601276,2616.1229226676282,False,6.481993043312984,10.30706351248108,6.972200594645983e-14,28479.436667396098
2015,19,observed_first_rep01,0.0,-2.9858053763750942,-7818.4249220242,2618.1917380416644,False,6.363357687422096,10.820874560217305,7.993605777301127e-14,28480.3340298839
2015,19,observed_first_rep02,0.0,-2.9408407828834995,-7699.991493033126,2617.961379278907,False,6.331427696480469,10.655699951615887,5.739853037312059e-14,28476.182375755947
2015,19,observed_first_rep03,0.0,-2.6492498495070813,-6928.29496210598,2614.888940869676,False,6.58975618676966,10.099018569326306,9.636735853746359e-14,28481.568100764045
2015,19,observed_first_rep04,0.0,-2.861448951023239,-7488.855680192039,2616.8292145374076,False,6.490709735477541,10.584654785133539,4.9404924595819466e-14,28483.49673034658
2015,19,observed_first_rep05,0.0,-2.9104102815161363,-7619.033439725084,2617.5242214685068,False,6.386756089160104,10.622000092537522,8.615330671091215e-14,28479.038337662758
2015,19,observed_first_rep06,0.0,-2.960785766459041,-7752.3958649393335,2618.02077723656,False,6.35413488134685,10.737261058780076,1.0336176359260207e-13,28478.88064861557
2015,19,observed_first_rep07,0.0,-2.8222344893086193,-7385.475798771535,2616.568003451922,False,6.472189652525719,10.45469340884726,6.761258219967203e-14,28481.249870397707
2015,19,observed_first_rep08,0.0,-2.8117226452944553,-7357.69371784602,2616.47181137685,False,6.477833928469066,10.43072604549989,2.0028423364237824e-13,28481.186024219496
2015,19,observed_first_rep09,0.0,-2.8548516392193894,-7472.075671549469,2617.000306772022,False,6.41751114936978,10.492600090346597,1.3422596367718143e-13,28478.837053972235
2015,19,observed_second_mean,0.0,-0.670727728979379,-1751.363224243838,2611.0623675564348,False,4.152160465045218,4.377098308256135,1.557645982197542e-07,28530.442219523065
2015,19,observed_second_rep00,0.0,-1.0828417282622915,-2828.5423803179983,2612.0248823745196,False,8.298392248273302,8.884665352506335,6.811218256075335e-14,28524.18882077355
2015,19,observed_second_rep01,0.0,-0.7482053740672729,-1956.2770744497298,2614.541066364768,False,9.684379391767965,9.96428503265954,7.571721027943568e-14,28529.02635342205
2015,19,observed_second_rep02,0.0,-0.31681578634655494,-825.7422478041582,2606.3434429695517,False,7.769543136966146,7.819729258205339,9.199602912790539e-09,28535.075058952414
2015,19,observed_second_rep03,0.0,-1.034230051409865,-2696.2736878102887,2606.9166021219835,False,7.550743319707634,8.08555921932726,3.553946209544634e-08,28522.482631050756
2015,19,observed_second_rep04,0.0,-0.31306294543126584,-815.992361518218,2606.4443689937375,False,6.794455844354131,6.843460048255181,6.767735488688587e-08,28540.139766935514
2015,19,observed_second_rep05,0.0,0.7654422081023206,1996.0244340585496,2607.7620418705424,False,11.63751724555752,11.930468132529798,7.561824615087698e-08,28534.582547196635
2015,19,observed_second_rep06,0.0,0.45697275404877197,1191.5453792960818,2607.527735236821,False,9.615859734783347,9.720271783754807,3.273739701548095e-08,28534.41052275898
2015,19,observed_second_rep07,0.0,0.33130289145804603,863.2233638487417,2605.5791701379626,False,9.303043167079684,9.357923970023915,3.701487033547224e-10,28540.83830630459
2015,19,observed_second_rep08,0.0,-1.3673767542207065,-3572.0674250946677,2612.195239209158,False,9.438067115248993,10.37292670924057,1.8888261948957208e-07,28514.227002425843
2015,19,observed_second_rep09,0.0,-2.8451248714082102,-7472.153097223552,2625.978640340595,False,7.04425520682816,11.091622973780952,1.27675647831893e-13,28471.283864961504
2015,19,observed_both_mean,0.0,-0.3140937642079908,-819.0470628666777,2607.6155742627047,False,4.228520869780137,4.27784831613731,2.7001469671272815e-09,28531.229945026425
2015,19,observed_both_rep00,0.0,-0.6366489534651205,-1660.2669022290215,2607.7491827658305,False,8.571113322248793,8.77377426722291,4.5075054799781356e-14,28524.40261355454
2015,19,observed_both_rep01,0.0,-0.5233418038090418,-1367.1693733864672,2612.3238745796807,False,9.686349598049244,9.823292919856295,3.1308289294429414e-14,28530.246744868946
2015,19,observed_both_rep02,0.0,-0.046080294741367045,-119.98920104081796,2603.9094947675612,False,7.736141118387923,7.737202815169649,1.150075063516276e-07,28532.169136636592
2015,19,observed_both_rep03,0.0,-0.46972866115131456,-1221.9906389453404,2601.4280224716936,False,7.863274014917197,7.9735965224707,1.2411156047331673e-08,28524.91666518419
2015,19,observed_both_rep04,0.0,0.037875078533606665,98.58419459624271,2602.881959284611,False,6.7814581213750555,6.782175382162019,1.4320938324097199e-09,28543.32458720328
2015,19,observed_both_rep05,0.0,1.0669190216578195,2779.0769719655177,2604.890217682839,False,11.7424850437342,12.31164314312184,1.3086864092404227e-08,28524.98728626476
2015,19,observed_both_rep06,0.0,0.7080502310932424,1844.5188515513491,2605.1484989932965,False,9.698169787828462,9.948837352704059,5.314276518841865e-09,28526.257590241512
2015,19,observed_both_rep07,0.0,0.7215830450081748,1877.3291189640233,2601.7641816453843,False,9.335689603772467,9.596030649194102,1.222986331372855e-07,28530.74522709674
2015,19,observed_both_rep08,0.0,-0.9669572367032493,-2522.188977386695,2608.26668735081,False,9.54582419311977,10.013327341926162,2.9169315796107043e-08,28516.303008772386
2015,19,observed_both_rep09,0.0,-2.489304273965116,-6529.019043760618,2622.5462129992375,False,7.206406829570476,10.304724713760972,1.4055423491754482e-13,28471.020870164753
