truth_model,study_scenario,background_toy_index,mass_mev,factor_previous,factor_current,lml_previous,lml_current,delta_lml,lml_tolerance,regression_beyond_tolerance
gengamma,2021_10pct,8,250,6,9,1477.8500988734825,1519.7427906414284,41.89269176794596,0.0015197427906414283,False
gengamma,2021_10pct,9,50,6,9,1632.5829268593527,1636.5197616255948,3.9368347662421,0.0016365197616255947,False
gengamma,2021_10pct,9,70,6,9,1581.8916480911432,1606.8914403582396,24.99979226709638,0.0016068914403582395,False
gengamma,2021_10pct,9,90,6,9,1546.628659598015,1584.5479278460484,37.919268248033404,0.0015845479278460484,False
gengamma,2021_10pct,9,110,6,9,1531.2805466137845,1573.6138621175214,42.33331550373691,0.0015736138621175214,False
gengamma,2021_10pct,9,130,6,9,1523.8676382059311,1570.9703698741105,47.10273166817933,0.0015709703698741104,False
gengamma,2021_10pct,9,150,6,9,1500.2603173067123,1546.9457258588077,46.685408552095396,0.0015469457258588076,False
gengamma,2021_10pct,9,170,6,9,1498.004434807814,1543.0588565365224,45.05442172870835,0.0015430588565365224,False
gengamma,2021_10pct,9,190,6,9,1490.8359055408262,1536.114453257429,45.278547716602816,0.0015361144532574289,False
gengamma,2021_10pct,9,210,6,9,1486.736136007646,1530.5500465832608,43.81391057561473,0.0015305500465832608,False
gengamma,2021_10pct,9,230,6,9,1476.4583737132364,1517.068379566379,40.61000585314264,0.0015170683795663789,False
gengamma,2021_10pct,9,250,6,9,1478.837067117652,1514.9756403015556,36.138573183903645,0.0015149756403015555,False
gengamma,2021_10pct_x10,0,50,6,9,2057.6404660360154,2067.5221540411635,9.881688005148135,0.0020675221540411635,False
gengamma,2021_10pct_x10,0,70,6,9,1997.283133316929,2029.1603585472456,31.877225230316526,0.0020291603585472456,False
gengamma,2021_10pct_x10,0,90,6,9,1967.5199225483912,2009.492126957624,41.972204409232745,0.002009492126957624,False
gengamma,2021_10pct_x10,0,110,6,9,1954.6394175451196,2003.1685816256131,48.5291640804935,0.002003168581625613,False
gengamma,2021_10pct_x10,0,130,6,9,1927.0441328140964,1980.0650970885367,53.0209642744403,0.0019800650970885365,False
gengamma,2021_10pct_x10,0,150,6,9,1913.043495038176,1966.8767698059671,53.83327476779118,0.001966876769805967,False
gengamma,2021_10pct_x10,0,170,6,9,1901.168560431517,1953.768465712064,52.599905280546864,0.001953768465712064,False
gengamma,2021_10pct_x10,0,190,6,9,1882.9514100596084,1933.3409628236227,50.3895527640143,0.0019333409628236227,False
gengamma,2021_10pct_x10,0,210,6,9,1879.4872471278163,1925.553050815,46.06580368718369,0.001925553050815,False
gengamma,2021_10pct_x10,0,230,6,9,1862.2832336805816,1905.5831657261376,43.299932045556034,0.0019055831657261374,False
gengamma,2021_10pct_x10,0,250,6,9,1854.471196803546,1894.3006537813817,39.82945697783566,0.0018943006537813817,False
gengamma,2021_10pct_x10,1,50,6,9,2054.278961404531,2065.2187702357446,10.939808831213668,0.0020652187702357447,False
gengamma,2021_10pct_x10,1,70,6,9,1995.8964321868564,2031.2915846372928,35.3951524504364,0.0020312915846372927,False
gengamma,2021_10pct_x10,1,90,6,9,1959.9514050322323,2009.0765575286796,49.1251524964473,0.0020090765575286793,False
gengamma,2021_10pct_x10,1,110,6,9,1934.7762570370005,1990.1606871268473,55.384430089846774,0.001990160687126847,False
gengamma,2021_10pct_x10,1,130,6,9,1926.2678651243104,1982.278119655335,56.01025453102466,0.001982278119655335,False
gengamma,2021_10pct_x10,1,150,6,9,1906.9010752520103,1964.765193262564,57.86411801055374,0.0019647651932625638,False
gengamma,2021_10pct_x10,1,170,6,9,1892.258307212761,1948.802066101242,56.54375888848085,0.0019488020661012418,False
gengamma,2021_10pct_x10,1,190,6,9,1874.3853715074831,1928.6659626550577,54.28059114757457,0.0019286659626550576,False
gengamma,2021_10pct_x10,1,210,6,9,1873.8207955687683,1924.762874992504,50.94207942373578,0.001924762874992504,False
