toy_index,toy_hist,function_tag,source_model,source_label,source_root,container,dataset,mass_GeV,sigma_val,blind_lo,blind_hi,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma,native_input_bin_width_gev,production_rebin_requested,rebinned_bin_width_gev,rebinned_n_full,rebinned_n_blind,rebinned_n_train_expected,rebinned_n_train_low,rebinned_n_train_high,training_geometry_valid,optimizer_restarts_requested,eps2_density_implementation,eps2_up_promotable,study_id,task_id,truth_model,truth_function_tag,study_scenario,source_family,exposure_multiplier,ls_upper_factor_requested,background_toy_index,optimizer_seed,injection_seed,generated_config_sha256,base_config_sha256,fit_code_commit,expected_limit_bands
0,toy_0000,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct,2021,0.25,0.006871687500000001,0.234538703125,0.265461296875,2822.659214115535,1.1872935510482446e-05,0.5,0.0,-4871.253132525858,2621.1220520679976,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.78**2 * RBF(length_scale=0.163),0.029827349120775296,0.16269463156786523,0.0696616793929821,0.16269463156786523,0.02711577192797754,33.44408516291868,1501.3351738838244,366,1.1,6.0,6.0,4.3406148956534025,23.67608124901856,23.67608124901856,0.0001250000000000001,5,0.0006250000000000006,416,50,366,311,55,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f06__gengamma__2021_10pct__t0000,gengamma,fGenGammaThresh,2021_10pct,ten_pct,1,6,0,1787978284,,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False
1,toy_0001,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct,2021,0.05,0.0019941875000000003,0.045513078125,0.054486921875000004,18021.83376236944,3.934563643328829e-05,0.02925188241944532,1.8919040593642946,10684.317992785089,5649.016348287579,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.61**2 * RBF(length_scale=0.235),0.04301982086534748,0.2346535683564408,0.1004726553650726,0.23465356835644077,0.0391089280594068,57.84742170398295,1658.1941920384604,402,1.1,6.0,5.999999999999999,21.57260581833327,117.66875900909055,117.66875900909054,0.0001250000000000001,5,0.0006250000000000006,416,14,402,9,393,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f06__gengamma__2021_10pct__t0001,gengamma,fGenGammaThresh,2021_10pct,ten_pct,1,6,1,3780334229,,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False
1,toy_0001,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct,2021,0.07,0.0021727875000000004,0.065111228125,0.07488877187500001,16233.672151671035,4.2434330840160115e-06,0.5,0.0,-5368.456108233393,11496.448303298117,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,6**2 * RBF(length_scale=0.183),0.0336246112080568,0.18340697022576435,0.07853017296994179,0.18340697022576435,0.030567828370960726,36.046303721579584,1611.405515792824,400,1.1,6.0,6.0,15.475333509630737,84.41091005253128,84.41091005253128,0.0001250000000000001,5,0.0006250000000000006,416,16,400,40,360,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f06__gengamma__2021_10pct__t0001,gengamma,fGenGammaThresh,2021_10pct,ten_pct,1,6,1,351518053,,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False
1,toy_0001,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct,2021,0.09,0.0024200875,0.084554803125,0.095445196875,28082.78178535401,5.843945323412453e-06,0.12639714196989715,1.1435886185821893,12830.59177606192,11254.219883636413,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.76**2 * RBF(length_scale=0.159),0.02918815006379436,0.15920809125706015,0.068168832020076,0.15920809125706015,0.02653468187617669,33.137239521020845,1575.6344722289887,398,1.1,6.0,6.0,12.060782952597524,65.78608883235013,65.78608883235013,0.0001250000000000001,5,0.0006250000000000006,416,18,398,71,327,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f06__gengamma__2021_10pct__t0001,gengamma,fGenGammaThresh,2021_10pct,ten_pct,1,6,1,2130302069,,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False
1,toy_0001,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct,2021,0.11,0.0027360875000000005,0.103843803125,0.116156196875,17210.200756908638,4.050649182086948e-06,0.4331484142351418,0.1683641260454744,1661.2833362122203,9902.965586598062,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.69**2 * RBF(length_scale=0.147),0.027026133767267792,0.14741527509418795,0.06311944980775817,0.14741527509418792,0.02456921251569799,32.327943684910416,1556.589262977176,396,1.1,6.0,5.999999999999999,9.87765697086361,53.878128931983326,53.87812893198331,0.0001250000000000001,5,0.0006250000000000006,416,20,396,102,294,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f06__gengamma__2021_10pct__t0001,gengamma,fGenGammaThresh,2021_10pct,ten_pct,1,6,1,1162392770,,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False
1,toy_0001,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct,2021,0.13,0.0031207875000000005,0.122978228125,0.137021771875,15432.23096508491,4.781584948771289e-06,0.35810282651413294,0.36353449044709485,2990.8753474605696,8233.080496609062,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.67**2 * RBF(length_scale=0.142),0.026094686546458946,0.14233465388977606,0.06094405777393256,0.14233465388977606,0.023722442314962677,32.17429565544003,1550.2097367175702,394,1.1,6.0,6.0,8.36157109269982,45.60856959654448,45.60856959654448,0.0001250000000000001,5,0.0006250000000000006,416,22,394,133,261,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f06__gengamma__2021_10pct__t0001,gengamma,fGenGammaThresh,2021_10pct,ten_pct,1,6,1,2013211444,,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False
1,toy_0001,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct,2021,0.15,0.0035741875,0.141958078125,0.158041921875,8856.950547849174,3.92465786569511e-06,0.5,0.0,-5577.084517968939,6834.2669841373145,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.69**2 * RBF(length_scale=0.141),0.025903308601612565,0.14129077419061398,0.060497095189936435,0.14129077419061398,0.02354846236510233,32.367504998165906,1524.5359595399093,390,1.1,6.0,6.0,7.247327847689178,39.5308791692137,39.5308791692137,0.0001250000000000001,5,0.0006250000000000006,416,26,390,163,227,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f06__gengamma__2021_10pct__t0001,gengamma,fGenGammaThresh,2021_10pct,ten_pct,1,6,1,339044964,,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False
1,toy_0001,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct,2021,0.17,0.0040962875,0.160783353125,0.17921664687500002,5961.309612198376,3.9771040258899895e-06,0.5,0.0,-10212.183009291904,5533.16938013231,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.65**2 * RBF(length_scale=0.143),0.026191094099248028,0.1428605132686256,0.06116921730809905,0.14286051326862562,0.02381008554477093,31.90413871052565,1520.6752540148846,386,1.1,6.0,6.000000000000001,6.39386129495257,34.87560706337765,34.87560706337766,0.0001250000000000001,5,0.0006250000000000006,416,30,386,193,193,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f06__gengamma__2021_10pct__t0001,gengamma,fGenGammaThresh,2021_10pct,ten_pct,1,6,1,2791289224,,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False
1,toy_0001,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct,2021,0.19,0.0046870875,0.179454053125,0.200545946875,5891.400798171915,6.074839665319853e-06,0.5,0.0,-3279.6108424926724,4453.6568322918465,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.67**2 * RBF(length_scale=0.146),0.026806469842839676,0.14621710823367096,0.06260642540804519,0.14621710823367096,0.02436951803894516,32.137160297199024,1508.0419649781243,382,1.1,6.0,6.0,5.719216857555929,31.19572831394143,31.19572831394143,0.0001250000000000001,5,0.0006250000000000006,416,34,382,223,159,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f06__gengamma__2021_10pct__t0001,gengamma,fGenGammaThresh,2021_10pct,ten_pct,1,6,1,956511598,,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False
1,toy_0001,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct,2021,0.21,0.0053465875,0.197970178125,0.22202982187499998,10322.23661276729,1.6804418735655315e-05,0.05598765391165205,1.5893769832625713,5653.628457901757,3555.8589750621777,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.67**2 * RBF(length_scale=0.151),0.027655357796407824,0.15084740616222447,0.0645890005347379,0.15084740616222447,0.025141234360370746,32.2005158686209,1519.6629209309292,378,1.1,6.0,6.0,5.172525053860584,28.21377302105773,28.21377302105773,0.0001250000000000001,5,0.0006250000000000006,416,38,378,253,125,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f06__gengamma__2021_10pct__t0001,gengamma,fGenGammaThresh,2021_10pct,ten_pct,1,6,1,3082741453,,ab1cfb0f1bf679ab62b497c306687a17684eba784fc33ba0c217b2c49c61ad2c,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False
