truth_model,study_scenario,factor,scan_rows,scan_toys,scan_masses,ls_ratio_median,ls_ratio_min,ls_ratio_max,bound_rows,bound_row_fraction,toys_with_any_bound,total_toys,toy_any_bound_fraction,injection_rows,signal_strata,pull_mean_strata_median,pull_width_strata_median,sigma_A_over_anchor_median,sigmaA_ref_over_anchor_median,Ahat_minus_Ainj_over_anchor_sigma_median,injection_ls_ratio_median,injection_refit_bound_fraction,response_rows,positive_signal_strata,paired_response_mean,paired_response_median,paired_response_std,paired_response_candidate_prefit_sigma_units_median,paired_response_anchor_prefit_sigma_units_median,paired_response_anchor_fitted_sigma_units_median,adjacent_lml_comparisons,adjacent_lml_min_delta,adjacent_lml_median_delta,adjacent_lml_regressions
sigpowexpq,2021_10pct_x10,20,110,10,11,15.785239302575562,9.957272078250602,17.32931500849022,0,0.0,0,10,0.0,120,12,0.13122044886301842,1.018920439878195,0.9856766526807227,0.9855808359696429,0.023143595664013954,15.521052459405086,0.0,90.0,9,1.0296548841205482,0.9796034638931042,0.22012326109199,2.97681737491358,2.9388103916793122,2.9348072077777436,110,-4.026416445412906e-05,1.1325577352486107,0
sigpowexpq,2021_10pct_x10,25,110,10,11,15.786151445905777,9.957276749987912,17.3293055529707,0,0.0,0,10,0.0,120,12,0.12944045958807532,0.9921138457288473,0.985672607767456,0.9855675714156937,0.05412938655818701,15.521213997196801,0.0,90.0,9,0.9902507939100955,0.9796062057961029,0.14697766924015918,2.9768982512970483,2.938818617388309,2.9348036994350917,110,-2.982775959026185e-05,1.165101139122271e-06,0
sigpowexpq,2021_1pct,6,110,10,11,6.0,5.999999999999999,6.000000000000001,110,1.0,10,10,1.0,120,12,0.27606352296544573,0.6943671082307357,1.7770190916441573,1.7706310359088209,0.6296033286065598,6.000000000000006,0.9583333333333334,90.0,9,0.9548146332730496,0.9455330727080494,0.04470149000752697,1.5674840674982315,2.929321779871822,2.9238607745246448,0,,,0
sigpowexpq,2021_1pct,9,110,10,11,9.0,8.999999999999998,9.000000000000002,110,1.0,10,10,1.0,120,12,0.13296828487287338,0.9428970963417016,1.2371017778725104,1.2372131199250516,0.07731077816375609,9.000000000000009,0.975,90.0,9,0.9487522578015529,0.9446215014046073,0.03405693046617972,2.312127024438648,2.9166858524052515,2.910699840165007,110,23.130953939935807,42.718043740860935,0
sigpowexpq,2021_1pct,12,110,10,11,12.0,10.823616906864984,12.0,104,0.9454545454545454,10,10,1.0,120,12,0.16642089145054828,0.8562143417035932,1.0645189650098401,1.0645176253503887,0.07994417770436404,12.000000000000012,0.9833333333333334,90.0,9,0.9572198062272481,0.9562949035859849,0.03137998258771834,2.7335032155600336,2.9409846349154787,2.9349483082098597,110,6.283348040410829,22.075203215317742,0
sigpowexpq,2021_1pct,15,110,10,11,15.0,10.823685086815152,15.000000000000002,95,0.8636363636363636,10,10,1.0,120,12,0.31554727370786667,0.993302149759398,1.0,1.0,0.4071865190661861,15.000000000000004,0.6666666666666666,90.0,9,0.9630424920917442,0.9561317140581518,0.029725070707718314,2.9543846726275795,2.9543846726275795,2.9483206226933576,110,-6.017239684297238e-08,13.23655912630204,0
sigpowexpq,2021_1pct,20,110,10,11,18.18669713933876,10.823653473511945,20.0,12,0.10909090909090909,4,10,0.4,120,12,0.33516063821527387,1.1604308539977886,0.9670766449960719,0.9672204312523148,0.27939606046871673,17.539282829769355,0.13333333333333333,90.0,9,0.9628747291252312,0.9594597469413912,0.029727531978960556,3.0765689342469926,2.961190086687565,2.9551119766418443,110,-4.347521098679863e-08,4.752277375065091,0
sigpowexpq,2021_1pct,25,110,10,11,18.186696853035798,10.823619012178424,20.774905068789575,0,0.0,0,10,0.0,120,12,0.2833710824522909,1.2269608223222987,0.9670762819128862,0.967221016281754,0.271003180167677,17.539302020409544,0.0,90.0,9,0.9628765394329644,0.9594701056665527,0.0297273263061126,3.0765698327048496,2.9611923889060323,2.9551142731026347,110,-1.4293232197815087e-07,5.940592018305324e-09,0
sigpowexpq,2021_1pct_x10,6,110,10,11,6.0,5.999999999999999,6.000000000000001,110,1.0,10,10,1.0,120,12,-0.05496755196371589,0.8784648666591501,1.9006929894646247,1.902415633725846,-0.32848615171977924,6.000000000000006,0.9916666666666667,90.0,9,0.968482966506671,0.9710970835123507,0.022956961257956356,1.5115892856798128,2.8988415008535284,2.8971552781412457,0,,,0
sigpowexpq,2021_1pct_x10,9,110,10,11,9.0,8.999999999999998,9.000000000000002,110,1.0,10,10,1.0,120,12,0.09584628348951815,0.9326572942520028,1.2776446171560498,1.2788829578565677,0.2071880984882135,9.000000000000009,0.9916666666666667,90.0,9,0.9747463578018631,0.9756122133409625,0.013828725710156805,2.2841591586141625,2.920418648037083,2.919546666876238,110,32.061211382119836,53.79358452147335,0
sigpowexpq,2021_1pct_x10,12,110,10,11,12.0,10.505477287818618,12.0,100,0.9090909090909091,10,10,1.0,120,12,0.07913986169407186,0.9342103179056223,1.0935373704438587,1.093576098378293,0.17294259060768452,12.000000000000012,0.9916666666666667,90.0,9,0.9798730503727923,0.9803626345700238,0.012725696047960734,2.6862776098879015,2.9375225347292373,2.9366450281589156,110,4.9658654321387985,26.98792139639511,0
sigpowexpq,2021_1pct_x10,15,110,10,11,15.0,10.505832463773,15.000000000000002,88,0.8,10,10,1.0,120,12,0.36204005293688585,0.9461124678208654,1.0,1.0,0.5113449443627948,15.000000000000004,0.6583333333333333,90.0,9,0.9853298308976217,0.9838633157843093,0.012110324971351314,2.9482213373034516,2.9482213373034516,2.947340483630935,110,-1.3841086001775693e-06,14.090247629260602,0
sigpowexpq,2021_1pct_x10,20,110,10,11,16.562521870837585,10.50583625684794,18.59783711331407,0,0.0,0,10,0.0,120,12,0.33206866882944774,0.9706949643909809,0.980721874383396,0.9800980479228742,0.5879268727415303,16.28604964956314,0.0,90.0,9,0.9837507202560868,0.9848578607823322,0.0212516747137046,3.0385272456747403,2.94983599469297,2.9489554637992272,110,-8.551417067792499e-07,2.3377515382258025,0
sigpowexpq,2021_1pct_x10,25,110,10,11,16.562671592810577,10.505833471357542,18.597927391289225,0,0.0,0,10,0.0,120,12,0.33206319585981764,0.9706948598430483,0.9807211577238802,0.9800969724146817,0.5879663159129604,16.286087825295688,0.0,90.0,9,0.9837500439814209,0.984855890504317,0.021257473808588813,3.038583949837387,2.9497840948412044,2.9489035886623283,110,-2.1167320483073127e-06,-4.000571607321035e-08,0
sigpowexpq,2021_1pct_x100,6,110,10,11,6.0,5.999999999999999,6.000000000000001,110,1.0,10,10,1.0,120,12,0.38238501275465875,1.1534058413397883,1.9333382056975883,1.9325397552373265,0.3919853741273006,6.000000000000006,0.9833333333333334,90.0,9,0.9219598268062003,0.9541348641864038,0.022085553799886228,1.4794873919821083,2.862404592559211,2.862357272373699,0,,,0
sigpowexpq,2021_1pct_x100,9,110,10,11,9.0,8.999999999999998,9.000000000000002,110,1.0,10,10,1.0,120,12,0.3679144973956435,1.0775610430471456,1.2709327890267783,1.2704598440469028,0.4931975727338629,9.000000000000009,0.9833333333333334,90.0,9,0.9360325748811562,0.9612069837732032,0.01445610435840268,2.2664557995334036,2.8836209513196094,2.8832127327164265,110,35.280914466439754,64.75774884500788,0
sigpowexpq,2021_1pct_x100,12,110,10,11,12.0,9.240131826567875,12.0,98,0.8909090909090909,10,10,1.0,120,12,0.8995277086856412,1.049396896479355,1.0584453700634813,1.0581962419135005,0.9223592233353972,12.000000000000002,0.6416666666666667,90.0,9,0.9415749953821912,0.9691351900691283,0.012078151412616055,2.747001199262301,2.9074055702073847,2.9067607836155096,110,0.18915056510741124,32.74533123530432,0
sigpowexpq,2021_1pct_x100,15,110,10,11,14.46773710723265,9.240111900641304,15.000000000000002,37,0.33636363636363636,10,10,1.0,120,12,0.28244269208150985,1.0371134156033863,1.0,1.0,0.11554472283691539,14.20212745568359,0.20833333333333334,90.0,9,0.9415593285497845,0.9719183570868446,0.01160308331163289,2.9157550712605333,2.9157550712605333,2.9151082410283737,110,-2.1227222987363348e-05,10.707970215511182,0
sigpowexpq,2021_1pct_x100,20,110,10,11,14.467463277989827,9.2402374704558,16.243830908428478,0,0.0,0,10,0.0,120,12,0.2938214431590987,1.113551564252602,1.0000001413613382,0.9999958920549319,0.1853595264180001,14.2020996096485,0.0,90.0,9,0.9071874676673651,0.9719210360205497,0.12016052326776755,2.9157925553433053,2.9157631080616486,2.9151162772819488,110,-2.4724271497689188e-05,6.801141012147127e-06,0
sigpowexpq,2021_1pct_x100,25,110,10,11,14.467260324970788,9.240310910592264,16.244857880526492,0,0.0,0,10,0.0,120,12,0.2617376270164339,1.1135701418369668,0.9999993034531671,0.99998130063038,0.1049786679860447,14.202103678788728,0.0,90.0,9,0.8674700963331187,0.9719326243098075,0.28387883299506095,2.915824189677001,2.9157978729294225,2.9151510346562217,110,-3.2086316650747904e-05,-4.197088401269866e-07,0
