truth_model,study_scenario,factor,scan_rows,scan_toys,scan_masses,ls_ratio_median,ls_ratio_min,ls_ratio_max,bound_rows,bound_row_fraction,toys_with_any_bound,total_toys,toy_any_bound_fraction,injection_rows,signal_strata,pull_mean_strata_median,pull_width_strata_median,sigma_A_over_anchor_median,sigmaA_ref_over_anchor_median,Ahat_minus_Ainj_over_anchor_sigma_median,injection_ls_ratio_median,injection_refit_bound_fraction,response_rows,positive_signal_strata,paired_response_mean,paired_response_median,paired_response_std,paired_response_candidate_prefit_sigma_units_median,paired_response_anchor_prefit_sigma_units_median,paired_response_anchor_fitted_sigma_units_median,adjacent_lml_comparisons,adjacent_lml_min_delta,adjacent_lml_median_delta,adjacent_lml_regressions
sigpowexpq,2021_10pct,6,110,10,11,6.0,2.20752350719792,6.000000000000001,108,0.9818181818181818,10,10,1.0,120,12,-0.6305202846855509,0.7892230432429668,1.912124320308156,1.9135805961259469,-1.5644853439383448,6.000000000000006,0.9833333333333334,90.0,9,0.9735284834755908,0.9741150375402143,0.02923285031432706,1.467449742107429,2.956938648643847,2.95644287687944,0,,,0
sigpowexpq,2021_10pct,9,110,10,11,9.0,8.999999999999998,9.000000000000002,110,1.0,10,10,1.0,120,12,-0.4987478611481158,0.7560623584192535,1.2822998296287664,1.282859184406341,-0.7582089539616486,9.000000000000009,0.9833333333333334,90.0,9,0.9769638100407034,0.9786757516768747,0.01686454382692091,2.281327477239435,2.957244152975342,2.956748394181848,110,32.09120068288553,54.52644601330803,0
sigpowexpq,2021_10pct,12,110,10,11,12.0,11.28948338812533,12.0,101,0.9181818181818182,10,10,1.0,120,12,-0.54454312307251,0.7758833574016211,1.0942629402260033,1.09418888024073,-0.48641658417768574,12.000000000000012,0.9833333333333334,90.0,9,0.9813413456866622,0.9832502265865641,0.018478178271134592,2.708121701539837,2.9725045851554897,2.966654157555757,110,8.287201415742175,27.3615511482883,0
sigpowexpq,2021_10pct,15,110,10,11,15.0,11.289400322711147,15.000000000000002,95,0.8636363636363636,10,10,1.0,120,12,-0.37100763636420453,1.06127048974048,1.0,1.0,-0.17711700069310504,15.000000000000004,0.6583333333333333,90.0,9,0.9852274109366261,0.9862440405446159,0.015500905836909305,2.9795408729299475,2.9795408729299475,2.9738991790419265,110,-1.359102270725998e-06,15.000226060279374,0
sigpowexpq,2021_10pct,20,110,10,11,17.91335261371402,11.289485557315023,19.94177737573676,0,0.0,0,10,0.0,120,12,-0.6143847161801086,1.0783651357205053,0.9662408150360597,0.9666050375229431,-0.1973468101908581,17.669780495453914,0.0,90.0,9,0.9861098608817942,0.9882965534485411,0.017222694445067396,3.079202690045771,2.980937936867246,2.9750709045665342,110,-3.5465359360387083e-07,5.252147062527911,0
sigpowexpq,2021_10pct,25,110,10,11,17.913337837415888,11.289404715523249,19.94177419901836,0,0.0,0,10,0.0,120,12,-0.6372669903879575,1.0783755994834334,0.9662395967615603,0.9666036330440257,-0.2451368294549432,17.669980018967735,0.0,90.0,9,0.973948924896425,0.9882984600020599,0.01722323805190866,3.079179069200419,2.9809204942148755,2.9750534964506823,110,-2.775204393401509e-06,-6.790287443436682e-08,0
sigpowexpq,2021_10pct_x10,6,110,10,11,6.0,5.077386321195101,6.000000000000001,109,0.990909090909091,10,10,1.0,120,12,-0.11008248747180426,1.0234085370788355,2.0042624874946364,2.004860621031699,-0.3376759768908586,6.000000000000006,0.9666666666666667,90.0,9,0.9162595666455953,0.965535668703869,0.19190174665362567,1.4474390857563026,2.902469099098779,2.902220665962254,0,,,0
sigpowexpq,2021_10pct_x10,9,110,10,11,9.0,7.318140479530023,9.000000000000002,109,0.990909090909091,10,10,1.0,120,12,0.01125123553774356,0.966650396050017,1.3141836261683322,1.3142162961914396,0.37855329514334,9.000000000000009,0.9666666666666667,90.0,9,0.9432576872284072,0.9705282595366911,0.11284211957525728,2.2166097563430176,2.914071210454822,2.9130035283585034,110,38.050078221836884,65.72478307262543,0
sigpowexpq,2021_10pct_x10,12,110,10,11,12.0,9.95749003716515,12.0,100,0.9090909090909091,10,10,1.0,120,12,0.10022717147523401,0.8932624921779647,1.091590085745177,1.0915684358740319,0.11543806168652213,12.000000000000002,0.7333333333333334,90.0,9,0.9497343581917249,0.9753581259389845,0.08428906420038693,2.680661878693737,2.926074377816953,2.9250041386380796,110,3.490096869205445,33.48321000439978,0
sigpowexpq,2021_10pct_x10,15,110,10,11,15.0,9.957134065606446,15.000000000000002,75,0.6818181818181818,10,10,1.0,120,12,-0.04135106349119737,0.9362510921498104,1.0,1.0,0.038886142732408036,15.000000000000004,0.6333333333333333,90.0,9,0.952854995316884,0.9795983478807966,0.15502894029097278,2.9401658394645294,2.9401658394645294,2.936331033588636,110,-6.270035100897076e-06,15.619201677009642,0
