truth_model,study_scenario,factor,mass_mev,anchor_nsigma,injection_rows,injection_toys,sigma_A_over_anchor_median,sigmaA_ref_over_anchor_median,Ahat_minus_Ainj_over_anchor_sigma_median,pull_mean,pull_width,refit_ls_ratio_median,refit_ls_ratio_max,refit_bound_rows,Nsig_win_median,Nsig_train_median,refit_bound_row_fraction,response_rows,paired_response_mean,paired_response_median,paired_response_std,paired_response_candidate_prefit_sigma_units_median,paired_response_anchor_prefit_sigma_units_median,paired_response_anchor_fitted_sigma_units_median
gengamma,2021_10pct,6,220,3.0,10,10,1.6459640020506248,1.645509094098906,0.9537354021575379,0.06897945467369686,1.1969173078623785,6.000000000000001,6.000000000000001,10,5908.5,127.0,1.0,10.0,0.9713619987967907,0.970590953969491,0.021279318517945362,1.7654286905858554,2.911772861908473,2.9085207363281995
gengamma,2021_10pct,6,220,5.0,10,10,1.6462062501314607,1.645509094098906,0.9429887742950813,0.03194519715546269,1.1845233786865221,6.000000000000001,6.000000000000001,10,9802.5,214.5,1.0,10.0,0.9706229652132794,0.9728570031062498,0.023668220179102997,2.953334283461992,4.864285015531248,4.854116457798039
gengamma,2021_10pct,9,60,0.0,10,10,0.9999985538213616,1.0000015429105862,-1.1695596706847757,-0.8262703919347043,1.0804589597424843,8.864289786660775,9.000000000000009,2,0.0,0.0,0.2,,,,,,,
gengamma,2021_10pct,9,60,1.0,10,10,1.0000046861164433,1.0000015429105862,-1.2481411198576846,-0.9022127313638588,1.0660575753641308,8.862187955759556,9.000000000000009,2,6706.0,241.5,0.2,10.0,0.923243409417168,0.9238969884374355,0.028220229111398272,0.9239033307957925,0.9238969884374355,0.9239443774371237
gengamma,2021_10pct,9,60,3.0,10,10,0.9999987876823344,1.0000015429105862,-1.358709253995003,-1.0546957714958693,1.0320570375445184,8.859293928862913,9.000000000000009,2,19911.5,720.0,0.2,10.0,0.9232265107192461,0.9261575868950712,0.019681459803800386,2.759520368364304,2.7784727606852138,2.7932845545470553
gengamma,2021_10pct,9,60,5.0,10,10,1.0000096396024303,1.0000015429105862,-1.320378924382782,-1.1312049341745514,1.0075975170678761,8.738151705936003,9.000000000000009,2,33197.0,1214.5,0.2,10.0,0.6751052857469896,0.9268679293416057,0.8007530637774711,4.634428255523321,4.634339646708028,4.652874798366678
gengamma,2021_10pct,9,120,0.0,10,10,1.1784703575905557,1.1786371595298881,-0.34380171229580647,-0.12413531963392939,1.6062486645462888,9.000000000000034,9.000000000000034,10,0.0,0.0,1.0,,,,,,,
gengamma,2021_10pct,9,120,1.0,10,10,1.17835261634904,1.1786371595298881,-0.36802395318756154,-0.13970959445316083,1.611987655309414,9.000000000000034,9.000000000000034,10,4968.0,94.0,1.0,10.0,0.9816645149307621,0.9805172334560895,0.027178246304888645,0.8304106058868144,0.9805172334560895,0.9804375032259182
gengamma,2021_10pct,9,120,3.0,10,10,1.1781180866689327,1.1786371595298881,-0.3886454799746725,-0.17587934106235417,1.6027693919082229,9.000000000000034,9.000000000000034,10,14941.5,295.0,1.0,10.0,0.9797228610374541,0.9817130233653872,0.008063764008985832,2.4900796956113114,2.9451390700961615,2.9424796832598394
gengamma,2021_10pct,9,120,5.0,10,10,1.177844320557846,1.1786371595298881,-0.4060081879764731,-0.21631371348633494,1.5904693563822694,9.000000000000034,9.000000000000034,10,24966.0,470.5,1.0,10.0,0.9782958702848029,0.979205641004675,0.008218987758359048,4.149005256022875,4.896028205023375,4.888760286877986
