factor,truth_model,study_scenario,background_toy_index,mass_mev,injection_toy,anchor_nsigma,inj_nsigma,strength,anchor_strength,A_hat,sigmaA_ref,injection_anchor_sigmaA_ref,anchor_sigma_A,sigma_A_over_anchor,sigmaA_ref_over_anchor,Ahat_minus_Ainj_over_anchor_sigma,A_hat_zero,delta_A_hat,paired_response,paired_response_candidate_prefit_sigma_units,paired_response_anchor_prefit_sigma_units,paired_response_anchor_fitted_sigma_units
6,sigpowexpq,2021_10pct,0,60,0,1.0,0.5229039709500609,4852.577179978589,4852.577179978589,6450.68545493499,9280.05417737022,4852.577179978589,4852.646839319312,1.912661780686508,1.9123970280491587,0.32932713380406853,2150.2851999356703,4300.40025499932,0.8862095532952028,0.46340249451194115,0.8862095532952028,0.8861968318309651
6,sigpowexpq,2021_10pct,0,60,0,3.0,1.5687119128501823,14557.731539935769,14557.731539935769,15459.382212710692,9280.05417737022,4852.577179978589,4853.687006921721,1.9129633447699683,1.9123970280491587,0.18576613438178077,2150.2851999356703,13309.097012775022,0.9142287708950116,1.4341615639733851,2.742686312685035,2.7420591797112697
6,sigpowexpq,2021_10pct,0,60,0,5.0,2.6145198547503044,24262.885899892943,24262.885899892943,24810.74881595613,9280.05417737022,4852.577179978589,4854.841734281565,1.913232727366058,1.9123970280491587,0.11284876954784208,2150.2851999356703,22660.463616020457,0.9339558249383864,2.4418460477611106,4.669779124691932,4.667600893353082
6,sigpowexpq,2021_10pct,0,120,0,1.0,0.4964229301172748,4511.074642521664,4511.074642521664,10435.321341806688,9087.160098458726,4511.074642521664,4512.836063490455,2.014333160909334,2.014411380561652,1.3127546881689545,6115.149855353948,4320.17148645274,0.957681224276482,0.4754149194736302,0.957681224276482,0.9573074283383789
6,sigpowexpq,2021_10pct,0,120,0,3.0,1.4892687903518245,13533.223927564992,13533.223927564992,19368.521537428,9087.160098458726,4511.074642521664,4514.385297577876,2.014207538489474,2.014411380561652,1.2926007031331261,6115.149855353948,13253.371682074054,0.9793210954766718,1.4584723432265665,2.937963286430015,2.9358087111405724
6,sigpowexpq,2021_10pct,0,120,0,5.0,2.482114650586374,22555.37321260832,22555.37321260832,28518.572969204393,9087.160098458726,4511.074642521664,4515.935850119074,2.014105930115773,2.014411380561652,1.3204792881278062,6115.149855353948,22403.423113850447,0.9932632416530828,2.4653932439960307,4.966316208265414,4.9609701858939665
6,sigpowexpq,2021_10pct,0,220,0,1.0,0.5219310988064161,1683.7633373053852,1683.7633373053852,706.8760088757408,3226.02608113584,1683.7633373053852,1684.0005990178192,1.9150982512462795,1.915961708905373,-0.5800991573277389,-1109.6220664415378,1816.4980753172786,1.0788321820953268,0.5630760662287375,1.0788321820953268,1.0786801835918214
6,sigpowexpq,2021_10pct,0,220,0,3.0,1.5657932964192482,5051.290011916156,5051.290011916156,3929.0550801625295,3226.02608113584,1683.7633373053852,1685.5435867713002,1.9149878237270865,1.915961708905373,-0.6658000069302834,-1109.6220664415378,5038.677146604067,0.9975030407515042,1.5618835743665214,2.992509122254513,2.98934847259321
6,sigpowexpq,2021_10pct,0,220,0,5.0,2.6096554940320806,8418.816686526927,8418.816686526927,6745.419596454179,3226.02608113584,1683.7633373053852,1686.9453089852527,1.9146859200629944,1.915961708905373,-0.9919687859230871,-1109.6220664415378,7855.041662895716,0.9330339352164005,2.434897135155852,4.665169676082003,4.656370079727573
6,sigpowexpq,2021_10pct,1,60,0,1.0,0.5267039454795569,4899.945956679876,4899.945956679876,-10299.306573872102,9303.036361762091,4899.945956679876,4901.701604657545,1.8975005854521478,1.898599789469041,-3.1008114643514424,-14734.448669911955,4435.142096039854,0.905141023033861,0.4767413480473371,0.905141023033861,0.9048168276554469
6,sigpowexpq,2021_10pct,1,60,0,3.0,1.5801118364386706,14699.837870039628,14699.837870039628,-1144.325513981102,9303.036361762091,4899.945956679876,4904.758540868834,1.8969879717538918,1.898599789469041,-3.23036562391389,-14734.448669911955,13590.123155930853,0.9245083705058725,1.4608266191229573,2.7735251115176176,2.77080370882508
6,sigpowexpq,2021_10pct,1,60,0,5.0,2.6335197273977844,24499.72978339938,24499.72978339938,7925.584129522207,9303.036361762091,4899.945956679876,4907.620551081519,1.8965444506713374,1.898599789469041,-3.377226393394379,-14734.448669911955,22660.032799434164,0.9249094989932597,2.4357674116563506,4.624547494966299,4.617315573519727
6,sigpowexpq,2021_10pct,1,120,0,1.0,0.4960028853899041,4515.158377819398,4515.158377819398,7159.2572643266885,9103.088935198564,4515.158377819398,4514.468758927732,2.0162501440177523,2.0161173038618667,0.5856943591155367,2654.7101963247023,4504.547068001986,0.9976498477064416,0.49483720307119344,0.9976498477064416,0.9978022461876329
6,sigpowexpq,2021_10pct,1,120,0,3.0,1.4880086561697123,13545.475133458194,13545.475133458194,15993.535679823375,9103.088935198564,4515.158377819398,4516.016261163907,2.0160679207104173,2.0161173038618667,0.5420840857942892,2654.7101963247023,13338.825483498673,0.9847440087613403,1.4653076091481374,2.954232026284021,2.9536708266991214
6,sigpowexpq,2021_10pct,1,120,0,5.0,2.4800144269495203,22575.79188909699,22575.79188909699,24483.232949433022,9103.088935198564,4515.158377819398,4517.613101582237,2.015907376317499,2.0161173038618667,0.4222232000495963,2654.7101963247023,21828.522753108322,0.9668995382461174,2.397924804261201,4.834497691230587,4.831870782706726
6,sigpowexpq,2021_10pct,1,220,0,1.0,0.5214594941982783,1680.4716834010796,1680.4716834010796,-1070.0441349533633,3222.631291783714,1680.4716834010796,1682.0446215605698,1.915418082184418,1.91769449233532,-1.6352216719450434,-2611.9392383438517,1541.8951033904884,0.9175370930796476,0.4784584284654716,0.9175370930796476,0.9166790723779651
6,sigpowexpq,2021_10pct,1,220,0,3.0,1.5643784825948348,5041.415050203239,5041.415050203239,2140.337257306215,3222.631291783714,1680.4716834010796,1683.6350304679297,1.91519543687213,1.91769449233532,-1.723103725212187,-2611.9392383438517,4752.276495650067,0.9426473417336436,1.4746572180833322,2.827942025200931,2.8226286633684943
6,sigpowexpq,2021_10pct,1,220,0,5.0,2.607297470991391,8402.358417005398,8402.358417005398,5513.5611273546465,3222.631291783714,1680.4716834010796,1685.128682718763,1.9150392243320553,1.91769449233532,-1.7142888369747564,-2611.9392383438517,8125.500365698498,0.9670499593606277,2.5213869133632922,4.835249796803138,4.821887164479884
6,sigpowexpq,2021_10pct,2,60,0,1.0,0.5408536636338662,5024.171738933205,5024.171738933205,-7988.967499818086,9289.3366112693,5024.171738933205,5023.622538658996,1.8490696106176316,1.8489289566446485,-2.5903895323761756,-12556.37247896307,4567.404979144984,0.9090861571771813,0.4916825786681113,0.9090861571771813,0.9091855417075595
6,sigpowexpq,2021_10pct,2,60,0,3.0,1.622560990901599,15072.515216799617,15072.515216799617,1260.3495269736654,9289.3366112693,5024.171738933205,5024.396922184955,1.8495062147904806,1.8489289566446485,-2.749019614441502,-12556.37247896307,13816.722005936736,0.9166832348284385,1.4873744578461143,2.7500497044853156,2.749926452850439
6,sigpowexpq,2021_10pct,2,60,0,5.0,2.704268318169331,25120.858694666025,25120.858694666025,11454.035697075107,9289.3366112693,5024.171738933205,5024.554436000251,1.8501553821561019,1.8489289566446485,-2.7200069521926133,-12556.37247896307,24010.408176038178,0.9557956783195619,2.584727971522757,4.77897839159781,4.778614398921993
6,sigpowexpq,2021_10pct,2,120,0,1.0,0.4970403915520291,4515.994136592101,4515.994136592101,12746.49821652301,9085.768910029068,4515.994136592101,4517.088177690022,2.0121396497879562,2.0119089253037536,1.8220817828134315,8291.986297542584,4454.511918980426,0.9863856737294014,0.4902735214917738,0.9863856737294014,0.9861467706079635
6,sigpowexpq,2021_10pct,2,120,0,3.0,1.4911211746560875,13547.982409776305,13547.982409776305,21838.0529365517,9085.768910029068,4515.994136592101,4518.670211028573,2.012003451238296,2.0119089253037536,1.834626148759891,8291.986297542584,13546.066639009116,0.9998585936481725,1.4909103206506469,2.9995757809445176,2.9977993538779764
6,sigpowexpq,2021_10pct,2,120,0,5.0,2.485201957760146,22579.970682960506,22579.970682960506,30401.459870751565,9085.768910029068,4515.994136592101,4520.173179813706,2.011872951399108,2.0119089253037536,1.73035166500267,8291.986297542584,22109.473573208983,0.9791630770315138,2.4334179960051667,4.89581538515757,4.891289048823611
6,sigpowexpq,2021_10pct,2,220,0,1.0,0.5245226609170976,1684.5989047568291,1684.5989047568291,-1350.0933373190323,3211.6799335445394,1684.5989047568291,1683.9865146065315,1.9064880364523953,1.9064953232936737,-1.8020882089931263,-2902.0669192295577,1551.9735819105254,0.9212718692432914,0.4832279722835596,0.9212718692432914,0.9216068943836814
6,sigpowexpq,2021_10pct,2,220,0,3.0,1.573567982751293,5053.796714270487,5053.796714270487,2121.431133141815,3211.6799335445394,1684.5989047568291,1685.599179383324,1.906233356388091,1.9064953232936737,-1.7396576938305568,-2902.0669192295577,5023.498052371373,0.9940047723301653,1.5641340844407363,2.9820143169904956,2.9802447188003605
6,sigpowexpq,2021_10pct,2,220,0,5.0,2.622613304585488,8422.994523784146,8422.994523784146,5040.399538465242,3211.6799335445394,1684.5989047568291,1687.058325478742,1.9059490570082778,1.9064953232936737,-2.0050255134830706,-2902.0669192295577,7942.4664576948,0.9429504477614854,2.472994389864115,4.714752238807427,4.707878997272332
6,sigpowexpq,2021_10pct,3,60,0,1.0,0.5204313965529817,4833.667081467249,4833.667081467249,6431.704812436197,9287.808371060037,4833.667081467249,4834.623173348477,1.921053547378576,1.921482844085477,0.3305402869407383,2041.8137234910948,4389.891088945103,0.9081906169699551,0.4726509111259878,0.9081906169699551,0.908011013794204
6,sigpowexpq,2021_10pct,3,60,0,3.0,1.561294189658945,14501.001244401748,14501.001244401748,15551.374848549103,9287.808371060037,4833.667081467249,4837.250897547413,1.9207212362239314,1.921482844085477,0.2171426759525573,2041.8137234910948,13509.561125058008,0.9316295404273208,1.4545477883838094,2.7948886212819626,2.7928179478777166
6,sigpowexpq,2021_10pct,3,60,0,5.0,2.602156982764908,24168.33540733624,24168.33540733624,24044.80531829838,9287.808371060037,4833.667081467249,4840.115428928658,1.9203204712607935,1.921482844085477,-0.025522136992754168,2041.8137234910948,22002.991594807285,0.9104057529807507,2.369018687268204,4.552028764903752,4.545964227071661
6,sigpowexpq,2021_10pct,3,120,0,1.0,0.4965909183473656,4518.103256119627,4518.103256119627,178.50965422344632,9098.23979696546,4518.103256119627,4517.674760943909,2.0141064788762013,2.0137299395807706,-0.9605812351550247,-4193.015892569936,4371.525546793382,0.9675576893627409,0.48048036151469864,0.9675576893627409,0.9676494608655735
6,sigpowexpq,2021_10pct,3,120,0,3.0,1.4897727550420967,13554.309768358882,13554.309768358882,21388.332536022423,9098.23979696546,4518.103256119627,6050.026123721286,14.268242167157474,2.0137299395807706,1.2948742050794555,-4193.015892569936,25581.34842859236,1.887322103874986,2.8116810503416847,5.661966311624958,4.228303796621894
6,sigpowexpq,2021_10pct,3,120,0,5.0,2.482954591736828,22590.516280598134,22590.516280598134,18082.51356360121,9098.23979696546,4518.103256119627,4520.863107590712,2.0138411825231057,2.0137299395807706,-0.9971553240415101,-4193.015892569936,22275.529456171145,0.9860566788065169,2.448333958355408,4.9302833940325845,4.927273603743858
6,sigpowexpq,2021_10pct,3,220,0,1.0,0.5232555697781992,1682.3070031822217,1682.3070031822217,-841.4402235452501,3215.0771063847983,1682.3070031822217,1683.200710127397,1.9100542730617018,1.9111120029240896,-1.49937390802102,-2361.4208128562104,1519.9805893109603,0.9035096367284879,0.47276644976645876,0.9035096367284879,0.9030299120987877
6,sigpowexpq,2021_10pct,3,220,0,3.0,1.5697667093345975,5046.921009546664,5046.921009546664,2687.842746670646,3215.0771063847983,1682.3070031822217,1684.7645935299329,1.9098252564711584,1.9111120029240896,-1.4002420705751286,-2361.4208128562104,5049.263559526857,1.0004641542785713,1.570495323269094,3.0013924628357134,2.9970142884755178
6,sigpowexpq,2021_10pct,3,220,0,5.0,2.616277848890996,8411.535015911108,8411.535015911108,5881.044052688339,3215.0771063847983,1682.3070031822217,1686.3636040674332,1.9094389025395266,1.9111120029240896,-1.5005607077378436,-2361.4208128562104,8242.464865544549,0.9799002025139587,2.563691193961071,4.899501012569793,4.887715108215152
6,sigpowexpq,2021_10pct,4,60,0,1.0,0.5263586900831069,4886.563387750554,4886.563387750554,650.8493258954257,9283.713710471871,4886.563387750554,4887.998998301134,1.899306491867271,1.899845141422686,-0.866553790892201,-3795.414963617565,4446.26428951299,0.9098959609648596,0.47893164612537326,0.9098959609648596,0.909628723544814
6,sigpowexpq,2021_10pct,4,60,0,3.0,1.579076070249321,14659.690163251664,14659.690163251664,2858.52842795384,9283.713710471871,4886.563387750554,15900.522288357137,4.671283731717416,1.899845141422686,-0.74218705029199,-3795.414963617565,6653.943391571405,0.45389386252181846,0.7167329367412386,1.3616815875654555,0.418473259613845
