dataset,mass_GeV,mass_MeV,attempt_01_lml,attempt_02_lml,delta_lml_attempt_02_minus_attempt_01,attempt_01_ls_opt_over_sigma_x,attempt_02_ls_opt_over_sigma_x,delta_ls_opt_over_sigma_x_attempt_02_minus_attempt_01,attempt_01_const_opt,attempt_02_const_opt,attempt_01_A_up,attempt_02_A_up,attempt_01_eps2_up,attempt_02_eps2_up,attempt_01_p0_analytic,attempt_02_p0_analytic,abs_delta_lml,material_branch_difference
2016,0.055,55,1575.5405466351262,1575.5405465880212,-4.7105004341574386e-08,10.599550805448445,10.599624322590408,7.351714196346393e-05,75.32573423254988,75.3325851392575,2225.8105049365004,2225.8104371601057,9.611013191779874e-06,9.611012899122517e-06,0.5,0.5,4.7105004341574386e-08,False
2016,0.056,56,1575.64489243476,1575.644892593663,1.5890282156760804e-07,10.626358500981423,10.62642499665724,6.649567581717974e-05,75.66793023178118,75.66705182014768,2172.653234515887,2172.653138926744,9.106833372714217e-06,9.1068329720454e-06,0.499975650495596,0.499975650495596,1.5890282156760804e-07,False
2016,0.057,57,1576.8197878841545,1576.819787981839,9.76845058175968e-08,10.717933967894275,10.717944534989474,1.0567095198865673e-05,78.59334694412001,78.59477720129061,2237.5707131500976,2237.584706093323,9.138534775944124e-06,9.138591924975226e-06,0.5,0.5,9.76845058175968e-08,False
2016,0.058,58,1568.6399460865457,1568.6399461045098,1.7964111975743435e-08,10.727678772631636,10.72768517833562,6.40570398324769e-06,77.68367945091643,77.68377184627266,2378.236643572197,2378.251003009951,9.499016315241826e-06,9.49907366888402e-06,0.5,0.5,1.7964111975743435e-08,False
2016,0.059,59,1565.222104128044,1565.2221040054023,-1.2264172255527228e-07,10.89538805092272,10.8953852479269,-2.8029958212272277e-06,85.3245148434722,85.32422301280644,2687.0435761463696,2687.0435790311503,1.051326848164033e-05,1.0513268492927263e-05,0.5,0.5,1.2264172255527228e-07,False
2016,0.06,60,1564.6172259628431,1564.6172260042435,4.1400426198379137e-08,10.915760107767062,10.91591648904796,0.00015638128089889847,85.05693012044796,85.05975883866873,3047.7991021907337,3047.8277254968207,1.1716864518832764e-05,1.1716974557384609e-05,0.499975650495596,0.5,4.1400426198379137e-08,False
2016,0.061,61,1558.4156031601933,1558.4156029831363,-1.7705701793602202e-07,10.900589843943642,10.900615849692583,2.6005748940960416e-05,84.07719110796013,84.07316065417244,3836.5652299611247,3836.5652217369734,1.452980621094769e-05,1.4529806179801258e-05,0.3343026281842148,0.3343019359976121,1.7705701793602202e-07,False
2016,0.062,62,1554.97784045537,1554.9778403746373,-8.073266144492663e-08,10.95861601341642,10.958604971004853,-1.1042411566464239e-05,86.88719724019082,86.88523781662977,4666.603376685217,4666.603381350582,1.7447315105734485e-05,1.744731512317717e-05,0.1644627072396486,0.1644629128225141,8.073266144492663e-08,False
2016,0.063,63,1555.5517110186506,1555.5517109267744,-9.187624527839944e-08,10.924185935393208,10.92426654824144,8.061284823135395e-05,85.2683700896404,85.26736968615343,5488.993603181254,5488.94989555814,2.030874758249138e-05,2.0308585868496172e-05,0.0727603036000669,0.0727621353905593,9.187624527839944e-08,False
2016,0.064,64,1550.334676304967,1550.3346762829017,-2.2065250959713012e-08,10.78773712318492,10.787674576497968,-6.254668695149235e-05,77.51052748174409,77.49792127155176,6244.665077112056,6244.679921355049,2.2928560652110632e-05,2.2928615155774414e-05,0.0334983615077643,0.0334979022763154,2.2065250959713012e-08,False
2016,0.065,65,1551.7617091178738,1551.7617090929236,-2.495016815373674e-08,10.786087534350305,10.786077787098382,-9.747251922931355e-06,76.65397739431432,76.65362398431151,6715.682315479692,6715.6970863033675,2.4488290346454917e-05,2.4488344207284217e-05,0.0186286434733427,0.018628516543353,2.495016815373674e-08,False
2016,0.066,66,1543.5335285872882,1543.533528606915,1.962689566425979e-08,10.87540658932514,10.875415632419424,9.04309428406691e-06,79.75785181415364,79.75946355031357,6519.902924216149,6519.902935938829,2.3658226981619477e-05,2.3658227024156587e-05,0.0228885722016859,0.0228886797890751,1.962689566425979e-08,False
2016,0.067,67,1536.2719486748051,1536.2719487655727,9.076757123693824e-08,10.947313689550844,10.94736549629726,5.180674641636074e-05,82.75390382023734,82.75665949636306,5854.234363075604,5854.174729856529,2.1200487747091075e-05,2.1200271791724083e-05,0.0509358958669044,0.0509381267826474,9.076757123693824e-08,False
2016,0.068,68,1538.6003788258868,1538.6003787140437,-1.1184306458744686e-07,11.08174541364915,11.081703741332854,-4.167231629637058e-05,89.37900224360268,89.37584371424037,4561.580211418096,4561.609835217656,1.6510429689957226e-05,1.6510536911936697e-05,0.1789572901635635,0.1789527057018988,1.1184306458744686e-07,False
2016,0.069,69,1536.4596914021913,1536.4596914227432,2.055185177596286e-08,11.283132631880466,11.283201814292536,6.918241206932407e-05,100.19542659161684,100.1970056346435,3080.9208433197846,3080.876682065778,1.116452030411958e-05,1.1164360274296653e-05,0.5,0.4999655646006563,2.055185177596286e-08,False
2016,0.07,70,1531.5409889945854,1531.540988651776,-3.4280947147635743e-07,11.216622484943397,11.216666631840436,4.414689703935437e-05,95.73755087889822,95.74829829868474,2509.45506933829,2509.4550884268538,9.11603637711248e-06,9.116036446455045e-06,0.5,0.5,3.4280947147635743e-07,False
2016,0.071,71,1530.3200731770226,1530.320072940036,-2.3698657969362102e-07,11.301886570147165,11.301871267148568,-1.5302998596311568e-05,100.49714873236516,100.48859134507488,2149.0184703364034,2149.018473363308,7.836605368712074e-06,7.836605379749977e-06,0.5,0.5,2.3698657969362102e-07,False
2016,0.072,72,1530.8841442506168,1530.884144237678,-1.2938926374772564e-08,11.230861450164078,11.230891660640845,3.0210476767322803e-05,96.12300104621058,96.1253999437386,2018.8538374716973,2018.8538509307973,7.405617835083958e-06,7.405617884455018e-06,0.5,0.5,1.2938926374772564e-08,False
2016,0.073,73,1523.953017490378,1523.9530175050018,1.4623765309806913e-08,11.273486834039335,11.273477752051862,-9.081987473180675e-06,98.7205276481368,98.72060953676008,1980.7905077732655,1980.797893995947,7.314422987843659e-06,7.314450262791092e-06,0.5,0.5,1.4623765309806913e-08,False
2016,0.074,74,1523.7133501159742,1523.713350210507,9.453287930227816e-08,11.335273749021813,11.335275953847942,2.204826129670323e-06,102.47992920377489,102.48051655160786,2025.1333961472271,2025.133396616956,7.541586510601705e-06,7.541586512350971e-06,0.5,0.5,9.453287930227816e-08,False
2016,0.075,75,1518.8208178186242,1518.820817843122,2.4497921913280152e-08,11.312663101773436,11.312656401714223,-6.700059213216036e-06,100.65150630975326,100.65062698958594,2205.036628459362,2205.0366285783184,8.29326474130804e-06,8.293264741755443e-06,0.5,0.5,2.4497921913280152e-08,False
2016,0.076,76,1519.6120402222582,1519.612040135014,-8.724418876226991e-08,11.258867026174451,11.258945469390692,7.844321624084216e-05,98.0765565960213,98.07836627701256,2423.6813042188205,2423.681263380803,9.212991246258406e-06,9.212991091023352e-06,0.5,0.5,8.724418876226991e-08,False
2016,0.077,77,1518.3460358883815,1518.3460359716792,8.329766387760174e-08,11.171399889765178,11.171392180642652,-7.70912252612277e-06,93.21247744890243,93.21138547363252,2718.062628421896,2718.0626315359204,1.0455318097893043e-05,1.0455318109871472e-05,0.5,0.5,8.329766387760174e-08,False
2016,0.078,78,1508.947510104722,1508.947510116544,1.1822066880995408e-08,11.152605094580297,11.152675009897726,6.991531742883694e-05,91.85577602255631,91.85579567700972,3150.5423356441233,3150.556671268468,1.2285369950741938e-05,1.2285425851736048e-05,0.4806205287733112,0.4806122525751904,1.1822066880995408e-08,False
2016,0.079,79,1509.090953050072,1509.0909530453696,-4.702314981841482e-09,11.21177108963609,11.21165698093298,-0.00011410870310868404,94.68012301982029,94.67800770113752,3504.2786692635527,3504.2361712567476,1.3872955107012465e-05,1.3872786863274969e-05,0.3569685548914452,0.356984264944067,4.702314981841482e-09,False
2016,0.08,80,1509.911401385781,1509.9114014983295,1.1254860510234721e-07,11.24821995548226,11.24822926584016,9.310357901526345e-06,96.61781439548142,96.6197536382043,3642.8022663889383,3642.802261975625,1.4652636685412276e-05,1.465263666766037e-05,0.3076693447937725,0.3076688625026977,1.1254860510234721e-07,False
2016,0.081,81,1502.8152003694474,1502.815200442349,7.290145731531084e-08,11.251994981895924,11.251997678848795,2.6969528708065127e-06,97.06615780640524,97.0660304715278,3560.5990559447296,3560.61308995027,1.4573368320149712e-05,1.4573425760689502e-05,0.3254203236566171,0.3254197234455889,7.290145731531084e-08,False
2016,0.082,82,1502.3129801025464,1502.3129801983748,9.58284545049537e-08,11.442692891117488,11.442735557705484,4.266658799600975e-05,107.61051016898816,107.6224552716282,3710.732328922832,3710.7461402996864,1.5479990873061894e-05,1.5480048489717776e-05,0.2709470331559848,0.2709467297121995,9.58284545049537e-08,False
2016,0.083,83,1496.7578618007974,1496.7578616881456,-1.1265183275099844e-07,11.514308256772264,11.514402515668582,9.42588963184221e-05,112.1241541696162,112.140758807704,3714.20272121184,3714.244092229771,1.580767834072428e-05,1.580785441612812e-05,0.2620057341175342,0.2619974436616544,1.1265183275099844e-07,False
2016,0.084,84,1495.2977453140988,1495.2977452115883,-1.025105120788794e-07,11.384630360788174,11.38456545220498,-6.490858319452286e-05,105.19790461947228,105.19408601405888,3514.501847152605,3514.474752420383,1.527130217435906e-05,1.5271184441644412e-05,0.3057275388338164,0.3057385963265618,1.025105120788794e-07,False
2016,0.085,85,1496.757188595157,1496.757188701025,1.0586791177047417e-07,11.335136297269624,11.335133928499868,-2.368769756344591e-06,102.83334464197644,102.83852879182008,3478.233032907441,3478.2196968800968,1.545778457210037e-05,1.54577253048127e-05,0.3041872322776459,0.3041912042065277,1.0586791177047417e-07,False
2016,0.086,86,1493.9547253959568,1493.9547255037764,1.0781968740047887e-07,11.28359703287832,11.283626649080434,2.9616202112947576e-05,100.45737457603715,100.4615242841909,3491.228678654484,3491.242008992447,1.5890801690067882e-05,1.5890862364912338e-05,0.2934247366117387,0.2934223936304522,1.0781968740047887e-07,False
2016,0.087,87,1497.498027625517,1497.4980276634878,3.797094905166887e-08,11.217760978071508,11.217731513580546,-2.946449096263848e-05,97.20154351012276,97.2012942476606,3536.388311725395,3536.3752328589235,1.6493909780636704e-05,1.649384878008343e-05,0.2703963188841645,0.270399814653784,3.797094905166887e-08,False
2016,0.088,88,1499.987855180555,1499.9878550694916,-1.1106340025435202e-07,11.236053799925086,11.235977091174428,-7.670875065812766e-05,98.67182532949968,98.6708161636898,3652.274611534349,3652.261807292123,1.7483841170962862e-05,1.748377987564386e-05,0.2276463882162963,0.2276525635945312,1.1106340025435202e-07,False
2016,0.089,89,1493.6976028224185,1493.6976027900432,-3.2375282899010926e-08,11.14939764978348,11.14937149819034,-2.61515931416767e-05,94.46752020823467,94.4653703155785,3684.7538222467665,3684.753832966714,1.8106706206456343e-05,1.8106706259133657e-05,0.2133853864440079,0.2133861800881237,3.2375282899010926e-08,False
2016,0.09,90,1493.068417486871,1493.0684174526978,-3.4173353924416006e-08,11.018801096429916,11.018800918652271,-1.777776450495594e-07,88.22744579723988,88.22737438744717,3742.459570796535,3742.459570686676,1.890268490867501e-05,1.8902684908120124e-05,0.1912968574885149,0.1912968499312696,3.4173353924416006e-08,False
2016,0.091,91,1488.5216796655463,1488.5216797054504,3.9904080040287226e-08,10.97985110093611,10.97986917555369,1.807461758041029e-05,86.78475234678065,86.77967244673783,3990.6689218532833,3990.6564014683386,2.073926988926685e-05,2.073920482156828e-05,0.1386656935366584,0.1386656506921357,3.9904080040287226e-08,False
2016,0.092,92,1492.32515436837,1492.325154627957,2.595870682853274e-07,10.994419942230378,10.994397454624233,-2.2487606145205064e-05,88.05124012750825,88.04959972371525,4153.261004741049,4153.273267804228,2.223422980763637e-05,2.223429545719814e-05,0.1047779591048927,0.1047774473085113,2.595870682853274e-07,False
2016,0.093,93,1488.672135151885,1488.67213506378,-8.810502549749799e-08,11.094333488222032,11.094330676209385,-2.812012647623874e-06,93.72423993883274,93.719175609746,3947.290613322112,3947.290629307273,2.1785407183741916e-05,2.1785407271965277e-05,0.1241524902752244,0.1241530912180955,8.810502549749799e-08,False
2016,0.094,94,1493.2048334686333,1493.2048333453167,-1.233165676239878e-07,11.224915863456236,11.224913473702896,-2.389753339215872e-06,101.22128492301492,101.22092638238634,3515.2243233914296,3515.224322047048,2.0015275719265467e-05,2.001527571161072e-05,0.187411851742015,0.1874117291910774,1.233165676239878e-07,False
2016,0.095,95,1497.2268085549476,1497.226808523688,-3.125956027361099e-08,11.275571464299862,11.27554483063142,-2.663366844224413e-05,104.59342183350716,104.588590223963,3030.447706213151,3030.447694681018,1.7830523882269705e-05,1.7830523814417037e-05,0.2968549096414744,0.2968534090797314,3.125956027361099e-08,False
2016,0.096,96,1491.3381806789914,1491.3381808133515,1.3436010704026558e-07,11.12150797116212,11.121672833598542,0.00016486243642077625,97.2260597803068,97.24219933616456,2795.654755845561,2795.5967048814173,1.7019601181631607e-05,1.7019247774525145e-05,0.3666237719064089,0.3666433636381929,1.3436010704026558e-07,False
2016,0.097,97,1495.3658055813314,1495.3658055929243,1.159287421614863e-08,10.95524283049237,10.955049660356355,-0.00019317013601494182,89.83543342722821,89.81671463986866,2545.1562238009683,2545.2243158680812,1.602748529401245e-05,1.6027914086789128e-05,0.4502663171813204,0.4502426266944968,1.159287421614863e-08,False
2016,0.098,98,1492.241103897576,1492.2411041055016,2.0792549548787065e-07,11.192480590061567,11.192494059200143,1.3469138576027717e-05,102.25932163717452,102.26098349328784,1964.9228809806757,1964.9115849724865,1.2804200706710976e-05,1.2804127097534028e-05,0.4999827823003121,0.5,2.0792549548787065e-07,False
2016,0.099,99,1495.7986512908346,1495.798651146658,-1.4417673810385168e-07,11.220800614427056,11.221041889789683,0.0002412753626277464,104.42478042001991,104.43542936092254,1737.505673854206,1737.45064466851,1.1717639078124931e-05,1.1717267964437968e-05,0.4999827823003121,0.5,1.4417673810385168e-07,False
2016,0.1,100,1496.7686227831946,1496.7686230740703,2.908757323893951e-07,11.182831988516773,11.182831097077052,-8.914397202630653e-07,103.33136126043956,103.33145310475896,1618.682780738849,1618.6827792181643,1.1327585007094049e-05,1.1327584996452254e-05,0.4999827823003121,0.5,2.908757323893951e-07,False
2016,0.101,101,1493.4364810594388,1493.4364811584846,9.904579201247543e-08,11.250061449782033,11.250133896086297,7.244630426406218e-05,107.45695091807558,107.46172593106772,1511.613636193174,1511.6029871553512,1.097118010289628e-05,1.0971102812966444e-05,0.5,0.5,9.904579201247543e-08,False
2016,0.102,102,1493.1391266472317,1493.1391266179007,-2.9330976758501492e-08,11.129148145485354,11.129157663723984,9.518238629269149e-06,101.84883831149882,101.84897310237292,1493.7267304333068,1493.7267405816406,1.1257783849544857e-05,1.1257783926029896e-05,0.5,0.5,2.9330976758501492e-08,False
2016,0.103,103,1486.7897267599428,1486.7897270313315,2.713886715355329e-07,11.190948717917124,11.190850740090264,-9.797782685971868e-05,105.8841264257245,105.86706062218904,1451.8226846250118,1451.8330105836346,1.1366200754409855e-05,1.136628159549323e-05,0.4999827823003121,0.5,2.713886715355329e-07,False
2016,0.104,104,1488.098929301092,1488.0989292090967,-9.199538908433169e-08,11.151884131159049,11.151884012231571,-1.1892747764363776e-07,104.32100766527472,104.32084867412404,1434.263461935609,1434.2634624230395,1.167465544830344e-05,1.167465545227104e-05,0.5,0.5,9.199538908433169e-08,False
2016,0.105,105,1480.6579346381857,1480.6579349111466,2.7296096050122287e-07,11.16410445516769,11.163788274587288,-0.00031618058040194796,105.95595394538788,105.91344420863022,1432.8246838325035,1432.844581082386,1.2130793427246924e-05,1.213096188430299e-05,0.5,0.5,2.7296096050122287e-07,False
2016,0.106,106,1481.4837554880137,1481.4837556144412,1.264274942514021e-07,11.148085684391685,11.148172748375568,8.706398388369507e-05,106.06062844537956,106.07803031746742,1451.6233772620112,1451.6185055427875,1.2792728485832749e-05,1.2792685552808754e-05,0.5,0.5,1.264274942514021e-07,False
2016,0.107,107,1484.4207762201936,1484.4207763919517,1.717580744298175e-07,11.089959083423434,11.090008888083254,4.980465982029614e-05,103.3938165042651,103.39743692340032,1453.8639879399743,1453.8544744020949,1.3332568960021988e-05,1.333248171671664e-05,0.5,0.5,1.717580744298175e-07,False
2016,0.108,108,1482.6821389902393,1482.6821391089245,1.186851932288846e-07,11.084288265587428,11.08426236792916,-2.589765826854773e-05,104.01905726999688,104.0157475033718,1488.7694477671423,1488.769444259374,1.4208772832065836e-05,1.4208772798587794e-05,0.5,0.4999827823003121,1.186851932288846e-07,False
2016,0.109,109,1484.9675022798165,1484.9675021530677,-1.2674877325480338e-07,11.1113717211612,11.111479402721306,0.00010768156010598773,106.4572862260255,106.46043489904616,1523.32479491601,1523.315623706828,1.5136147068612434e-05,1.5136055941118522e-05,0.5,0.5,1.2674877325480338e-07,False
2016,0.11,110,1481.6913885148203,1481.6913885959186,8.109827831503935e-08,11.004675859436924,11.004699947708303,2.408827137934111e-05,101.4044591231689,101.41046950183942,1595.6962458609778,1595.705315611413,1.650959597696345e-05,1.6509689815571947e-05,0.5,0.5,8.109827831503935e-08,False
2016,0.111,111,1481.0639050549755,1481.063905108368,5.339256858860608e-08,10.985194510162833,10.985207599234933,1.3089072099958798e-05,101.5441838970598,101.5475959913994,1714.6808886295244,1714.6808859612413,1.8501493297088248e-05,1.850149326829734e-05,0.5,0.5,5.339256858860608e-08,False
2016,0.112,112,1475.444433980332,1475.444434293249,3.129171091131866e-07,10.939217604049867,10.939259262421857,4.16583719893282e-05,100.54309396868253,100.54897884363724,1897.8290420515289,1897.8377507427704,2.1359363531627005e-05,2.135946154472407e-05,0.4465580205389306,0.4465561735488704,3.129171091131866e-07,False
2016,0.113,113,1478.786210118439,1478.7862102537608,1.3532189768739045e-07,10.829405587140226,10.829377524652887,-2.806248733833172e-05,96.48642410906103,96.48451743703862,2015.7460974277349,2015.74610452429,2.369517941775226e-05,2.369517950117256e-05,0.3633897720246284,0.3633915356885865,1.3532189768739045e-07,False
2016,0.114,114,1473.0495782858247,1473.0495782868034,9.786162991076708e-10,10.862821346393272,10.862826209485045,4.863091772833172e-06,98.85592883256236,98.855211121595,2157.189110589818,2157.1891077252108,2.6484806453702855e-05,2.648480641853275e-05,0.2784129765191491,0.2784123595545595,9.786162991076708e-10,False
2016,0.115,115,1476.7909455323438,1476.7909457230685,1.9072467694059014e-07,10.760080479911606,10.760131631242842,5.115133123645421e-05,94.83099666003574,94.8524071869723,2135.606521639885,2135.6065179570337,2.735190582221988e-05,2.735190577505154e-05,0.2701766476844376,0.2701776503691855,1.9072467694059014e-07,False
2016,0.116,116,1478.6627606832217,1478.662760810395,1.271732799068559e-07,10.800730272625945,10.800749563294744,1.929066879924335e-05,96.9430376605791,96.94667082316516,2178.1813747619944,2178.181364890251,2.915062567509833e-05,2.9150625542984677e-05,0.2322529504620458,0.2322520880633048,1.271732799068559e-07,False
2016,0.117,117,1224.5981989004326,1476.1586899177137,251.56049101728104,3.2863353450309964,10.686517481083367,7.40018213605237,1.0,91.7449514343919,6531.976176788978,2066.8334783006876,9.135836796760962e-05,2.890741305967087e-05,0.5,0.2656273925272482,251.56049101728104,True
2016,0.118,118,1477.4813331013447,1477.4813329947483,-1.0659641702659428e-07,10.77855948005788,10.778582082080856,2.260202297676983e-05,97.07948298899356,97.07926041450546,2115.3745023718066,2115.3897328985827,3.094477284589404e-05,3.094499564577694e-05,0.2230577890060778,0.2230541853824202,1.0659641702659428e-07,False
2016,0.119,119,1471.4896313884065,1471.4896315086355,1.2022906048514415e-07,10.838210962189107,10.83808760282232,-0.0001233593667873123,100.90534227231092,100.8962214395292,2105.6727835716674,2105.642877314167,3.2168633693379e-05,3.216817681164021e-05,0.2094398648464674,0.2094545489974474,1.2022906048514415e-07,False
2016,0.12,120,1475.3819606469483,1475.3819606142815,-3.266677595092915e-08,10.872470090494636,10.872561535292435,9.144479779976677e-05,103.3767965316548,103.3783856334705,2032.216501118864,2032.2529123560976,3.2503049741402075e-05,3.2503632098771136e-05,0.2181394428953671,0.2181234898320043,3.266677595092915e-08,False
2016,0.121,121,1471.9707258571657,1471.9707257851946,-7.197104423539713e-08,10.876760357217094,10.876768285173256,7.927956161779548e-06,103.642499492262,103.64396501962004,1956.6875556469504,1956.687551307074,3.272827158483393e-05,3.272827151224357e-05,0.2329784844468488,0.2329781310821962,7.197104423539713e-08,False
2016,0.122,122,1474.0398162951046,1474.0398162997212,4.616595106199384e-09,10.954073342045804,10.954086030412784,1.2688366979318744e-05,108.14238261420655,108.15765239388962,1950.0843892823532,1950.0634674389123,3.411286442395611e-05,3.411249843773894e-05,0.2132511473010035,0.2132622783446168,4.616595106199384e-09,False
2016,0.123,123,1470.6436864230743,1470.6436865818011,1.5872683434281498e-07,10.859891164429492,10.86020969244198,0.0003185280124888834,104.44664194449152,104.49209853235824,1788.4007583343264,1788.4488554768036,3.274076637913118e-05,3.274164690733382e-05,0.2723741812400602,0.2723472799612462,1.5872683434281498e-07,False
2016,0.124,124,1472.3860888438874,1472.386088712952,-1.3093540474073961e-07,10.805885434035488,10.805919011817538,3.357778204993167e-05,102.52337027517936,102.52863748365182,1683.1096757430792,1683.116382061238,3.226499007326073e-05,3.2265118632493643e-05,0.3071555539438113,0.3071534116635769,1.3093540474073961e-07,False
2016,0.125,125,1472.3139772726445,1472.3139769508682,-3.2177626962948125e-07,10.847211090978076,10.847441015376123,0.00022992439804703224,104.3288157368628,104.35484526946657,1723.4963692163844,1723.5292189999975,3.460918792596227e-05,3.4609847575935835e-05,0.2624269335648268,0.2624035877801675,3.2177626962948125e-07,False
2016,0.126,126,1476.1763397576858,1476.1763396230338,-1.3465205483953469e-07,10.89454371920859,10.89454360694628,-1.1226230967054107e-07,106.97437136033064,106.97438434761985,1775.5655322618086,1775.5655326310125,3.7331764506491986e-05,3.733176451425459e-05,0.2124899394138588,0.2124899754920406,1.3465205483953469e-07,False
2016,0.127,127,1480.646728917526,1480.646729057224,1.3969815881864633e-07,10.829272535559396,10.829090850385452,-0.0001816851739437908,103.88291683481305,103.85788184625189,1780.5869683511332,1780.5683038715856,3.924462268982325e-05,3.924421131960064e-05,0.1911778255248539,0.1911866838125867,1.3969815881864633e-07,False
2016,0.128,128,1226.244099212095,1477.1098744496358,250.86577523754067,3.2863353450309964,10.769586562350812,7.483251217319815,1.0,101.54062025651604,4545.107201609842,1771.118555038483,0.0001048431407948,4.085484099573742e-05,0.4666075374202463,0.1793651052198916,250.86577523754067,True
