factor,truth_model,study_scenario,background_toy_index,mass_mev,injection_toy,anchor_nsigma,inj_nsigma,strength,anchor_strength,A_hat,sigmaA_ref,injection_anchor_sigmaA_ref,anchor_sigma_A,sigma_A_over_anchor,sigmaA_ref_over_anchor,Ahat_minus_Ainj_over_anchor_sigma,A_hat_zero,delta_A_hat,paired_response,paired_response_candidate_prefit_sigma_units,paired_response_anchor_prefit_sigma_units,paired_response_anchor_fitted_sigma_units
6,gengamma,2021_10pct,5,60,0,5.0,3.4413673206704023,34357.505944014854,34357.505944014854,24454.3878048524,9983.67879466054,6871.50118880297,6885.607673174718,1.4518944403463785,1.452910873526272,-1.4382344462847485,-7367.970340922331,31822.358145774728,0.9262126941818443,3.187438097747488,4.631063470909222,4.621575851576587
6,gengamma,2021_10pct,5,120,0,1.0,0.5401163023666381,4973.681488030079,4973.681488030079,1755.0148305189498,9208.53798753491,4973.681488030079,4976.312725996781,1.8508390078049746,1.851453095598634,-0.6467975054494618,-2934.860834723427,4689.875665242377,0.9429384805861164,0.5092964454933893,0.9429384805861164,0.9424398994745594
6,gengamma,2021_10pct,5,120,0,3.0,1.6203489070999144,14921.044464090235,14921.044464090235,11735.604760554172,9208.53798753491,4973.681488030079,4979.839961221326,1.850077925246144,1.851453095598634,-0.6396670833483615,-2934.860834723427,14670.4655952776,0.9832063452785968,1.5931373270258753,2.94961903583579,2.9459712981779456
6,gengamma,2021_10pct,5,120,0,5.0,2.700581511833191,24868.407440150397,24868.407440150397,21421.52836319076,9208.53798753491,4973.681488030079,4983.141006982526,1.8493890601732514,1.851453095598634,-0.6917081158509799,-2934.860834723427,24356.389197914184,0.9794108953913329,2.644978956581825,4.897054476956665,4.8877583764507735
6,gengamma,2021_10pct,5,220,0,1.0,0.6099783061558937,1986.969780120668,1986.969780120668,4895.676249768053,3257.443355063931,1986.969780120668,1989.084850015187,1.6416567886641833,1.6394025654814477,1.4623340324698448,3040.592500600329,1855.083749167724,0.9336245411115741,0.5694907161728114,0.9336245411115741,0.9326317824770322
6,gengamma,2021_10pct,5,220,0,3.0,1.829934918467681,5960.9093403620045,5960.9093403620045,8797.149906819124,3257.443355063931,1986.969780120668,1990.3928016464397,1.6420988956006,1.6394025654814477,1.4249652451068957,3040.592500600329,5756.557406218795,0.965717993266645,1.7672010772711706,2.897153979799935,2.8921715359184423
6,gengamma,2021_10pct,5,220,0,5.0,3.049891530779468,9934.84890060334,9934.84890060334,12594.92358802259,3257.443355063931,1986.969780120668,1991.7880747022405,1.6422435431062214,1.6394025654814477,1.335520942817631,3040.592500600329,9554.33108742226,0.9616986813802503,2.9330766635034076,4.808493406901251,4.796861276946129
6,gengamma,2021_10pct,6,60,0,1.0,0.6733186846365056,6758.30115869732,6758.30115869732,8952.550551429638,10037.299295126231,6758.30115869732,6757.11604619378,1.4855980318301472,1.4851808256885888,0.32473164257232473,2599.8513720843985,6352.69917934524,0.9399846248594431,0.6329092111888995,0.9399846248594431,0.94014948624771
6,gengamma,2021_10pct,6,60,0,3.0,2.019956053909517,20274.90347609196,20274.90347609196,21009.01014238996,10037.299295126231,6758.30115869732,6762.231943799215,1.4853722847084716,1.4851808256885888,0.10855981758672996,2599.8513720843985,18409.158770305563,0.9079776282049149,1.8340749069069227,2.723932884614745,2.722349502842219
6,gengamma,2021_10pct,6,60,0,5.0,3.3665934231825276,33791.5057934866,33791.5057934866,33753.87489841235,10037.299295126231,6758.30115869732,6767.942659497994,1.4851702511758618,1.4851808256885888,-0.005560167537979284,2599.8513720843985,31154.023526327954,0.921948365270333,3.1038253030329863,4.609741826351665,4.603174863280945
6,gengamma,2021_10pct,6,120,0,1.0,0.5469272614908102,5017.604291230282,5017.604291230282,-6710.715439705047,9174.171127534097,5017.604291230282,5018.235992369411,1.8284145455013259,1.828396699908883,-2.3371399329902145,-11552.594214893576,4841.878775188528,0.9649782035723932,0.5277728862781705,0.9649782035723932,0.9648567310407389
6,gengamma,2021_10pct,6,120,0,3.0,1.6407817844724306,15052.812873690846,15052.812873690846,3346.329206212959,9174.171127534097,5017.604291230282,5021.807612793729,1.827681530074516,1.828396699908883,-2.331129459769436,-11552.594214893576,14898.923421106534,0.9897766979583412,1.624007576705317,2.9693300938750236,2.9668447240291576
6,gengamma,2021_10pct,6,120,0,5.0,2.7346363074540507,25088.021456151408,25088.021456151408,12760.335649231973,9174.171127534097,5017.604291230282,5024.720588706375,1.827156482331572,1.828396699908883,-2.4534072271853877,-11552.594214893576,24312.92986412555,0.9691051128371938,2.650150027303945,4.8455255641859685,4.838663052980816
