truth_model,study_scenario,background_toy_index,mass_GeV,low_factor,high_factor,adjacent_factors,low_lml,high_lml,delta_lml_high_minus_low,lml_tolerance,low_ls_opt_over_sigma_x,high_ls_opt_over_sigma_x,low_at_upper_bound,high_at_upper_bound,high_solution_feasible_in_low_domain,status,repair_factor,warm_start_source_factor,low_attempt_path,high_attempt_path
gengamma,2021_10pct_x10,5,0.15,9,12,True,1977.995650132965,1992.312688131748,14.317037998783007,0.0019923126881317478,9.0,12.0,True,True,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.15,9,15,False,1977.995650132965,1998.659799048423,20.6641489154581,0.001998659799048423,9.0,14.775062271589144,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.15,9,20,False,1977.995650132965,1998.66007818874,20.664428055775033,0.00199866007818874,9.0,14.776222439744432,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.15,9,25,False,1977.995650132965,1998.659877839872,20.664227706907013,0.001998659877839872,9.0,14.777229470152012,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.15,12,15,True,1992.312688131748,1998.659799048423,6.347110916675092,0.001998659799048423,12.0,14.775062271589144,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.15,12,20,False,1992.312688131748,1998.66007818874,6.347390056992026,0.00199866007818874,12.0,14.776222439744432,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.15,12,25,False,1992.312688131748,1998.659877839872,6.347189708124006,0.001998659877839872,12.0,14.777229470152012,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.15,15,20,True,1998.659799048423,1998.66007818874,0.0002791403169339901,0.00199866007818874,14.775062271589144,14.776222439744432,False,False,True,consistent_lml_plateau,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.15,15,25,False,1998.659799048423,1998.659877839872,7.8791448913762e-05,0.001998659877839872,14.775062271589144,14.777229470152012,False,False,True,consistent_lml_plateau,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.15,20,25,True,1998.66007818874,1998.659877839872,-0.0002003488680202281,0.00199866007818874,14.776222439744432,14.777229470152012,False,False,True,consistent_lml_plateau,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,6,9,True,1910.0275680217949,1965.8492469243392,55.82167890254436,0.001965849246924339,6.000000000000001,9.000000000000002,True,True,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,6,12,False,1910.0275680217949,1979.6203974571415,69.59282943534663,0.0019796203974571415,6.000000000000001,12.0,True,True,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,6,15,False,1910.0275680217949,1985.8903776914435,75.86280966964864,0.0019858903776914434,6.000000000000001,14.809300273567082,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,6,20,False,1910.0275680217949,1985.8908053926632,75.86323737086832,0.0019858908053926633,6.000000000000001,14.80892507031963,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,6,25,False,1910.0275680217949,1985.890272723093,75.86270470129807,0.001985890272723093,6.000000000000001,14.80853623837131,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,9,12,True,1965.8492469243392,1979.6203974571415,13.771150532802267,0.0019796203974571415,9.000000000000002,12.0,True,True,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,9,15,False,1965.8492469243392,1985.8903776914435,20.041130767104278,0.0019858903776914434,9.000000000000002,14.809300273567082,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,9,20,False,1965.8492469243392,1985.8908053926632,20.041558468323956,0.0019858908053926633,9.000000000000002,14.80892507031963,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,9,25,False,1965.8492469243392,1985.890272723093,20.041025798753708,0.001985890272723093,9.000000000000002,14.80853623837131,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,12,15,True,1979.6203974571415,1985.8903776914435,6.269980234302011,0.0019858903776914434,12.0,14.809300273567082,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,12,20,False,1979.6203974571415,1985.8908053926632,6.270407935521689,0.0019858908053926633,12.0,14.80892507031963,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,12,25,False,1979.6203974571415,1985.890272723093,6.269875265951441,0.001985890272723093,12.0,14.80853623837131,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,15,20,True,1985.8903776914435,1985.8908053926632,0.0004277012196780561,0.0019858908053926633,14.809300273567082,14.80892507031963,False,False,True,consistent_lml_plateau,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,15,25,False,1985.8903776914435,1985.890272723093,-0.000104968350569834,0.0019858903776914434,14.809300273567082,14.80853623837131,False,False,True,consistent_lml_plateau,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.17,20,25,True,1985.8908053926632,1985.890272723093,-0.0005326695702478901,0.0019858908053926633,14.80892507031963,14.80853623837131,False,False,True,consistent_lml_plateau,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,6,9,True,1905.337124964487,1959.9967276955383,54.659602731051336,0.0019599967276955382,6.0,8.999999999999998,True,True,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,6,12,False,1905.337124964487,1972.5440296361855,67.20690467169857,0.0019725440296361856,6.0,12.0,True,True,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,6,15,False,1905.337124964487,1977.405771988218,72.06864702373105,0.001977405771988218,6.0,14.1850617740526,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,6,20,False,1905.337124964487,1977.405795628155,72.06867066366794,0.0019774057956281547,6.0,14.185062509805448,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,6,25,False,1905.337124964487,1977.405773437964,72.06864847347697,0.001977405773437964,6.0,14.182642487872537,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,9,12,True,1959.9967276955383,1972.5440296361855,12.54730194064723,0.0019725440296361856,8.999999999999998,12.0,True,True,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,9,15,False,1959.9967276955383,1977.405771988218,17.40904429267971,0.001977405771988218,8.999999999999998,14.1850617740526,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,9,20,False,1959.9967276955383,1977.405795628155,17.40906793261661,0.0019774057956281547,8.999999999999998,14.185062509805448,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,9,25,False,1959.9967276955383,1977.405773437964,17.409045742425633,0.001977405773437964,8.999999999999998,14.182642487872537,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,12,15,True,1972.5440296361855,1977.405771988218,4.861742352032479,0.001977405771988218,12.0,14.1850617740526,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,12,20,False,1972.5440296361855,1977.405795628155,4.861765991969378,0.0019774057956281547,12.0,14.185062509805448,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,12,25,False,1972.5440296361855,1977.405773437964,4.8617438017784025,0.001977405773437964,12.0,14.182642487872537,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,15,20,True,1977.405771988218,1977.405795628155,2.3639936898689484e-05,0.0019774057956281547,14.1850617740526,14.185062509805448,False,False,True,consistent_lml_plateau,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,15,25,False,1977.405771988218,1977.405773437964,1.4497459233098198e-06,0.001977405773437964,14.1850617740526,14.182642487872537,False,False,True,consistent_lml_plateau,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.19,20,25,True,1977.405795628155,1977.405773437964,-2.2190190975379664e-05,0.0019774057956281547,14.185062509805448,14.182642487872537,False,False,True,consistent_lml_plateau,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.21,6,9,True,1892.8093233846744,1941.5504891517016,48.74116576702727,0.0019415504891517016,6.0,9.0,True,True,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f09/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.21,6,12,False,1892.8093233846744,1954.1304451432784,61.32112175860402,0.0019541304451432782,6.0,12.0,True,True,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f12/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
gengamma,2021_10pct_x10,5,0.21,6,15,False,1892.8093233846744,1957.2490251526476,64.43970176797325,0.0019572490251526476,6.0,13.600047349470428,True,False,False,allowed_domain_gain,,,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f15/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001
