mass_GeV,mass_MeV,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,integral_density,lml,ls_opt,const_opt
0.123,123.0,12640.092638458083,3.543993591488403e-06,0.118066305255229,1.1847087782325203,5892.255706191328,4984.470879597734,941612336.1342888,1637.5763611270224,0.2741256602655442,50.764259255338835
0.124,124.0,12013.54482042221,3.419511444920579e-06,0.1428139427193437,1.0677619951610913,5269.132777059062,4934.971074359898,920037116.668702,1639.092994094891,0.2741148368064542,50.75879339508482
0.125,125.0,11419.006344117355,3.301453249854425e-06,0.1641486476897588,0.977549275622144,4734.802053345519,4843.424425399515,898531012.9433209,1645.5063710089769,0.2748310933824473,51.12647406709338
0.126,126.0,11367.247353055704,3.3379370517812952e-06,0.1628703112109465,0.9827294294853176,4728.297312701525,4813.863248944814,877660484.0400469,1640.9682009138262,0.276168083677928,51.86266701651451
0.127,127.0,11007.39361134406,3.2836421707435603e-06,0.1787797069071655,0.9200255382144548,4382.411079471849,4764.860820110845,857126402.643784,1640.6089537735445,0.2758825420516632,51.78381909203085
0.128,128.0,10492.52462061194,3.1807642157125813e-06,0.2066305131240254,0.818168417563177,3843.0656759849057,4724.825626447035,836870911.2847852,1641.7785294505136,0.274521287477027,51.07308213436745
0.129,129.0,10532.37893933131,3.2464944699121824e-06,0.1953854970357084,0.8582200004852722,4003.539477664633,4668.891727105742,816661383.882061,1642.4336249771857,0.2753144145744728,51.50043807873931
0.13,130.0,9688.993426244013,3.0375089003781738e-06,0.2640943212267227,0.6307734853187703,2938.02630407292,4657.34729687249,796778619.4646972,1637.54661955156,0.2741480491169378,50.85903102709813
0.131,131.0,8283.152575440152,2.640113899616919e-06,0.4038796212502143,0.2433177661379757,1111.6397016580715,4600.657931980402,777717056.7816086,1640.244168122976,0.2713235063959232,49.49978878578159
0.132,132.0,7322.140483908869,2.3740890183995065e-06,0.5,0.0,-377.0299970629104,4585.692524244601,758729637.4451472,1635.9832271215312,0.270735666827207,49.19056747435883
0.133,133.0,6708.9649849266,2.2132048795582204e-06,0.5,0.0,-1357.2745701492674,4516.650074301782,740120080.2932594,1634.6701166557189,0.2734648276875468,50.542276484411616
0.134,134.0,6131.29948701534,2.058695739331683e-06,0.5,0.0,-2587.677420000483,4466.008518485831,721731213.3148873,1635.7597042309155,0.2735458308894318,50.62654587803288
0.135,135.0,5612.361822956414,1.9180416142216893e-06,0.4999311292015692,0.0001726334915006,-4047.3639184111535,4427.279322417656,703839749.1336825,1636.6246550123135,0.2728179477437805,50.18130051106657
0.136,136.0,5438.490493224319,1.8917617261936905e-06,0.4999311292015692,0.0001726334915006,-4592.234390692481,4406.8231014438525,686424779.2721932,1631.5911969797708,0.2727569115340473,50.131699154227285
0.137,137.0,5303.804484247117,1.878819971331779e-06,0.4999311292015692,0.0001726334915006,-4705.838347222251,4333.390316526166,669116428.5880822,1637.5758265507482,0.2728030442435621,50.127384951442664
0.138,138.0,5395.385101306337,1.9464399448292763e-06,0.5,0.0,-4196.48326660657,4308.642070201296,652262296.7982231,1631.3223381167072,0.2733816763699765,50.48089023787266
0.139,139.0,5419.0615053877455,1.9912168950406505e-06,0.5,0.0,-3871.87951255813,4267.071272110013,635785521.2448627,1632.4281330197678,0.2730286991059861,50.24788405236963
0.14,140.0,5534.118617963799,2.0709254795861846e-06,0.5,0.0,-3215.680612674548,4219.460977239344,619834689.867921,1632.5357352494584,0.2727955422924594,50.125386853175314
0.141,141.0,5420.121375105082,2.0662246110043976e-06,0.5,0.0,-3326.5981653417957,4164.723007761649,604132627.2786524,1634.9823320030432,0.2745304418699051,51.04308819957283
0.142,142.0,5689.8988015064515,2.20990705269633e-06,0.4999311292015692,0.0001726334915006,-2401.1062999433625,4149.104816362449,588792286.6909375,1630.800517565389,0.2734381755106808,50.49065378946248
0.143,143.0,5940.475943723028,2.35138086368084e-06,0.5,0.0,-1518.049870689508,4083.763039199413,573696429.0826498,1634.7179786352394,0.2727407813228931,50.19660099222082
0.144,144.0,5901.4214295617285,2.3803300123256447e-06,0.5,0.0,-1488.9736806671915,4052.665211827635,559083772.4170778,1630.33493687991,0.2740065509113922,50.8552554911659
0.145,145.0,6401.311200564387,2.6314825912180667e-06,0.5,0.0,-371.22004721686903,4023.246426631091,544779001.7566646,1630.590464039029,0.2720585858418752,49.88508470931021
0.146,146.0,6302.830804521833,2.6414028613839862e-06,0.4999311292015692,0.0001726334915006,-443.53998608734344,3988.182956452196,530723198.11642635,1626.1816813325477,0.2737011693922553,50.715318124957506
0.147,147.0,6471.527408948458,2.764835949959755e-06,0.4978418146231138,0.0054097948745508,18.74398897327386,3927.331739575742,517058895.8195766,1630.893414455281,0.2731704692659064,50.451270666867785
0.148,148.0,6597.395662568633,2.873918709358588e-06,0.4668850734158951,0.0831023631428942,323.15867826595894,3888.486850146798,503681799.08701915,1631.0125088734662,0.2726779128046667,50.20800991063992
0.149,149.0,6318.70517060225,2.8066931923563163e-06,0.5,0.0,-53.2163754751375,3860.431938342592,490644352.2917579,1625.927169578833,0.2739362466847069,50.86474342596989
0.15,150.0,6381.4559160531135,2.890471948180847e-06,0.4799345494863725,0.050317850716908,193.40765294963495,3806.8127171430287,477946931.2512179,1630.8124897434586,0.2724121097544796,50.06257022687578
0.151,151.0,6331.188042843567,2.9250674531285145e-06,0.4834880694377977,0.0414010962391807,157.94668236075913,3790.402838307889,465470649.96646106,1626.1918516397004,0.2720101226836733,49.83483129347374
0.152,152.0,6202.852075179665,2.922953843032644e-06,0.4945838381960364,0.0135767213998039,52.63692609437766,3751.9266110737,453362715.5960102,1628.3621207117649,0.2719432817345051,49.8004186452954
0.153,153.0,6270.456469830732,3.01338605017221e-06,0.4705211452759064,0.0739599030735542,273.9435493300533,3710.269056196384,441644549.5313737,1629.638453829431,0.2722101199684949,49.901250516168346
0.154,154.0,6290.035714910087,3.083314653477175e-06,0.4551667393337295,0.1126179183105298,412.6377423338279,3666.6264332704714,430164399.9517347,1629.1251325999588,0.2735291671296789,50.617974011849626
0.155,155.0,7102.7309909353935,3.5513469013885797e-06,0.325551377176057,0.4522307549636754,1648.1461734747345,3647.514952923118,419006242.6242384,1626.0325940023267,0.2735586734076138,50.58268143817877
0.156,156.0,7916.477206535967,4.038749868748818e-06,0.212313815335171,0.7984185696203501,2841.6958979977176,3589.2781725232367,408018948.64312065,1631.095742724568,0.2736090611639848,50.596737314959235
0.157,157.0,8663.811467022864,4.50973851507618e-06,0.1464978175641479,1.05157270724145,3760.975359582143,3575.0104780911665,397354285.67265946,1626.2691385583107,0.2729499737439516,50.233074261175936
0.158,158.0,9243.164716201616,4.908265539969838e-06,0.1004221691961172,1.279149718229278,4515.740798911245,3530.6815126190604,387039666.85970527,1626.1728441523385,0.2742808081089206,51.009746202860995
0.159,159.0,9616.56833201686,5.212156191706154e-06,0.0768846162175865,1.426343435993122,4980.373644907197,3492.82641717225,376812670.72105056,1626.5931020157625,0.2739853720193705,50.86827905231995
0.16,160.0,9728.579131346112,5.379933064265022e-06,0.0683869457005394,1.4879128007545694,5151.947051608422,3458.5962306649726,367005424.0565123,1626.6150226939585,0.2736801435155689,50.68498418082371
0.161,161.0,9399.871533778569,5.304544730938801e-06,0.0803330704066956,1.4028346867972712,4826.575961510584,3437.026579962005,357410945.39902496,1621.7494236256302,0.2739398862134766,50.83181317049088
0.162,162.0,8520.190546860278,4.907175454027475e-06,0.1260055647581303,1.1454781791060604,3896.767450063853,3403.3286517716074,348034765.9525295,1622.8450162557192,0.2734540290801561,50.59336710308463
0.163,163.0,7672.192524345186,4.510042279781673e-06,0.1880741656653247,0.88501538926015,2975.0961433843995,3361.9563045273685,338899709.6922806,1622.4370362204254,0.2739224200542124,50.82908349715456
0.164,164.0,6766.87794261762,4.060414724397055e-06,0.2836326837401486,0.5720835581633406,1900.820090909423,3324.0257009211823,329984866.4340829,1622.8538726147467,0.2743701027778395,51.0807133837523
0.165,165.0,5851.784237573416,3.5848502151532453e-06,0.4222855693208407,0.1960498623920201,647.747345823009,3306.571490510774,321257494.71634173,1618.2445608924709,0.273997867442165,50.87543169000593
0.166,166.0,5134.117181060199,3.21078228738018e-06,0.5,0.0,-381.8538835298662,3255.760623637112,312800005.7109213,1623.0241975521471,0.2738100228316485,50.77863009250875
0.167,167.0,4472.981991709825,2.855290310446942e-06,0.5,0.0,-1834.820327232091,3246.3156056027287,304614329.32244956,1620.6276823704952,0.2722855431140244,49.942304423376754
0.168,168.0,4069.687817704598,2.652635804358705e-06,0.5,0.0,-2988.58737451578,3218.763736968815,296547392.151297,1622.8721393786582,0.2712952375367201,49.435317587139096
0.169,169.0,3748.9967194745327,2.4959069169056313e-06,0.5,0.0,-4152.983667148431,3189.5188954194364,288615660.9608933,1624.461176936004,0.2701982528071301,48.879739999099165
0.17,170.0,3613.834720392874,2.4574567839737904e-06,0.5,0.0,-4577.393744850517,3154.73952002196,280901072.63455325,1623.5957391058628,0.2708822981002445,49.22193061560172
0.171,171.0,3493.6264412356977,2.425715102818851e-06,0.5,0.0,-5099.264278904135,3137.0621744776813,273501986.67337126,1620.263811562863,0.2711722799826661,49.35378369772349
0.172,172.0,3385.2695059938414,2.3995533287741385e-06,0.5,0.0,-5548.083195773802,3112.5853600170585,266350991.61926585,1620.721229395573,0.270093661902516,48.85736181246955
0.173,173.0,3351.491899457005,2.425290728062068e-06,0.4999513009912829,0.0001220703125,-5477.127296328307,3080.23329536162,259386988.21142492,1620.8622870285535,0.2703261815393949,48.968070312231
0.174,174.0,3419.9836553051587,2.527722564860991e-06,0.5,0.0,-4838.370028460543,3052.586491309233,252502277.02987137,1622.7674693007511,0.2702092246558367,48.96059844232123
0.175,175.0,3612.0071429775753,2.725455726360274e-06,0.5,0.0,-3746.1793509737663,3036.6848842763184,245918579.9416027,1618.1110793318062,0.2703554957208769,49.08086392273179
0.176,176.0,3809.429177744319,2.935138940519212e-06,0.5,0.0,-2679.315291570834,2992.3412557358192,239463041.25493088,1622.3527316137097,0.2704968915158378,49.1135079737862
0.177,177.0,4287.559761375889,3.3737920439356587e-06,0.5,0.0,-1191.76757026992,2974.072129900842,233151670.99112496,1617.12602366618,0.2712036050403237,49.46752017917985
0.178,178.0,5183.990238552147,4.1658265083044965e-06,0.428142338518756,0.1811056153933443,533.6464964875411,2945.3986367171065,227019370.79188985,1618.3018551241453,0.2711936985766162,49.47968420600382
0.179,179.0,6305.324663700758,5.176012836491456e-06,0.2306604316327953,0.7366736029083346,2148.428107203638,2915.506230046351,220993245.42708975,1618.786676954424,0.2707886821577005,49.30826894262261
0.18,180.0,7090.633670919729,5.945396023627181e-06,0.1370758482971627,1.0935515768719224,3155.9257249610064,2885.2463837278938,215155115.9948604,1620.9933918705892,0.2712227110694172,49.48808563790296
0.181,181.0,8281.551892721947,7.094590256006461e-06,0.0587818228238025,1.5650821616540087,4500.895303157855,2874.770497497414,209423665.4643851,1617.637594756475,0.2699613181235338,48.95610141282683
0.182,182.0,8192.806895736849,7.1694278308853195e-06,0.058178852308895,1.570246804224852,4458.646993075408,2837.056292447827,203890389.41582435,1619.8930956823715,0.2716084952931722,49.70498821203405
0.183,183.0,8043.952032658523,7.18642126169043e-06,0.0610962795706928,1.5456357625531834,4342.433582413583,2805.624671015358,198621214.40460417,1620.073198349746,0.2716029424011884,49.68812995982758
0.184,184.0,7345.738153186403,6.70453697213625e-06,0.0951675065521454,1.3095887002927011,3633.692886395493,2773.69633224209,193360941.65798712,1621.936111007423,0.2721989221566589,49.99770541868358
0.185,185.0,6603.359078312033,6.1582260722614565e-06,0.1542431545033079,1.0184033538370765,2812.06519001224,2756.867851602164,188216407.4390779,1617.3900341484448,0.2720540618154173,49.93020975104186
0.186,186.0,5811.622481765318,5.538228975837462e-06,0.2411294141176083,0.702674170179254,1911.509013689373,2720.8725142986546,183203373.0638776,1620.8753454383002,0.2706253448095029,49.28058850081802
0.187,187.0,4885.938610950569,4.759127501032081e-06,0.4023439078355779,0.2472848074223385,669.3194232430668,2708.46909322747,178278504.14348978,1618.09088714648,0.2697252992676327,48.88467741539285
0.188,188.0,4165.072892077043,4.144914330121163e-06,0.5,0.0,-436.0615868682089,2682.2341700678726,173567784.67781383,1617.63804113836,0.2693129178082023,48.69135429997162
0.189,189.0,3676.356979862901,3.740351493018576e-06,0.5,0.0,-1491.250028698151,2664.2747892825128,168874228.16818193,1614.6836705858475,0.2696532574083127,48.8303459546608
0.19,190.0,3365.3920304409667,3.4990977462206137e-06,0.5,0.0,-2226.9679260719945,2616.523868909402,164378838.92039412,1620.2446176783335,0.2716206493006204,49.68466750250075
0.191,191.0,3224.452348480528,3.4257528529595096e-06,0.5,0.0,-2678.0798277426056,2604.6459638435263,160024504.07567304,1616.628777292619,0.2712158359894202,49.532191829707806
0.192,192.0,3101.766529107471,3.3688851537337595e-06,0.5,0.0,-3007.69703681336,2575.3864794388296,155718995.1526329,1615.443062652975,0.2726540617927235,50.23653588493588
0.193,193.0,3072.043415716921,3.4094738711103132e-06,0.4999513009912829,0.0001220703125,-2973.924475413407,2549.934871246073,151601184.85939226,1616.5649422164631,0.2727795626416466,50.32488344746209
0.194,194.0,3141.284210533534,3.564211157328534e-06,0.5,0.0,-2611.3661834954883,2537.788500139836,147523768.56605715,1613.7780158175617,0.2727558613643022,50.3145289932127
0.195,195.0,3226.648322531343,3.742379358748544e-06,0.4999655646006563,8.631674575031098e-05,-2163.7502869932455,2514.584440797318,143578408.5209931,1612.7357004204405,0.2734187229992653,50.66858948829766
0.196,196.0,3341.2322521433134,3.960959312255733e-06,0.4999655646006563,8.631674575031098e-05,-1719.9949512148532,2500.6055176466175,139755894.5302579,1608.772103517872,0.274007943019864,51.00082941538236
0.197,197.0,3522.109345517637,4.268784929717057e-06,0.4999655646006563,8.631674575031098e-05,-1090.2856399572436,2470.387577838913,136004179.86803293,1612.9906032321971,0.2731673405393565,50.538104688636736
0.198,198.0,3788.149240423613,4.694006522373262e-06,0.5,0.0,-453.7737366075242,2457.505664955377,132354320.73115931,1609.2752114463583,0.2733901368936246,50.62542905627608
0.199,199.0,4176.905762608052,5.292320250847292e-06,0.454776617130724,0.1136020852537243,276.12302436010606,2433.769628318557,128788002.15036236,1610.832061916131,0.2740614520453307,50.98734334318686
