scope_key,scope_type,scope_label,dataset_set,n_datasets,mass_GeV,mass_MeV,scope_mass_low_MeV,scope_mass_high_MeV,sigma_mass_res_GeV,sigma_mass_res_min_GeV,cls_alpha,eps2_obs,eps2_obs_solved,eps2_obs_source,A_obs_source,A_obs_solved,likelihood_amplitude_per_eps2,reported_amplitude_per_eps2,reported_conversion_source,p0_analytic,Z_analytic,p0_analytic_solved,Z_analytic_solved,eps2_lo2,eps2_lo1,eps2_med,eps2_hi1,eps2_hi2,eps2_mean,p_strong,p_weak,p_two,tail_count_strong_le_observed,tail_count_weak_ge_observed,tail_count_equal_observed,tail_count_two_sided_min,empirical_tail_resolution,n_toys_requested,n_toys_finite,parent_draw_count,selected_parent_toy_low,selected_parent_toy_high,toy_streams_by_dataset,toy_index_shared_within_scope,toy_dataset_stream_reused_across_scopes,meta,gp_state_sha256_by_dataset,gp_lml_by_dataset,gp_ls_opt_by_dataset,gp_const_opt_by_dataset,cls_statistic,cls_calibration,combined_mode,bands_refit_gp_on_toy,bands_train_exclude_nsigma,bands_refit_restarts,bands_refit_optimize,observed_gp_fit_mode,observed_gp_optimizer_restarts,limit_solver,limit_root_convention,profile_cache_limit_calls,profile_cache_asimov_fixed_nodes,profile_cache_asimov_fixed_hits,profile_cache_asimov_fixed_misses
individual_2015,standalone,2015 100%,2015,1,0.019,19,19,90,0.00091893429023309997,0.00091893429023309997,0.10000000000000001,9.0911165118653174e-06,9.0911165117957302e-06,authoritative_individual_reviewed_v4p2,2489.8985850291938,2489.8985850101349,273882595.36433071,273882595.36433065,authoritative_individual_A_up_over_eps2_up,0.5,0,0.5,0,1.0245854270570376e-05,1.2667034830054842e-05,1.6709913701637522e-05,2.4344401823084127e-05,3.6797772248311854e-05,1.8567193650829246e-05,0,1,0,0,100,0,0,0.01,100,100,300,0,99,"{""2015"": {""active_dataset_order"": [""2015""], ""parent_draw_count"": 300, ""root_seed"": 24680, ""seed_sequence_index"": 0, ""selected_parent_indices"": ""0-99"", ""stream_rule"": ""SeedSequence(24680).spawn(232)[mass_MeV-19]; accepted pre-draw inner-seed consumption; all active MVN arrays then all active Poisson arrays in canonical order""}}",True,True,"[{""const_opt"": 49.77651343832814, ""dens"": 282453695.05657667, ""key"": ""2015"", ""lml"": 1136.0402568150648, ""lml_delta"": -2.847757514246041e-07, ""ls_opt"": 0.3626237023895018, ""reviewed_lml"": 1136.0402570998406, ""sigma"": 0.0009189342902331, ""state_sha256"": ""e909a220efc26c8fe70dd4d638bab27f5914adeec07510ade7665d69253917c9""}]","{""2015"": ""e909a220efc26c8fe70dd4d638bab27f5914adeec07510ade7665d69253917c9""}","{""2015"": 1136.0402568150648}","{""2015"": 0.3626237023895018}","{""2015"": 49.77651343832814}",tilde_q_mu,asymptotic,count_scale,False,2.25,0,False,fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,standalone_native_amplitude_coordinate,101,1056,881,1056
individual_2015,standalone,2015 100%,2015,1,0.02,20,19,90,0.00097215337409879991,0.00097215337409879991,0.10000000000000001,1.3250712543382381e-05,1.3250712543268677e-05,authoritative_individual_reviewed_v4p2,5128.0027586659708,5128.0027586219676,386998264.57460803,386998264.57460797,authoritative_individual_A_up_over_eps2_up,0.48337921629011082,0.0416741861075118,0.48337921629011105,0.041674186107511939,9.1726570055722403e-06,1.0628544155846258e-05,1.3798146478353065e-05,1.8096290654620188e-05,2.4228657103287705e-05,1.4446947985947319e-05,0.44,0.56000000000000005,0.88,44,56,0,44,0.01,100,100,300,0,99,"{""2015"": {""active_dataset_order"": [""2015""], ""parent_draw_count"": 300, ""root_seed"": 24680, ""seed_sequence_index"": 1, ""selected_parent_indices"": ""0-99"", ""stream_rule"": ""SeedSequence(24680).spawn(232)[mass_MeV-19]; accepted pre-draw inner-seed consumption; all active MVN arrays then all active Poisson arrays in canonical order""}}",True,True,"[{""const_opt"": 50.58743405495433, ""dens"": 379153831.1551498, ""key"": ""2015"", ""lml"": 1125.642635398955, ""lml_delta"": -1.4189708963385783e-08, ""ls_opt"": 0.3630675337696885, ""reviewed_lml"": 1125.6426354131447, ""sigma"": 0.0009721533740987999, ""state_sha256"": ""e1092c305c354145dc00de9883b29055e0eccc96cfab187dd8faad042f80ae5e""}]","{""2015"": ""e1092c305c354145dc00de9883b29055e0eccc96cfab187dd8faad042f80ae5e""}","{""2015"": 1125.642635398955}","{""2015"": 0.3630675337696885}","{""2015"": 50.58743405495433}",tilde_q_mu,asymptotic,count_scale,False,2.25,0,False,fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,standalone_native_amplitude_coordinate,101,1040,894,1040
individual_2015,standalone,2015 100%,2015,1,0.021000000000000001,21,19,90,0.0010253724579645,0.0010253724579645,0.10000000000000001,2.6294050168215681e-05,2.6294050168215681e-05,authoritative_individual_reviewed_v4p2,13320.867801152835,13320.867801152835,506611484.95316774,506611484.95316774,authoritative_individual_A_up_over_eps2_up,0.0059409127575512002,2.515634726274536,0.0059409127076337151,2.5156347292362464,7.8975218277588541e-06,9.1106824070449572e-06,1.1507341479498033e-05,1.5858949046076504e-05,2.2886888233932912e-05,1.2624458509132939e-05,1,0,0,100,0,0,0,0.01,100,100,300,0,99,"{""2015"": {""active_dataset_order"": [""2015""], ""parent_draw_count"": 300, ""root_seed"": 24680, ""seed_sequence_index"": 2, ""selected_parent_indices"": ""0-99"", ""stream_rule"": ""SeedSequence(24680).spawn(232)[mass_MeV-19]; accepted pre-draw inner-seed consumption; all active MVN arrays then all active Poisson arrays in canonical order""}}",True,True,"[{""const_opt"": 47.96389341334741, ""dens"": 472707141.1161992, ""key"": ""2015"", ""lml"": 1120.2755873813135, ""lml_delta"": -2.2737367544323206e-13, ""ls_opt"": 0.3589892049000028, ""reviewed_lml"": 1120.2755873813137, ""sigma"": 0.0010253724579645, ""state_sha256"": ""10b61e71bf72b2ea9aa39a77a33752d65d305e476bafa628d60acf1cebcc5ba9""}]","{""2015"": ""10b61e71bf72b2ea9aa39a77a33752d65d305e476bafa628d60acf1cebcc5ba9""}","{""2015"": 1120.2755873813135}","{""2015"": 0.3589892049000028}","{""2015"": 47.96389341334741}",tilde_q_mu,asymptotic,count_scale,False,2.25,0,False,fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,standalone_native_amplitude_coordinate,101,1036,903,1036
individual_2015,standalone,2015 100%,2015,1,0.021999999999999999,22,19,90,0.0010785915418301997,0.0010785915418301997,0.10000000000000001,1.6849481434325817e-05,1.6849481433575647e-05,authoritative_individual_reviewed_v4p2,10543.305056769132,10543.305056299725,625734690.87839568,625734690.87839568,authoritative_individual_A_up_over_eps2_up,0.0770457947178671,1.4252270156953897,0.077045792074247235,1.4252270339921462,6.9602772736612576e-06,8.2533135105619804e-06,1.0843797584876705e-05,1.4482210182597089e-05,1.9017292235527723e-05,1.1455797758811603e-05,0.93000000000000005,0.070000000000000007,0.14000000000000001,93,7,0,7,0.01,100,100,300,0,99,"{""2015"": {""active_dataset_order"": [""2015""], ""parent_draw_count"": 300, ""root_seed"": 24680, ""seed_sequence_index"": 3, ""selected_parent_indices"": ""0-99"", ""stream_rule"": ""SeedSequence(24680).spawn(232)[mass_MeV-19]; accepted pre-draw inner-seed consumption; all active MVN arrays then all active Poisson arrays in canonical order""}}",True,True,"[{""const_opt"": 47.16045874135998, ""dens"": 557319166.6376408, ""key"": ""2015"", ""lml"": 1110.6608250129177, ""lml_delta"": -9.052928362507373e-08, ""ls_opt"": 0.3638062275358118, ""reviewed_lml"": 1110.660825103447, ""sigma"": 0.0010785915418301997, ""state_sha256"": ""3cf40bdb1595310c0228000bd55b8c6425bb46ef11536672b0e3f8620e3c09ff""}]","{""2015"": ""3cf40bdb1595310c0228000bd55b8c6425bb46ef11536672b0e3f8620e3c09ff""}","{""2015"": 1110.6608250129177}","{""2015"": 0.3638062275358118}","{""2015"": 47.16045874135998}",tilde_q_mu,asymptotic,count_scale,False,2.25,0,False,fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,standalone_native_amplitude_coordinate,101,1039,880,1039
individual_2015,standalone,2015 100%,2015,1,0.023,23,19,90,0.0011318106256958998,0.0011318106256958998,0.10000000000000001,6.694619694458033e-06,6.6946196946336356e-06,authoritative_individual_reviewed_v4p2,4950.7331271880939,4950.7331273179534,739509240.72452235,739509240.72452235,authoritative_individual_A_up_over_eps2_up,0.5,0,0.5,0,5.6707447370902325e-06,7.054965490846956e-06,9.3871133709992696e-06,1.4435525595259494e-05,1.9887076020925897e-05,1.0490403445684558e-05,0.12,0.88,0.23999999999999999,12,88,0,12,0.01,100,100,300,0,99,"{""2015"": {""active_dataset_order"": [""2015""], ""parent_draw_count"": 300, ""root_seed"": 24680, ""seed_sequence_index"": 4, ""selected_parent_indices"": ""0-99"", ""stream_rule"": ""SeedSequence(24680).spawn(232)[mass_MeV-19]; accepted pre-draw inner-seed consumption; all active MVN arrays then all active Poisson arrays in canonical order""}}",True,True,"[{""const_opt"": 46.55558049397837, ""dens"": 630016895.0561807, ""key"": ""2015"", ""lml"": 1107.0416201565347, ""lml_delta"": -1.960606823558919e-07, ""ls_opt"": 0.3502063344760394, ""reviewed_lml"": 1107.0416203525954, ""sigma"": 0.0011318106256958998, ""state_sha256"": ""1f9790410d346ff75881ec048c7061459dd27584dec811a380f4aef92bcb905f""}]","{""2015"": ""1f9790410d346ff75881ec048c7061459dd27584dec811a380f4aef92bcb905f""}","{""2015"": 1107.0416201565347}","{""2015"": 0.3502063344760394}","{""2015"": 46.55558049397837}",tilde_q_mu,asymptotic,count_scale,False,2.25,0,False,fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,standalone_native_amplitude_coordinate,101,1065,871,1065
individual_2015,standalone,2015 100%,2015,1,0.024,24,19,90,0.0011850297095615998,0.0011850297095615998,0.10000000000000001,6.0227457776431228e-06,6.0227457776431228e-06,authoritative_individual_reviewed_v4p2,5098.294669819139,5098.294669819139,846506702.76410878,846506702.7641089,authoritative_individual_A_up_over_eps2_up,0.5,0,0.49993112920156918,0.00017263349150062197,6.1150433244681237e-06,7.1012106948726844e-06,8.8056667941596393e-06,1.2187056693454358e-05,1.6512767057326243e-05,9.7033829718597743e-06,0.02,0.97999999999999998,0.040000000000000001,2,98,0,2,0.01,100,100,300,0,99,"{""2015"": {""active_dataset_order"": [""2015""], ""parent_draw_count"": 300, ""root_seed"": 24680, ""seed_sequence_index"": 5, ""selected_parent_indices"": ""0-99"", ""stream_rule"": ""SeedSequence(24680).spawn(232)[mass_MeV-19]; accepted pre-draw inner-seed consumption; all active MVN arrays then all active Poisson arrays in canonical order""}}",True,True,"[{""const_opt"": 46.60283339865349, ""dens"": 691123382.2635775, ""key"": ""2015"", ""lml"": 1097.6890328535821, ""lml_delta"": 2.2737367544323206e-13, ""ls_opt"": 0.3484289370030476, ""reviewed_lml"": 1097.689032853582, ""sigma"": 0.0011850297095615998, ""state_sha256"": ""d1042ab0a6b2181ce628bb596c4a9a11734396eb10cd73d26e2067ca3719d160""}]","{""2015"": ""d1042ab0a6b2181ce628bb596c4a9a11734396eb10cd73d26e2067ca3719d160""}","{""2015"": 1097.6890328535821}","{""2015"": 0.3484289370030476}","{""2015"": 46.60283339865349}",tilde_q_mu,asymptotic,count_scale,False,2.25,0,False,fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,standalone_native_amplitude_coordinate,101,1012,911,1012
individual_2015,standalone,2015 100%,2015,1,0.025000000000000001,25,19,90,0.0012382487934272999,0.0012382487934272999,0.10000000000000001,7.0867373943627361e-06,7.0867373943378384e-06,authoritative_individual_reviewed_v4p2,6681.518010223419,6681.5180101999449,942820036.69817722,942820036.6981771,authoritative_individual_A_up_over_eps2_up,0.5,0,0.5,0,5.2854873858507962e-06,6.2219382459849318e-06,8.4225254409651739e-06,1.2023126175453456e-05,1.6417419750225953e-05,9.1723980369559679e-06,0.32000000000000001,0.68000000000000005,0.64000000000000001,32,68,0,32,0.01,100,100,300,0,99,"{""2015"": {""active_dataset_order"": [""2015""], ""parent_draw_count"": 300, ""root_seed"": 24680, ""seed_sequence_index"": 6, ""selected_parent_indices"": ""0-99"", ""stream_rule"": ""SeedSequence(24680).spawn(232)[mass_MeV-19]; accepted pre-draw inner-seed consumption; all active MVN arrays then all active Poisson arrays in canonical order""}}",True,True,"[{""const_opt"": 50.580618615587305, ""dens"": 738967301.358607, ""key"": ""2015"", ""lml"": 1098.3909831440674, ""lml_delta"": -1.0215831025561783e-07, ""ls_opt"": 0.356715634971048, ""reviewed_lml"": 1098.3909832462257, ""sigma"": 0.0012382487934273, ""state_sha256"": ""508b43006dc6809282276b8fb42c5b7ed9bd5074000698589894cdac20aba907""}]","{""2015"": ""508b43006dc6809282276b8fb42c5b7ed9bd5074000698589894cdac20aba907""}","{""2015"": 1098.3909831440674}","{""2015"": 0.356715634971048}","{""2015"": 50.580618615587305}",tilde_q_mu,asymptotic,count_scale,False,2.25,0,False,fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,standalone_native_amplitude_coordinate,101,1052,881,1052
individual_2015,standalone,2015 100%,2015,1,0.025999999999999999,26,19,90,0.0012914678772929999,0.0012914678772929999,0.10000000000000001,8.5049098895133759e-06,8.5049098896403242e-06,authoritative_individual_reviewed_v4p2,8749.5165522756215,8749.5165524062213,1028760641.3165938,1028760641.3165938,authoritative_individual_A_up_over_eps2_up,0.38342491277349061,0.29649795883080787,0.38342491277349061,0.29649795883080809,5.0383707109873293e-06,6.100375313672815e-06,7.7663715053642184e-06,1.0888534222815034e-05,1.3765236912494454e-05,8.3647479043481922e-06,0.64000000000000001,0.35999999999999999,0.71999999999999997,64,36,0,36,0.01,100,100,300,0,99,"{""2015"": {""active_dataset_order"": [""2015""], ""parent_draw_count"": 300, ""root_seed"": 24680, ""seed_sequence_index"": 7, ""selected_parent_indices"": ""0-99"", ""stream_rule"": ""SeedSequence(24680).spawn(232)[mass_MeV-19]; accepted pre-draw inner-seed consumption; all active MVN arrays then all active Poisson arrays in canonical order""}}",True,True,"[{""const_opt"": 52.900920880039315, ""dens"": 775313630.7800946, ""key"": ""2015"", ""lml"": 1088.5043977893056, ""lml_delta"": -6.077607395127416e-08, ""ls_opt"": 0.3602766417521963, ""reviewed_lml"": 1088.5043978500817, ""sigma"": 0.0012914678772929999, ""state_sha256"": ""5aaecaedb9e5a87742e9d072eae446b6e837aacb18f091d5eb0884f60394e72b""}]","{""2015"": ""5aaecaedb9e5a87742e9d072eae446b6e837aacb18f091d5eb0884f60394e72b""}","{""2015"": 1088.5043977893056}","{""2015"": 0.3602766417521963}","{""2015"": 52.900920880039315}",tilde_q_mu,asymptotic,count_scale,False,2.25,0,False,fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,standalone_native_amplitude_coordinate,101,1024,886,1024
individual_2015,standalone,2015 100%,2015,1,0.027,27,19,90,0.0013446869611586998,0.0013446869611586998,0.10000000000000001,7.7211874949808087e-06,7.7211874950951175e-06,authoritative_individual_reviewed_v4p2,8521.2241347010331,8521.2241348271855,1103615750.846653,1103615750.846653,authoritative_individual_A_up_over_eps2_up,0.44359469766088577,0.14186151255553761,0.44359469766088599,0.14186151255553772,4.5659939924831614e-06,5.4529298390699618e-06,7.3340918833295002e-06,1.0679952769687738e-05,1.302113707599446e-05,7.78689487669926e-06,0.56999999999999995,0.42999999999999999,0.85999999999999999,57,43,0,43,0.01,100,100,300,0,99,"{""2015"": {""active_dataset_order"": [""2015""], ""parent_draw_count"": 300, ""root_seed"": 24680, ""seed_sequence_index"": 8, ""selected_parent_indices"": ""0-99"", ""stream_rule"": ""SeedSequence(24680).spawn(232)[mass_MeV-19]; accepted pre-draw inner-seed consumption; all active MVN arrays then all active Poisson arrays in canonical order""}}",True,True,"[{""const_opt"": 50.955811007673915, ""dens"": 800922607.8622017, ""key"": ""2015"", ""lml"": 1087.073070961299, ""lml_delta"": -1.855235041148262e-07, ""ls_opt"": 0.354523458444351, ""reviewed_lml"": 1087.0730711468225, ""sigma"": 0.0013446869611586998, ""state_sha256"": ""504196692d0311568f7937c10e261523e600133d46b878ba55b1ce7dd24ed850""}]","{""2015"": ""504196692d0311568f7937c10e261523e600133d46b878ba55b1ce7dd24ed850""}","{""2015"": 1087.073070961299}","{""2015"": 0.354523458444351}","{""2015"": 50.955811007673915}",tilde_q_mu,asymptotic,count_scale,False,2.25,0,False,fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,standalone_native_amplitude_coordinate,101,1063,837,1063
individual_2015,standalone,2015 100%,2015,1,0.028000000000000001,28,19,90,0.0013979060450244,0.0013979060450244,0.10000000000000001,7.5277445799635533e-06,7.5277445799635525e-06,authoritative_individual_reviewed_v4p2,8781.8357082455495,8781.8357082455495,1166595866.1270182,1166595866.1270185,authoritative_individual_A_up_over_eps2_up,0.47155998823420342,0.071349027314001806,0.47155994668082141,0.071349131738342605,4.410198179714413e-06,5.4709503639810431e-06,7.0945118418817652e-06,1.0809641180305165e-05,1.4169796228936353e-05,7.9593188840728674e-06,0.53000000000000003,0.46999999999999997,0.93999999999999995,53,47,0,47,0.01,100,100,300,0,99,"{""2015"": {""active_dataset_order"": [""2015""], ""parent_draw_count"": 300, ""root_seed"": 24680, ""seed_sequence_index"": 9, ""selected_parent_indices"": ""0-99"", ""stream_rule"": ""SeedSequence(24680).spawn(232)[mass_MeV-19]; accepted pre-draw inner-seed consumption; all active MVN arrays then all active Poisson arrays in canonical order""}}",True,True,"[{""const_opt"": 49.81984023244658, ""dens"": 816392166.0291471, ""key"": ""2015"", ""lml"": 1077.8999410759343, ""lml_delta"": 0.0, ""ls_opt"": 0.3536367860898344, ""reviewed_lml"": 1077.8999410759343, ""sigma"": 0.0013979060450244, ""state_sha256"": ""bc028c41cb84f3730368cf1626644037b73bd19525e0114d8382c5d8286a34b7""}]","{""2015"": ""bc028c41cb84f3730368cf1626644037b73bd19525e0114d8382c5d8286a34b7""}","{""2015"": 1077.8999410759343}","{""2015"": 0.3536367860898344}","{""2015"": 49.81984023244658}",tilde_q_mu,asymptotic,count_scale,False,2.25,0,False,fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,standalone_native_amplitude_coordinate,101,1057,849,1057
