mass_MeV,A90,Ahat,Ahat_bounded,sigma_A,signed_r,Z0,p0_fixed_mass,p_signed,cls,q_obs,q_asimov,cls_branch,max_score,max_iterations,boundary_fits,min_lambda,min_background,n_profiles,n_cls_evaluations,monotonicity_error,nll_null,nll_free,n_bins,nuisance_rank,zero_bins,ok,status,calibration,cov_load,cov_load_over_poisson,prior_relative_error,feature_rank,density_observed,K_counts_per_epsilon2,branching_factor,epsilon2_90,epsilon2_90_fixed_density
50,41623.937636127579,18362.612241785493,18362.612241785493,17028.822020588785,1.0783298344351924,1.0783298344351924,0.14044329370788866,0.14044329370788866,0.10000000000075751,1.865929488833135,5.9780633267503678,interior,1.9289862862592599e-07,3,0,1019915.0710850279,1019064.5824829896,18,8,0,0.91941999971589827,0.33802238379938354,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,7.4148608648660768e-10,7.6480773804979175e-14,25,4325882558.8997412,6660775668.8944159,1,6.2491126717433044e-06,6.2491126717433044e-06
51,32216.200871511854,5081.9052163864772,5081.9052163864772,17581.548381352535,0.28904816418143026,0.28904816418143026,0.38627226007070337,0.38627226007070337,0.10000000000002858,2.3818509972509929,3.3579003021399076,interior,1.2871201260367116e-07,2,0,1410424.7535857675,1409494.9085933184,20,9,0,0.16179425087611998,0.12001983026779245,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,4.3379065416805083e-10,2.2271174763555241e-14,26,5058529688.1648741,7944646122.1998577,1,4.0550831812998677e-06,4.0550831812998677e-06
52,29993.198113482351,-3576.3992633708349,0,19518.668618129526,-0.18322954104446287,0,0.5,0.57269104183854935,0.099999999999983366,2.9243441956764356,2.3610538095209819,deficit,9.1295087267795338e-08,2,0,1633977.1904210814,1633333.5349543206,22,10,0,0.084173306752920105,0.06738677439723785,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,5.6057602299275899e-10,7.3798648620803293e-14,26,5825128654.5532465,9328008717.1641273,1,3.2153913040725365e-06,3.2153913040725365e-06
53,28353.212229520668,-7463.9240605248506,0,19812.00566054742,-0.37673660268563619,0,0.5,0.64681532067928327,0.099999999897223885,3.1263227516730292,2.0478073540532016,deficit,4.5733010267667851e-08,2,0,2129836.5555514712,2128974.3550282256,20,9,0,0.12021970679156074,0.049254472890003301,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,3.3827140644553345e-10,5.371088037930954e-14,26,6626624769.7837229,10815542969.196205,1,2.6215246252798937e-06,2.6215246252798937e-06
54,28767.475470730082,-8464.3948970216843,0,20385.484395844313,-0.41521569046529311,0,0.5,0.66100799321278059,0.099999999989965699,3.1632249419779503,1.9911383570613281,deficit,1.1461265425616318e-07,2,0,2681045.192359501,2679896.4706030646,20,9,0,0.12218992664290117,0.035987891838616129,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.7727809053500131e-10,6.8034219651214427e-14,26,7432273540.2836037,12359346925.086744,1,2.3275886375790992e-06,2.3275886375790992e-06
55,28755.772535029624,-10577.468003213993,0,21035.118229315824,-0.50284674455595635,0,0.5,0.69246398703202927,0.10000000001747614,3.243545944676427,1.8684491352211181,deficit,2.2742577598933167e-08,2,0,2972966.5101856613,2972140.252428045,20,9,0,0.20499891105428097,0.078571486799019388,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,3.0005860405439466e-10,3.9314340180516574e-14,26,8262186278.0784903,13993867249.504168,1,2.0548839018069505e-06,2.0548839018069505e-06
56,32037.009372963912,-4570.0275404852327,0,21106.814624746348,-0.21651873477115355,0,0.5,0.58570828837063982,0.099999999999379585,2.9610896078369895,2.3037002013016004,deficit,5.0343010871145566e-08,2,0,3581895.5721846535,3580816.8942596498,22,10,0,0.060197002460141799,0.036756821206691229,14,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9826550228931278e-10,6.7770489748335308e-14,26,9085539515.011282,15668189897.057423,1,2.0447166892571714e-06,2.0447166892571714e-06
57,36068.314772415782,-655.79668951087262,0,22170.741844194319,-0.029579370285348631,0,0.5,0.51179874087934607,0.10000000000133083,2.7428097696737539,2.6465325286385628,deficit,1.1800309573928303e-07,2,0,3895942.0225176569,3895155.4205068569,22,10,0,0.038578610618030938,0.038141141044792055,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.313230676759059e-10,6.9647507975167257e-14,26,9905006503.284256,17386401266.721077,1,2.0745129609687162e-06,2.0745129609687162e-06
58,38661.455846160454,2646.0314330689553,2646.0314330689553,22494.673322842074,0.11762932713248575,0.11762932713248575,0.45318068328421418,0.45318068328421418,0.10000000000014306,2.5633588523908957,2.9539489407925976,interior,3.9490079206672135e-08,2,0,4537194.1355450656,4536110.159244962,22,10,0,0.046574761011288962,0.039656431710468287,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9678553036569194e-10,6.6382081545329006e-14,26,10722085576.625498,19150818515.571598,1,2.018788691184384e-06,2.018788691184384e-06
59,41963.407558008155,5724.0008031595762,5724.0008031595762,23272.515018261045,0.24595574747388677,0.24595574747388677,0.40285824436755402,0.40285824436755402,0.10000000000007384,2.424754709154362,3.2514019911113246,interior,9.8623273991904625e-09,2,0,4862111.5367473252,4861303.8357649902,22,10,0,0.049314469712366311,0.019067354854647136,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.8947525656339489e-10,8.9537522824141359e-14,26,11513050275.152769,20918112325.513592,1,2.006080037481482e-06,2.006080037481482e-06
