mass_MeV,A90,Ahat,Ahat_bounded,sigma_A,signed_r,Z0,p0_fixed_mass,p_signed,cls,q_obs,q_asimov,cls_branch,max_score,max_iterations,boundary_fits,min_lambda,min_background,n_profiles,n_cls_evaluations,monotonicity_error,nll_null,nll_free,n_bins,nuisance_rank,zero_bins,ok,status,calibration,cov_load,cov_load_over_poisson,prior_relative_error,feature_rank,density_observed,K_counts_per_epsilon2,branching_factor,epsilon2_90,epsilon2_90_fixed_density
50,18828.382748232758,-19024.559947686077,0,17055.897169156699,-1.1154195329456564,0,0.5,0.86766465850188323,0.10000000069731854,3.6812558661162029,1.2182780971955598,deficit,1.9482619784128019e-07,2,0,1020995.5669769595,1020368.9562359285,22,10,0,1.2772445443347831,0.65516417709642982,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,7.4274386729728675e-10,7.6480773804979175e-14,25,4325882559.510458,6660775669.8347664,1,2.8267552731887503e-06,2.8267552735878244e-06
51,20898.636351109293,-15820.917702522423,0,17589.788166291648,-0.89943266438564373,0,0.5,0.81578887647590825,0.10000000000394775,3.5487718281887215,1.4114341628997211,deficit,8.9229104993648889e-08,2,0,1410991.3339100918,1410142.8079470496,22,10,0,1.735432299994033,1.330942741112104,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,4.3352575421505188e-10,2.2271174763555241e-14,26,5058529696.3936901,7944646135.12358,1,2.6305307996935994e-06,2.6305308039727387e-06
52,32477.243320748526,642.70503680203444,642.70503680203444,19504.751310042633,0.03295120812982761,0.03295120812982761,0.48685674838099507,0.48685674838099507,0.10000000000107778,2.6638556764037329,2.7734626204797204,interior,9.52268235376863e-08,2,0,1634196.0336909401,1633545.7724669985,22,10,0,3.6919593880632684,3.6914164970046608,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,5.5906114083530522e-10,7.3798648620803293e-14,26,5825128729.5581589,9328008837.272459,1,3.4816908825147489e-06,3.4816909273453335e-06
53,60959.49079886001,35176.893704926595,35176.893704926595,19782.669729753274,1.7781856521015347,1.7781856521015347,0.037686684313804106,0.037686684313804106,0.099999998723818651,1.6985443913250844,9.5013762993771635,interior,7.7759259475840281e-08,3,0,2128637.5447998052,2127266.3321096906,18,8,0,5.3165664894513931,3.735594382781513,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,3.3700595430174653e-10,5.371088037930954e-14,26,6626625495.5422487,10815544153.731741,1,5.636285140385364e-06,5.6362857576803128e-06
54,88120.723971338375,62032.006513523527,62032.006513523527,20346.635271375235,3.0488182701087641,3.0488182701087641,0.0011487170629018763,0.0011487170629018763,0.099999999999998687,1.6440433603691789,18.773053934255607,interior,6.5063278764654342e-08,3,0,2677723.7027699701,2675412.0025988775,20,9,0,7.5724998469261529,2.9248534248516544,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.7610980808151884e-10,6.8034219651214427e-14,26,7432278131.8481503,12359354560.53488,1,7.1298807344454681e-06,7.1298851391955643e-06
55,95364.56658154742,68446.277617326559,68446.277617326559,20999.134227076487,3.2595358093638178,3.2595358093638178,0.00055797346014453393,0.00055797346014453393,0.099999999999889982,1.6431846506099133,20.639988050712542,interior,1.2627764656159002e-07,3,0,2968987.3223979594,2967266.2899899594,20,9,0,6.6100255717435266,1.2977387254810062,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.9906835488408723e-10,3.9314340180516574e-14,26,8262212321.7879782,13993911360.372766,1,6.8147184961879824e-06,6.8147399772515627e-06
56,80133.994965280726,53038.579673956658,53038.579673956658,21086.701004332594,2.5153053242698191,2.5153053242698191,0.0059464669090758052,0.0059464669090758052,0.099999999999848502,1.6510746726531096,14.446428083603493,interior,1.4056180175359145e-07,2,0,3578228.442994643,3576247.2689212174,20,9,0,5.9566341422949929,2.7932537051449433,14,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9796868082345978e-10,6.7770489748335308e-14,26,9085659145.6686554,15668396202.456694,1,5.1143712432237502e-06,5.1144385849146718e-06
57,43133.070088721972,9967.1299708449806,9967.1299708449806,22171.057387925805,0.44955702909864576,0.44955702909864576,0.32651493915462448,0.32651493915462448,0.099999998480378854,2.2377143301951712,3.783878574290831,interior,2.0662596966758429e-08,2,0,3894743.8623175835,3893839.3735718834,20,9,0,10.559751507704004,10.458700746498003,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.3157079290986734e-10,6.9647507975167257e-14,26,9905418260.0028019,17387124029.248344,1,2.4807478232837245e-06,2.480850949372831e-06
58,16810.938767589658,-54296.497951011945,0,22517.138587583602,-2.4113064141160314,0,0.5,0.99205225612081926,0.099999999584381244,4.1577182830188661,0.55687713601845501,deficit,1.9798298911410939e-07,2,0,4536017.3664722219,4534973.2472642381,22,10,0,18.569755882371378,15.662556570992821,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9741560877329135e-10,6.6382081545329006e-14,26,10723372750.086369,19153117548.271069,1,8.7771292194189889e-07,8.7781829032114868e-07
59,10324.82502069066,-111640.44016179295,0,23305.398881284786,-4.7901950596223806,0,0.5,0.99999916690369806,0.099999999972200437,4.4403376552798406,0.19605818992929774,deficit,2.1548867579213038e-08,3,0,4860892.7332159355,4860145.1792697068,26,12,0,20.10981351139586,8.6368291567805269,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9019125853006094e-10,8.9537522824141359e-14,26,11516185762.711206,20923809206.824379,1,4.9344863158679438e-07,4.9358301839203643e-07
