variant,dataset,bin_center_MeV,observed,gp_mean_preprofile,in_extraction_window,null_profiled_background,standalone_profiled_background,standalone_profiled_total,shared_profiled_background,shared_profiled_total
common_0p5MeV,2016,73.25,603052,602661.13082967279,False,,,,,
common_0p5MeV,2016,73.75,596249,596098.5148080627,False,,,,,
common_0p5MeV,2016,74.25,588118,589425.39324001817,False,,,,,
common_0p5MeV,2016,74.75,581234,582647.84802211134,False,,,,,
common_0p5MeV,2016,75.25,575915,575771.91530141572,False,,,,,
common_0p5MeV,2016,75.75,567884,568803.59941977146,False,,,,,
common_0p5MeV,2016,76.249999999999986,563776,561748.88506777387,False,,,,,
common_0p5MeV,2016,76.75,554392,554613.74669873621,False,,,,,
common_0p5MeV,2016,77.25,547229,547404.15345651773,False,,,,,
common_0p5MeV,2016,77.75,539285,540126.07525091385,False,,,,,
common_0p5MeV,2016,78.25,532534,532785.48313135235,False,,,,,
common_0p5MeV,2016,78.75,526398,525388.35003240081,False,,,,,
common_0p5MeV,2016,79.25,517510,517940.6484860183,False,,,,,
common_0p5MeV,2016,79.75,510755,510448.34652159567,False,,,,,
common_0p5MeV,2016,80.25,504155,502917.40224084689,False,,,,,
common_0p5MeV,2016,80.749999999999986,496224,495353.75719482033,False,,,,,
common_0p5MeV,2016,81.249999999999986,487168,487763.32630557549,False,,,,,
common_0p5MeV,2016,81.749999999999986,478881,480151.99160140281,False,,,,,
common_0p5MeV,2016,82.25,472243,472525.58896336035,False,,,,,
common_0p5MeV,2016,82.75,465150,464889.89893800608,False,,,,,
common_0p5MeV,2016,83.249999999999986,456877,457250.63495244819,False,,,,,
common_0p5MeV,2016,83.749999999999986,450445,449613.43159602315,False,,,,,
common_0p5MeV,2016,84.249999999999986,441937,441983.83289094287,False,,,,,
common_0p5MeV,2016,84.749999999999986,433938,434367.28019901866,False,,,,,
common_0p5MeV,2016,85.25,427628,426769.10111877759,False,,,,,
common_0p5MeV,2016,85.75,418641,419194.49783256109,False,,,,,
common_0p5MeV,2016,86.250000000000014,410823,411648.53709267586,False,,,,,
common_0p5MeV,2016,86.75,403430,404136.13877740077,False,,,,,
common_0p5MeV,2016,87.25,396539,396662.06711609091,False,,,,,
common_0p5MeV,2016,87.750000000000014,389334,389230.92203005037,False,,,,,
common_0p5MeV,2016,88.25,381478,381847.13062968978,False,,,,,
common_0p5MeV,2016,88.75,373788,374514.94071498758,False,,,,,
common_0p5MeV,2016,89.25,368164,367238.41400292428,False,,,,,
common_0p5MeV,2016,89.75,359998,360021.42108607822,False,,,,,
common_0p5MeV,2016,90.25,353907,352867.63756140403,False,,,,,
common_0p5MeV,2016,90.750000000000014,345695,345780.54016909515,False,,,,,
common_0p5MeV,2016,91.25,338340,338763.40433420544,False,,,,,
common_0p5MeV,2016,91.75,332506,331819.30305043532,False,,,,,
common_0p5MeV,2016,92.25,325912,324951.10653366271,False,,,,,
common_0p5MeV,2016,92.75,318995,318161.48174764705,False,,,,,
common_0p5MeV,2016,93.249999999999986,311343,311452.89454729366,False,,,,,
common_0p5MeV,2016,93.75,305612,304827.61044279824,False,,,,,
common_0p5MeV,2016,94.25,298448,298287.69832485018,False,,,,,
common_0p5MeV,2016,94.749999999999986,292265,291835.03346212237,False,,,,,
common_0p5MeV,2016,95.25,285557,285471.30113440874,False,,,,,
common_0p5MeV,2016,95.749999999999986,279085,279198.00130576559,False,,,,,
common_0p5MeV,2016,96.25,272916,273016.45380482409,False,,,,,
common_0p5MeV,2016,96.75,266449,266927.80371586827,False,,,,,
common_0p5MeV,2016,97.25,261069,260933.02699427053,False,,,,,
common_0p5MeV,2016,97.749999999999986,254193,255032.93722806001,False,,,,,
common_0p5MeV,2016,98.249999999999986,249486,249228.19103598839,False,,,,,
common_0p5MeV,2016,98.749999999999986,242626,243519.29588781262,False,,,,,
common_0p5MeV,2016,99.25,237727,237906.6157099132,False,,,,,
common_0p5MeV,2016,99.75,233422,232390.37907955714,False,,,,,
common_0p5MeV,2016,100.24999999999999,226677,226970.68510498095,False,,,,,
common_0p5MeV,2016,100.75,220676,221647.51091632067,False,,,,,
common_0p5MeV,2016,101.24999999999999,216809,216420.71868528446,False,,,,,
common_0p5MeV,2016,101.75,210652,211290.06232256733,False,,,,,
common_0p5MeV,2016,102.25,204991,206255.19463485377,False,,,,,
common_0p5MeV,2016,102.75,201462,201315.67371684968,False,,,,,
common_0p5MeV,2016,103.25,196307,196470.96954021207,False,,,,,
common_0p5MeV,2016,103.75,191985,191720.4707948569,False,,,,,
common_0p5MeV,2016,104.25,187695,187063.4906639047,False,,,,,
common_0p5MeV,2016,104.75,182446,182499.27283167266,False,,,,,
common_0p5MeV,2016,105.25,178014,178026.99775273105,False,,,,,
common_0p5MeV,2016,105.75,173852,173645.78768844885,False,,,,,
common_0p5MeV,2016,106.25,168921,169354.71236058348,False,,,,,
common_0p5MeV,2016,106.74999999999999,164564,165152.79393282684,False,,,,,
common_0p5MeV,2016,107.25,161306,161039.01181720535,False,,,,,
common_0p5MeV,2016,107.75,157693,157012.30764460293,False,,,,,
common_0p5MeV,2016,108.25,152167,153071.58903662357,False,,,,,
common_0p5MeV,2016,108.75,149292,149215.73381015874,False,,,,,
common_0p5MeV,2016,109.24999999999999,145195,145443.59439668202,False,,,,,
common_0p5MeV,2016,109.75,142127,141754.00071002432,False,,,,,
common_0p5MeV,2016,110.25,137756,138145.76405777264,False,,,,,
common_0p5MeV,2016,110.75,134843,134617.67992487265,False,,,,,
common_0p5MeV,2016,111.25,131078,131168.53110622196,False,,,,,
common_0p5MeV,2016,111.75,127802,127797.09033010079,False,,,,,
common_0p5MeV,2016,112.24999999999999,124216,124502.122787122,False,,,,,
common_0p5MeV,2016,112.75,120853,121282.38828720803,False,,,,,
common_0p5MeV,2016,113.25,118511,118136.64363236731,False,,,,,
common_0p5MeV,2016,113.74999999999999,115906,115063.64437065866,False,,,,,
common_0p5MeV,2016,114.25,112345,112062.14644789099,False,,,,,
common_0p5MeV,2016,114.74999999999999,109183,109130.90809744158,False,,,,,
common_0p5MeV,2016,115.24999999999999,106782,106268.69107472575,False,,,,,
common_0p5MeV,2016,115.74999999999999,103696,103474.2619681754,False,,,,,
common_0p5MeV,2016,116.25,100419,100746.39350368774,False,,,,,
common_0p5MeV,2016,116.74999999999999,97859,98083.865528688795,False,,,,,
common_0p5MeV,2016,117.25,95296,95485.465933109066,False,,,,,
common_0p5MeV,2016,117.75,93529,92949.991435726988,False,,,,,
common_0p5MeV,2016,118.24999999999999,90392,90476.248482560186,False,,,,,
common_0p5MeV,2016,118.75000000000001,88091,88063.053825604788,False,,,,,
common_0p5MeV,2016,119.25,85909,85709.234991788908,False,,,,,
common_0p5MeV,2016,119.75,83888,83413.63096723349,False,,,,,
common_0p5MeV,2016,120.25,81509,81175.092460774584,False,,,,,
common_0p5MeV,2016,120.75,78998,78992.482418498839,False,,,,,
common_0p5MeV,2016,121.24999999999999,77028,76864.676217086148,False,,,,,
common_0p5MeV,2016,121.75,74432,74790.56212122865,False,,,,,
common_0p5MeV,2016,122.24999999999999,72816,72769.041237294761,False,,,,,
common_0p5MeV,2016,122.74999999999999,70545,70799.027930341705,False,,,,,
common_0p5MeV,2016,123.25000000000001,69040,68879.449958453188,False,,,,,
common_0p5MeV,2016,123.75,66881,67009.248515469546,False,,,,,
common_0p5MeV,2016,124.25,65321,65187.378405578129,False,,,,,
common_0p5MeV,2016,124.75,63260,63412.808070408144,False,,,,,
common_0p5MeV,2016,125.25,61183,61684.51969887763,False,,,,,
common_0p5MeV,2016,125.75,59783,60001.509285621694,False,,,,,
common_0p5MeV,2016,126.25,58455,58362.786623151485,False,,,,,
common_0p5MeV,2016,126.75,56838,56767.375300339096,False,,,,,
common_0p5MeV,2016,127.25,55450,55214.312827224887,False,,,,,
common_0p5MeV,2016,127.74999999999997,53509,53702.650530971354,False,,,,,
common_0p5MeV,2016,128.25,51972,52231.453598109714,False,,,,,
common_0p5MeV,2016,128.75,50677,50799.801076369717,False,,,,,
common_0p5MeV,2016,129.25,49194,49406.785768487796,False,,,,,
common_0p5MeV,2016,129.75,48207,48051.514375016857,False,,,,,
common_0p5MeV,2016,130.25,47042,46733.10741481727,False,,,,,
common_0p5MeV,2016,130.75,45235,45450.699038868494,False,,,,,
common_0p5MeV,2016,131.25,44279,44203.437274639517,False,,,,,
common_0p5MeV,2016,131.75,43225,42990.483800655929,False,,,,,
common_0p5MeV,2016,132.24999999999997,41869,41811.014010111634,False,,,,,
common_0p5MeV,2016,132.75,40973,40664.216913187069,False,,,,,
common_0p5MeV,2016,133.24999999999997,39237,39549.295185913157,False,,,,,
common_0p5MeV,2016,133.74999999999997,38620,38465.465050941435,False,,,,,
common_0p5MeV,2016,134.25,37299,37411.956277279874,False,,,,,
common_0p5MeV,2016,134.75,36282,36388.012162005558,False,,,,,
common_0p5MeV,2016,135.25,35364,35392.88940623543,False,,,,,
common_0p5MeV,2016,135.75,34369,34425.858216217668,False,,,,,
common_0p5MeV,2016,136.25,33359,33486.202016999858,False,,,,,
common_0p5MeV,2016,136.74999999999997,32605,32573.217656467652,False,,,,,
common_0p5MeV,2016,137.24999999999997,31760,31686.215180012139,False,,,,,
common_0p5MeV,2016,137.75,30837,30824.51781869054,False,,,,,
common_0p5MeV,2016,138.24999999999997,30227,29987.461939434463,False,,,,,
common_0p5MeV,2016,138.74999999999997,29168,29174.39694305442,False,,,,,
common_0p5MeV,2016,139.24999999999997,28323,28384.685222588396,False,,,,,
common_0p5MeV,2016,139.74999999999997,27649,27617.702037190789,False,,,,,
common_0p5MeV,2016,140.25,26769,26872.8354973075,False,,,,,
common_0p5MeV,2016,140.75,26052,26149.486406758304,False,,,,,
common_0p5MeV,2016,141.25,25272,25447.06821978711,False,,,,,
common_0p5MeV,2016,141.75,24760,24765.006921979606,False,,,,,
common_0p5MeV,2016,142.25000000000003,24006,24102.740903598664,False,,,,,
common_0p5MeV,2016,142.75,23415,23459.720909265059,False,,,,,
common_0p5MeV,2016,143.25,22688,22835.409865617647,False,,,,,
common_0p5MeV,2016,143.75,22380,22229.282807129817,False,,,,,
common_0p5MeV,2016,144.25,21561,21640.826711670412,False,,,,,
common_0p5MeV,2016,144.75,21134,21069.540411867245,False,,,,,
common_0p5MeV,2016,145.25,20612,20514.934446212796,False,,,,,
common_0p5MeV,2016,145.75,19987,19976.5308986419,False,,,,,
common_0p5MeV,2016,146.25,19435,19453.863305176113,False,,,,,
common_0p5MeV,2016,146.75,18930,18946.476472196162,False,,,,,
common_0p5MeV,2016,147.25,18443,18453.926328108839,False,,,,,
common_0p5MeV,2016,147.75,17748,17975.779792825877,False,,,,,
common_0p5MeV,2016,148.25,17689,17511.614602697213,False,,,,,
common_0p5MeV,2016,148.75,16890,17061.019147426134,False,,,,,
common_0p5MeV,2016,149.25,16599,16623.592327726576,False,,,,,
common_0p5MeV,2016,149.75,16392,16198.943366143105,False,,,,,
common_0p5MeV,2016,150.25,15773,15786.69164959599,False,,,,,
common_0p5MeV,2016,150.74999999999997,15242,15386.466559146356,False,,,,,
common_0p5MeV,2016,151.25,14898,14997.907305550836,False,,,,,
common_0p5MeV,2016,151.75,14724,14620.66272692404,False,,,,,
common_0p5MeV,2016,152.25,14331,14254.391146292875,False,,,,,
common_0p5MeV,2016,152.75,14096,13898.760178968312,False,,,,,
common_0p5MeV,2016,153.25,13539,13553.446540364528,False,,,,,
common_0p5MeV,2016,153.75,13222,13218.135899817375,False,,,,,
common_0p5MeV,2016,154.25,12859,12892.522668837557,False,,,,,
common_0p5MeV,2016,154.75,12518,12576.309849062067,False,,,,,
common_0p5MeV,2016,155.24999999999997,12192,12269.208830627864,False,,,,,
common_0p5MeV,2016,155.75,12124,11970.939219386526,False,,,,,
common_0p5MeV,2016,156.25,11564,11681.228672252091,False,,,,,
common_0p5MeV,2016,156.75,11527,11399.812694753744,False,,,,,
common_0p5MeV,2016,157.25,10979,11126.43448181285,False,,,,,
common_0p5MeV,2016,157.75,10942,10860.844737252793,False,,,,,
common_0p5MeV,2016,158.25,10830,10602.801489987914,False,,,,,
common_0p5MeV,2016,158.75,10268,10352.069936784446,False,,,,,
common_0p5MeV,2016,159.25,9963,10108.42225182424,False,,,,,
common_0p5MeV,2016,159.74999999999997,9912,9871.6374319906845,False,,,,,
common_0p5MeV,2016,160.25,9624,9641.5011126084464,False,,,,,
common_0p5MeV,2016,160.75,9659,9417.8054160311422,False,,,,,
common_0p5MeV,2016,161.24999999999997,8861,9200.3487799061022,False,,,,,
common_0p5MeV,2016,161.74999999999997,9114,8988.9357896549045,False,,,,,
common_0p5MeV,2016,162.25,8888,8783.3770303637575,False,,,,,
common_0p5MeV,2016,162.75,8601,8583.4889175583903,False,,,,,
common_0p5MeV,2016,163.25,8318,8389.0935486744329,False,,,,,
common_0p5MeV,2016,163.75,8244,8200.0185501185224,False,,,,,
common_0p5MeV,2016,164.24999999999997,7888,8016.0969224376377,False,,,,,
common_0p5MeV,2016,164.75,7931,7837.1668973919568,False,,,,,
common_0p5MeV,2016,165.25,7694,7663.0717928888298,False,,,,,
common_0p5MeV,2016,165.74999999999997,7595,7493.6598702658284,False,,,,,
common_0p5MeV,2016,166.24999999999997,7285,7328.7841953288898,False,,,,,
common_0p5MeV,2016,166.75,7323,7168.3024978295989,False,,,,,
common_0p5MeV,2016,167.24999999999997,7037,7012.0770468326291,False,,,,,
common_0p5MeV,2016,167.74999999999997,6949,6859.9745162932859,False,,,,,
common_0p5MeV,2016,168.25,6509,6711.8658520961226,False,,,,,
common_0p5MeV,2016,168.74999999999997,6573,6567.6261520897679,False,,,,,
common_0p5MeV,2016,169.25,6553,6427.1345458738961,False,,,,,
common_0p5MeV,2016,169.75,6303,6290.2740712925652,False,,,,,
common_0p5MeV,2016,170.24999999999997,6081,6156.9315614409907,False,,,,,
common_0p5MeV,2016,170.74999999999997,6179,6026.9975288002597,False,,,,,
common_0p5MeV,2016,171.25,5934,5900.3660538408994,False,,,,,
common_0p5MeV,2016,171.75,5679,5776.9346837301537,False,,,,,
common_0p5MeV,2016,172.25,5612,5656.604315218141,False,,,,,
common_0p5MeV,2016,172.75,5527,5539.2791033410986,False,,,,,
common_0p5MeV,2016,173.25,5485,5424.8663577720063,False,,,,,
common_0p5MeV,2016,173.75000000000003,5165,5313.2764406345914,False,,,,,
common_0p5MeV,2016,174.25000000000003,5277,5204.4226820041295,False,,,,,
common_0p5MeV,2016,174.75,5089,5098.2212778573057,False,,,,,
common_0p5MeV,2016,175.25,5082,4994.5912065176944,False,,,,,
common_0p5MeV,2016,175.75000000000003,4839,4893.4541402904915,False,,,,,
common_0p5MeV,2016,176.25,4689,4794.7343586802945,False,,,,,
common_0p5MeV,2016,176.75,4686,4698.3586709379206,False,,,,,
common_0p5MeV,2016,177.25,4567,4604.2563283121845,False,,,,,
common_0p5MeV,2016,177.75,4559,4512.3589561961389,False,,,,,
common_0p5MeV,2016,178.25,4326,4422.600470259923,False,,,,,
common_0p5MeV,2016,178.75,4308,4334.9170075069642,False,,,,,
common_0p5MeV,2016,179.25,4174,4249.2468540574891,False,,,,,
common_0p5MeV,2016,179.75,4067,4165.5303759066637,False,,,,,
common_0p5MeV,2016,180.25000000000003,4094,4083.709952024526,False,,,,,
common_0p5MeV,2016,180.75,4032,4003.7299090133574,False,,,,,
common_0p5MeV,2016,181.25,3858,3925.5364593866511,False,,,,,
common_0p5MeV,2016,181.75,3885,3849.0776368175443,False,,,,,
common_0p5MeV,2016,182.25,3815,3774.303241269527,False,,,,,
common_0p5MeV,2016,182.75,3770,3701.1647776009663,False,,,,,
common_0p5MeV,2016,183.25,3641,3629.6154011579315,False,,,,,
common_0p5MeV,2016,183.74999999999997,3670,3559.6098633099714,False,,,,,
common_0p5MeV,2016,184.24999999999997,3385,3491.104458426415,False,,,,,
common_0p5MeV,2016,184.75000000000003,3457,3424.0569739790835,False,,,,,
common_0p5MeV,2016,185.25,3401,3358.4266398048435,False,,,,,
common_0p5MeV,2016,185.75,3290,3294.1740802560566,False,,,,,
common_0p5MeV,2016,186.25,3145,3231.2612676060562,False,,,,,
common_0p5MeV,2016,186.75,3229,3169.6514776217368,False,,,,,
common_0p5MeV,2016,187.25,3076,3109.3092442652073,False,,,,,
common_0p5MeV,2016,187.75,2988,3050.2003199978908,False,,,,,
common_0p5MeV,2016,188.24999999999997,2884,2992.2916304630025,False,,,,,
common_0p5MeV,2016,188.74999999999997,2928,2935.551238767046,False,,,,,
common_0p5MeV,2016,189.25,2921,2879.9483039938109,False,,,,,
common_0p5MeV,2016,189.74999999999997,2802,2825.4530448465807,False,,,,,
common_0p5MeV,2016,190.24999999999997,2810,2772.0367032818926,False,,,,,
common_0p5MeV,2016,190.75,2705,2719.6715080087938,False,,,,,
common_0p5MeV,2016,191.25,2760,2668.3306423363515,False,,,,,
common_0p5MeV,2016,191.75,2736,2617.9882088242216,False,,,,,
common_0p5MeV,2016,192.25,2511,2568.6191994810215,False,,,,,
common_0p5MeV,2016,192.74999999999997,2489,2520.1994616508241,False,,,,,
common_0p5MeV,2016,193.24999999999997,2504,2472.7056715428371,False,,,,,
common_0p5MeV,2016,193.75,2415,2426.1153008152655,False,,,,,
common_0p5MeV,2016,194.24999999999997,2384,2380.4065919553896,False,,,,,
common_0p5MeV,2016,194.74999999999997,2433,2335.5585276183806,False,,,,,
common_0p5MeV,2016,195.24999999999997,2278,2291.5508063895591,False,,,,,
common_0p5MeV,2016,195.74999999999997,2229,2248.3638159209208,False,,,,,
common_0p5MeV,2016,196.25,2173,2205.9786075171633,False,,,,,
common_0p5MeV,2016,196.75,2166,2164.3768717526946,False,,,,,
common_0p5MeV,2016,197.24999999999997,2184,2123.5409164888702,False,,,,,
common_0p5MeV,2016,197.74999999999997,2039,2083.4536428080846,False,,,,,
common_0p5MeV,2016,198.25,2077,2044.0985227163005,False,,,,,
common_0p5MeV,2016,198.74999999999997,2000,2005.4595784606113,False,,,,,
common_0p5MeV,2016,199.24999999999997,1899,1967.5213613778799,False,,,,,
common_0p5MeV,2016,199.74999999999997,1948,1930.268932085203,False,,,,,
common_0p5MeV,2016,200.24999999999997,1897,1893.6878413557311,False,,,,,
common_0p5MeV,2016,200.74999999999997,1826,1857.7641103020321,False,,,,,
common_0p5MeV,2016,201.24999999999997,1850,1822.484213310046,False,,,,,
common_0p5MeV,2016,201.74999999999997,1731,1787.8350596846155,False,,,,,
common_0p5MeV,2016,202.24999999999997,1760,1753.8039770870212,False,,,,,
common_0p5MeV,2016,202.75,1706,1720.3786946927769,False,,,,,
common_0p5MeV,2016,203.25,1654,1687.5473271427441,False,,,,,
common_0p5MeV,2016,203.75,1733,1655.2983597246268,False,,,,,
common_0p5MeV,2016,204.25,1622,1623.6206330708342,False,,,,,
common_0p5MeV,2016,204.75,1563,1592.503328601756,False,,,,,
common_0p5MeV,2016,205.25,1519,1561.9359553968461,False,,,,,
common_0p5MeV,2016,205.75,1516,1531.9083356825113,False,,,,,
common_0p5MeV,2016,206.25,1530,1502.4105924907024,False,,,,,
common_0p5MeV,2016,206.75,1474,1473.4331373250909,False,,,,,
common_0p5MeV,2016,207.25000000000003,1545,1444.966657836588,False,,,,,
common_0p5MeV,2016,207.75,1391,1417.0021059646447,False,,,,,
common_0p5MeV,2016,208.25,1362,1389.5306872607139,False,,,,,
common_0p5MeV,2016,208.75,1384,1362.5438498107251,False,,,,,
common_0p5MeV,2016,209.25,1231,1336.0332736328071,False,,,,,
common_0p5MeV,2016,209.75,1386,1309.9908612911886,False,,,,,
common_0p5MeV,2021,40.25,13514,13644.49477178451,False,,,,,
common_0p5MeV,2021,40.75,16372,16272.033530859611,False,,,,,
common_0p5MeV,2021,41.25,19562,19434.665698565277,False,,,,,
common_0p5MeV,2021,41.75,23311,23206.551394868737,False,,,,,
common_0p5MeV,2021,42.25,27682,27662.792786912065,False,,,,,
common_0p5MeV,2021,42.75,32945,32876.736745039612,False,,,,,
common_0p5MeV,2021,43.250000000000007,38737,38917.05917761226,False,,,,,
common_0p5MeV,2021,43.750000000000007,45674,45844.838166863228,False,,,,,
common_0p5MeV,2021,44.25,53744,53710.845365381952,False,,,,,
common_0p5MeV,2021,44.75,62760,62553.278560421903,False,,,,,
common_0p5MeV,2021,45.25,72060,72396.121452204025,False,,,,,
common_0p5MeV,2021,45.75,82551,83248.25664352515,False,,,,,
common_0p5MeV,2021,46.25,95162,95103.38170046256,False,,,,,
common_0p5MeV,2021,46.75,108164,107940.6998474961,False,,,,,
common_0p5MeV,2021,47.25,121658,121726.2854121197,False,,,,,
common_0p5MeV,2021,47.75,136917,136414.97088347643,False,,,,,
common_0p5MeV,2021,48.25,152085,151952.57031708505,False,,,,,
common_0p5MeV,2021,48.75,168038,168278.24667736015,False,,,,,
common_0p5MeV,2021,49.25,186019,185326.84302011051,False,,,,,
common_0p5MeV,2021,49.75,202887,203031.02665061227,False,,,,,
common_0p5MeV,2021,50.25,221897,221323.13518388238,False,,,,,
common_0p5MeV,2021,50.75,240422,240136.65471063711,False,,,,,
common_0p5MeV,2021,51.250000000000007,259419,259407.3016640977,False,,,,,
common_0p5MeV,2021,51.750000000000007,278000,279073.7155807449,False,,,,,
common_0p5MeV,2021,52.25,299916,299077.79649814864,False,,,,,
common_0p5MeV,2021,52.75,318788,319364.74096309626,False,,,,,
common_0p5MeV,2021,53.25,340696,339882.83938001085,False,,,,,
common_0p5MeV,2021,53.75,359965,360583.10344017134,False,,,,,
common_0p5MeV,2021,54.25,380981,381418.78919595515,False,,,,,
common_0p5MeV,2021,54.75,401618,402344.87384100212,False,,,,,
common_0p5MeV,2021,55.25,423101,423317.53983703937,False,,,,,
common_0p5MeV,2021,55.75,443692,444293.7044701461,False,,,,,
common_0p5MeV,2021,56.25,465391,465230.62756103283,False,,,,,
common_0p5MeV,2021,56.75,485334,486085.61868468596,False,,,,,
common_0p5MeV,2021,57.25,508196,506815.85288126289,False,,,,,
common_0p5MeV,2021,57.75,526717,527378.30033419293,False,,,,,
common_0p5MeV,2021,58.25,548765,547729.7677906967,False,,,,,
common_0p5MeV,2021,58.75,567552,567827.04016003921,False,,,,,
common_0p5MeV,2021,59.25,587928,587627.11104949098,False,,,,,
common_0p5MeV,2021,59.75,607649,607087.48677354562,False,,,,,
common_0p5MeV,2021,60.250000000000007,627782,626166.54282725824,True,627346.05198226112,626580.26300704572,626790.48200104979,626807.46335389593,626957.22545473056
common_0p5MeV,2021,60.75,645310,644823.91886503005,True,646157.44352897827,645274.54904881632,645620.28420067707,645535.75250164547,645782.05766032217
common_0p5MeV,2021,61.25,665712,663020.92749668227,True,664498.56893888745,663504.12010944157,664042.14999549615,663797.47510709451,664180.77294575586
common_0p5MeV,2021,61.75,682669,680720.96456678305,True,682329.71590703714,681231.71210193273,682023.95947987097,681554.64981709456,682119.05472381017
common_0p5MeV,2021,62.25,698793,697889.89916070853,True,699614.02703025728,698422.67757923435,699526.51981062291,698771.9900030446,699558.37818050629
common_0p5MeV,2021,62.75,716303,714496.43317382468,True,716317.92401555122,715045.35060128116,716500.62600390136,715417.28467175283,716454.03733352746
common_0p5MeV,2021,63.25,732682,730512.41529384581,True,732411.46429265582,731071.35980618687,732886.77318091015,731461.72360323102,732755.04213598219
common_0p5MeV,2021,63.75,748689,745913.10103623965,True,747868.63386050088,746475.89383686765,748618.77539587149,746880.17018403683,748406.78030619305
common_0p5MeV,2021,64.25,762463,760677.35293568182,True,762667.55538805097,761237.89048998768,763631.27899904561,761651.35506642167,763356.42882975121
common_0p5MeV,2021,64.75,778670,774787.77365799283,True,776790.61690545082,775340.16459411953,777869.58315773355,775758.00322406273,777559.986150351
common_0p5MeV,2021,65.25,790357,788230.77579196403,True,790224.51656450273,788769.45717452304,791298.87573813705,789186.88013717555,790988.86306346382
common_0p5MeV,2021,65.75,803837,800996.58393520943,True,802960.23446954635,801516.43199289287,803909.8205019508,801928.78086851956,803633.8546318491
common_0p5MeV,2021,66.25,816590,813079.17495493358,True,814992.92158866522,813575.58816994319,815718.46972894704,813978.43354073877,815505.04366289498
common_0p5MeV,2021,66.75,828196,824476.1614885052,True,826321.73239350796,824945.13122333016,826760.54459805344,825334.35863162065,826627.67716437182
common_0p5MeV,2021,67.25,836419,835188.62488087406,True,836949.5927319777,835626.78199138015,837082.05739400035,835998.66454327921,837035.41720505385
common_0p5MeV,2021,67.75,846130,845220.90130938147,True,846882.92544005904,845625.55106794159,846729.39329933014,845976.80780901958,846763.19598648127
common_0p5MeV,2021,68.249999999999986,855952,854580.33574971207,True,856131.33449875622,854949.4661013307,855741.71347926895,855277.30567177979,855841.7105784954
common_0p5MeV,2021,68.75,864841,863277.00517529389,True,864707.26431096368,863609.28319889272,864147.31308494729,863911.4324179492,864294.73025661055
common_0p5MeV,2021,69.25,871361,871323.42378299963,True,872625.64153584139,871618.17340349162,871963.90855535236,871892.8924388967,872139.19759757339
common_0p5MeV,2021,69.749999999999986,879170,878734.2350579059,True,879903.51119278581,878991.40741488687,879201.62640889094,879237.49050920224,879387.25261003687
common_0p5MeV,2021,70.25,886615,885525.90057382861,False,,,,,
common_0p5MeV,2021,70.75,891331,891716.39046491357,False,,,,,
common_0p5MeV,2021,71.25,896141,897324.88276967709,False,,,,,
common_0p5MeV,2021,71.75,903081,902371.47396323876,False,,,,,
common_0p5MeV,2021,72.25,906679,906876.90905556164,False,,,,,
common_0p5MeV,2021,72.75,909633,910862.32953121071,False,,,,,
common_0p5MeV,2021,73.25,914021,914349.04699291568,False,,,,,
common_0p5MeV,2021,73.75,917232,917358.33672310854,False,,,,,
common_0p5MeV,2021,74.250000000000014,920657,919911.26026879018,False,,,,,
common_0p5MeV,2021,74.75,921755,922028.51038332097,False,,,,,
common_0p5MeV,2021,75.25,922363,923730.28094640153,False,,,,,
common_0p5MeV,2021,75.75,924245,925036.16159082914,False,,,,,
common_0p5MeV,2021,76.25,928137,925965.05213188671,False,,,,,
common_0p5MeV,2021,76.75,925848,926535.10124699981,False,,,,,
common_0p5MeV,2021,77.25,928224,926763.6610856558,False,,,,,
common_0p5MeV,2021,77.75,927942,926667.26014769543,False,,,,,
common_0p5MeV,2021,78.25,923610,926261.5917228749,False,,,,,
common_0p5MeV,2021,78.75,926166,925561.51567100885,False,,,,,
common_0p5MeV,2021,79.25,924343,924581.06919664075,False,,,,,
common_0p5MeV,2021,79.75,923992,923333.49099443865,False,,,,,
common_0p5MeV,2021,80.25,921886,921831.24846634001,False,,,,,
common_0p5MeV,2021,80.75,920652,920086.07503969234,False,,,,,
common_0p5MeV,2021,81.25,919205,918109.00907106278,False,,,,,
common_0p5MeV,2021,81.75,917042,915910.43743980688,False,,,,,
common_0p5MeV,2021,82.25,913914,913500.13990853354,False,,,,,
common_0p5MeV,2021,82.75,909434,910887.33584001474,False,,,,,
common_0p5MeV,2021,83.25,907641,908080.72851404757,False,,,,,
common_0p5MeV,2021,83.75,905202,905088.55058699276,False,,,,,
common_0p5MeV,2021,84.25,900674,901918.60753756424,False,,,,,
common_0p5MeV,2021,84.749999999999986,899524,898578.31761609332,False,,,,,
common_0p5MeV,2021,85.249999999999986,894471,895074.75141997426,False,,,,,
common_0p5MeV,2021,85.75,892411,891414.66703589284,False,,,,,
common_0p5MeV,2021,86.25,886981,887604.54341682163,False,,,,,
common_0p5MeV,2021,86.75,884156,883650.60959777655,False,,,,,
common_0p5MeV,2021,87.25,880042,879558.87091433653,False,,,,,
common_0p5MeV,2021,87.750000000000014,873111,875335.13363643643,False,,,,,
common_0p5MeV,2021,88.25,870279,870985.02371253271,False,,,,,
common_0p5MeV,2021,88.75,867291,866514.0055746322,False,,,,,
common_0p5MeV,2021,89.25,861916,861927.39642607118,False,,,,,
common_0p5MeV,2021,89.75,856979,857230.37755867734,False,,,,,
