mass_GeV,seed,finite_success,warning_free,lml,constant,length,warnings,error,n_train,train_centers_sha256,train_counts_sha256
0.042,6043,True,False,2339.874117701549,89.1620729517112,0.39699581730130873,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,686,0c1a9c7bf9263a903eaf3359a714c337a334bf4f377b195a6f6fa42747b39759,d7b9578a13bb43f1dad7b9246159b86573bd77fe6ab2c339b92f87db565357e1
0.042,9151,True,True,2339.87411674089,89.19417932769436,0.3969990423542009,,,686,0c1a9c7bf9263a903eaf3359a714c337a334bf4f377b195a6f6fa42747b39759,d7b9578a13bb43f1dad7b9246159b86573bd77fe6ab2c339b92f87db565357e1
0.043,2711,True,True,2338.0682811264433,84.60782494722868,0.3927482620242263,,,686,e21ef5208975fa0901f7c3054f17f5edaaaf60dd8fabf6747ddf23c48ebd7c36,962a9cbd5ee521a2ed028287638d4f5eba7773e1c93c1ee0c7993f70be2e7c3a
0.043,6043,True,True,2338.068283287059,84.62513366051348,0.3927700750971462,,,686,e21ef5208975fa0901f7c3054f17f5edaaaf60dd8fabf6747ddf23c48ebd7c36,962a9cbd5ee521a2ed028287638d4f5eba7773e1c93c1ee0c7993f70be2e7c3a
0.043,9151,True,True,2338.068284297643,84.63559084624812,0.3927544451753743,,,686,e21ef5208975fa0901f7c3054f17f5edaaaf60dd8fabf6747ddf23c48ebd7c36,962a9cbd5ee521a2ed028287638d4f5eba7773e1c93c1ee0c7993f70be2e7c3a
0.044,2711,True,True,2336.445294332382,82.39884143481484,0.3927852640745177,,,686,5e5f4176298fe6c291f7e1685951d0b6a815f0792adc72fa2b4077142daf43d3,959e6e6a8ae976fa425628663cfaf0d34348b6037c65831bd3ac89a6230d2eeb
0.044,6043,True,True,2336.44529446834,82.3963257876655,0.3927847832890682,,,686,5e5f4176298fe6c291f7e1685951d0b6a815f0792adc72fa2b4077142daf43d3,959e6e6a8ae976fa425628663cfaf0d34348b6037c65831bd3ac89a6230d2eeb
0.044,9151,True,False,2336.4452941798554,82.39710206804979,0.3927858835237807,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,686,5e5f4176298fe6c291f7e1685951d0b6a815f0792adc72fa2b4077142daf43d3,959e6e6a8ae976fa425628663cfaf0d34348b6037c65831bd3ac89a6230d2eeb
0.045,2711,True,True,2321.8090799421916,116.95511955516601,0.4373454279311011,,,684,ab9c9ce600ed4b268c3850d699f3f82e4e20ba935a7f3d0bd39282aaa4673663,3776227960bf54b8ccfdc01c09b3c5f1274f87698e7b8dbc6f50564799bef524
0.045,6043,True,True,2321.8090814478637,116.94703138181981,0.4373380286442845,,,684,ab9c9ce600ed4b268c3850d699f3f82e4e20ba935a7f3d0bd39282aaa4673663,3776227960bf54b8ccfdc01c09b3c5f1274f87698e7b8dbc6f50564799bef524
0.045,9151,True,True,2321.8026578139525,93.18557030627392,0.40486010633741015,,,684,ab9c9ce600ed4b268c3850d699f3f82e4e20ba935a7f3d0bd39282aaa4673663,3776227960bf54b8ccfdc01c09b3c5f1274f87698e7b8dbc6f50564799bef524
0.046,2711,True,True,2320.833225880948,79.08007032574244,0.38365992600662197,,,684,5e2b1cffcc85217ab519fb10548e6566c1737c4165989188442e5083267cdf4e,6d5c0b61df5708d682ffa3864504e526a7280c994bc134c3718c17634d55e2c3
0.046,6043,True,True,2320.833226213271,79.09019424881612,0.38367045073216116,,,684,5e2b1cffcc85217ab519fb10548e6566c1737c4165989188442e5083267cdf4e,6d5c0b61df5708d682ffa3864504e526a7280c994bc134c3718c17634d55e2c3
0.046,9151,True,False,2320.833226606226,79.08039983403977,0.3836616459733056,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,684,5e2b1cffcc85217ab519fb10548e6566c1737c4165989188442e5083267cdf4e,6d5c0b61df5708d682ffa3864504e526a7280c994bc134c3718c17634d55e2c3
0.047,2711,True,False,2323.3980662167896,81.59002836783036,0.3860235708267604,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,684,01b1eb5c10f367f6059b83d3ee120a1b8beb3ca89c94512919148d8fd36e7004,95c89af440317d9cd7d53e90ac60a51225e75a757b4aefd8bb5e82b8b9930013
0.047,6043,True,True,2323.3980658949995,81.57983530653961,0.38601827317170784,,,684,01b1eb5c10f367f6059b83d3ee120a1b8beb3ca89c94512919148d8fd36e7004,95c89af440317d9cd7d53e90ac60a51225e75a757b4aefd8bb5e82b8b9930013
0.047,9151,True,True,2323.398065130499,81.57968509684241,0.3860172905885025,,,684,01b1eb5c10f367f6059b83d3ee120a1b8beb3ca89c94512919148d8fd36e7004,95c89af440317d9cd7d53e90ac60a51225e75a757b4aefd8bb5e82b8b9930013
0.048,2711,True,True,2325.704127118708,82.4491632671262,0.38811787559356287,,,684,6c472030a9a02db200cce43beb41e0511cf63b4e0f1071c9bf37feeba4953378,68b066f10c578a7356adcb709af302163b2e92e9ce4a3cc1272afe58d06f21bc
0.048,6043,True,True,2325.704127104983,82.42557563634558,0.38811912581658126,,,684,6c472030a9a02db200cce43beb41e0511cf63b4e0f1071c9bf37feeba4953378,68b066f10c578a7356adcb709af302163b2e92e9ce4a3cc1272afe58d06f21bc
0.048,9151,True,True,2325.7041273125888,82.45417672935167,0.3881218191299336,,,684,6c472030a9a02db200cce43beb41e0511cf63b4e0f1071c9bf37feeba4953378,68b066f10c578a7356adcb709af302163b2e92e9ce4a3cc1272afe58d06f21bc
0.049,2711,True,True,2321.8100443568205,84.08660176058957,0.3902744948162717,,,682,b4add5430ec0ddfe901c6a1e95e76ca9de3a2c5bdac3f1a6514c6fd6c11406ed,a7be7442f8ba4658fdcf3be42b6ec3187c366b70d6d1c258808847c6c121723a
0.049,6043,True,True,2321.8100445390164,84.08656458486787,0.3902752320762699,,,682,b4add5430ec0ddfe901c6a1e95e76ca9de3a2c5bdac3f1a6514c6fd6c11406ed,a7be7442f8ba4658fdcf3be42b6ec3187c366b70d6d1c258808847c6c121723a
0.049,9151,True,False,2321.8100456817424,84.09975638217946,0.3902721306560878,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,682,b4add5430ec0ddfe901c6a1e95e76ca9de3a2c5bdac3f1a6514c6fd6c11406ed,a7be7442f8ba4658fdcf3be42b6ec3187c366b70d6d1c258808847c6c121723a
0.05,2711,True,True,2320.4657267021744,83.30487368628023,0.3888488697081778,,,682,a94621cfd5589e3c8edd0ad526cee9f67645bf39b9e266e1f0a1b7524482f200,f71da3965b3ad70cb64cfdfe36b10aef435f88a1432342e79e6d79b0f536c32f
0.05,6043,True,True,2320.4657253869077,83.33162783448701,0.3888524288032634,,,682,a94621cfd5589e3c8edd0ad526cee9f67645bf39b9e266e1f0a1b7524482f200,f71da3965b3ad70cb64cfdfe36b10aef435f88a1432342e79e6d79b0f536c32f
0.05,9151,True,False,2320.465727384917,83.30645945897778,0.3888472409658522,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html | ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,682,a94621cfd5589e3c8edd0ad526cee9f67645bf39b9e266e1f0a1b7524482f200,f71da3965b3ad70cb64cfdfe36b10aef435f88a1432342e79e6d79b0f536c32f
0.051,2711,True,True,2320.0557507698254,81.98632359516067,0.38645266764095815,,,682,445bb37e58d5b7141377cfc8b74141d46075576f136f939c2d524fb1895c5695,16dd29d9226a044661c50d5f7faaac3fb13db7a5037f855f61e8752bcf1275e1
0.051,6043,True,True,2320.0557501735707,81.98227670064628,0.3864514845607955,,,682,445bb37e58d5b7141377cfc8b74141d46075576f136f939c2d524fb1895c5695,16dd29d9226a044661c50d5f7faaac3fb13db7a5037f855f61e8752bcf1275e1
0.051,9151,True,True,2320.0557505188485,81.97969852682701,0.3864586029856528,,,682,445bb37e58d5b7141377cfc8b74141d46075576f136f939c2d524fb1895c5695,16dd29d9226a044661c50d5f7faaac3fb13db7a5037f855f61e8752bcf1275e1
0.052,2711,True,True,2312.8726271607597,75.70901476036427,0.3801839839858251,,,680,5a7c2fb6ed038d4c4a11e853caf5185677ffc8162ce3828ef38af94296d6d509,715e141311e458fc10ce3478a9028eed2a6781be0970e9ad50b60af154f6a55a
0.052,6043,True,True,2312.8726282240837,75.71016368269149,0.38018409877340265,,,680,5a7c2fb6ed038d4c4a11e853caf5185677ffc8162ce3828ef38af94296d6d509,715e141311e458fc10ce3478a9028eed2a6781be0970e9ad50b60af154f6a55a
0.052,9151,True,True,2312.8726273292455,75.71012488466299,0.3801839187553657,,,680,5a7c2fb6ed038d4c4a11e853caf5185677ffc8162ce3828ef38af94296d6d509,715e141311e458fc10ce3478a9028eed2a6781be0970e9ad50b60af154f6a55a
0.053,2711,True,True,2312.9057253547767,77.94637371324131,0.38435273445717766,,,680,338559496c9406dfb23247e293dfa4b1265c41d15f27d8372d95b521999dc9fc,714c6f8f42239ad0f777949a1466b0b80092588afab63a391b3be9ba8741c4ee
0.053,6043,True,True,2312.9057266278683,77.94670626915944,0.38435288869074435,,,680,338559496c9406dfb23247e293dfa4b1265c41d15f27d8372d95b521999dc9fc,714c6f8f42239ad0f777949a1466b0b80092588afab63a391b3be9ba8741c4ee
0.053,9151,True,False,2312.9057254370177,77.95055442077847,0.3843609581584298,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,680,338559496c9406dfb23247e293dfa4b1265c41d15f27d8372d95b521999dc9fc,714c6f8f42239ad0f777949a1466b0b80092588afab63a391b3be9ba8741c4ee
0.054,2711,True,False,2312.316868962486,83.39781335120738,0.3863717383583442,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,680,1eec6b713a3bf9fe18d1a9bac02e94b38cd639afc96489c0598fb8a263d77b4e,610e8141e6423d49d88e61de9345db33d9b181fab8678cd52cb8f6dccaf03e32
0.054,6043,True,True,2312.3168691608803,83.35762454871988,0.38636483746898553,,,680,1eec6b713a3bf9fe18d1a9bac02e94b38cd639afc96489c0598fb8a263d77b4e,610e8141e6423d49d88e61de9345db33d9b181fab8678cd52cb8f6dccaf03e32
0.054,9151,True,False,2312.3168689049503,83.35754180981355,0.38636804664661045,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,680,1eec6b713a3bf9fe18d1a9bac02e94b38cd639afc96489c0598fb8a263d77b4e,610e8141e6423d49d88e61de9345db33d9b181fab8678cd52cb8f6dccaf03e32
0.055,2711,True,True,2302.997530037645,85.55602974860366,0.39010717697809894,,,678,724861d68dc5ba32ecf6ff45f322595cb34465458db3d1a84011ee186b0e4493,21d1f284804bc0fcc51d06384227b9b00e0fe70818c518f6df59209cc9f98c33
0.055,6043,True,True,2302.997531943903,85.55153880085297,0.3901056753425333,,,678,724861d68dc5ba32ecf6ff45f322595cb34465458db3d1a84011ee186b0e4493,21d1f284804bc0fcc51d06384227b9b00e0fe70818c518f6df59209cc9f98c33
0.055,9151,True,True,2302.997531132473,85.56297352730398,0.3901180929527986,,,678,724861d68dc5ba32ecf6ff45f322595cb34465458db3d1a84011ee186b0e4493,21d1f284804bc0fcc51d06384227b9b00e0fe70818c518f6df59209cc9f98c33
0.056,2711,True,True,2301.0917634820607,73.7206361373668,0.37727067681493437,,,678,ee1d10df8c61e2805af2499df0876ab6758c227f356c381a71c6bd225a9b1869,d43ba89725aa32fb344c6ec7ce65d08d17055a4dad11d3ab60db35afd65f34e8
0.056,6043,True,True,2301.09176325952,73.71958557010468,0.37727060846132443,,,678,ee1d10df8c61e2805af2499df0876ab6758c227f356c381a71c6bd225a9b1869,d43ba89725aa32fb344c6ec7ce65d08d17055a4dad11d3ab60db35afd65f34e8
0.056,9151,True,True,2301.091763602081,73.7030816854001,0.3772573031841145,,,678,ee1d10df8c61e2805af2499df0876ab6758c227f356c381a71c6bd225a9b1869,d43ba89725aa32fb344c6ec7ce65d08d17055a4dad11d3ab60db35afd65f34e8
0.057,2711,True,True,2295.4174848768575,83.19589735738703,0.3867179771081497,,,678,6d585852caef25b17dcf5dd8798c91c658733ccf8d0c2b5862310e645f29a7eb,21a24a507afae3c61eb67a6bddbe5385275d8ee0121e718d05f22dc3b59c8f04
0.057,6043,True,True,2295.417485317527,83.16506038530035,0.38670686268921567,,,678,6d585852caef25b17dcf5dd8798c91c658733ccf8d0c2b5862310e645f29a7eb,21a24a507afae3c61eb67a6bddbe5385275d8ee0121e718d05f22dc3b59c8f04
0.057,9151,True,True,2295.41748447735,83.1743341804451,0.3867148342612982,,,678,6d585852caef25b17dcf5dd8798c91c658733ccf8d0c2b5862310e645f29a7eb,21a24a507afae3c61eb67a6bddbe5385275d8ee0121e718d05f22dc3b59c8f04
0.058,2711,True,True,2281.8063040957477,82.6950737688044,0.3856592270308885,,,676,573a80235dfa4f292c183edef7c9e61e852d8f1f104cf2cd1802751ea9ba0f31,fafc6556b3e813a5dc0f585970171591201d2613f113aec27cf4f9325e6810ea
0.058,6043,True,False,2281.80630467911,82.68879968477434,0.38565727337057787,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,676,573a80235dfa4f292c183edef7c9e61e852d8f1f104cf2cd1802751ea9ba0f31,fafc6556b3e813a5dc0f585970171591201d2613f113aec27cf4f9325e6810ea
0.058,9151,True,True,2281.806303510037,82.6949067967516,0.3856595564410599,,,676,573a80235dfa4f292c183edef7c9e61e852d8f1f104cf2cd1802751ea9ba0f31,fafc6556b3e813a5dc0f585970171591201d2613f113aec27cf4f9325e6810ea
0.059,2711,True,True,2277.4087343270758,84.4479323866522,0.3859410639987238,,,676,b2abc7ea6f7cb5738aee41c065eb712a5cc8e5390b6867d056f38302eb627bad,65532103ae3ff8439ff9f56d2336f04aea7a69c7fb16cd5eb48fd8f036bae378
0.059,6043,True,True,2277.40873605999,84.4511857692885,0.3859450102004589,,,676,b2abc7ea6f7cb5738aee41c065eb712a5cc8e5390b6867d056f38302eb627bad,65532103ae3ff8439ff9f56d2336f04aea7a69c7fb16cd5eb48fd8f036bae378
0.059,9151,True,True,2277.4087351636804,84.44393697060465,0.38594017850607454,,,676,b2abc7ea6f7cb5738aee41c065eb712a5cc8e5390b6867d056f38302eb627bad,65532103ae3ff8439ff9f56d2336f04aea7a69c7fb16cd5eb48fd8f036bae378
0.06,2711,True,True,2277.6674285785793,79.71401689550308,0.3809009544388261,,,676,14bbbc97b27dbc5f301597f89874b24e8e70825231b6ae4d56974362950974de,cb5a535dae95057f3415c5fe57973b61da2d575d06aeb479e7155b7c12342408
0.06,6043,True,False,2277.6674299289166,79.71297459493212,0.380900825826567,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,676,14bbbc97b27dbc5f301597f89874b24e8e70825231b6ae4d56974362950974de,cb5a535dae95057f3415c5fe57973b61da2d575d06aeb479e7155b7c12342408
0.06,9151,True,False,2277.6674297030618,79.7130132317591,0.38090077025394037,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,676,14bbbc97b27dbc5f301597f89874b24e8e70825231b6ae4d56974362950974de,cb5a535dae95057f3415c5fe57973b61da2d575d06aeb479e7155b7c12342408
0.061,2711,True,True,2269.2537945377762,82.55966116947138,0.38403354028461306,,,674,90fe53dfd96939e44cb5f80626cd6f39aa351d54f523c018b981b97c050b6b33,8ac6c1ace2e2f85bb1dbac2e6d8dcd6d78a97bfca5f5914c8fba81f82dd77ede
0.061,6043,True,True,2269.253794132534,82.57736510936365,0.38403336997084697,,,674,90fe53dfd96939e44cb5f80626cd6f39aa351d54f523c018b981b97c050b6b33,8ac6c1ace2e2f85bb1dbac2e6d8dcd6d78a97bfca5f5914c8fba81f82dd77ede
0.061,9151,True,True,2269.253794130305,82.56599629812148,0.38403610516994197,,,674,90fe53dfd96939e44cb5f80626cd6f39aa351d54f523c018b981b97c050b6b33,8ac6c1ace2e2f85bb1dbac2e6d8dcd6d78a97bfca5f5914c8fba81f82dd77ede
0.062,2711,True,True,2271.025650778111,75.86611451279978,0.37853172855155337,,,674,1e0f411a3dff1c7f2778dd7de0b10b72f2a44d02f27b86c7fc67c8319812adba,31bad17ccf87112afc4c3d58d27695f2cf17adae1c8fbc911af0579aee681bc9
0.062,6043,True,True,2271.0256496394773,75.86602836257539,0.37853171362024457,,,674,1e0f411a3dff1c7f2778dd7de0b10b72f2a44d02f27b86c7fc67c8319812adba,31bad17ccf87112afc4c3d58d27695f2cf17adae1c8fbc911af0579aee681bc9
0.062,9151,True,True,2271.0256505821976,75.88313290899754,0.3785465667460528,,,674,1e0f411a3dff1c7f2778dd7de0b10b72f2a44d02f27b86c7fc67c8319812adba,31bad17ccf87112afc4c3d58d27695f2cf17adae1c8fbc911af0579aee681bc9
0.063,2711,True,True,2267.399479336712,72.89515892677291,0.37452584871678424,,,674,3762893b7c2a18eae83ce2b43c741d431f6effba75c2692855346a5289229bbd,c7803b2ba8f2422cd21cc677b6cd036c7d8e1200c49ba19c4c83569804285db4
0.063,6043,True,True,2267.3994792665703,72.89467903347408,0.3745256647757838,,,674,3762893b7c2a18eae83ce2b43c741d431f6effba75c2692855346a5289229bbd,c7803b2ba8f2422cd21cc677b6cd036c7d8e1200c49ba19c4c83569804285db4
0.063,9151,True,True,2267.399480755533,72.89459056965427,0.37452570455006207,,,674,3762893b7c2a18eae83ce2b43c741d431f6effba75c2692855346a5289229bbd,c7803b2ba8f2422cd21cc677b6cd036c7d8e1200c49ba19c4c83569804285db4
0.064,2711,True,True,2256.0309193932817,84.56038606425061,0.38715342367915523,,,672,8366d56752f1102b38dafcca61ff8d6cb60f925d02eb4ce8a95fe57753ebbb67,f39e77fec63f515e188708edf268f4c9dbfa4459d71a01f235a7234eb4d8dbae
0.064,6043,True,True,2256.030917978468,84.55530891633246,0.3871496176436317,,,672,8366d56752f1102b38dafcca61ff8d6cb60f925d02eb4ce8a95fe57753ebbb67,f39e77fec63f515e188708edf268f4c9dbfa4459d71a01f235a7234eb4d8dbae
0.064,9151,True,False,2256.0309193460644,84.53055352158563,0.3871481425757119,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,672,8366d56752f1102b38dafcca61ff8d6cb60f925d02eb4ce8a95fe57753ebbb67,f39e77fec63f515e188708edf268f4c9dbfa4459d71a01f235a7234eb4d8dbae
0.065,2711,True,True,2261.8621269219448,100.87946526532029,0.4037175294849841,,,672,97b128f3cf89f4620535cea3e8b5a447ad837038a764638b8e7dcda31162987a,21a0ef71774be0f2aadf575469f5963f020db141bcab954ec2f5ef093b06afbb
0.065,6043,True,True,2261.862125935383,100.87145323728002,0.4037247457597482,,,672,97b128f3cf89f4620535cea3e8b5a447ad837038a764638b8e7dcda31162987a,21a0ef71774be0f2aadf575469f5963f020db141bcab954ec2f5ef093b06afbb
0.065,9151,True,True,2261.8621271918937,100.90010752342226,0.40373635395275465,,,672,97b128f3cf89f4620535cea3e8b5a447ad837038a764638b8e7dcda31162987a,21a0ef71774be0f2aadf575469f5963f020db141bcab954ec2f5ef093b06afbb
0.066,2711,True,True,2260.569494437589,98.89903958517888,0.40129316673348303,,,672,8b072816418d1df9e4266c30f8594d578752e096161325b1dbc789dc16fe8c33,596c8f7b5f19fa4a541d9128e729e97bba12d79ca4e79d413d967633b24f422d
0.066,6043,True,True,2260.569493790612,98.89103952290965,0.40129572948140435,,,672,8b072816418d1df9e4266c30f8594d578752e096161325b1dbc789dc16fe8c33,596c8f7b5f19fa4a541d9128e729e97bba12d79ca4e79d413d967633b24f422d
0.066,9151,True,True,2260.56949430463,98.88358324196238,0.4012934380115944,,,672,8b072816418d1df9e4266c30f8594d578752e096161325b1dbc789dc16fe8c33,596c8f7b5f19fa4a541d9128e729e97bba12d79ca4e79d413d967633b24f422d
0.067,2711,True,True,2249.209511539161,89.66693216461852,0.39010307134772737,,,670,738386477d90ad8947d867c49d1c19da68726994a9ba45e8e4e70c7707dca8a9,001d6687eaa1a3720e9f673b18f608137d9be0adbf0f8b2899c55b1ea403fd1f
0.067,6043,True,True,2249.209511749072,89.66844772985789,0.3901031393100962,,,670,738386477d90ad8947d867c49d1c19da68726994a9ba45e8e4e70c7707dca8a9,001d6687eaa1a3720e9f673b18f608137d9be0adbf0f8b2899c55b1ea403fd1f
0.067,9151,True,True,2249.2095121094785,89.67424026345638,0.3901052824911013,,,670,738386477d90ad8947d867c49d1c19da68726994a9ba45e8e4e70c7707dca8a9,001d6687eaa1a3720e9f673b18f608137d9be0adbf0f8b2899c55b1ea403fd1f
0.068,2711,True,True,2250.5754863313578,88.42569933408777,0.38901274007620296,,,670,423f4a47b8fef6250b4ae0c7847402661cff16db9066b944bbfacebb53ed0bb5,38e147671f5926d487370ed403f5b6269a8ea4f4fcbfb04b09764c90e98d2c0a
0.068,6043,True,True,2250.5754861909413,88.42543718473607,0.38901264262982155,,,670,423f4a47b8fef6250b4ae0c7847402661cff16db9066b944bbfacebb53ed0bb5,38e147671f5926d487370ed403f5b6269a8ea4f4fcbfb04b09764c90e98d2c0a
0.068,9151,True,False,2250.575487016323,88.4348739660682,0.38901737304215717,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,670,423f4a47b8fef6250b4ae0c7847402661cff16db9066b944bbfacebb53ed0bb5,38e147671f5926d487370ed403f5b6269a8ea4f4fcbfb04b09764c90e98d2c0a
0.069,2711,True,True,2252.9306524779536,93.4402915241773,0.3957646549205343,,,670,d5e4e5ddf9e3b7e1c7fb18f922f5afd44dcdeb422a14b773e1232d9dd2fcc65d,53828047a934dfd7cac69123252cc274f795bf38453d137f0f6b5f73891ce256
0.069,6043,True,True,2252.9306526645787,93.4382660960088,0.3957666745456808,,,670,d5e4e5ddf9e3b7e1c7fb18f922f5afd44dcdeb422a14b773e1232d9dd2fcc65d,53828047a934dfd7cac69123252cc274f795bf38453d137f0f6b5f73891ce256
0.069,9151,True,True,2252.9306537644607,93.4382364474366,0.39576617180129947,,,670,d5e4e5ddf9e3b7e1c7fb18f922f5afd44dcdeb422a14b773e1232d9dd2fcc65d,53828047a934dfd7cac69123252cc274f795bf38453d137f0f6b5f73891ce256
0.07,2711,True,True,2246.337893250356,91.96180576664905,0.393850556453656,,,668,ca90a487c1734fbc3e9d7c45cb19eca7da4dd3d883d8a7fef97d36ee26d5c6f1,adef7e3f4e8ffe6723fc98af494b80ee39463660989ac5c9359f1174430206c6
0.07,6043,True,False,2246.337891688781,91.9522798991662,0.39384817169417524,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",,668,ca90a487c1734fbc3e9d7c45cb19eca7da4dd3d883d8a7fef97d36ee26d5c6f1,adef7e3f4e8ffe6723fc98af494b80ee39463660989ac5c9359f1174430206c6
0.07,9151,True,True,2246.3378911512727,91.95678929835991,0.3938561799207817,,,668,ca90a487c1734fbc3e9d7c45cb19eca7da4dd3d883d8a7fef97d36ee26d5c6f1,adef7e3f4e8ffe6723fc98af494b80ee39463660989ac5c9359f1174430206c6
