dataset,mass_GeV,sigma_val,blind_lo,blind_hi,integral_density,density_nsigma,density_window_lo,density_window_hi,density_window_width,density_source_lo,density_source_hi,density_source_n_bins,density_source_bin_width_median,density_window_fully_covered,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,n_train_low,n_train_high,n_full,n_blind,train_domain_lo,train_domain_hi,bin_width_median,const_init,const_lo,const_hi,const_at_lower,const_at_upper,ls_at_lower,ls_at_upper,optimizer_restarts,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma,row_source,optimizer_repair_applied,interpolated
2015,0.034,0.0017172205482186,0.0301362537665081,0.0378637462334918,759251610.420538,1.64,0.0311837583009215,0.0368162416990785,0.005632483398157,0.0,0.15,3000,4.999999999999796e-05,True,5508.5905341333155,4.181309156818174e-06,0.5,0.0,-7845.236171162476,4941.336852450129,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.36**2 * RBF(length_scale=0.394),0.0492724161646833,0.3941793293174669,0.139363438381973,0.3941793293174669,0.0492724161646833,28.681570426903313,828.160727374798,254,45,209,284,30,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,28.693120528867,229.544964230936,229.544964230936,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.035,0.0017704396320843,0.0310165108278103,0.0389834891721896,733146781.9259496,1.64,0.0320964790033817,0.0379035209966182,0.0058070419932365,0.0,0.15,3000,4.999999999999796e-05,True,5173.562298227378,3.950637055443959e-06,0.5,0.0,-10031.059437945438,4950.20443612639,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.4**2 * RBF(length_scale=0.395),0.0493461900232814,0.3947695201862515,0.139572102364729,0.3947695201862515,0.0493461900232814,29.165666135369086,821.0085570180024,252,48,204,284,32,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,27.872280494075504,222.97824395260403,222.97824395260403,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.036,0.0018236587159499,0.0318967678891125,0.0401032321108874,704234099.8449053,1.64,0.033009199705842,0.0389908002941579,0.0059816005883159,0.0,0.15,3000,4.999999999999796e-05,True,5606.9324713878395,4.333533930692842e-06,0.5,0.0,-6782.608676990211,4868.94888221521,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.4**2 * RBF(length_scale=0.395),0.0494158603371017,0.3953268826968141,0.139769159770128,0.3953268826968141,0.0494158603371017,29.11740926286206,822.4579906632846,252,52,200,284,32,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,27.097098763547724,216.7767901083818,216.7767901083818,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.037,0.0018768777998156,0.0327770249504146,0.0412229750495853,673803749.1307225,1.64,0.0339219204083022,0.0400780795916977,0.0061561591833955,0.0,0.15,3000,4.999999999999796e-05,True,7146.949474994353,5.617227217899003e-06,0.5,0.0,-1671.501446698144,4873.083663883974,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.36**2 * RBF(length_scale=0.396),0.0494817602208321,0.3958540817666574,0.1399555527887887,0.3958540817666574,0.0494817602208321,28.78220943402343,812.9723178041153,250,55,195,284,34,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,26.363868881442915,210.91095105154332,210.91095105154332,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.038,0.0019300968836813,0.0336572820117168,0.0423427179882831,641013054.8399808,1.64,0.0348346411107625,0.0411653588892374,0.0063307177784749,0.0,0.15,3000,4.999999999999796e-05,True,12207.439663168703,9.81997861866445e-06,0.1125954875667693,1.2128400623145263,5776.938364136247,4766.5230249859615,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.26**2 * RBF(length_scale=0.396),0.0495441876839271,0.3963535014714168,0.1401321243187355,0.3963535014714168,0.0495441876839271,27.70751093587773,811.952821607064,250,59,191,284,34,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,25.66927500003432,205.35420000027457,205.35420000027457,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.039,0.0019833159675471,0.034537539073019,0.0434624609269809,607069903.4410157,1.64,0.0357473618132227,0.0422526381867772,0.0065052763735544,0.0,0.15,3000,4.999999999999796e-05,True,17116.027984972636,1.416563688772482e-05,0.0096547312748718,2.3395021090472525,11039.677101198016,4719.713068937707,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.15**2 * RBF(length_scale=0.397),0.0496034101363465,0.396827281090772,0.1402996307095525,0.396827281090772,0.0496034101363465,26.565616162205703,805.2191408971644,248,62,186,284,36,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,25.01034174483775,200.082733958702,200.082733958702,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.04,0.0020365350514127,0.0354177961343212,0.0445822038656788,572175251.6161546,1.64,0.036660082515683,0.0433399174843169,0.0066798349686339,0.0,0.15,3000,4.999999999999796e-05,True,16783.696714098623,1.4369279397792224e-05,0.0089909291348961,2.365991479108998,10873.25459296514,4595.264371491791,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.21**2 * RBF(length_scale=0.397),0.049659668217695,0.3972773457415606,0.140458752592825,0.3972773457415606,0.049659668217695,27.115068782609196,806.9103355754035,248,66,182,284,36,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,24.38439160830785,195.0751328664628,195.0751328664628,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.041,0.0020897541352785,0.0362980531956233,0.0457019468043766,536941035.2362417,1.64,0.0375728032181432,0.0444271967818567,0.0068543935637134,0.0,0.15,3000,4.999999999999796e-05,True,13358.14217370291,1.1889731184786982e-05,0.0502016189712076,1.6429018706288254,7427.280151087729,4523.450614834434,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.21**2 * RBF(length_scale=0.398),0.049713179065399,0.3977054325231925,0.1406101041259392,0.3977054325231925,0.049713179065399,27.13757915087632,804.9022842286208,246,69,177,284,38,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,23.78900858534434,190.31206868275473,190.31206868275473,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.042,0.0021429732191442,0.0371783102569255,0.0468216897430744,501846452.6781779,1.64,0.0384855239206035,0.0455144760793964,0.0070289521587929,0.0,0.15,3000,4.999999999999796e-05,True,8618.478736774878,8.012109798179375e-06,0.3174330832401713,0.4748888958692488,2080.9081184255674,4389.660143716724,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.37**2 * RBF(length_scale=0.398),0.0497641391155077,0.3981131129240616,0.1407542409139448,0.3981131129240616,0.0497641391155077,28.80346270176492,804.645080889949,246,73,173,284,38,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,23.22200700920616,185.77605607364927,185.77605607364927,unchanged_card_repeat:study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/targeted_reruns/m042MeV/attempt_01/results_single.csv,True,False
2015,0.043,0.0021961923030098,0.0380585673182277,0.0479414326817722,467028006.50587726,1.64,0.0393982446230637,0.0466017553769362,0.0072035107538724,0.0,0.15,3000,4.999999999999796e-05,True,5691.69140598919,5.553495082806957e-06,0.4999513009912829,0.0001220703125,-3101.5789656353927,4296.228926027677,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.29**2 * RBF(length_scale=0.399),0.0498127265122922,0.3985018120983383,0.1408916668249312,0.3985018120983383,0.0498127265122922,27.94230880380937,797.6336516339592,244,76,168,284,40,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,22.68140474038796,181.4512379231037,181.4512379231037,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.044,0.0022494113868755,0.0389388243795299,0.0490611756204701,432783094.09741855,1.64,0.040310965325524,0.0476890346744759,0.0073780693489519,0.0,0.15,3000,4.999999999999796e-05,True,4567.246920042655,4.699676391119087e-06,0.5,0.0,-6922.3267259854965,4152.04591292543,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.31**2 * RBF(length_scale=0.399),0.0498591031889295,0.398872825511436,0.1410228398750874,0.398872825511436,0.0498591031889295,28.18983196252873,799.9374290619224,244,80,164,284,40,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,22.165400015238248,177.32320012190598,177.32320012190598,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.045,0.0023026304707412,0.039819081440832,0.0501809185591679,399895844.0119894,1.64,0.0412236860279842,0.0487763139720157,0.0075526279440314,0.0,0.15,3000,4.999999999999796e-05,True,4062.0002866155687,4.423000333213483e-06,0.5,0.0,-9683.499080964048,4067.381897962053,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.29**2 * RBF(length_scale=0.399),0.0499034166704954,0.3992273333639637,0.1411481773283406,0.3992273333639637,0.0499034166704954,27.969255656286155,789.3676861437509,242,83,159,284,42,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,21.672351384471067,173.37881107576854,173.37881107576854,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.046,0.002355849554607,0.0406993385021342,0.0513006614978657,368264100.3361273,1.64,0.0421364067304445,0.0498635932695554,0.0077271865391109,0.0,0.15,3000,4.999999999999796e-05,True,3968.664312714881,4.590537892967073e-06,0.5,0.0,-8936.147280829855,3922.152164303021,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.26**2 * RBF(length_scale=0.4),0.049945801641555,0.3995664131324403,0.141268060130167,0.3995664131324403,0.049945801641555,27.672207009014656,792.9821703655614,242,87,155,284,42,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,21.200760270910823,169.6060821672866,169.6060821672866,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.047,0.0024090686384727,0.0415795955634364,0.0524204044365635,338097650.3786032,1.64,0.0430491274329047,0.0509508725670952,0.0079017451341904,0.0,0.15,3000,4.999999999999796e-05,True,4323.645277970163,5.331463894701548e-06,0.5,0.0,-5840.057651602697,3822.399302840018,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.36**2 * RBF(length_scale=0.4),0.0499863813134502,0.3998910505076019,0.1413828367748687,0.3998910505076019,0.0499863813134502,28.705822294915528,785.9171143367191,240,90,150,284,44,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,20.749255756008917,165.99404604807134,165.99404604807134,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.048,0.0024622877223383,0.0424598526247386,0.0535401473752614,309695977.1633491,1.64,0.043961848135365,0.0520381518646349,0.0080763037292699,0.0,0.15,3000,4.999999999999796e-05,True,5306.828852388808,6.995112557206893e-06,0.5,0.0,-1414.5779672724843,3664.9236716492624,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.47**2 * RBF(length_scale=0.4),0.0500252686205247,0.4002021489641976,0.1414928266890064,0.4002021489641976,0.0500252686205247,29.914312151972823,787.9087404979714,240,94,146,284,44,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,20.31658126980238,162.53265015841905,162.53265015841905,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.049,0.0025155068062041,0.0433401096860407,0.0546598903139592,282792287.3460009,1.64,0.0448745688378252,0.0531254311621747,0.0082508623243494,0.0,0.15,3000,4.999999999999796e-05,True,7625.23921456574,1.078266862965389e-05,0.2340349601455832,0.7256229950797469,2567.929275483429,3540.3114057698917,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.47**2 * RBF(length_scale=0.401),0.0500625672697325,0.4005005381578606,0.1415983232001424,0.4005005381578606,0.0500625672697325,29.892608738712585,784.5336777787351,238,97,141,284,46,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,19.901582912143652,159.21266329714922,159.21266329714922,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.05,0.0025687258900698,0.0442203667473429,0.055779633252657,257618672.70439032,1.64,0.0457872895402855,0.0542127104597144,0.0084254209194289,0.0,0.15,3000,4.999999999999796e-05,True,10003.872983556705,1.5217988554275912e-05,0.0489549669651778,1.6550718021519637,5585.734482530184,3374.219567749281,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.64**2 * RBF(length_scale=0.401),0.0500983726641885,0.4007869813135087,0.141699596149034,0.4007869813135087,0.0500983726641885,31.762319074539512,785.9777122634354,238,101,137,284,46,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,19.503199176626534,156.0255934130123,156.0255934130123,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
2015,0.051,0.0026219449739354,0.0451006238086451,0.0568993761913548,234115558.1361174,1.64,0.0467000102427457,0.0552999897572542,0.0085999795145084,0.0,0.15,3000,4.999999999999796e-05,True,11156.632394479682,1.830918861206024e-05,0.0157449700191027,2.1508259501525093,6972.777954564926,3242.0516761460617,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,5.66**2 * RBF(length_scale=0.401),0.0501327727179718,0.4010621817437751,0.1417968941942474,0.4010621817437751,0.0501327727179718,32.01520032453974,778.6044886710588,236,104,132,284,48,0.019,0.09,0.00025,1.0,1e-08,1e+18,False,False,False,True,12,1.0,8.0,8.0,19.12045188451204,152.96361507609632,152.96361507609632,study_results/finalist_k15_2021_10pct_combined100toy_20260803/combined/raw_scan_and_bands/results_single.csv,False,False
