toy_index,toy_hist,function_tag,source_model,source_label,source_root,container,dataset,mass_GeV,sigma_val,blind_lo,blind_hi,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma,native_input_bin_width_gev,production_rebin_requested,rebinned_bin_width_gev,rebinned_n_full,rebinned_n_blind,rebinned_n_train_expected,rebinned_n_train_low,rebinned_n_train_high,training_geometry_valid,optimizer_restarts_requested,eps2_density_implementation,eps2_up_promotable,study_id,task_id,truth_model,truth_function_tag,study_scenario,source_family,exposure_multiplier,ls_upper_factor_requested,background_toy_index,optimizer_seed,injection_seed,generated_config_sha256,base_config_sha256,fit_code_commit,expected_limit_bands,repair_attempt_id,repair_row_id,repair_variant,repair_reason,repair_warm_start,repair_source_factor,repair_source_attempt_path,repair_base_seed,repair_kernel_constant_init,repair_kernel_ls_init,repair_config_path,repair_config_sha256,repair_fit_is_actual,repair_interpolation_used
0,toy_0000,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_1pct_x100,2021,0.15,0.0035741875,0.141958078125,0.158041921875,17085.649313908376,8.545953879560658e-07,0.5,0.0,-2266.0470767494994,11123.566063101083,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,81.5**2 * RBF(length_scale=0.357),0.0259033086016125,0.5887115591275582,0.1234891784466056,0.3572768644909646,0.0235484623651023,6647.629994680112,1973.4508919104517,390,1.1,25.0,15.171982737201196,7.247327847689178,164.7119965383904,99.96030272361608,0.000125,5,0.000625,416,26,390,163,227,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f25__gengamma__2021_1pct_x100__t0000,gengamma,fGenGammaThresh,2021_1pct_x100,one_pct,100,25,0,2330463024,,937e45e25c3d1a9c625d7248b53d83038bcbd72adbb36ad38f6e60a7e58a7b90,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair__f25__gengamma__2021_1pct_x100__t0000__m150__warm,repair__f25__gengamma__2021_1pct_x100__t0000__m150,warm,higher_factor_optimizer_miss,True,20,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/gengamma/2021_1pct_x100/toy_0000/grid_050_020_250/attempt_001,66812700,6647.629994680112,0.3572768644909646,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0000/m150MeV/warm/attempt_001/repair_config.yaml,937e45e25c3d1a9c625d7248b53d83038bcbd72adbb36ad38f6e60a7e58a7b90,True,False
