model,scenario,toy_index,status,accepted_rows,raw_primary_rows,excluded_rows,success_marker_sha256,optimizer_attempts_sha256,accepted_rows_sha256,raw_primary_rows_sha256,exclusions_sha256
knot_spline,2021_1pct_x100,1,pass,20,20,0,8136e9207e62b54636306ceee9db52361c64bd310d4e0b051c24754eee013382,47fb67a4a8913af162488460c6e108332fb9b0e569f37f8fdbe034ac634c7595,8342120ee17bd3057f0f74007249afc2025f0a418457f3051034c7f93c213b89,0899a3e69a0248ec3dd5c2bb046d7ec12aa223b7ab4d42c408c988fb264a87b0,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
knot_spline,2021_1pct_x100,2,pass,20,20,0,7d16bf1fdb64348edb580b4baed9bf51a8e20422e3fd5a1fcf07f8b927d5b5f8,2e27c58317406c25414cd7a989be97cadf8d2fe85c999ce0f0f10e1a56b6d4af,c62da64c72c2b13b72ab266e231b3351bc0e36b6ca75a4060ad2b3d651c45dc2,44bbec9e4714790d37f1a057b6c629ad3f4a374cf14d451e07182b519eb093dc,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
knot_spline,2021_1pct_x100,3,pass,20,20,0,535e65a1f8257c21957a9925f12c4d0ea163fbbf1bf7879ae78487cdf5155f4c,81973877be34720dd118dc2cea0a030983571e24e5abe4f0d9ebb7e79bc7a670,f3009805e7ea087daced7c522ff95e26581713e61cda5167d841362b7733902e,a05c58c3ed08aa4756a8a488a1bcd06844b7ba2bc1094f8da488c32a3f5a4223,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
knot_spline,2021_1pct_x100,4,pass,20,20,0,a459bc818532f0de6b0f09b9c4873cd058b7db19262e7dbfb49fe77493c14e43,7fea9c09da2f29d88e3d4a0ffbe097baf0e39a20b9868f5eea0883222cd33472,f634cf196b36806067caad488905cfa24215f4a77d0033e8e90867a32ba299ab,a743bbd293d7b2b51c9e43c1d3272e816760bcbe283a6856592c5576a32d2e5b,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
knot_spline,2021_1pct_x100,5,pass,20,20,0,9a71887ab002896529ab8346ffdaac808e99baf29311b04da7924e9838b7bbf0,e5755eeff126c1abd45f67f193ad9519c45d422727bf1c11af61485073fb70c8,be330f6cb0c1d98d931dab63439d7de1137b88bf0ddc3945f2f9749d90f2c77d,6c65dc9dcc022abfb06148d4ae74a461613ec8d761b0477f069b4ea4c4c4b49b,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
knot_spline,2021_1pct_x100,6,pass,20,20,0,b190d52b8583b7f7cd29b98878c3a2b99e03fa671f5d77d91e300b388fa13ff3,5e98ab3675665fd7b8c04bd1e40eb29271613d4b92e1e062172799368e8ffdc6,5970036e942931808732a8477c405fc1464872e9f3e0a2ec6a5ade433a0febb4,e97c46ed03ead7d768e3ca94f925ae4f015141451b350455586666c9e40e7fe0,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
knot_spline,2021_1pct_x100,7,pass,20,20,0,e57e15afa29b659c591d3d365339ac30f10e9ee1bbb2baf33a4585a8e37e34dd,555f467414956af4b03992e648798fa03023ee1d3558a6a112db9f6d12b94735,3529d7cc00d2de6e9d51347ae9e32faefa1c9b305a83cd52437c102396e72122,f1ab98a0f247c101567d4207842e949eca9b08ac4f032c52d99bd2981ed56612,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
knot_spline,2021_1pct_x100,8,pass,20,20,0,571b492d9fdbab615b79189b6a2d0f614799105c906df7bc4d4056e517374375,762cd2f89b66403d8064bb8b233ee41cd8b78308632e7154493876746a065a92,fc891b4ad49bde18586a9b5aa3ee048c7ea85964a7636943c7bdff3f3581491a,2dde097b54a3ce67b219adbdcca3e685ec71e079fa718e671f747cd0e030d031,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
knot_spline,2021_1pct_x100,9,pass,20,20,0,34a504a32f4838eaa7ae5fa8b7d8b961fdbfa2a612bc72c4fd6d5ef7d72f6edc,24d4235d3c19d774f3a0b829eda9447d2dc9b0e665db410231bcf34dc09b33aa,af43007978834ce7377ad85d2a55fca2562d8ca88f7434ed0414b1c2e21772f9,3c6266a17840e6b6b4e00c957fb11bd4998e802f8b1a2678f23467e0a59bac2a,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
knot_spline,2021_1pct_x100,10,pass,20,20,0,bc9d38343f25dd956c48d0d3a3506efe6d0d5a35de850382fa607616dca14ebd,e35b64387c846f4709d3609a560a52a795184a2666192a9b0825e33f4899dc4f,408252f10bf7885c7fe0af95715ef7a20d95f7b38d149422336100009ed5a1d8,0167a4864cf9789ba6d760fd5cd0043d322f25d258284c913b2799e146ddf051,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
knot_spline,2021_1pct_x100,11,pass,20,20,0,1f55a1867477dca193124df91b18a4e707822b7745f833e41c46f4eb523618c1,8f33973256e9396b8b7dbda70ea8950f0cbe61c5c4ff6d504fa30a53cd4f26fc,678b695b3aa0563f31b13242eb44e494479f1c1ed2b9d9fd5a29a12b41750b36,c367134cc0e8d88754886caab622090b00773bfca5f9c2a6b17dfadb9f2a78c0,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
knot_spline,2021_1pct_x100,12,pass,20,20,0,02f1130ed7ec1b3f6f092e1526702c092a6b0c460787cebfba87aa2d591aed5c,847c1f65081f134c05f19a9723b3b669add8e379bd381c46d568b7cfef87bd77,bb99440cf42a185a9ce1e3c01586d958545c18ca972549cc10908708b1fe020c,b8bf61e3fee24cbd88be9e5f6c1fe89641cbf68825e3dc33930a62e9fcdfb963,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
knot_spline,2021_1pct_x100,13,pass,20,20,0,9c390bac916a9939f2ccc2ad8487491a7d13c007f9e0bcbc598b700506bba9db,0f1586aa3464498c6d0fbeac31f1a972f75970fcbbbe6deec288114f221a49aa,1967dcae1290165c884714c808ce7fe68626eac8891b40a44065f56f6b47e161,3216dd4cff8859c767f65805c8765919aec105f61c592d626490c668b2b423bf,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
knot_spline,2021_1pct_x100,14,pass,20,20,0,796af330a240cd333286146d7497f549ad4154f82033a74a3f91b4c2a3ad5f43,a704443ac975cf148a4201ef15fe22796e5882392c838a4faec4d1747e756917,7b504ddcae2304cb5e700744361a1d6887787be2afd8fe316a5ff3f4c8f076a4,5ffe0aabc2972b2b623f3dfabdb9f832814f6aebf8f9034e5e0c8f764bc28f03,01c0a1e08ffbabaebc48f4d4e7a0fa8423c7ac09911f66ca8c34191865575730
