toy_index,toy_hist,dataset,mass_GeV,strength,n_toys,inj_nsigma,inj_nsigma_xerr,sigmaA_ref,integral_density,A_per_eps2_unit,f_win,f_train_frac,kernel_ls_policy,signal_model,inj_background_mode,extract_background_mode,refit_kernel_lock_mode,refit_lock_const_opt,refit_lock_ls_opt,refit_tail_alpha_scale,refit_tail_alpha_threshold,refit_tail_alpha_n_bins,refit_tail_alpha_max,refit_tail_alpha_mean,kernel_ls_res_lower_factor,kernel_ls_res_upper_factor,ls_lo,ls_hi,ls_init,initial_ls_opt,initial_const_opt,refit_ls_opt,refit_const_opt,ls_opt,const_opt,n_train,n_train_low,n_train_high,n_blind,A_hat_mean,A_hat_std,sigma_A_mean,Ahat_over_Ainj,sigmaA_over_sigmaAref,pull_mean,pull_std,pull_std_err,pull_q16,pull_q84,pull_q02,pull_q97,cov_1sigma,cov_2sigma,Zhat_mean,delta_z_minus_pull,ainj_over_sigmaAref,Zhat_q16,Zhat_q84,qmu_tilde_mean,qmu_tilde_q16,qmu_tilde_q84,n_source_toys,source_model,source_label,source_root,container,function_tag,success_rate,refit_ok_rate,refit_fallback_rate
3,fSigPowExpQ_toy_3,2021,0.06,0.0,1,0.0,0.0,14041.281560793124,195605440.00000003,378847026.10327184,0.9761256344476862,0.02387436555231387,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.02456060651775105,0.2456060651775105,0.07766745731127003,0.08130422085548093,20.21822038077405,0.07766745731127005,1.0,0.07766745731127005,1.0,1588,90,1498,12,-3854.3234199411227,,14031.415186576945,,0.999297330932831,-0.2746924218754737,,,-0.2746924218754737,-0.2746924218754737,-0.2746924218754737,-0.2746924218754737,1.0,1.0,-0.2746924218754737,0.0,0.0,-0.2746924218754737,-0.2746924218754737,0.0,0.0,0.0,0,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
3,fSigPowExpQ_toy_3,2021,0.06,14041.281560793124,1,1.0,0.0,14041.281560793124,195605440.00000003,378847026.10327184,0.9761256344476862,0.02387436555231387,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.02456060651775105,0.2456060651775105,0.07766745731127003,0.08130422085548093,20.21822038077405,0.07766745731127005,1.0,0.07766745731127005,1.0,1588,90,1498,12,9856.769800932183,,14157.059991735512,0.7019850544450889,1.0082455743402847,-0.29557773734827286,,,-0.29557773734827286,-0.29557773734827286,-0.29557773734827286,-0.29557773734827286,1.0,1.0,0.6962441217799659,-0.008178140871761275,1.0,0.6962441217799659,0.6962441217799659,0.08685271441936493,0.08685271441936493,0.08685271441936493,0,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
3,fSigPowExpQ_toy_3,2021,0.06,28082.56312158625,1,2.0,0.0,14041.281560793124,195605440.00000003,378847026.10327184,0.9761256344476862,0.02387436555231387,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.02456060651775105,0.2456060651775105,0.07766745731127003,0.08130422085548093,20.21822038077405,0.07766745731127005,1.0,0.07766745731127005,1.0,1588,90,1498,12,24019.620145792327,,14286.90704745919,0.8553215047286458,1.0174930960256445,-0.2843822642855707,,,-0.2843822642855707,-0.2843822642855707,-0.2843822642855707,-0.2843822642855707,1.0,1.0,1.6812330384737837,-0.034384697240645634,2.0,1.6812330384737837,1.6812330384737837,0.1019270084798336,0.1019270084798336,0.1019270084798336,0,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
3,fSigPowExpQ_toy_3,2021,0.06,42123.84468237937,1,3.0,0.0,14041.281560793124,195605440.00000003,378847026.10327184,0.9761256344476862,0.02387436555231387,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.02456060651775105,0.2456060651775105,0.07766745731127003,0.08130422085548093,20.21822038077405,0.07766745731127005,1.0,0.07766745731127005,1.0,1588,90,1498,12,37843.47661534885,,14417.247206333059,0.8983861017600556,1.0267757358124439,-0.2968921879310138,,,-0.2968921879310138,-0.2968921879310138,-0.2968921879310138,-0.2968921879310138,1.0,1.0,2.62487533672346,-0.07823247534552613,3.0,2.62487533672346,2.62487533672346,0.08230402320623398,0.08230402320623398,0.08230402320623398,0,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
3,fSigPowExpQ_toy_3,2021,0.06,70206.40780396562,1,5.0,0.0,14041.281560793124,195605440.00000003,378847026.10327184,0.9761256344476862,0.02387436555231387,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.02456060651775105,0.2456060651775105,0.07766745731127003,0.08130422085548093,20.21822038077405,0.07766745731127005,1.0,0.07766745731127005,1.0,1588,90,1498,12,66401.63510091492,,14648.097392980075,0.9458059054427824,1.0432165560928097,-0.2597451806180703,,,-0.2597451806180703,-0.2597451806180703,-0.2597451806180703,-0.2597451806180703,1.0,1.0,4.533123539493744,-0.20713127988818603,5.0,4.533123539493744,4.533123539493744,0.02210910990834236,0.02210910990834236,0.02210910990834236,0,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
3,fSigPowExpQ_toy_3,2021,0.105,0.0,1,0.0,0.0,5952.685070288853,43130666.66666671,146186468.02924725,0.9816220990116901,0.018377900988309936,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.017994764019909716,0.17994764019909715,0.05690444026016223,0.08135474249295903,20.254755163469454,0.056904440260162226,1.0,0.056904440260162226,1.0,1584,160,1424,16,5072.834318562917,,5933.428814023187,,0.9967651142235329,0.8549583179583576,,,0.8549583179583576,0.8549583179583576,0.8549583179583576,0.8549583179583576,1.0,1.0,0.8549583179583576,0.0,0.0,0.8549583179583576,0.8549583179583576,0.0,0.0,0.0,0,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
3,fSigPowExpQ_toy_3,2021,0.105,5952.685070288853,1,1.0,0.0,5952.685070288853,43130666.66666671,146186468.02924725,0.9816220990116901,0.018377900988309936,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.017994764019909716,0.17994764019909715,0.05690444026016223,0.08135474249295903,20.254755163469454,0.056904440260162226,1.0,0.056904440260162226,1.0,1584,160,1424,16,10832.737794534034,,6004.313636133508,1.8198069722523347,1.0086731559346798,0.8127577971406075,,,0.8127577971406075,0.8127577971406075,0.8127577971406075,0.8127577971406075,1.0,1.0,1.8041592180234276,-0.008598579117179872,1.0,1.8041592180234276,1.8041592180234276,0.0,0.0,0.0,0,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
3,fSigPowExpQ_toy_3,2021,0.105,11905.370140577706,1,2.0,0.0,5952.685070288853,43130666.66666671,146186468.02924725,0.9816220990116901,0.018377900988309936,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.017994764019909716,0.17994764019909715,0.05690444026016223,0.08135474249295903,20.254755163469454,0.056904440260162226,1.0,0.056904440260162226,1.0,1584,160,1424,16,17295.061687827318,,6048.65132807284,1.4527109601472732,1.0161215076307288,0.8910567422253483,,,0.8910567422253483,0.8910567422253483,0.8910567422253483,0.8910567422253483,1.0,1.0,2.859325285879504,-0.03173145634584407,2.0,2.859325285879504,2.859325285879504,0.0,0.0,0.0,0,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
3,fSigPowExpQ_toy_3,2021,0.105,17858.055210866558,1,3.0,0.0,5952.685070288853,43130666.66666671,146186468.02924725,0.9816220990116901,0.018377900988309936,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.017994764019909716,0.17994764019909715,0.05690444026016223,0.08135474249295903,20.254755163469454,0.056904440260162226,1.0,0.056904440260162226,1.0,1584,160,1424,16,22463.33889161537,,6128.869589930458,1.2578827104278698,1.0295974871106452,0.7514083328376168,,,0.7514083328376168,0.7514083328376168,0.7514083328376168,0.7514083328376168,1.0,1.0,3.6651683580479406,-0.08623997478967615,2.9999999999999996,3.6651683580479406,3.6651683580479406,0.0,0.0,0.0,0,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
3,fSigPowExpQ_toy_3,2021,0.105,29763.425351444268,1,5.0,0.0,5952.685070288853,43130666.66666671,146186468.02924725,0.9816220990116901,0.018377900988309936,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.017994764019909716,0.17994764019909715,0.05690444026016223,0.08135474249295903,20.254755163469454,0.056904440260162226,1.0,0.056904440260162226,1.0,1584,160,1424,16,34083.17725053251,,6251.244715237523,1.1451362485359444,1.0501554578183292,0.6910226836199151,,,0.6910226836199151,0.6910226836199151,0.6910226836199151,0.6910226836199151,1.0,1.0,5.452222525772211,-0.23880015784770459,5.0,5.452222525772211,5.452222525772211,0.0,0.0,0.0,0,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
3,fSigPowExpQ_toy_3,2021,0.18,0.0,1,0.0,0.0,909.1147734157249,1472319.9999999986,8554732.222258775,0.9795038146306452,0.020496185369354825,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.01736381639917031,0.17363816399170307,0.05490920869436161,0.08247483738024548,20.32927648123881,0.054909208694361604,1.0,0.054909208694361604,1.0,1574,275,1299,26,-627.9964351153129,,903.2761438495738,,0.9935776760681007,-0.6952430210753974,,,-0.6952430210753974,-0.6952430210753974,-0.6952430210753974,-0.6952430210753974,1.0,1.0,-0.6952430210753974,0.0,0.0,-0.6952430210753974,-0.6952430210753974,0.0,0.0,0.0,0,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
