dataset,mass_GeV,sigma_val,blind_lo,blind_hi,integral_density,density_nsigma,density_window_lo,density_window_hi,density_window_width,density_source_lo,density_source_hi,density_source_n_bins,density_source_bin_width_median,density_window_fully_covered,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,n_train_low,n_train_high,n_full,n_blind,train_domain_lo,train_domain_hi,bin_width_median,const_init,const_lo,const_hi,const_at_lower,const_at_upper,ls_at_lower,ls_at_upper,optimizer_restarts,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma
2021,0.05,0.0019941875000000003,0.045513078125,0.054486921875000004,432274745.5035101,1.64,0.046729532500000004,0.0532704675,0.006540934999999998,0.0,1.0,8000,0.0001250000000000001,True,21916.750292034092,3.292806523445097e-05,0.0003827257293424677,3.364994640523205,15844.41349006258,4717.073920173424,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.23**2 * RBF(length_scale=0.325),0.04301982086534748,0.586633920891102,0.1588612167593829,0.32526728254823334,0.0391089280594068,52.22724356909591,1679.2995430667327,402,9,393,416,14,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.31695724449797,21.57260581833327,294.1718975227264,163.1076729486236
2021,0.051,0.002001485875,0.04649665678125,0.055503343218749994,505722115.71658146,1.64,0.047717563165,0.054282436834999996,0.006564873669999999,0.0,1.0,8000,0.0001250000000000001,True,16898.86866187949,2.1276266935863605e-05,0.015902555034876417,2.1468514466138924,10528.822658504767,4922.209183128963,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.21**2 * RBF(length_scale=0.326),0.042343747393388226,0.5774147371825666,0.15636465000913172,0.32550007666844794,0.03849431581217111,52.04165602548844,1673.1863368666184,401,10,391,416,15,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.45579587014069,21.15615599504954,288.4930362961301,162.629214991811
2021,0.052,0.002008956,0.047479849,0.056520151,582496150.2912881,1.64,0.04870531216,0.055294687839999995,0.006589375679999995,0.0,1.0,8000,0.0001250000000000001,True,7581.3436656114945,8.127738135584233e-06,0.4999513009912829,0.0001220703125,-979.8405752712716,4939.393095137093,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.54**2 * RBF(length_scale=0.32),0.04169678269108093,0.5685924912420126,0.15397557451459154,0.319697578869646,0.03790616608280084,56.79849711136643,1670.9003325034748,402,12,390,416,14,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.433920174657345,20.75544844739304,283.02884246445046,159.13617763138964
2021,0.053,0.002016597875,0.048462654781249996,0.05753734521875,661992830.0519445,1.64,0.049692779485,0.056307220515,0.006614441030000001,0.0,1.0,8000,0.0001250000000000001,True,5677.338702032158,5.254550510751431e-06,0.5,0.0,-8022.274274233182,5081.158309446862,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.51**2 * RBF(length_scale=0.319),0.04107730626946746,0.5601450854927381,0.15168800622370326,0.3186948549936923,0.037343005699515874,56.44721172191549,1667.0714616321713,402,14,388,416,14,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.534258263999996,20.369607039017364,277.76736871387317,158.0358974610604
2021,0.054,0.0020244115,0.049445074125,0.058554925875,743432117.467634,1.64,0.05067996514,0.05732003486,0.0066400697200000025,0.0,1.0,8000,0.0001250000000000001,True,5307.069935795442,4.2927900981930025e-06,0.5,0.0,-14762.982212644003,5479.637918243112,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.29**2 * RBF(length_scale=0.317),0.040483815711204366,0.552052032425514,0.14949639709274043,0.3167563150603714,0.0368034688283676,53.20828797930888,1661.7250493737604,401,15,386,416,15,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.606697280018889,19.99781947059892,272.6975382354398,156.46834403992042
2021,0.055,0.002032396875,0.05042710703125,0.05957289296875,825863093.242175,1.64,0.051666869125,0.058333130875,0.006666261749999999,0.0,1.0,8000,0.0001250000000000001,True,5412.3535469370945,3.869326092566816e-06,0.5,0.0,-14880.999997632163,5577.365055833305,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.4**2 * RBF(length_scale=0.318),0.03991491610836469,0.5442943105686093,0.14739559608280783,0.31816763376073726,0.03628628737124062,54.731339850072715,1666.1204247517173,402,17,385,416,14,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.768260872367643,19.639331569216612,267.8090668529538,156.54798414346965
2021,0.056,0.002040554,0.0514087535,0.0605912465,908527012.009006,1.64,0.05265349144,0.059346508560000004,0.0066930171200000055,0.0,1.0,8000,0.0001250000000000001,True,6342.033435880727,4.047832921653789e-06,0.5,0.0,-10318.663369548747,5842.849869355945,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.43**2 * RBF(length_scale=0.319),0.03936931061422127,0.5368542356484718,0.14538081426998897,0.3185977994698319,0.035790282376564786,55.21046817460174,1660.059364461804,401,18,383,416,15,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.90179619478072,19.293442180026243,263.0923933639942,156.1329910748904
2021,0.057,0.002048882875,0.05239001353125,0.06160998646875,990652096.3793745,1.64,0.053639832085000005,0.060360167915,0.006720335829999993,0.0,1.0,8000,0.0001250000000000001,True,8827.897990411537,5.076696602767035e-06,0.5,0.0,-1546.8317619909417,5886.208594094118,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.68**2 * RBF(length_scale=0.319),0.03884579197431144,0.5297153451042469,0.14344759357172976,0.3190403020849015,0.035314356340283126,58.91093416082751,1657.0430838576651,401,20,381,416,15,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.034294693372956,18.959498587400432,258.53861710091496,155.71427043378526
2021,0.058,0.0020573835,0.053370887125,0.062629112875,1071736532.8850116,1.64,0.05462589106,0.061374108940000005,0.006748217880000004,0.0,1.0,8000,0.0001250000000000001,True,16519.09407617651,8.629589155747493e-06,0.07727514390612543,1.423641459469775,8550.42707071811,6005.464848077094,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.59**2 * RBF(length_scale=0.315),0.038343234920351146,0.5228622943684247,0.14159177865950517,0.3149112064877629,0.03485748629122831,57.66786913723672,1656.682660362236,401,21,380,416,15,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.034248880046421,18.63689240258374,254.13944185341464,153.0639311959889
2021,0.059,0.002066055875,0.054351374281249996,0.06364862571874999,1151080263.2969189,1.64,0.055611668365,0.062388331634999995,0.006776663269999997,0.0,1.0,8000,0.0001250000000000001,True,21029.550781526697,1.0055236707120618e-05,0.014896313489195024,2.1728364751056253,13192.918311627383,6073.087866996012,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.56**2 * RBF(length_scale=0.315),0.03786058932616019,0.516280763538548,0.13980949168539802,0.31543204896730276,0.034418717569236534,57.179986488174336,1655.1076692947906,401,23,378,416,15,0.04,0.3,0.0006250000000000006,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.164549734683783,18.325055863341635,249.88712540920412,152.673532591321
