dataset,variant,variant_label,variant_role,mode,nuisance_profile,lslb,ls_upper,const_lower,const_upper,mass_GeV,inj_nsigma,n_toys,n_source_toys,success_rate,refit_ok_rate,fallback_rate,pull_mean_correct,pull_mean_err,pull_width_correct,pull_width_err,cov_1sigma,cov_2sigma,delta_z_mean,delta_z_width,recovery_bias_mean,recovery_bias_median,sigma_ratio_median,eps2_95_exp_proxy_median,eps2_95_exp_proxy_q16,eps2_95_exp_proxy_q84,eps2_95_obs_proxy_median,eps2_95_obs_proxy_q16,eps2_95_obs_proxy_q84,eps_95_exp_proxy_median,eps_95_obs_proxy_median,A_per_eps2_unit_mean,sigma_A_mean,A_hat_mean,initial_ls_opt_mean,initial_const_opt_mean,refit_ls_opt_mean,refit_const_opt_mean,ls_lo_median,ls_hi_median,nuisance_pull_norm_median,profile_shift_abs_fraction_observed_median,source_root,container,function_tag
2015,fixed_no_nuisance,"fixed bkg, no nuisance profile",no_profile_baseline,fixed,False,1.1,8.0,,,0.105,1.0,10,10,1.0,1.0,0.0,-2.7858410899511137,2.5346366307196337,8.015224793969148,1.889206601516711,0.0,0.0,-2.778742862784925,7.975084058814754,-2.4870678348947686,-3.913044489835658,0.985247475625074,3.794952721005319e-05,3.7841048008621024e-05,3.813144919474788e-05,3.799939886622048e-05,3.7841048008621024e-05,0.00019686800054908153,0.006160317921935993,0.0061643609761638275,5472861.362611182,126.38499446272458,-219.1959383904713,0.15310824830041148,20.782015756176968,0.1513406992939121,1.0,0.0561186332569755,0.4081355145961858,,,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,fixed_no_nuisance,"fixed bkg, no nuisance profile",no_profile_baseline,fixed,False,1.1,8.0,,,0.105,2.0,10,10,1.0,1.0,0.0,-2.959717759273203,2.4389192609009895,7.7125398937015754,1.817863086336053,0.0,0.1,-2.9552300152935964,7.634158505548976,-1.3441697623599995,-2.035627247776257,0.990648003552,3.812580852938124e-05,3.803483132075094e-05,3.8276998472578886e-05,3.8188738440985464e-05,3.803483132075094e-05,0.00021389446521686667,0.006174609669071479,0.006179699693383405,5472861.362611182,126.99314825737797,-116.54513982567782,0.15310824830041148,20.782015756176968,0.1513406992939121,1.0,0.0561186332569755,0.4081355145961858,,,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,fixed_no_nuisance,"fixed bkg, no nuisance profile",no_profile_baseline,fixed,False,1.1,8.0,,,0.105,3.0,10,10,1.0,1.0,0.0,-3.2923566791939427,2.4827387661545184,7.85110933624444,1.8505242171651528,0.0,0.0,-3.2990422618711377,7.734439176777262,-1.0101140376793525,-1.4537392970190235,0.9944394936491411,3.831096391941361e-05,3.818603829662812e-05,3.847685930019914e-05,4.3278580612003844e-05,3.818603829662812e-05,0.0002326902853115084,0.006189584083391962,0.0065684264246955466,5472861.362611182,127.56220594901697,-33.37864765007538,0.15310824830041148,20.782015756176968,0.1513406992939121,1.0,0.0561186332569755,0.4081355145961858,,,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,fixed_no_nuisance,"fixed bkg, no nuisance profile",no_profile_baseline,fixed,False,1.1,8.0,,,0.105,5.0,10,10,1.0,1.0,0.0,-3.653075476186961,2.4787476853786448,7.838488430666968,1.8475494411923041,0.1,0.1,-3.7092029412186136,7.646159103711799,-0.684893192052882,-1.0819265739866837,1.0029932615316857,3.865649583980997e-05,3.8529086899306466e-05,3.887914231795213e-05,5.360825688243457e-05,3.853689296950833e-05,0.00026635811965283485,0.006217434518446961,0.0072514772756829835,5472861.362611182,128.72221126927587,170.89593083848797,0.15310824830041148,20.782015756176968,0.1513406992939121,1.0,0.0561186332569755,0.4081355145961858,,,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.045,0.0,10,10,1.0,1.0,0.0,1.661403089567976,1.0249958856453967,3.241321590940941,0.7639868256535695,0.1,0.2,1.6614030895679757,3.241321590940941,,,0.5099789376704709,1.917181976126859e-05,1.9002851334735535e-05,1.949797769967653e-05,4.518301816158961e-05,1.957318900136076e-05,6.428294800553629e-05,0.004378559711643524,0.006721270352352978,972107457.5458819,11352.878720478599,18417.509893696424,0.1535239268147997,20.630902350266613,0.1480374572850532,1.0,0.054893758337545,0.3992273333639637,0.19209191125446023,0.0017310403100398498,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.045,1.0,10,10,1.0,1.0,0.0,1.1174965508831862,1.0278262282242312,3.250271920048613,0.7660964384555314,0.1,0.4,2.075396974651936,3.2314304168844132,0.5851691772169758,0.836036552980308,0.5116295729382494,1.9235337952630312e-05,1.9059718765530874e-05,1.9560421813929027e-05,6.122729790308233e-05,2.330090353027273e-05,8.099758771601829e-05,0.004385807486108515,0.007824462408844926,972107457.5458819,11388.079337786701,34576.09944169525,0.1535239268147997,20.630902350266613,0.1480374572850532,1.0,0.054893758337545,0.3992273333639637,0.19923278576191725,0.0013822662507801502,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.045,2.0,10,10,1.0,1.0,0.0,0.547390160340524,1.044396850920232,3.3026728300152546,0.7784474513814509,0.2,0.5,2.4506483550072375,3.266209588131871,0.1473567229874008,0.2821056580474489,0.5132206366025454,1.9289837895122227e-05,1.9111390360667765e-05,1.9632684888279195e-05,7.793420751384608e-05,3.165063784471732e-05,9.79688208650245e-05,0.004392016309316988,0.008827838878834645,972107457.5458819,11424.687632477167,50383.904021749026,0.1535239268147997,20.630902350266613,0.1480374572850532,1.0,0.054893758337545,0.3992273333639637,0.2099599860912662,0.0015068398014280002,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.045,3.0,10,10,1.0,1.0,0.0,0.011247598936793501,1.0201497738645835,3.2259968399177965,0.7603747471974158,0.3,0.5,2.8491403469194534,3.1696880447711724,0.0067209007677059614,0.09457857770689015,0.5145858557151965,1.9344924157821368e-05,1.9182298750429807e-05,1.9679435127310938e-05,9.444737309351691e-05,5.015362585088985e-05,0.00011215848680237329,0.004398283736296584,0.009718326424197676,972107457.5458819,11457.93046323569,66579.54984152855,0.1535239268147997,20.630902350266613,0.1480374572850532,1.0,0.054893758337545,0.3992273333639637,0.20799751931583846,0.00174185610639825,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.045,5.0,10,10,1.0,1.0,0.0,-1.0929887260505375,1.0168358258584569,3.2155172161710626,0.757904676192216,0.4,0.6,3.5733769541448326,3.1226795873541926,-0.1102075969735671,-0.05144869471887509,0.5180222570119395,1.9470414528453692e-05,1.930596827224071e-05,1.9814200340138668e-05,0.00012793224611681373,8.319926701305175e-05,0.00014508295483221616,0.004412525305732847,0.011310650652253614,972107457.5458819,11533.151476323514,98440.13991239134,0.1535239268147997,20.630902350266613,0.1480374572850532,1.0,0.054893758337545,0.3992273333639637,0.2341588549136827,0.0029313127376564,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.075,0.0,10,10,1.0,1.0,0.0,-0.3117565858739194,0.7155918365244022,2.26290007843998,0.5333706635374934,0.3,0.4,-0.31175658587391947,2.26290007843998,,,0.5381344873120684,4.2893089270558404e-05,4.172231162464009e-05,4.425926715650464e-05,4.558198658349844e-05,4.42319786063272e-05,9.728881647447735e-05,0.006549274590995316,0.006751018828342628,72913910.05573976,1908.0190991697132,-695.1508752420234,0.15312715080321646,20.646553989122083,0.1503501128485578,1.0,0.0557513139721068,0.4054641016153226,0.3721113215918394,0.0044900579402938,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.075,1.0,10,10,1.0,1.0,0.0,-0.7523357649239824,0.7072631100730694,2.236562332845277,0.5271627973670998,0.3,0.4,0.09517192093438034,2.2134888038082225,-0.3936839159467745,-0.20829310893612835,0.542008591444374,4.320168497873161e-05,4.202786187957576e-05,4.4563146978365554e-05,8.093542794120658e-05,4.4534189468149426e-05,0.00013378749833139434,0.0065727940968171705,0.008995541288292854,72913910.05573976,1921.8424201942494,2006.027447158176,0.15312715080321646,20.646553989122083,0.1503501128485578,1.0,0.0557513139721068,0.4054641016153226,0.39393006245408047,0.0057046780317437,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.075,2.0,10,10,1.0,1.0,0.0,-1.1227323266616733,0.7412842356296969,2.3441465781667836,0.5525206471723247,0.4,0.5,0.5481002835425304,2.3019861762468414,-0.2992874754694735,-0.15223984001885954,0.5447339151051254,4.341938256404667e-05,4.225020663488556e-05,4.498943027402664e-05,0.00012558733902874784,4.597577080443727e-05,0.00016964393772269388,0.006589327719443866,0.011206479823169916,72913910.05573976,1934.5279341452365,4821.149602246985,0.15312715080321646,20.646553989122083,0.1503501128485578,1.0,0.0557513139721068,0.4054641016153226,0.4425524445970406,0.00631005906257215,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.075,3.0,10,10,1.0,1.0,0.0,-1.544014307892665,0.7402809677163823,2.3409739664573452,0.5517728554210528,0.2,0.6,0.9209475341037485,2.276517417574734,-0.2780198036761979,-0.21346195474224705,0.5502312913753808,4.3857438696540626e-05,4.256555337721376e-05,4.524714572899541e-05,0.00015823934031961083,8.714282112464083e-05,0.00020874497538201072,0.006622485859985851,0.012577862144900625,72913910.05573976,1949.1341861625497,7535.213174192383,0.15312715080321646,20.646553989122083,0.1503501128485578,1.0,0.0557513139721068,0.4054641016153226,0.49413206225728,0.008088246530869,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.075,5.0,10,10,1.0,1.0,0.0,-2.3086655841518624,0.7361421652208886,2.3278859237859963,0.5486879741792628,0.3,0.6,1.6783024118568008,2.2276058298148196,-0.25431386214092877,-0.2199778205232979,0.5566853336689305,4.437186186324817e-05,4.3115839740496285e-05,4.588425789893857e-05,0.00023087480209619334,0.00016311920641125824,0.0002827718050364756,0.006661211808141988,0.015194520068078608,72913910.05573976,1975.4526752729041,13086.682201711352,0.15312715080321646,20.646553989122083,0.1503501128485578,1.0,0.0557513139721068,0.4054641016153226,0.5618382267159221,0.00956941951640005,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.105,0.0,10,10,1.0,1.0,0.0,-0.6019804360645251,0.6357877536832613,2.0105374100812137,0.4738882121658883,0.2,0.6,-0.6019804360645251,2.0105374100812137,,,0.5109388864731714,0.00010213127510113404,9.629325774806899e-05,0.00010481787638761101,0.00010760350145762494,0.00010371391444644308,0.0001761196394922704,0.010105915205387995,0.010372399745183527,5472861.362611182,337.6727766106501,-231.97283959704515,0.15310811063727697,20.78202278833802,0.1513406992939121,1.0,0.0561186332569755,0.4081355145961858,0.5547795879350836,0.01018659425716485,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.105,1.0,10,10,1.0,1.0,0.0,-0.9027169603922125,0.6303341095794489,1.9932914731652187,0.4698233058521498,0.3,0.5,0.026245218010215354,1.9336763167553443,-0.43961812697047054,-0.7045282456096611,0.5171843013355653,0.00010338054339196142,9.79017811103132e-05,0.00010668812913818293,0.0001431588325972572,0.00010637069614149109,0.0002740873354993096,0.010167515977929004,0.01189306783919268,5472861.362611182,342.7331939946245,323.59189687376227,0.15310811063727697,20.78202278833802,0.1513406992939121,1.0,0.0561186332569755,0.4081355145961858,0.47123342884130215,0.0100580815456296,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.105,2.0,10,10,1.0,1.0,0.0,-1.2604786469769065,0.6641525631846432,2.1002348135023654,0.49503009290386224,0.2,0.5,0.5420749873418126,1.9895791332480262,-0.31726700481646686,-0.4877170386847154,0.5261864166254095,0.00010518293497333627,9.903032671383506e-05,0.00010827283438821047,0.00023177522177364582,0.00017930342391021164,0.0003728215504094447,0.01025568875003523,0.015194427332352187,5472861.362611182,347.7327550685539,854.0820576636203,0.15310811063727697,20.78202278833802,0.1513406992939121,1.0,0.0561186332569755,0.4081355145961858,0.5040663959298519,0.0111669881686562,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.105,3.0,10,10,1.0,1.0,0.0,-1.4782254616684432,0.61001246198101,1.929028780946861,0.45467644403718155,0.3,0.5,1.1595330677705675,1.7689431086914662,-0.2536224214837695,-0.3398612498453244,0.5330018264369993,0.00010654011577727914,0.00010054042662704922,0.0001093970661248128,0.0003513566519691145,0.0003002503690224305,0.0004472086790382445,0.010321763222962556,0.01872902836506308,5472861.362611182,351.81254846192667,1436.0389728443872,0.15310811063727697,20.78202278833802,0.1513406992939121,1.0,0.0561186332569755,0.4081355145961858,0.5144096730305949,0.014035926943602,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,majd_phi_beta_profiled,Majd_phi beta-basis profile,majd_phi_profile_stress,beta_profiled,True,1.1,8.0,,,0.105,5.0,10,10,1.0,1.0,0.0,-2.0095531835716387,0.697013264967664,2.204149476648267,0.5195230138955899,0.2,0.5,2.1111079893661815,1.9900879740253197,-0.2152894985449235,-0.259160103003807,0.5476694186134408,0.00010946950078707845,0.00010234497296074937,0.00011327139181592604,0.0005593531499482204,0.0005100321839880777,0.0006679294679785716,0.010462737950314445,0.023645744556770692,5472861.362611182,362.49120170331554,2542.832980229368,0.15310811063727697,20.78202278833802,0.1513406992939121,1.0,0.0561186332569755,0.4081355145961858,0.712518248891332,0.018010817388838953,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
2015,profiled_const1em2_1e2,"profiled nuisance, const=[1e-2,1e2]",constant_bound_stress,profiled,True,1.1,8.0,0.01,100.0,0.045,0.0,10,10,1.0,1.0,0.0,0.21667581828419946,0.2485560647740371,0.7860032909343022,0.1852627523515293,0.8,1.0,0.21667581828419946,0.7860032909343022,,,1.000214740026121,5.0140791358769344e-05,3.849575295723723e-05,5.9781023362988955e-05,6.0025266794293555e-05,4.3708348001922935e-05,8.048933339401137e-05,0.007080340059201701,0.007747171606440558,972107457.5458819,29325.33159593121,6404.798025109199,0.15352397372028032,20.630923879227147,0.15352388216103546,20.63084136151779,0.054893758337545,0.3992273333639637,,,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2015_dataset_mod_toys_2.root,fShiftSigPowTail,fShiftSigPowTail
