mass_GeV,mass_MeV,dataset_set,n_active_datasets,hps_v4p2_eps2_obs_ee_channel,N_eff_BR,BR_ee_minimal,dimuon_correction_applied,hps_v4p2_eps2_obs_minimal_visible,density_2015_counts_per_GeV,density_2016_counts_per_GeV,density_2021_10pct_counts_per_GeV,density_current_counts_per_GeV,density_2021_100pct_equivalent_counts_per_GeV,full2021_projection_scale_eps2,hps_v4p2_projected_full2021_eps2_minimal_visible,gp_state_sha256_by_dataset,babar_visible2014_eps2_90_log_interp,hps_v4p2_observed_over_babar,hps_v4p2_projected_full2021_over_babar,hps_v4p2_observed_below_babar_on_grid,hps_v4p2_projected_full2021_below_babar_on_grid
0.029000000000000001,29,2015,1,8.3979586448133704e-06,1,1,False,8.3979586448133704e-06,823046135.58372259,,,823046135.58372259,823046135.58372259,1,8.3979586448133704e-06,"{""2015"": ""b83cee0e17b8702ec00f63536f3b8488acae5acda7041c99df641f307e4b375c""}",2.992726302616344e-06,2.8061231785451235,2.8061231785451235,False,False
0.029999999999999898,30,2015,1,1.023124658847981e-05,1,1,False,1.023124658847981e-05,822008895.93766797,,,822008895.93766797,822008895.93766797,1,1.023124658847981e-05,"{""2015"": ""3c3b9333983c07f1110b5b3185d5aed4cdf9462354ea74dedfcbbc0e94f04e8f""}",3.1523413082465796e-06,3.2456024230988856,3.2456024230988856,False,False
0.031,31,2015,1,8.5877736955787795e-06,1,1,False,8.5877736955787795e-06,814302946.66268063,,,814302946.66268063,814302946.66268063,1,8.5877736955787795e-06,"{""2015"": ""8840b2e03f9f83ed671cf5a48feb834ceb9da2492e533d54b84422925bc71c9a""}",3.4492969177893363e-06,2.4897171511354572,2.4897171511354572,False,False
0.032000000000000001,32,2015,1,6.4990281535513353e-06,1,1,False,6.4990281535513353e-06,800432354.02830935,,,800432354.02830935,800432354.02830935,1,6.4990281535513353e-06,"{""2015"": ""61cdc0216f77701b078869d568f13f3c2924442606cf97542537872a0bb0c19d""}",2.68072101940688e-06,2.4243582627592,2.4243582627592,False,False
0.033000000000000002,33,2015,1,5.0392149996478564e-06,1,1,False,5.0392149996478564e-06,781756301.06386173,,,781756301.06386173,781756301.06386173,1,5.0392149996478564e-06,"{""2015"": ""735ed2b16c84f58b8120b5749d2658a4157dfd506541c3733583c7847ce7447b""}",1.637339527014816e-06,3.0776848152168608,3.0776848152168608,False,False
0.034000000000000002,34,2015,1,4.5030849404918069e-06,1,1,False,4.5030849404918069e-06,759251610.42053795,,,759251610.42053795,759251610.42053795,1,4.5030849404918069e-06,"{""2015"": ""d401bbdfb00e49a060f87a5ce3b1fedb6846ee94e6283168bd9f46ec3006e3c2""}",1.0341889092424669e-06,4.3542189441871617,4.3542189441871617,False,False
0.035000000000000003,35,2015,1,4.3090932589142466e-06,1,1,False,4.3090932589142466e-06,733146781.92594957,,,733146781.92594957,733146781.92594957,1,4.3090932589142466e-06,"{""2015"": ""0bd154b413a27ac09c500a047caada1f06d07a768056f8ed1193064514e7cdad""}",8.7863640777702237e-07,4.9042962717836689,4.9042962717836689,False,False
0.0359999999999999,36,2015,1,5.3977858635976168e-06,1,1,False,5.3977858635976168e-06,704234099.84490526,,,704234099.84490526,704234099.84490526,1,5.3977858635976168e-06,"{""2015"": ""0431a6d5a1e596a177680faff7b91684ef92402c0dfffaba481ffe50eaffffdc""}",1.0623719282305442e-06,5.0808814880754731,5.0808814880754731,False,False
0.036999999999999901,37,2015,1,7.5823118482130796e-06,1,1,False,7.5823118482130796e-06,673803749.13072252,,,673803749.13072252,673803749.13072252,1,7.5823118482130796e-06,"{""2015"": ""7da189cbe5ee1bf47f16d71fbc528e79a048cee5a4212d876344306868d67606""}",1.0523243727540393e-06,7.2052990926831839,7.2052990926831839,False,False
0.037999999999999902,38,2015,1,1.2192184480002685e-05,1,1,False,1.2192184480002685e-05,641013054.83998084,,,641013054.83998084,641013054.83998084,1,1.2192184480002685e-05,"{""2015"": ""14e97fbe4d54bc66aef4a61a4a6894c2acfe36a018b5ce8b9712dc626d932bb6""}",1.2209253475001884e-06,9.9860196243495576,9.9860196243495576,False,False
