dataset_set,mass_GeV,sigma_mass_res_GeV,sigma_mass_res_min_GeV,cls_alpha,eps2_obs,p0_analytic,Z_analytic,eps2_lo2,eps2_lo1,eps2_med,eps2_hi1,eps2_hi2,eps2_mean,ul_eps2_obs,toy_eps2_uls_q02,toy_eps2_uls_q16,toy_eps2_uls_q50,toy_eps2_uls_q84,toy_eps2_uls_q97,toy_eps2_uls_mean,p_strong,p_weak,p_two,tail_count_strong_le_observed,tail_count_weak_ge_observed,tail_count_equal_observed,tail_count_two_sided_min,empirical_tail_resolution,meta,cls_statistic,cls_calibration,combined_mode,global_method,bands_refit_gp_on_toy,bands_train_exclude_nsigma,bands_refit_restarts,bands_refit_optimize,bands_seed_sequence_index,n_toys_requested,n_toys_finite,gp_lml_by_dataset,gp_ls_opt_by_dataset,gp_const_opt_by_dataset,gp_state_sha256_by_dataset,observed_gp_fit_mode,observed_gp_optimizer_restarts,limit_solver,profile_cache_limit_calls,profile_cache_asimov_fixed_nodes,profile_cache_asimov_fixed_hits,profile_cache_asimov_fixed_misses
2015+2016+2021,0.068,0.0028192819974307997,0.002151836,0.1,4.517688022366195e-06,0.06237831371827445,1.5351107447434238,1.7354170410132034e-06,1.944952387445602e-06,2.578917852126218e-06,3.6445301891271084e-06,4.873268970724743e-06,2.7970497206531903e-06,4.517688022366195e-06,1.7354170410132034e-06,1.944952387445602e-06,2.578917852126218e-06,3.6445301891271084e-06,4.873268970724743e-06,2.7970497206531903e-06,0.9533333333333334,0.04666666666666667,0.09333333333333334,286,14,0,14,0.0033333333333333335,"[{""const_opt"": 48.46290888223033, ""dens"": 37899955.4766867, ""key"": ""2015"", ""lml"": 1007.7143398186554, ""lml_delta"": 0.0, ""ls_opt"": 0.3488080391654329, ""reviewed_lml"": 1007.7143398186554, ""sigma"": 0.0035266693996524002, ""state_sha256"": ""3e4e93bc1df447f369f1a5b26a144c4ef6b4b5580d1708fdc4402c9ee7fb1a79""}, {""const_opt"": 35.634631836042196, ""dens"": 1323365139.4716449, ""key"": ""2016"", ""lml"": 2244.530988437302, ""lml_delta"": -6.445593498938251e-07, ""ls_opt"": 0.3204756272225209, ""reviewed_lml"": 2244.530989081861, ""sigma"": 0.00277934059264, ""state_sha256"": ""a67b937bfc19b189d1270785faa82d8852912d0e771619a29c121fbb96493745""}, {""const_opt"": 59.022113715068755, ""dens"": 1692047220.3328238, ""key"": ""2021"", ""lml"": 1648.6595077414183, ""lml_delta"": -7.168032425397541e-07, ""ls_opt"": 0.3104870952110939, ""reviewed_lml"": 1648.6595084582216, ""sigma"": 0.002151836, ""state_sha256"": ""ce98206e958c861e64ed912c6215f0bab9c93d83c91af1183d234c8665a23a6c""}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,False,49,300,300,"{""2015"": 1007.7143398186554, ""2016"": 2244.530988437302, ""2021"": 1648.6595077414183}","{""2015"": 0.3488080391654329, ""2016"": 0.3204756272225209, ""2021"": 0.3104870952110939}","{""2015"": 48.46290888223033, ""2016"": 35.634631836042196, ""2021"": 59.022113715068755}","{""2015"": ""3e4e93bc1df447f369f1a5b26a144c4ef6b4b5580d1708fdc4402c9ee7fb1a79"", ""2016"": ""a67b937bfc19b189d1270785faa82d8852912d0e771619a29c121fbb96493745"", ""2021"": ""ce98206e958c861e64ed912c6215f0bab9c93d83c91af1183d234c8665a23a6c""}",fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,301,3745,2973,3745
2015+2016+2021,0.069,0.0028534363514027,0.0021622258750000002,0.1,2.368671502783929e-06,0.5,0.0,1.6706446677358619e-06,1.9306778961470787e-06,2.5743244768743416e-06,3.627054219834494e-06,4.99739182904841e-06,2.779732904556531e-06,2.368671502783929e-06,1.6706446677358619e-06,1.9306778961470787e-06,2.5743244768743416e-06,3.627054219834494e-06,4.99739182904841e-06,2.779732904556531e-06,0.41333333333333333,0.5866666666666667,0.8266666666666667,124,176,0,124,0.0033333333333333335,"[{""const_opt"": 48.559386817586415, ""dens"": 33961895.38946963, ""key"": ""2015"", ""lml"": 1012.3137051780927, ""lml_delta"": -1.520032810731209e-07, ""ls_opt"": 0.3471814640300924, ""reviewed_lml"": 1012.313705330096, ""sigma"": 0.0035798884835181, ""state_sha256"": ""b7c5edc9ba64f18410bb8dcedf549da3692750782ce5a743110fc07ef0826d37""}, {""const_opt"": 35.675093524082, ""dens"": 1303173663.806579, ""key"": ""2016"", ""lml"": 2246.144188841401, ""lml_delta"": -1.0768271749839187e-06, ""ls_opt"": 0.3202507789799788, ""reviewed_lml"": 2246.144189918228, ""sigma"": 0.002818194695690001, ""state_sha256"": ""8eea96512776e8b633bf5bcf27530ff63cd2c34f5999be4f992e99768d2a1a16""}, {""const_opt"": 57.85598438703525, ""dens"": 1726294256.5435472, ""key"": ""2021"", ""lml"": 1655.6329192289697, ""lml_delta"": 2.2737367544323206e-13, ""ls_opt"": 0.310462994090047, ""reviewed_lml"": 1655.6329192289695, ""sigma"": 0.0021622258750000002, ""state_sha256"": ""3c5f124c769d7d05d4be17e2e8e82ee3520470271c0ec012cd3b9a3eec20cd84""}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,False,50,300,300,"{""2015"": 1012.3137051780927, ""2016"": 2246.144188841401, ""2021"": 1655.6329192289697}","{""2015"": 0.3471814640300924, ""2016"": 0.3202507789799788, ""2021"": 0.310462994090047}","{""2015"": 48.559386817586415, ""2016"": 35.675093524082, ""2021"": 57.85598438703525}","{""2015"": ""b7c5edc9ba64f18410bb8dcedf549da3692750782ce5a743110fc07ef0826d37"", ""2016"": ""8eea96512776e8b633bf5bcf27530ff63cd2c34f5999be4f992e99768d2a1a16"", ""2021"": ""3c5f124c769d7d05d4be17e2e8e82ee3520470271c0ec012cd3b9a3eec20cd84""}",fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,301,3759,2975,3759
2015+2016+2021,0.07,0.0028877379891279337,0.0021727875000000004,0.1,1.6541936414516802e-06,0.49986225840519083,0.00034526698300124393,1.6525128201752488e-06,1.8940035410691812e-06,2.5000891491278646e-06,3.6402685643096613e-06,4.65806832818497e-06,2.71266764585118e-06,1.6541936414516802e-06,1.6525128201752488e-06,1.8940035410691812e-06,2.5000891491278646e-06,3.6402685643096613e-06,4.65806832818497e-06,2.71266764585118e-06,0.02666666666666667,0.9733333333333334,0.05333333333333334,8,292,0,8,0.0033333333333333335,"[{""const_opt"": 51.096447388802574, ""dens"": 30474118.940353226, ""key"": ""2015"", ""lml"": 1002.2069166853657, ""lml_delta"": 1.1368683772161603e-13, ""ls_opt"": 0.3519229187432965, ""reviewed_lml"": 1002.2069166853656, ""sigma"": 0.0036331075673838, ""state_sha256"": ""87bb480a3a3547288571074b68e3d7cff8492e7355ea0c1d6079b07d1dc39590""}, {""const_opt"": 35.57753303682663, ""dens"": 1281324349.4902616, ""key"": ""2016"", ""lml"": 2239.8780383333633, ""lml_delta"": 0.0, ""ls_opt"": 0.320062007082317, ""reviewed_lml"": 2239.8780383333633, ""sigma"": 0.002857318900000001, ""state_sha256"": ""3d8143455f5b5f44b41261e61aa10526f6b07ecfe10573a72a72bf16998db790""}, {""const_opt"": 55.259784189827855, ""dens"": 1755269415.8265586, ""key"": ""2021"", ""lml"": 1647.7225528629917, ""lml_delta"": -1.4437673598877154e-06, ""ls_opt"": 0.3085324464533333, ""reviewed_lml"": 1647.722554306759, ""sigma"": 0.0021727875000000004, ""state_sha256"": ""46966dc761fb985a7b8a6250f35b860bf31f788af9091471f6da86fa8d6164f9""}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,False,51,300,300,"{""2015"": 1002.2069166853657, ""2016"": 2239.8780383333633, ""2021"": 1647.7225528629917}","{""2015"": 0.3519229187432965, ""2016"": 0.320062007082317, ""2021"": 0.3085324464533333}","{""2015"": 51.096447388802574, ""2016"": 35.57753303682663, ""2021"": 55.259784189827855}","{""2015"": ""87bb480a3a3547288571074b68e3d7cff8492e7355ea0c1d6079b07d1dc39590"", ""2016"": ""3d8143455f5b5f44b41261e61aa10526f6b07ecfe10573a72a72bf16998db790"", ""2021"": ""46966dc761fb985a7b8a6250f35b860bf31f788af9091471f6da86fa8d6164f9""}",fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,301,3730,2981,3730
2015+2016+2021,0.071,0.0029221877134464995,0.002183520875,0.1,1.3741413840022653e-06,0.49986225840519083,0.00034526698300124393,1.5393613534268258e-06,1.7889869838194943e-06,2.4326522012808204e-06,3.525037411961526e-06,4.80207331025824e-06,2.635421395631846e-06,1.3741413840022653e-06,1.5393613534268258e-06,1.7889869838194943e-06,2.4326522012808204e-06,3.525037411961526e-06,4.80207331025824e-06,2.635421395631846e-06,0.0,1.0,0.0,0,300,0,0,0.0033333333333333335,"[{""const_opt"": 50.86393264806094, ""dens"": 27331018.39359062, ""key"": ""2015"", ""lml"": 1007.2005546350747, ""lml_delta"": -1.1368683772161603e-13, ""ls_opt"": 0.3516234666380525, ""reviewed_lml"": 1007.2005546350748, ""sigma"": 0.0036863266512494994, ""state_sha256"": ""8e1ef54b5007c437ad6cd891fdf5fa8037ecf210638b2e7971cb7476df050767""}, {""const_opt"": 35.480031038354255, ""dens"": 1258042084.3628342, ""key"": ""2016"", ""lml"": 2236.161234237854, ""lml_delta"": -1.3748604033025913e-07, ""ls_opt"": 0.3199080501825938, ""reviewed_lml"": 2236.16123437534, ""sigma"": 0.00289671561409, ""state_sha256"": ""1ad4bb623cccb0763dc07a1f22f2bd0f4ac4735a8e94893dce365580593a57b0""}, {""const_opt"": 55.80490056595758, ""dens"": 1780011874.6826298, ""key"": ""2021"", ""lml"": 1655.8592876824898, ""lml_delta"": -2.223299816250801e-06, ""ls_opt"": 0.310610369887075, ""reviewed_lml"": 1655.8592899057896, ""sigma"": 0.002183520875, ""state_sha256"": ""a9ad79e06a4aa7736d46d4506fbe5ade5b18911a4fb8408a19504c9b841eb4d0""}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,False,52,300,300,"{""2015"": 1007.2005546350747, ""2016"": 2236.161234237854, ""2021"": 1655.8592876824898}","{""2015"": 0.3516234666380525, ""2016"": 0.3199080501825938, ""2021"": 0.310610369887075}","{""2015"": 50.86393264806094, ""2016"": 35.480031038354255, ""2021"": 55.80490056595758}","{""2015"": ""8e1ef54b5007c437ad6cd891fdf5fa8037ecf210638b2e7971cb7476df050767"", ""2016"": ""1ad4bb623cccb0763dc07a1f22f2bd0f4ac4735a8e94893dce365580593a57b0"", ""2021"": ""a9ad79e06a4aa7736d46d4506fbe5ade5b18911a4fb8408a19504c9b841eb4d0""}",fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,301,3795,2902,3795
2015+2016+2021,0.072,0.0029567862383184005,0.002194426,0.1,1.2897068180641472e-06,0.5,0.0,1.5361604220404003e-06,1.7951822300579884e-06,2.254956731089288e-06,3.362992702733676e-06,4.896420709595671e-06,2.5449255831137177e-06,1.2897068180641472e-06,1.5361604220404003e-06,1.7951822300579884e-06,2.254956731089288e-06,3.362992702733676e-06,4.896420709595671e-06,2.5449255831137177e-06,0.0,1.0,0.0,0,300,0,0,0.0033333333333333335,"[{""const_opt"": 51.49274352623172, ""dens"": 24533534.784259193, ""key"": ""2015"", ""lml"": 1006.9839612289946, ""lml_delta"": 0.0, ""ls_opt"": 0.3540027081088763, ""reviewed_lml"": 1006.9839612289946, ""sigma"": 0.0037395457351151996, ""state_sha256"": ""f51f9fd0ef720f6525508ebbb80f71034fd21c6eddb66c0940d43306294ea2b9""}, {""const_opt"": 35.621381487535594, ""dens"": 1234067778.336558, ""key"": ""2016"", ""lml"": 2236.6578237800763, ""lml_delta"": 0.0, ""ls_opt"": 0.3197876881229682, ""reviewed_lml"": 2236.6578237800763, ""sigma"": 0.00293638697984, ""state_sha256"": ""94bf42bba2bc236ed4288794c376159f65d0fc7e27689a78d90541387aeb6cd4""}, {""const_opt"": 55.48080008268147, ""dens"": 1800267819.0181777, ""key"": ""2021"", ""lml"": 1650.1191857689612, ""lml_delta"": -2.5699378056742717e-06, ""ls_opt"": 0.3111505904876342, ""reviewed_lml"": 1650.119188338899, ""sigma"": 0.002194426, ""state_sha256"": ""623bd93aad7372d8b9df6af805219ec07ad69083b59e4669734e1e35df7aea8e""}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,False,53,300,300,"{""2015"": 1006.9839612289946, ""2016"": 2236.6578237800763, ""2021"": 1650.1191857689612}","{""2015"": 0.3540027081088763, ""2016"": 0.3197876881229682, ""2021"": 0.3111505904876342}","{""2015"": 51.49274352623172, ""2016"": 35.621381487535594, ""2021"": 55.48080008268147}","{""2015"": ""f51f9fd0ef720f6525508ebbb80f71034fd21c6eddb66c0940d43306294ea2b9"", ""2016"": ""94bf42bba2bc236ed4288794c376159f65d0fc7e27689a78d90541387aeb6cd4"", ""2021"": ""623bd93aad7372d8b9df6af805219ec07ad69083b59e4669734e1e35df7aea8e""}",fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,301,3778,2922,3778
2015+2016+2021,0.073,0.002991534188823633,0.002205502875,0.1,1.3250582601821028e-06,0.5,0.0,1.537763437347394e-06,1.781774161947039e-06,2.3203070706767065e-06,3.436067802730281e-06,4.645779951474644e-06,2.559861473976033e-06,1.3250582601821028e-06,1.537763437347394e-06,1.781774161947039e-06,2.3203070706767065e-06,3.436067802730281e-06,4.645779951474644e-06,2.559861473976033e-06,0.0033333333333333335,0.9966666666666667,0.006666666666666667,1,299,0,1,0.0033333333333333335,"[{""const_opt"": 50.92352144303779, ""dens"": 22008961.537844464, ""key"": ""2015"", ""lml"": 1011.3711490654426, ""lml_delta"": -2.5347014798171585e-07, ""ls_opt"": 0.353430314840034, ""reviewed_lml"": 1011.3711493189128, ""sigma"": 0.0037927648189808997, ""state_sha256"": ""dde06438e77e8a97417088f6f82fb9a987a1c8e619863ae4abe6ed4c02a900bc""}, {""const_opt"": 35.823825878937036, ""dens"": 1208915214.8327818, ""key"": ""2016"", ""lml"": 2224.934860031999, ""lml_delta"": 0.0, ""ls_opt"": 0.319699739131174, ""reviewed_lml"": 2224.934860031999, ""sigma"": 0.00297633487249, ""state_sha256"": ""bd86730205be1f77a2975b6c0c982f27538cab7d3c1123b71bcb51fd69c08033""}, {""const_opt"": 57.11965562778936, ""dens"": 1816703818.5063844, ""key"": ""2021"", ""lml"": 1645.9622709326452, ""lml_delta"": -5.088343186798738e-07, ""ls_opt"": 0.3101073812506431, ""reviewed_lml"": 1645.9622714414795, ""sigma"": 0.002205502875, ""state_sha256"": ""baaf89e9cbb7140a36e1421205f948cecba663d2a66bc3501870567f0e9a6ed0""}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,False,54,300,300,"{""2015"": 1011.3711490654426, ""2016"": 2224.934860031999, ""2021"": 1645.9622709326452}","{""2015"": 0.353430314840034, ""2016"": 0.319699739131174, ""2021"": 0.3101073812506431}","{""2015"": 50.92352144303779, ""2016"": 35.823825878937036, ""2021"": 57.11965562778936}","{""2015"": ""dde06438e77e8a97417088f6f82fb9a987a1c8e619863ae4abe6ed4c02a900bc"", ""2016"": ""bd86730205be1f77a2975b6c0c982f27538cab7d3c1123b71bcb51fd69c08033"", ""2021"": ""baaf89e9cbb7140a36e1421205f948cecba663d2a66bc3501870567f0e9a6ed0""}",fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,301,3759,2940,3759
2015+2016+2021,0.074,0.0030264321011621996,0.0022167515,0.1,1.4332034394236816e-06,0.5,0.0,1.49027139062255e-06,1.7102332757907203e-06,2.3874433473837017e-06,3.3159736147329278e-06,4.442685102773125e-06,2.4988685579037106e-06,1.4332034394236816e-06,1.49027139062255e-06,1.7102332757907203e-06,2.3874433473837017e-06,3.3159736147329278e-06,4.442685102773125e-06,2.4988685579037106e-06,0.013333333333333334,0.9866666666666667,0.02666666666666667,4,296,0,4,0.0033333333333333335,"[{""const_opt"": 51.37877309183193, ""dens"": 19779010.383887347, ""key"": ""2015"", ""lml"": 1007.5994814247754, ""lml_delta"": 0.0, ""ls_opt"": 0.3531896676611219, ""reviewed_lml"": 1007.5994814247754, ""sigma"": 0.0038459839028465994, ""state_sha256"": ""807587e64df8fbd5856fdcba7206fe6f7e5a708f69c04946e5b6c86c524c3f91""}, {""const_opt"": 35.50137143351684, ""dens"": 1182719185.7997746, ""key"": ""2016"", ""lml"": 2226.0197976005165, ""lml_delta"": -3.3556216294527985e-07, ""ls_opt"": 0.3196430572443169, ""reviewed_lml"": 2226.0197979360787, ""sigma"": 0.00301656090064, ""state_sha256"": ""8482383f614baf308783bc285c97efd8ad3b9e272a44316ec14837711d7dec59""}, {""const_opt"": 59.62369046204861, ""dens"": 1829474701.9884825, ""key"": ""2021"", ""lml"": 1647.787881208744, ""lml_delta"": 0.0, ""ls_opt"": 0.312329016292113, ""reviewed_lml"": 1647.787881208744, ""sigma"": 0.0022167515, ""state_sha256"": ""a8cb5c47f00cc2603cf9d62107779019ffba406540df27ffb720a884ebe75e30""}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,False,55,300,300,"{""2015"": 1007.5994814247754, ""2016"": 2226.0197976005165, ""2021"": 1647.787881208744}","{""2015"": 0.3531896676611219, ""2016"": 0.3196430572443169, ""2021"": 0.312329016292113}","{""2015"": 51.37877309183193, ""2016"": 35.50137143351684, ""2021"": 59.62369046204861}","{""2015"": ""807587e64df8fbd5856fdcba7206fe6f7e5a708f69c04946e5b6c86c524c3f91"", ""2016"": ""8482383f614baf308783bc285c97efd8ad3b9e272a44316ec14837711d7dec59"", ""2021"": ""a8cb5c47f00cc2603cf9d62107779019ffba406540df27ffb720a884ebe75e30""}",fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,301,3779,2921,3779
2015+2016+2021,0.075,0.0030614804226540998,0.002228171875,0.1,1.8128961930666809e-06,0.5,0.0,1.4529724284393169e-06,1.7214622188293133e-06,2.226218448826585e-06,3.397757337797278e-06,4.183303932658813e-06,2.476573483933554e-06,1.8128961930666809e-06,1.4529724284393169e-06,1.7214622188293133e-06,2.226218448826585e-06,3.397757337797278e-06,4.183303932658813e-06,2.476573483933554e-06,0.21666666666666667,0.7833333333333333,0.43333333333333335,65,235,0,65,0.0033333333333333335,"[{""const_opt"": 50.28092714464288, ""dens"": 17780421.15955272, ""key"": ""2015"", ""lml"": 1012.672336439686, ""lml_delta"": -4.625652536560665e-07, ""ls_opt"": 0.3551045472336104, ""reviewed_lml"": 1012.6723369022512, ""sigma"": 0.0038992029867122996, ""state_sha256"": ""c61c4140b8d31f96fe89ce10733162cfb6cdfb80ab51e559014b6c22f2defbbb""}, {""const_opt"": 35.44116946331013, ""dens"": 1155628378.9572015, ""key"": ""2016"", ""lml"": 2218.149988127865, ""lml_delta"": -1.8224454834125936e-08, ""ls_opt"": 0.319616529938802, ""reviewed_lml"": 2218.1499881460895, ""sigma"": 0.0030570664062500004, ""state_sha256"": ""92789f3c93f3acb9daa775fe20582572db5f38d8abddb52893f3b12c1b48a228""}, {""const_opt"": 57.06836921683275, ""dens"": 1838368958.6354597, ""key"": ""2021"", ""lml"": 1644.4407859998876, ""lml_delta"": 0.0, ""ls_opt"": 0.307535472383952, ""reviewed_lml"": 1644.4407859998876, ""sigma"": 0.002228171875, ""state_sha256"": ""a941daa940b45ffb6c6641857e657996456549e96cef5c26628ee095f3ccd67b""}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,False,56,300,300,"{""2015"": 1012.672336439686, ""2016"": 2218.149988127865, ""2021"": 1644.4407859998876}","{""2015"": 0.3551045472336104, ""2016"": 0.319616529938802, ""2021"": 0.307535472383952}","{""2015"": 50.28092714464288, ""2016"": 35.44116946331013, ""2021"": 57.06836921683275}","{""2015"": ""c61c4140b8d31f96fe89ce10733162cfb6cdfb80ab51e559014b6c22f2defbbb"", ""2016"": ""92789f3c93f3acb9daa775fe20582572db5f38d8abddb52893f3b12c1b48a228"", ""2021"": ""a941daa940b45ffb6c6641857e657996456549e96cef5c26628ee095f3ccd67b""}",fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,301,3767,2932,3767
2015+2016+2021,0.076,0.003096679511739333,0.002239764,0.1,2.8287904153334993e-06,0.27170045306896257,0.607678227437936,1.5167650236890601e-06,1.716618277260745e-06,2.210033067897699e-06,3.2397461472647167e-06,4.320628756706303e-06,2.443494960693215e-06,2.8287904153334993e-06,1.5167650236890601e-06,1.716618277260745e-06,2.210033067897699e-06,3.2397461472647167e-06,4.320628756706303e-06,2.443494960693215e-06,0.7333333333333333,0.26666666666666666,0.5333333333333333,220,80,0,80,0.0033333333333333335,"[{""const_opt"": 49.315700805103425, ""dens"": 16003052.17205417, ""key"": ""2015"", ""lml"": 1009.5501462142213, ""lml_delta"": 1.1368683772161603e-13, ""ls_opt"": 0.3547255241276551, ""reviewed_lml"": 1009.5501462142212, ""sigma"": 0.003952422070578, ""state_sha256"": ""4c5949c9beb50b50e3981220a461539707b5434963aec451dfc337a3b61f6144""}, {""const_opt"": 35.64480992329499, ""dens"": 1127898291.272493, ""key"": ""2016"", ""lml"": 2218.0537109225475, ""lml_delta"": 0.0, ""ls_opt"": 0.3196190759474824, ""reviewed_lml"": 2218.0537109225475, ""sigma"": 0.00309785246464, ""state_sha256"": ""333b0d337562314ea90da69051465a24fcb910089c4a1e9882bdd4c69a7e9d73""}, {""const_opt"": 53.285772846684495, ""dens"": 1844398591.748667, ""key"": ""2021"", ""lml"": 1643.2713263922444, ""lml_delta"": 0.0, ""ls_opt"": 0.3026495298653013, ""reviewed_lml"": 1643.2713263922444, ""sigma"": 0.002239764, ""state_sha256"": ""102801f6a1018e132656e7c6ca42d24853ec312450f53931e8beb15761f47c41""}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,False,57,300,300,"{""2015"": 1009.5501462142213, ""2016"": 2218.0537109225475, ""2021"": 1643.2713263922444}","{""2015"": 0.3547255241276551, ""2016"": 0.3196190759474824, ""2021"": 0.3026495298653013}","{""2015"": 49.315700805103425, ""2016"": 35.64480992329499, ""2021"": 53.285772846684495}","{""2015"": ""4c5949c9beb50b50e3981220a461539707b5434963aec451dfc337a3b61f6144"", ""2016"": ""333b0d337562314ea90da69051465a24fcb910089c4a1e9882bdd4c69a7e9d73"", ""2021"": ""102801f6a1018e132656e7c6ca42d24853ec312450f53931e8beb15761f47c41""}",fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,301,3765,2935,3765
2015+2016+2021,0.077,0.0031320296379779,0.002251527875,0.1,3.9522111648278285e-06,0.052251169035357606,1.6234074271301597,1.4939574243037049e-06,1.7061314683429963e-06,2.333767484858984e-06,3.356633561171252e-06,4.468216766843814e-06,2.5176863174323975e-06,3.9522111648278285e-06,1.4939574243037049e-06,1.7061314683429963e-06,2.333767484858984e-06,3.356633561171252e-06,4.468216766843814e-06,2.5176863174323975e-06,0.9333333333333333,0.06666666666666667,0.13333333333333333,280,20,0,20,0.0033333333333333335,"[{""const_opt"": 48.019080540943186, ""dens"": 14413574.080228267, ""key"": ""2015"", ""lml"": 1016.9331436989341, ""lml_delta"": 1.1368683772161603e-13, ""ls_opt"": 0.3516356425616442, ""reviewed_lml"": 1016.933143698934, ""sigma"": 0.0040056411544437, ""state_sha256"": ""9836da65d7797d52fb934a2aa65709a6b4c67fcb7ca5027140e194f3d48be1d0""}, {""const_opt"": 36.33313771071846, ""dens"": 1099488311.8040116, ""key"": ""2016"", ""lml"": 2217.558831840949, ""lml_delta"": -1.5248533600242808e-06, ""ls_opt"": 0.3196496432469047, ""reviewed_lml"": 2217.5588333658025, ""sigma"": 0.00313891988449, ""state_sha256"": ""5fd795fb327b3c1b8b4cc0fbf06ac5fd7e5aeb541511015c947cf9ef4703dd3a""}, {""const_opt"": 50.68295196114718, ""dens"": 1847461207.5520144, ""key"": ""2021"", ""lml"": 1644.5699817258821, ""lml_delta"": -1.398132098984206e-06, ""ls_opt"": 0.2992475616938918, ""reviewed_lml"": 1644.5699831240142, ""sigma"": 0.002251527875, ""state_sha256"": ""07fb71d4aa2e3e9809f58e3a2d6c410cdfcf858d60ac2ec333367aa4fd3111d2""}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,False,58,300,300,"{""2015"": 1016.9331436989341, ""2016"": 2217.558831840949, ""2021"": 1644.5699817258821}","{""2015"": 0.3516356425616442, ""2016"": 0.3196496432469047, ""2021"": 0.2992475616938918}","{""2015"": 48.019080540943186, ""2016"": 36.33313771071846, ""2021"": 50.68295196114718}","{""2015"": ""9836da65d7797d52fb934a2aa65709a6b4c67fcb7ca5027140e194f3d48be1d0"", ""2016"": ""5fd795fb327b3c1b8b4cc0fbf06ac5fd7e5aeb541511015c947cf9ef4703dd3a"", ""2021"": ""07fb71d4aa2e3e9809f58e3a2d6c410cdfcf858d60ac2ec333367aa4fd3111d2""}",fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,301,3784,2928,3784
2015+2016+2021,0.078,0.0031675309820498004,0.0022634635,0.1,4.709940421538824e-06,0.013277505426058024,2.2179973830215385,1.4517515469547503e-06,1.6988282281227197e-06,2.206805773349374e-06,3.1772623769347063e-06,4.123771352222741e-06,2.3958397069637365e-06,4.709940421538824e-06,1.4517515469547503e-06,1.6988282281227197e-06,2.206805773349374e-06,3.1772623769347063e-06,4.123771352222741e-06,2.3958397069637365e-06,0.9933333333333333,0.006666666666666667,0.013333333333333334,298,2,0,2,0.0033333333333333335,"[{""const_opt"": 47.74489940193785, ""dens"": 13018068.842261037, ""key"": ""2015"", ""lml"": 1018.0023272307077, ""lml_delta"": 1.1368683772161603e-13, ""ls_opt"": 0.3505359791679058, ""reviewed_lml"": 1018.0023272307076, ""sigma"": 0.0040588602383094, ""state_sha256"": ""78e31ec888b0b596a9d4ee2afb334e9dc7583a97f0130d76385d7b748ea3190e""}, {""const_opt"": 36.74896994171965, ""dens"": 1070693988.918664, ""key"": ""2016"", ""lml"": 2206.729209527509, ""lml_delta"": 0.0, ""ls_opt"": 0.3197072071995421, ""reviewed_lml"": 2206.729209527509, ""sigma"": 0.0031802692078400003, ""state_sha256"": ""3e47f460f84760b4685dbc69cb64838d8eca88fe62dc989a982d98252e73c89b""}, {""const_opt"": 50.4479594200584, ""dens"": 1847769944.3645077, ""key"": ""2021"", ""lml"": 1645.1362723518498, ""lml_delta"": -7.775006451993249e-07, ""ls_opt"": 0.2995745396596269, ""reviewed_lml"": 1645.1362731293505, ""sigma"": 0.0022634635, ""state_sha256"": ""1bea3a8090227a00703f46cdbc8066728bd7f64d9578388b8fb4c7786a7a0ba2""}]",tilde_q_mu,asymptotic,count_scale,sidak_approx,False,2.25,0,False,59,300,300,"{""2015"": 1018.0023272307077, ""2016"": 2206.729209527509, ""2021"": 1645.1362723518498}","{""2015"": 0.3505359791679058, ""2016"": 0.3197072071995421, ""2021"": 0.2995745396596269}","{""2015"": 47.74489940193785, ""2016"": 36.74896994171965, ""2021"": 50.4479594200584}","{""2015"": ""78e31ec888b0b596a9d4ee2afb334e9dc7583a97f0130d76385d7b748ea3190e"", ""2016"": ""3e47f460f84760b4685dbc69cb64838d8eca88fe62dc989a982d98252e73c89b"", ""2021"": ""1bea3a8090227a00703f46cdbc8066728bd7f64d9578388b8fb4c7786a7a0ba2""}",fixed_reviewed_max_lml,0,campaign_local_deterministic_profile_cache_v1,301,3720,2959,3720
