method,mass_MeV,dataset_set,observed_r,asimov_r,response_sd,z_standardized,p_asymptotic,p_local_common_truth,p_global_gp,gp_k,gp_n,p_global_gp_low,p_global_gp_high,p_global_gp_upper95,p_global_direct,direct_k,direct_n,p_global_direct_low,p_global_direct_high,p_global_direct_upper95,p_global_raw_ordering,raw_gp_k,raw_gp_low,raw_gp_high,raw_gp_upper95
profiled,113,2016+2021,-0.5800597614103988,-0.6658025111307633,0.9846378557361026,0.08708049281353727,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,114,2016+2021,-0.3031724316677119,-0.6767499569296751,0.9847401876334652,0.37936658821627606,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,115,2016+2021,-0.2701524078771012,-0.6198456853867997,0.9849616245111776,0.3550323878691683,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,116,2016+2021,0.0092260592894768,-0.6421819408320382,0.9853202410619739,0.661112979288267,0.49631938708374423,0.25426993110720375,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,117,2016+2021,0.3512615178014734,-0.683967020753656,0.9855406994737822,1.0504168311951778,0.36269608106139406,0.14676325529750928,0.999945,199989,200000,0.9999015919434324,0.9999725438886725,0.9999691546681291,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,118,2016+2021,0.6967374636681949,-0.2906347480581321,0.9855320954065335,1.0018671297752455,0.24298355438760066,0.15820388496270027,0.99998,199996,200000,0.9999487928556655,0.9999945506471093,0.9999931683801144,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,119,2016+2021,1.1931798963727651,-0.37642340008709146,0.986336347469179,1.5913469076621487,0.11639946312460847,0.05576576283840226,0.976105,195221,200000,0.9754262373141391,0.9767699146781319,0.9766641082307388,0.97,970,1000,0.9574485975299709,0.9796695143168904,0.9783252157068546,1.0,200000,0.9999815557728263,1.0,1.0
profiled,120,2016+2021,1.408527727773457,-0.126446992105931,0.9863710339936091,1.556183897315595,0.07948743121349472,0.05983218466568295,0.98131,196262,200000,0.9807069476962568,0.9818990441234621,0.9818054426284716,0.975,975,1000,0.963315176948077,0.9837574643031177,0.98255984443298,1.0,200000,0.9999815557728263,1.0,1.0
profiled,121,2016+2021,1.6733606225048914,0.05310925034484542,0.9862393732488031,1.64285812968785,0.04712816241784619,0.050206144881142056,0.966225,193245,200000,0.9654239956619612,0.9670124540021953,0.9668869328574963,0.966,966,1000,0.9528105613842925,0.9763413518924032,0.9748887896031677,1.0,200000,0.9999815557728263,1.0,1.0
profiled,122,2016+2021,1.6251944081799263,0.2187423424464049,0.9863143977371256,1.4259672868613764,0.05206057077578967,0.07693889251430779,0.993645,198729,200000,0.993286984672584,0.9939885922571642,0.9939344674248363,0.99,990,1000,0.9816867569448875,0.9951944893089507,0.9945648598552932,1.0,200000,0.9999815557728263,1.0,1.0
profiled,123,2016+2021,1.5954728950332142,0.4009280311208628,0.9858170770219172,1.2117307477782653,0.055303263265099434,0.11280773253283072,0.99938,199876,200000,0.9992608225000209,0.9994842904646738,0.9994686299637295,0.998,998,1000,0.9927941610885425,0.9997576988831227,0.9996445238665224,1.0,200000,0.9999815557728263,1.0,1.0
profiled,124,2016+2021,1.3746713190933284,0.5752350600704839,0.9855299806899122,0.8111739619156038,0.08461668343708784,0.20863288815683012,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,125,2016+2021,1.1896355053996748,0.6966055956114171,0.985583865310982,0.5002414580241648,0.11709484221930538,0.30845253485995505,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,126,2016+2021,1.0932059215214684,0.8260816246982584,0.985324683609339,0.2711028164287005,0.13715169885838246,0.39315597773609345,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,127,2016+2021,0.756938463372354,0.7477763499631963,0.9851034674745609,0.009300661008377108,0.22454336515562684,0.4962896265807906,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,128,2016+2021,0.635261371775202,0.6340180896321816,0.9852387027438742,0.0012619095652229907,0.26262898122303047,0.4994965710540009,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,129,2016+2021,0.6848471690283394,0.6264580537601836,0.9858624992349102,0.05922642895278942,0.24672018337893048,0.47638587966327584,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,130,2016+2021,0.4861971715953859,0.6047256167883429,0.9861198679960992,-0.1201967925398557,0.31341368826277727,0.5478363707306063,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,131,2016+2021,0.0856824263237227,0.35868431616603386,0.9862779630732934,-0.2768001517458862,0.46585943625424137,0.609033217677605,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,132,2016+2021,-0.2292724075218078,0.2238376319671271,0.9863174295179489,-0.4593957542759709,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,133,2016+2021,-0.4392293401981005,0.16575524820402998,0.9871081309140666,-0.6128858323169845,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,134,2016+2021,-0.7250113118546927,0.04677230403027194,0.9872568142539234,-0.781745544565531,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,135,2016+2021,-1.0838490045998388,-0.10319656418184261,0.987026912558829,-0.9935417443438221,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,136,2016+2021,-1.2440830866939898,-0.22509267115781495,0.9865208725859044,-1.0329131839503407,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,137,2016+2021,-1.2967455289535037,-0.35710717930590447,0.9863491124802869,-0.9526427689327686,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,138,2016+2021,-1.287814651893432,-0.4088822837603597,0.9855361606012454,-0.8918316782987066,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,139,2016+2021,-1.2005605132801456,-0.5605357250191256,0.9849871294219036,-0.649779849038896,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,140,2016+2021,-1.0078848176352075,-0.6755145571933554,0.9846281342943584,-0.3375591747437198,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,141,2016+2021,-1.221626620678271,-0.5854696013482765,0.9842961455048828,-0.646306522925258,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,142,2016+2021,-1.0038710536149758,-0.664138232119977,0.983925884416573,-0.34528293937144067,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,143,2016+2021,-0.7917960508065258,-0.6878956724477143,0.9842071307088592,-0.10556759356536966,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,144,2016+2021,-0.5421641581429166,-0.8043636391274472,0.9837877204097826,0.2665203839658775,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,145,2016+2021,-0.485783288586233,-0.6796185653870929,0.984403009970146,0.19690642433807504,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,146,2016+2021,-0.4809447640794171,-0.6823888346299473,0.984878692757246,0.20453693640845402,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,147,2016+2021,-0.3443263076650193,-0.6163292782989533,0.9856128196333814,0.27597345044183885,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,148,2016+2021,-0.2103315377263454,-0.5485660621375575,0.9861096698543885,0.3429988922643429,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,149,2016+2021,-0.0591954193190207,-0.5277317437520463,0.9863697678875175,0.47501083233367714,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,150,2016+2021,0.0256228236511098,-0.3744226281388068,0.9868795785027064,0.4053639983075397,0.48977909070192116,0.34260498513200605,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,151,2016+2021,0.0818319035983768,-0.20829543313983773,0.9870194710268761,0.2939428706876184,0.46739019287098504,0.38440077915436005,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,152,2016+2021,0.0939951171810421,-0.07400529378695905,0.9873268180582162,0.17015683955431188,0.4625565177449538,0.4324433968523812,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,153,2016+2021,0.1756717229393806,0.014196229221751452,0.987506294308677,0.16351844504512572,0.4302759258080984,0.4350551257782955,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,154,2016+2021,0.2324381599467207,0.0649940614610934,0.987428314156869,0.16957595410721238,0.40809885652211225,0.4326718172382935,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,155,2016+2021,0.5919714163669084,0.1744547712005491,0.9868919135749823,0.42306218079538166,0.27693486457038263,0.3361249472055129,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,156,2016+2021,0.9736091287947196,0.2746116177175375,0.9866039852005748,0.7084884326055881,0.16512532597862728,0.23932099651331618,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,157,2016+2021,1.2443905680750624,0.40712112411621726,0.9858885896824137,0.8492536101148676,0.1066779262776354,0.19787009404210104,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,158,2016+2021,1.488582205106819,0.46340936993522075,0.9850985239534212,1.0406805108765667,0.068298710192722,0.14901192563096866,0.999945,199989,200000,0.9999015919434324,0.9999725438886725,0.9999691546681291,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,159,2016+2021,1.6477518584678887,0.5403020718624639,0.9846085197007038,1.124761531559834,0.049701800801929985,0.13034504980762918,0.999855,199971,200000,0.9997917623980116,0.9999028891416468,0.9998962682325688,0.999,999,1000,0.9944410757201734,0.9999746825125088,0.999948708021091,1.0,200000,0.9999815557728263,1.0,1.0
profiled,160,2016+2021,1.738991466025662,0.5887865554672419,0.9840507936535992,1.1688470940487954,0.041018132021105595,0.12123262118993333,0.99972,199944,200000,0.9996364119097758,0.9997884842939991,0.9997785681123714,0.999,999,1000,0.9944410757201734,0.9999746825125088,0.999948708021091,1.0,200000,0.9999815557728263,1.0,1.0
profiled,161,2016+2021,1.645116534414138,0.6379991666805064,0.9834729062507382,1.0240418026085054,0.04997289073283728,0.15290776537182837,0.999955,199991,200000,0.9999145777093285,0.9999794229346759,0.9999765236683367,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,162,2016+2021,1.4012922233279377,0.6574874936727176,0.98325381353239,0.7564727636123405,0.08056335287288119,0.22468289812387277,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,163,2016+2021,1.1134834069340385,0.6818774488178876,0.9833810248967321,0.43890002673325446,0.132750435422954,0.33036698868102066,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,164,2016+2021,0.7527166048011537,0.680466459173297,0.9837222904358185,0.07344567296106273,0.22581011481309504,0.47072573697070275,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,165,2016+2021,0.3577449471257063,0.6600507569634633,0.9838790951939353,-0.3072591046140365,0.360267096603056,0.6206769195906694,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,166,2016+2021,0.0047144528989056,0.6106927165872262,0.9846164578271945,-0.6154460032341579,0.49811921237675305,0.7308698906959348,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,167,2016+2021,-0.4333070620986174,0.5535956228385316,0.9846612106113533,-1.0022763914142652,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,168,2016+2021,-0.7933956911810162,0.4764619304756841,0.985067532442536,-1.2891071726910028,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,169,2016+2021,-1.193208837436199,0.38289646340837596,0.9854540673235527,-1.5993696237159014,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,170,2016+2021,-1.4341288273427375,0.28637733913701,0.9862130749508383,-1.744558260460614,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,171,2016+2021,-1.6488792482506462,0.20090960180013104,0.9865898653906009,-1.874931939746236,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,172,2016+2021,-1.8557456227940583,0.06798907834359533,0.9867031753677964,-1.9496589746157207,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,173,2016+2021,-1.8897126287902808,-0.02174049445355777,0.9869404321332546,-1.892689845829027,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,174,2016+2021,-1.722302978020552,-0.10594805697577496,0.9868838318942241,-1.6378370673500109,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,175,2016+2021,-1.3626748564177678,-0.15884624865053426,0.9865091435610007,-1.2202913836376368,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,176,2016+2021,-1.0537271456045745,-0.24333938003950673,0.9862249541051458,-0.8217068146489718,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,177,2016+2021,-0.5497191384190513,-0.2710233715390288,0.9853635781580136,-0.28283546607334686,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,178,2016+2021,0.024394579238783,-0.3563758642222695,0.984496785608886,0.3867665684916948,0.49026893609066863,0.349464514617932,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,179,2016+2021,0.5903658324560511,-0.3923918986010614,0.9838342743223255,0.9989057676751966,0.27747270612168023,0.15892017098099676,0.99998,199996,200000,0.9999487928556655,0.9999945506471093,0.9999931683801144,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,180,2016+2021,0.9588802618026084,-0.4441320825776873,0.982855682178407,1.427485611387677,0.1688095346903239,0.07671998483035203,0.993565,198713,200000,0.9932048154677755,0.9939107646356982,0.9938562904758959,0.99,990,1000,0.9816867569448875,0.9951944893089507,0.9945648598552932,1.0,200000,0.9999815557728263,1.0,1.0
profiled,181,2021,1.5650823408732035,-0.3922845485372153,0.9820145955596384,1.9932156795438858,0.05878180181524516,0.023118917448335677,0.81547,163094,200000,0.8137628476960133,0.8171680038962926,0.8168958736533639,0.827,827,1000,0.8021033919072953,0.8499536317613713,0.8464425383994962,1.0,200000,0.9999815557728263,1.0,1.0
profiled,182,2021,1.571407880749679,-0.4126399791592405,0.9811897211654763,2.022083820397373,0.05804396830594761,0.021583846607500085,0.79533,159066,200000,0.7935550156890739,0.7970964205907749,0.7968132615298671,0.806,806,1000,0.7801050610268591,0.8300788590524635,0.8263813234722732,1.0,200000,0.9999815557728263,1.0,1.0
profiled,183,2021,1.5479022646422738,-0.4227817602168259,0.9808770461679082,2.0091040284388044,0.06082291466153101,0.02226305126591129,0.804305,160861,200000,0.802559360331171,0.8060418154197653,0.8057634291128553,0.814,814,1000,0.7884716407300622,0.8376640223583917,0.8340352998957008,1.0,200000,0.9999815557728263,1.0,1.0
profiled,184,2021,1.310454546350945,-0.43080421927844864,0.9807587406073672,1.7754200839964593,0.09502105564121993,0.03791427511708444,0.92782,185564,200000,0.9266771300113613,0.928950451475608,0.9287697309204999,0.935,935,1000,0.9178989300786289,0.949479690310382,0.9473569907779817,1.0,200000,0.9999815557728263,1.0,1.0
profiled,185,2021,1.0203680239703856,-0.4274672666730363,0.9806786091603484,1.4763606314234288,0.1537769765101134,0.06992355270028451,0.990315,198063,200000,0.9898761077349779,0.9907395917999833,0.9906724410761816,0.986,986,1000,0.9766218439896855,0.9923254984349792,0.9915167646852153,1.0,200000,0.9999815557728263,1.0,1.0
profiled,186,2021,0.7026795544471982,-0.3902311556404567,0.9810836329368827,1.1139832256869038,0.24112773601217602,0.13264319148240838,0.99989,199978,200000,0.9998334633863307,0.9999310623425411,0.99992553017044,0.999,999,1000,0.9944410757201734,0.9999746825125088,0.999948708021091,1.0,200000,0.9999815557728263,1.0,1.0
profiled,187,2021,0.2472852239502449,-0.3509165947932394,0.9811905383555345,0.6096693714006503,0.40234374666875616,0.2710404238706292,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,188,2021,-0.1621636910851573,-0.30909201828524313,0.9817959888921528,0.14965260488167,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,189,2021,-0.5591660513931107,-0.2811811304726234,0.982554950723791,-0.28292048268212583,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,190,2021,-0.8506933182665406,-0.2858890276530313,0.9843632196538019,-0.5737763046572886,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,191,2021,-1.0279698309611978,-0.23370420180191082,0.9850133007273836,-0.8063501564626193,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,192,2021,-1.1680308450324128,-0.22113150135819384,0.9863020209204014,-0.9600500897185504,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,193,2021,-1.1664308437336732,-0.17670324537758322,0.9870044059728704,-1.0027590478489663,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,194,2021,-1.0289915202977242,-0.12524396560603807,0.9872968566593194,-0.9153757034633575,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,195,2021,-0.8602468331819909,-0.08744270132900843,0.9875066702783423,-0.7825811765252756,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,196,2021,-0.6871914523676325,-0.04875471891748316,0.9871901088785262,-0.6467211611099205,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,197,2021,-0.4408983191314492,0.02543524926307092,0.9869326088640925,-0.4725080154472204,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,198,2021,-0.1844914276377043,0.07250821689017127,0.9860206850442118,-0.2606432587328044,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,199,2021,0.1136075826632945,0.11034084966726135,0.9848703889139155,0.0033169166550286937,0.4547744380885038,0.49867674413213786,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,200,2021,0.2203731306466081,0.16165553925420229,0.9838427240111487,0.059681888130465495,0.41279028484235286,0.4762044985979456,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,201,2021,0.3381359273338859,0.21467386159587473,0.9825804167732113,0.1256508511979711,0.3676303786598477,0.4500041542350237,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,202,2021,0.4551616915776239,0.2495572894389464,0.9809874421950864,0.2095892294794427,0.32449645912578295,0.4169941432863189,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,203,2021,0.7493019474609829,0.28078864704044276,0.9795940970568526,0.4782728906065969,0.22683761714504602,0.3162279943756529,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,204,2021,0.9115451512580311,0.30963558672532754,0.9786040132993387,0.6150695851975722,0.18100410345624862,0.269254383540982,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,205,2021,1.13745317611683,0.33537612124324223,0.9776777812083142,0.8203899794902765,0.12767444414375823,0.20599691302622464,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,206,2021,1.2277023424340543,0.3580331027966212,0.9768891214476896,0.8902435502082742,0.10977936339682948,0.18666756239689392,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,207,2021,1.3138936078310193,0.3702496708965934,0.9769274829559911,0.9659303821396694,0.09444100506171227,0.16703950911133336,0.999995,199999,200000,0.9999721421014378,0.9999998734109681,0.9999997435335609,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,208,2021,1.4101897455228474,0.37994899607492827,0.9768014102815512,1.0547084991932645,0.0792418314554959,0.14577933173406438,0.999935,199987,200000,0.9998888505853504,0.9999653897981587,0.9999615516942151,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
