group,scope_key,scope_label,dataset_set,source_state,source_file,mass_GeV,mass_MeV,A90_events,eps2_90,p0_local_asymptotic,Z_local_asymptotic,gp_support,edge_diagnostic,yield_coordinate,limit_method,pvalue_method,limit_coordinate
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.14,140.0,5960.45827143047,2.0452527986418996e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1409999999999999,141.0,5563.452633324177,1.9494410836795546e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1419999999999999,142.0,5568.426602998122,1.9924684978887395e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1429999999999999,143.0,5632.313064330499,2.0579779217973514e-06,0.4999311292015691,0.0001726334915006,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1439999999999999,144.0,5947.330767996218,2.2191404869077374e-06,0.4999311292015691,0.0001726334915006,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1449999999999999,145.0,5611.745229153622,2.1385106080287935e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1459999999999999,146.0,5518.316122726024,2.147601402531027e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1469999999999999,147.0,5416.087657840642,2.1528896568055854e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1479999999999999,148.0,5304.470132677833,2.153774786929409e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1489999999999999,149.0,5447.583614618058,2.259058790008093e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1499999999999999,150.0,5368.995598329443,2.2742649271859465e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.151,151.0,5420.450473764033,2.3458504078939726e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.152,152.0,5271.351609906307,2.330442033959289e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.153,153.0,5337.168510186535,2.409578480806592e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.154,154.0,5632.034830789318,2.597384570666346e-06,0.4999311292015691,0.0001726334915006,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.155,155.0,6089.816773501424,2.868669624551815e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.156,156.0,6979.729721381856,3.358690424384795e-06,0.338555156808896,0.4164095880256539,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.157,157.0,7932.990554665841,3.900051610902551e-06,0.2131183337014637,0.7956479854514846,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.158,158.0,8740.998708791396,4.389331160227328e-06,0.1351828959586081,1.102220568678647,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.159,159.0,9479.062857081806,4.864146737900587e-06,0.0851335176875572,1.371346279266002,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.16,160.0,9911.893627003281,5.194689626919445e-06,0.0632077937932198,1.5283905988137294,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.161,161.0,9544.83807170726,5.110338995433116e-06,0.0705288339364593,1.4718637737323894,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.162,162.0,9265.787184226776,5.068615111933691e-06,0.081823479538248,1.392910162035404,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.163,163.0,8634.968024858696,4.82591406933669e-06,0.1123853877511966,1.2139396369654845,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.164,164.0,7623.406322941817,4.352681859907528e-06,0.1906204459331454,0.8756121980165557,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.165,165.0,6825.267582022451,3.982466093532262e-06,0.2700826050221545,0.612563180584272,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.166,166.0,5934.866369372225,3.5383027374189346e-06,0.3996355767032122,0.2542904807603829,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.167,167.0,5067.3407985727745,3.08639798813639e-06,0.4999513009912828,0.0001220703125,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.168,168.0,4581.398969240798,2.851355054442996e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.169,169.0,4178.410897562426,2.65829086002241e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.17,170.0,3941.5496281780397,2.5632115627402074e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.171,171.0,3754.1045801648415,2.4945964135072654e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1719999999999999,172.0,3554.376356071985,2.4126322732731263e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1729999999999999,173.0,3489.402034680818,2.419723416953561e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1739999999999999,174.0,3570.8258028552277,2.5307299029661533e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1749999999999999,175.0,3736.875786016059,2.7056120907124348e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1759999999999999,176.0,3926.761239254223,2.9049970910338448e-06,0.5,0.0,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1769999999999999,177.0,4399.845039578509,3.325870647150357e-06,0.498986640359804,0.0025401186580425,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1779999999999999,178.0,5215.707426561929,4.028673789065681e-06,0.400880787237057,0.2510679501641582,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1789999999999999,179.0,6058.672845317914,4.783130055403306e-06,0.2481732100267677,0.6802496175130534,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
combination,pair_2016_2021,2016 full + 2021 10%,2016+2021,historical_v4p2,v4p2_standalone_pairwise_source.csv,0.1799999999999999,180.0,6914.56480061896,5.578960688127293e-06,0.142474404143425,1.0692682601902703,v4p2 campaign-specific supports,False,derived total signal yield at shared eps2 limit,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.019,19.0,2489.898585029194,9.091116511865317e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.02,20.0,5128.002758665971,1.325071254338238e-05,0.4833792162901108,0.0416741861075118,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.021,21.0,13320.867801152835,2.629405016821568e-05,0.0059409127575512,2.515634726274536,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0219999999999999,22.0,10543.305056769132,1.6849481434325817e-05,0.0770457947178671,1.4252270156953897,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.023,23.0,4950.733127188094,6.694619694458033e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.024,24.0,5098.294669819139,6.022745777643123e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.025,25.0,6681.518010223419,7.086737394362736e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0259999999999999,26.0,8749.516552275622,8.504909889513376e-06,0.3834249127734906,0.2964979588308079,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.027,27.0,8521.224134701033,7.721187494980809e-06,0.4435946976608858,0.1418615125555376,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.028,28.0,8781.83570824555,7.527744579963553e-06,0.4715599882342034,0.0713490273140018,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.029,29.0,10229.639632331866,8.397975117774937e-06,0.2958487641956023,0.5363777171057017,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0299999999999998,30.0,12876.256079446684,1.0231239704906127e-05,0.1291356985827784,1.1304862307743808,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.031,31.0,11063.491543131357,8.58778048688612e-06,0.2476290095230699,0.6819698445926164,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.032,32.0,8495.479776234766,6.499047693674827e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.033,33.0,6634.553772348312,5.039214150721752e-06,0.4999513009912828,0.0001220703125,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.034,34.0,5932.525240496681,4.503097835542151e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.035,35.0,5642.975377705176,4.309090399425232e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0359999999999999,36.0,6983.933497912201,5.3978022630641006e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0369999999999999,37.0,9647.158461469831,7.582295254045547e-06,0.375595192702798,0.317070135003971,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0379999999999999,38.0,15156.40693123782,1.2192203779600703e-05,0.05427224865764,1.6047696960777915,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.039,39.0,18063.577589574314,1.494985175601548e-05,0.0128929267368571,2.2294217941125782,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.04,40.0,15385.766653314378,1.3172448451418665e-05,0.0374263212051113,1.7813662231742504,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.041,41.0,10556.76426458106,9.39629835158736e-06,0.2406067961340931,0.7043519970168047,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.042,42.0,6604.289697544378,6.139632737031208e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0429999999999998,43.0,5261.631571665796,5.133877256598993e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0439999999999999,44.0,4717.822262894546,4.854617736808162e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0449999999999999,45.0,4574.517203540376,4.981065900516705e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0459999999999999,46.0,4762.258155471498,5.508484667938193e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.047,47.0,5986.745456566234,7.382223840397036e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.048,48.0,9634.128619964937,1.2699074336442446e-05,0.1534975855481549,1.0215473848533383,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.049,49.0,13853.780729503356,1.959030040510364e-05,0.0121842876080795,2.251267890530783,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.05,50.0,16171.376820025494,2.46000551744846e-05,0.0012433061639068,3.024965812996317,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0509999999999999,51.0,16084.585025909417,2.6396468985731956e-05,0.0008462825907418,3.1394651973521204,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0519999999999999,52.0,11909.164670801994,2.112989626384723e-05,0.0144103401730338,2.1859306376924157,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0529999999999999,53.0,7242.816247936438,1.3931220887296756e-05,0.2108520562430455,0.803468299106247,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0539999999999999,54.0,4249.061308814562,8.881018076977525e-06,0.4999655646006562,8.631674575031097e-05,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.055,55.0,3192.5397308746105,7.2630351818455475e-06,0.4999655646006562,8.631674575031097e-05,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.056,56.0,2745.7660437295913,6.812128379037003e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.057,57.0,2562.377380828176,6.943413815621261e-06,0.499975650495596,6.103515625e-05,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.058,58.0,2511.742278098008,7.447233153001728e-06,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0589999999999999,59.0,2572.779856588091,8.354171920040837e-06,0.499975650495596,6.103515625e-05,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0599999999999999,60.0,2924.4186228243248,1.0411251468634714e-05,0.5,0.0,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.0609999999999999,61.0,3710.846083382056,1.4498081617158631e-05,0.4569003328151388,0.1082458625150317,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
individual,individual_2015_full,2015 full,2015,historical_v4p2,v4p2_individual_observed.csv,0.062,62.0,5106.7429309461095,2.190536294863253e-05,0.1289832476447666,1.1312105196971116,14--135 MeV,False,standalone fitted signal yield,observed asymptotic 90% CLs,fixed-mass local asymptotic profile LRT,electron-channel epsilon^2
