path,bytes,sha256
source_tables/v4_2021_1pct_observed.csv,176908,a3b3c4feac9a0ce8be07329514b3696bd7e8505a1cd874bf660f6afeebe7475f
source_tables/v4p1_2016_10pct_observed.csv,194663,d3fa2848a868299d303c34d1eb241a119ed93328601496a3eac3534711c60057
source_tables/v4p2_all_period_source.csv,746253,8f4b37ff6a998e236c1ea959db56a76f21ce509c05f24c17675cef676fcbeadd
source_tables/v4p2_individual_observed.csv,605870,1e3e99fb7c0a171d6d496de87ac6664b485928042b2cede242dffab55e0cc410
source_tables/v4p2_m065_fit_summary.csv,1972,dc06707637511644e6bad06638451351a9995b9e363b4cfe0aeddcae18bf3c4f
source_tables/v4p2_m065_plot_data.csv,55835,fbb4c6a00435799d8868326067a4fb5b3187cf16644a6e690af4a44520b1840f
source_tables/v4p2_standalone_pairwise_source.csv,1244192,efa73576adae356d4805b7548a0bc14da4d4a2572fd6a19cc6404e7cd5386e47
source_tables/v4p9p5_2021_10pct_observed.csv,38034,28e6a10b8633fc69c1bab62d32fe39417c42ac886ef27f74ca0c9aeb7cc620e9
figures/historical_all_three_m065_extraction.pdf,53403,60860b129ce5f1ee2190d911945cf50e360e179c39fb68cca0640621eab7ae09
figures/historical_all_three_m065_extraction.png,822943,e239689fc1a177547a7caa178764e454112a8ba854659865805219df8f6312e2
