scenario,background_toy_index,upper_factor,selected_rows,exact_upper_bound_rows,exact_upper_bound_fraction,near_upper_bound_rows,near_upper_bound_fraction,exact_lower_bound_rows,exact_lower_bound_fraction,near_lower_bound_rows,near_lower_bound_fraction,exact_boundary_ratio,near_boundary_fractional_window
2021_1pct_x100,8,15,9,3,0.3333333333333333,3,0.3333333333333333,0,0.0,0,0.0,0.999,0.02
2021_1pct_x100,8,20,11,0,0.0,1,0.09090909090909091,0,0.0,0,0.0,0.999,0.02
2021_1pct_x100,8,25,10,0,0.0,0,0.0,0,0.0,0,0.0,0.999,0.02
