method,mass_MeV,asimov_r,response_sd,toy_r_mean,toy_r_sd,z_mean,z_sd,z_skew,z_excess_kurtosis,normality_KS,normality_p,normality_holm_p
profiled,50,2.594383335729573,0.946527588174721,2.595536688727184,0.9420200245257684,0.0012185096472832465,0.9952377894682974,-0.06531339703501661,-0.2891837898086367,0.02135451356323448,0.7434492453772334,1.0
profiled,51,1.6970606894787996,0.969304222810796,1.7159890677909193,0.9542076193180057,0.01952779928806148,0.9844253195874738,-0.05454071673842171,-0.24665911660123152,0.02688938574254829,0.4569469275600816,1.0
profiled,52,0.5763223668650271,0.968587852634082,0.602663984727328,0.9753906706439264,0.027195899464013063,1.007023439320805,-0.00875605299041061,-0.1357582245871929,0.025354803518862656,0.532798594823243,1.0
profiled,53,-0.11900560760211076,0.9594709707643535,-0.10213627666459342,0.9787052432464728,0.017581908626249063,1.0200467477059745,-0.08147134319757367,-0.34261757749675015,0.038380158137985676,0.10239020287837453,1.0
profiled,54,-0.6507813106335778,0.9519343272624553,-0.6399591565522426,0.9436693140603726,0.011368593159632411,0.9913176645012362,-0.013175631832778843,-0.1650656812673854,0.018743110797710294,0.8670851064351743,1.0
profiled,55,-0.9179910236273455,0.9544886316494257,-0.9080767952918345,0.9324559902239961,0.010386952769021993,0.9769168110600169,0.05958674833620409,-0.21997109671530746,0.018865064512189056,0.8619817199074744,1.0
profiled,56,-0.6431212838575159,0.9665612379631734,-0.6484819349424679,0.9644768356345829,-0.005546106003845576,0.9978434865306797,0.04126936181408962,0.010781217034413704,0.018150251397104356,0.8906621124786686,1.0
profiled,57,-0.3838967934536463,0.9723157610494548,-0.40084348483109394,0.9875750199679122,-0.017429205671989162,1.0156937278297202,0.0703999306817695,-0.2301597188007194,0.029805589255870346,0.33022376650372587,1.0
profiled,58,-0.26105083501418,0.9725937805891902,-0.2876210865893226,0.9743344155519889,-0.027318961014789225,1.0017896834192628,0.08200096913098524,-0.1919067443725857,0.03214230654231709,0.2474729891285138,1.0
profiled,59,-0.06830737883034796,0.9670950650318952,-0.09781749409707989,0.9575201874682259,-0.030514182456053276,0.9900993419262732,0.004412626910270075,0.1462103138441866,0.025229820085985177,0.5391952811519195,1.0
profiled,60,-0.0809865478426465,0.9636237330147837,-0.09660640629677693,0.9753712904082281,-0.016209499536984487,1.012191021236776,-0.074626480400599,0.03273894972647895,0.02000709358756568,0.8105597814591966,1.0
profiled,61,-0.17592097677776958,0.9649883856521916,-0.17915653203781098,0.9967999497642842,-0.0033529473599360217,1.0329657481738421,-0.08783905543411688,0.05625740725156492,0.015620294193759654,0.9645204842447966,1.0
profiled,62,0.2110503962984413,0.968911324372126,0.22417609763456597,0.9908465753777557,0.013546855120751494,1.0226390697000514,-0.07599470439292105,-0.08748776257987334,0.024182234113383105,0.5937765170279946,1.0
profiled,63,0.35910447508403626,0.9744206813332498,0.38530942597335116,0.9744445299358472,0.02689285171314311,1.0000244746474027,-0.047362136767297974,0.02725601885728146,0.040976002291041036,0.06769166490475376,1.0
profiled,64,1.0237626820714054,0.9776134875827662,1.046835918239143,0.984623539448966,0.023601593534463266,1.0071705760561187,0.010550980108682398,0.12255025286315702,0.02926340953473383,0.3518551087447178,1.0
