dataset,mass_GeV,mass_MeV,eps2_observed_raw,p0_analytic,Z_analytic,eps2_observed_v3_review,dimuon_factor,eps2_observed_dimuon_v3_review
2021,0.054,54.0,,0.0053086177598005,2.555050623966915,8.244447159099805e-05,1.0,8.244447159099805e-05
2021,0.055,55.0,,0.09606045242088,1.304330545695138,5.226486591417688e-05,1.0,5.226486591417688e-05
2021,0.056,56.0,,0.5,0.0,2.2777456862351636e-05,1.0,2.2777456862351636e-05
2021,0.057,57.0,,0.5,0.0,1.4475609035243656e-05,1.0,1.4475609035243656e-05
2021,0.058,58.0,,0.5,0.0,1.2303466133865236e-05,1.0,1.2303466133865236e-05
2021,0.059,59.0,,0.5,0.0,1.2622499176784352e-05,1.0,1.2622499176784352e-05
2021,0.06,60.0,,0.5,0.0,1.3889676212581888e-05,1.0,1.3889676212581888e-05
2021,0.061,61.0,,0.4936158714489397,0.0160033202004665,1.5886216805228508e-05,1.0,1.5886216805228508e-05
2021,0.062,62.0,,0.3491146626709172,0.3877117960618256,1.6929460148418507e-05,1.0,1.6929460148418507e-05
2021,0.063,63.0,,0.3574174634579741,0.3653704089024086,1.5350090259180854e-05,1.0,1.5350090259180854e-05
2021,0.064,64.0,,0.4411006957332096,0.1481791431326296,1.3600086635193889e-05,1.0,1.3600086635193889e-05
2021,0.065,65.0,,0.4103735415994918,0.2265841950519665,1.3466819551928749e-05,1.0,1.3466819551928749e-05
2021,0.066,66.0,,0.3030928602540553,0.5155256927111159,1.4324460836682898e-05,1.0,1.4324460836682898e-05
2021,0.067,67.0,,0.2723528971472148,0.6057123309513014,1.4718802858161018e-05,1.0,1.4718802858161018e-05
2021,0.068,68.0,,0.2827533132174303,0.5746816404271067,1.3878069305391568e-05,1.0,1.3878069305391568e-05
2021,0.069,69.0,,0.3221010586025452,0.4618315592792766,1.2590031102456685e-05,1.0,1.2590031102456685e-05
2021,0.07,70.0,,0.4309123702096089,0.1740518159343941,1.1047074320105308e-05,1.0,1.1047074320105308e-05
2021,0.071,71.0,,0.5,0.0,9.170018952051703e-06,1.0,9.170018952051703e-06
2021,0.072,72.0,,0.499975650495596,6.103515625e-05,8.054410641753594e-06,1.0,8.054410641753594e-06
2021,0.073,73.0,,0.5,0.0,7.916377062404276e-06,1.0,7.916377062404276e-06
2021,0.074,74.0,,0.5,0.0,7.628254893489038e-06,1.0,7.628254893489038e-06
2021,0.075,75.0,,0.5,0.0,8.041464817341943e-06,1.0,8.041464817341943e-06
2021,0.076,76.0,,0.5,0.0,9.06782614752104e-06,1.0,9.06782614752104e-06
2021,0.077,77.0,,0.3988067781013511,0.2564368247307541,9.78040885794452e-06,1.0,9.78040885794452e-06
2021,0.078,78.0,,0.3212715121673465,0.4641461707957124,1.0395463170525352e-05,1.0,1.0395463170525352e-05
2021,0.079,79.0,,0.5,0.0,1.0469191496047673e-05,1.0,1.0469191496047673e-05
2021,0.08,80.0,,0.2863129123762659,0.5641885421133089,1.0529169102381195e-05,1.0,1.0529169102381195e-05
2021,0.081,81.0,,0.248783217107615,0.678323764281493,1.098728639402046e-05,1.0,1.098728639402046e-05
2021,0.082,82.0,,0.2418427067497471,0.7003873830317086,1.097545321505857e-05,1.0,1.097545321505857e-05
2021,0.083,83.0,,0.2927222850877905,0.5454492580566654,1.0227077021221077e-05,1.0,1.0227077021221077e-05
2021,0.084,84.0,,0.3544498164365563,0.3733343245217812,9.499339007553326e-06,1.0,9.499339007553326e-06
2021,0.085,85.0,,0.499975650495596,6.103515625e-05,7.717054906732277e-06,1.0,7.717054906732277e-06
2021,0.086,86.0,,0.5,0.0,6.64336492095044e-06,1.0,6.64336492095044e-06
2021,0.087,87.0,,0.5,0.0,6.088309982366868e-06,1.0,6.088309982366868e-06
2021,0.088,88.0,,0.5,0.0,5.811963474222129e-06,1.0,5.811963474222129e-06
2021,0.089,89.0,,0.4999655646006563,8.631674575031098e-05,6.015657601859364e-06,1.0,6.015657601859364e-06
2021,0.09,90.0,,0.5,0.0,6.4153109868319245e-06,1.0,6.4153109868319245e-06
2021,0.091,91.0,,0.5,0.0,7.308765746502523e-06,1.0,7.308765746502523e-06
2021,0.092,92.0,,0.4417902328044519,0.1464318753577532,8.346064781716273e-06,1.0,8.346064781716273e-06
2021,0.093,93.0,,0.3256671946241236,0.4519092099970124,9.336864557514984e-06,1.0,9.336864557514984e-06
2021,0.094,94.0,,0.3221876061444407,0.4615902158619838,9.272538645202428e-06,1.0,9.272538645202428e-06
2021,0.095,95.0,,0.367119093644599,0.3394932419191366,8.875283558606858e-06,1.0,8.875283558606858e-06
2021,0.096,96.0,,0.3913322457848209,0.2758484207458849,8.661124552528031e-06,1.0,8.661124552528031e-06
2021,0.097,97.0,,0.3689404291673426,0.3346609546203519,8.804908499928181e-06,1.0,8.804908499928181e-06
2021,0.098,98.0,,0.370620383881688,0.3302106929668671,8.808662945701e-06,1.0,8.808662945701e-06
2021,0.099,99.0,,0.328989126234205,0.4427062067279975,9.254267392026186e-06,1.0,9.254267392026186e-06
2021,0.1,100.0,,0.330572299921925,0.4383334242693126,9.141009990944798e-06,1.0,9.141009990944798e-06
2021,0.101,101.0,,0.3148743173675401,0.4820806787085851,9.34340382548648e-06,1.0,9.34340382548648e-06
2021,0.102,102.0,,0.3917775821856066,0.2746890241496013,8.674748455704874e-06,1.0,8.674748455704874e-06
2021,0.103,103.0,,0.4700059374712828,0.0752549368547429,8.00101959765765e-06,1.0,8.00101959765765e-06
2021,0.104,104.0,,0.5,0.0,7.7236316087815e-06,1.0,7.7236316087815e-06
2021,0.105,105.0,,0.5,0.0,7.266556624587899e-06,1.0,7.266556624587899e-06
2021,0.106,106.0,,0.5,0.0,6.904100392733942e-06,1.0,6.904100392733942e-06
2021,0.107,107.0,,0.499975650495596,6.103515625e-05,6.793432835998263e-06,1.0,6.793432835998263e-06
2021,0.108,108.0,,0.5,0.0,6.70647867321041e-06,1.0,6.70647867321041e-06
2021,0.109,109.0,,0.5,0.0,6.696239717466146e-06,1.0,6.696239717466146e-06
2021,0.11,110.0,,0.5,0.0,7.106151124450296e-06,1.0,7.106151124450296e-06
2021,0.111,111.0,,0.5,0.0,7.358471420417976e-06,1.0,7.358471420417976e-06
2021,0.112,112.0,,0.499975650495596,6.103515625e-05,7.564571612403545e-06,1.0,7.564571612403545e-06
2021,0.113,113.0,,0.5,0.0,7.482642722632394e-06,1.0,7.482642722632394e-06
2021,0.114,114.0,,0.5,0.0,7.654162051785634e-06,1.0,7.654162051785634e-06
2021,0.115,115.0,,0.5,0.0,7.468839399807668e-06,1.0,7.468839399807668e-06
2021,0.116,116.0,,0.5,0.0,7.140748625468641e-06,1.0,7.140748625468641e-06
2021,0.117,117.0,,0.5,0.0,7.248594352747303e-06,1.0,7.248594352747303e-06
2021,0.118,118.0,,0.5,0.0,7.614528153081484e-06,1.0,7.614528153081484e-06
2021,0.119,119.0,,0.4516323038852065,0.1215383918607859,8.637909259457124e-06,1.0,8.637909259457124e-06
2021,0.12,120.0,,0.3003466525344958,0.5234037644631729,1.0139544768524937e-05,1.0,1.0139544768524937e-05
2021,0.121,121.0,,0.1474601096014309,1.0473889647849346,1.220293397624168e-05,1.0,1.220293397624168e-05
2021,0.122,122.0,,0.1086725001901817,1.2336187566091308,1.3074582665408024e-05,1.0,1.3074582665408024e-05
2021,0.123,123.0,,0.0865945633101409,1.3620277533486853,1.3820338327641336e-05,1.0,1.3820338327641336e-05
2021,0.124,124.0,,0.1268748237904943,1.141289073509182,1.2860173454062485e-05,1.0,1.2860173454062485e-05
2021,0.125,125.0,,0.2011678419057965,0.8374570956556402,1.1676977617070802e-05,1.0,1.1676977617070802e-05
2021,0.126,126.0,,0.3236389836124659,0.4575469457663219,1.0199923499204382e-05,1.0,1.0199923499204382e-05
2021,0.127,127.0,,0.5,0.0,8.646997770159068e-06,1.0,8.646997770159068e-06
2021,0.128,128.0,,0.5,0.0,7.719707065736873e-06,1.0,7.719707065736873e-06
2021,0.129,129.0,,0.5,0.0,7.51798903448982e-06,1.0,7.51798903448982e-06
2021,0.13,130.0,,0.5,0.0,7.390330078758724e-06,1.0,7.390330078758724e-06
2021,0.131,131.0,,0.5,0.0,7.0519008830672e-06,1.0,7.0519008830672e-06
2021,0.132,132.0,,0.5,0.0,6.863058086913144e-06,1.0,6.863058086913144e-06
2021,0.133,133.0,,0.5,0.0,6.761759330621005e-06,1.0,6.761759330621005e-06
2021,0.134,134.0,,0.5,0.0,6.535392699836673e-06,1.0,6.535392699836673e-06
2021,0.135,135.0,,0.5,0.0,6.614231836243721e-06,1.0,6.614231836243721e-06
2021,0.136,136.0,,0.5,0.0,6.890583358259779e-06,1.0,6.890583358259779e-06
2021,0.137,137.0,,0.5,0.0,7.178481219383895e-06,1.0,7.178481219383895e-06
2021,0.138,138.0,,0.5,0.0,8.362027288821157e-06,1.0,8.362027288821157e-06
2021,0.139,139.0,,0.4063000180412708,0.2370731574337405,1.0419135063782454e-05,1.0,1.0419135063782454e-05
2021,0.14,140.0,,0.2656375405861536,0.6260607717828546,1.2139335589457128e-05,1.0,1.2139335589457128e-05
2021,0.141,141.0,,0.1697686380640138,0.9550799328839562,1.3861521841731028e-05,1.0,1.3861521841731028e-05
2021,0.142,142.0,,0.1163885439118798,1.193235671878878,1.5169431484378827e-05,1.0,1.5169431484378827e-05
2021,0.143,143.0,,0.1091556774845745,1.2310307732979338,1.5353956561509124e-05,1.0,1.5353956561509124e-05
2021,0.144,144.0,,0.1275172836168952,1.1382057763830145,1.5170425866260524e-05,1.0,1.5170425866260524e-05
2021,0.145,145.0,,0.1703554210583109,0.9527616638883122,1.4181682345096431e-05,1.0,1.4181682345096431e-05
2021,0.146,146.0,,0.2967322988558176,0.5338221352357153,1.2351308239468135e-05,1.0,1.2351308239468135e-05
2021,0.147,147.0,,0.3599997176344678,0.3584595480018717,1.1738076960563553e-05,1.0,1.1738076960563553e-05
2021,0.148,148.0,,0.4130243605976613,0.2197720077989952,1.1201396032513295e-05,1.0,1.1201396032513295e-05
2021,0.149,149.0,,0.4713188751892711,0.0719549615399871,1.0686304527120332e-05,1.0,1.0686304527120332e-05
2021,0.15,150.0,,0.4991081637861675,0.0022355037319106,1.0381556442540732e-05,1.0,1.0381556442540732e-05
2021,0.151,151.0,,0.493433171585064,0.0164613411867007,1.0783721802307262e-05,1.0,1.0783721802307262e-05
2021,0.152,152.0,,0.4424962940215521,0.1446431989388237,1.1299234048156356e-05,1.0,1.1299234048156356e-05
2021,0.153,153.0,,0.419378041490447,0.2034848537722103,1.1734416400894168e-05,1.0,1.1734416400894168e-05
2021,0.154,154.0,,0.438428629874905,0.1549544085951155,1.1694178783804098e-05,1.0,1.1694178783804098e-05
2021,0.155,155.0,,0.4254458432251301,0.1879808201485842,1.185178980297265e-05,1.0,1.185178980297265e-05
2021,0.156,156.0,,0.4321261092991287,0.1709638143558075,1.1958080108037648e-05,1.0,1.1958080108037648e-05
2021,0.157,157.0,,0.4918593964262289,0.0204068833788825,1.1499985640389658e-05,1.0,1.1499985640389658e-05
2021,0.158,158.0,,0.5,0.0,1.0626364492934803e-05,1.0,1.0626364492934803e-05
2021,0.159,159.0,,0.5,0.0,1.0222665904025903e-05,1.0,1.0222665904025903e-05
2021,0.16,160.0,,0.5,0.0,9.855410269632482e-06,1.0,9.855410269632482e-06
2021,0.161,161.0,,0.5,0.0,9.44123443543526e-06,1.0,9.44123443543526e-06
2021,0.162,162.0,,0.5,0.0,9.32405126665101e-06,1.0,9.32405126665101e-06
2021,0.163,163.0,,0.5,0.0,9.019463147999811e-06,1.0,9.019463147999811e-06
2021,0.164,164.0,,0.5,0.0,9.046256808166291e-06,1.0,9.046256808166291e-06
2021,0.165,165.0,,0.5,0.0,9.332282876908448e-06,1.0,9.332282876908448e-06
2021,0.166,166.0,,0.5,0.0,9.752663159141036e-06,1.0,9.752663159141036e-06
2021,0.167,167.0,,0.4999827823003121,4.315837287515549e-05,9.674600858293726e-06,1.0,9.674600858293726e-06
2021,0.168,168.0,,0.5,0.0,9.815836660431323e-06,1.0,9.815836660431323e-06
2021,0.169,169.0,,0.4999827823003121,4.315837287515549e-05,1.0351519766450648e-05,1.0,1.0351519766450648e-05
2021,0.17,170.0,,0.5,0.0,1.1080355061906336e-05,1.0,1.1080355061906336e-05
2021,0.171,171.0,,0.5,0.0,1.1918028436734862e-05,1.0,1.1918028436734862e-05
2021,0.172,172.0,,0.5,0.0,1.3280024706389466e-05,1.0,1.3280024706389466e-05
2021,0.173,173.0,,0.4999827823003121,4.315837287515549e-05,1.5911333496136215e-05,1.0,1.5911333496136215e-05
2021,0.174,174.0,,0.205603692412708,0.8217707484678192,1.8669929686592057e-05,1.0,1.8669929686592057e-05
2021,0.175,175.0,,0.0896729908425364,1.3427714777845474,2.243898942363514e-05,1.0,2.243898942363514e-05
2021,0.176,176.0,,0.0487548445243579,1.6570484054937238,2.5279153033255677e-05,1.0,2.5279153033255677e-05
2021,0.177,177.0,,0.0253307042677487,1.9543367236739435,2.792833191307136e-05,1.0,2.792833191307136e-05
2021,0.178,178.0,,0.0156687976219338,2.1527593647560783,3.005465269013374e-05,1.0,3.005465269013374e-05
2021,0.179,179.0,,0.012987705361666,2.226579194675566,3.067996954665772e-05,1.0,3.067996954665772e-05
2021,0.18,180.0,,0.0144909588496331,2.1837323973045324,3.097208804990933e-05,1.0,3.097208804990933e-05
2021,0.181,181.0,,0.1712260233091342,0.9493314819347534,2.89697232349586e-05,1.0,2.89697232349586e-05
2021,0.182,182.0,,0.0692331882445212,1.4815263204234486,2.542025207015233e-05,1.0,2.542025207015233e-05
2021,0.183,183.0,,0.1517998169840064,1.0287447530730272,2.215303421993459e-05,1.0,2.215303421993459e-05
2021,0.184,184.0,,0.3261035714555019,0.4506981125101741,1.8214400830014307e-05,1.0,1.8214400830014307e-05
2021,0.185,185.0,,0.5,0.0,1.545419537750903e-05,1.0,1.545419537750903e-05
2021,0.186,186.0,,0.5,0.0,1.315413726690728e-05,1.0,1.315413726690728e-05
2021,0.187,187.0,,0.5,0.0,1.2077015978358623e-05,1.0,1.2077015978358623e-05
2021,0.188,188.0,,0.4999878252477924,3.0517578125e-05,1.1094339174744925e-05,1.0,1.1094339174744925e-05
2021,0.189,189.0,,0.4999878252477924,3.0517578125e-05,1.078845014004989e-05,1.0,1.078845014004989e-05
2021,0.19,190.0,,0.5,0.0,1.0740464634798474e-05,1.0,1.0740464634798474e-05
2021,0.191,191.0,,0.5,0.0,1.0677055713959675e-05,1.0,1.0677055713959675e-05
2021,0.192,192.0,,0.5,0.0,1.078024022615115e-05,1.0,1.078024022615115e-05
2021,0.193,193.0,,0.4999878252477924,3.0517578125e-05,1.1016060902058693e-05,1.0,1.1016060902058693e-05
2021,0.194,194.0,,0.5,0.0,1.1572860223122366e-05,1.0,1.1572860223122366e-05
2021,0.195,195.0,,0.5,0.0,1.2248352400794312e-05,1.0,1.2248352400794312e-05
2021,0.196,196.0,,0.5,0.0,1.3195373659065455e-05,1.0,1.3195373659065455e-05
2021,0.197,197.0,,0.4999878252477924,3.0517578125e-05,1.4891012946701129e-05,1.0,1.4891012946701129e-05
2021,0.198,198.0,,0.5,0.0,1.670523157634935e-05,1.0,1.670523157634935e-05
2021,0.199,199.0,,0.4755654634103729,0.0612866446660611,1.9394573960011643e-05,1.0,1.9394573960011643e-05
2021,0.2,200.0,,0.3916069565689032,0.27513319015542,2.1192518486214415e-05,1.0,2.1192518486214415e-05
2021,0.201,201.0,,0.2885631961941206,0.5575870632712874,2.3856111469966687e-05,1.0,2.3856111469966687e-05
2021,0.202,202.0,,0.2085126930684009,0.8115926918427769,2.6259691860917492e-05,1.0,2.6259691860917492e-05
2021,0.203,203.0,,0.1472707396525992,1.0482108357032105,2.925149865814455e-05,1.0,2.925149865814455e-05
2021,0.204,204.0,,0.1220617937222465,1.164741642224545,3.059282535585147e-05,1.0,3.059282535585147e-05
2021,0.205,205.0,,0.0953244820961445,1.3086617194145411,3.2930442365369194e-05,1.0,3.2930442365369194e-05
2021,0.206,206.0,,0.0780638479723622,1.4182160550340104,3.4481239022179854e-05,1.0,3.4481239022179854e-05
2021,0.207,207.0,,0.067037982530892,1.4982205234955943,3.623953952910306e-05,1.0,3.623953952910306e-05
2021,0.208,208.0,,0.0585779966520462,1.5668233269524965,3.776127508061267e-05,1.0,3.776127508061267e-05
2021,0.209,209.0,,0.058445208696142,1.5679602155122911,3.909231033588136e-05,1.0,3.909231033588136e-05
2021,0.21,210.0,,0.0792960267961174,1.4098226609693163,3.775997390419252e-05,1.0,3.775997390419252e-05
2021,0.211,211.0,,0.0968634825493674,1.2996324710625358,3.733455199608868e-05,1.0,3.733455199608868e-05
2021,0.212,212.0,,0.1463466282699972,1.0522317051180334,3.923574688027939e-05,1.1200730784532995,3.923574688027939e-05
2021,0.213,213.0,,0.2117898324517624,0.8002263513317551,3.9019616100468033e-05,1.1872173917589186,3.9019616100468033e-05
2021,0.214,214.0,,0.3032777587753967,0.5149964259057477,3.719077108087365e-05,1.2348236245618647,3.719077108087365e-05
2021,0.215,215.0,,0.4999878252477924,3.0517578125e-05,3.24064753784842e-05,1.2733310939424936,3.24064753784842e-05
2021,0.216,216.0,,0.5,0.0,3.0186680853203212e-05,1.3062188477028434,3.0186680853203212e-05
2021,0.217,217.0,,0.373649470704773,0.3222029610600088,2.8303997415928455e-05,1.3351689152961974,2.8303997415928455e-05
2021,0.218,218.0,,0.5,0.0,2.7695510129377252e-05,1.361150597663751,2.7695510129377252e-05
2021,0.219,219.0,,0.5,0.0,2.6985600336071497e-05,1.3847847495500858,2.6985600336071497e-05
2021,0.22,220.0,,0.5,0.0,2.6920784947858533e-05,1.4064984490575076,2.6920784947858533e-05
2021,0.221,221.0,,0.5,0.0,2.7143635510929957e-05,1.4266010402773408,2.7143635510929957e-05
2021,0.222,222.0,,0.5,0.0,2.8533420640651935e-05,1.4453255359465016,2.8533420640651935e-05
2021,0.223,223.0,,0.5,0.0,2.98613013333524e-05,1.4628529315000416,2.98613013333524e-05
2021,0.224,224.0,,0.5,0.0,3.2574376331770946e-05,1.4793273449050945,3.2574376331770946e-05
2021,0.225,225.0,,0.5,0.0,3.592690140955023e-05,1.4948658954779783,3.592690140955023e-05
2021,0.226,226.0,,0.499991391150154,2.1579186437577742e-05,4.025033381081979e-05,1.5095654015240774,4.025033381081979e-05
2021,0.227,227.0,,0.5,0.0,4.396195812725724e-05,1.5235070686802987,4.396195812725724e-05
2021,0.228,228.0,,0.5,0.0,5.1062161321958227e-05,1.5367598618955463,5.1062161321958227e-05
2021,0.229,229.0,,0.4653841884748069,0.0868781382543636,5.938439162099906e-05,1.549382987764826,5.938439162099906e-05
2021,0.23,230.0,,0.3766852607763937,0.314198184402038,6.947934305390984e-05,1.5614277592656258,6.947934305390984e-05
2021,0.231,231.0,,0.354660440299896,0.3727683233806514,7.590164012485025e-05,1.572939021618529,7.590164012485025e-05
2021,0.232,232.0,,0.3099873404949763,0.4958862312763318,8.43881805784839e-05,1.5839562598000563,8.43881805784839e-05
2021,0.233,233.0,,0.2725652784168777,0.6050729044032724,9.089903274972218e-05,1.5945144708897403,9.089903274972218e-05
2021,0.234,234.0,,0.2941924517809006,0.541177994457859,9.171733674132394e-05,1.6046448598496126,9.171733674132394e-05
2021,0.235,235.0,,0.3190233263666558,0.4704316548979678,9.069295151370238e-05,1.61437540078099,9.069295151370238e-05
2021,0.236,236.0,,0.4149637785905295,0.2147944794858629,8.558381348848107e-05,1.6237312943290325,8.558381348848107e-05
2021,0.237,237.0,,0.3651790586682601,0.3446491944185731,9.16145813247054e-05,1.632735343945439,9.16145813247054e-05
2021,0.238,238.0,,0.3696204259968264,0.3328588245421362,9.132090487787148e-05,1.6414082680558688,9.132090487787148e-05
2021,0.239,239.0,,0.3562274953406978,0.3685609716901551,9.52348756339618e-05,1.649768961087394,9.52348756339618e-05
2021,0.24,240.0,,0.3434359759419404,0.4031036822163322,9.807702299556784e-05,1.6578347133148656,9.807702299556784e-05
2021,0.241,241.0,,0.321551700887833,0.4633641069780343,0.0001040637673108,1.6656213972624627,0.0001040637673108
2021,0.242,242.0,,0.3030596140340734,0.515620874393821,0.0001120525334008,1.673143626728666,0.0001120525334008
2021,0.243,243.0,,0.3151095186191261,0.4814185755077943,0.0001173062968827,1.680414893237497,0.0001173062968827
2021,0.244,244.0,,0.3672805801794679,0.3390644741783702,0.0001194394519408,1.6874476837491814,0.0001194394519408
2021,0.245,245.0,,0.3666422737063771,0.3407596254697153,0.0001310848520779,1.6942535827134084,0.0001310848520779
2021,0.246,246.0,,0.4317681008185952,0.1718744906504626,0.0001367724207198,1.7008433609631814,0.0001367724207198
2021,0.247,247.0,,0.3524788338631072,0.3786366965757703,0.0001634611188915,1.707227053486967,0.0001634611188915
2021,0.248,248.0,,0.3780170674593308,0.3106928478930992,0.0001711852327815,1.7134140277520253,0.0001711852327815
2021,0.249,249.0,,0.4727821736699712,0.0682779866454612,0.0001581318158377,1.7194130439605608,0.0001581318158377
2021,0.25,250.0,,0.5,0.0,0.0001438430636496,1.7252323083862526,0.0001438430636496
