method,mass_MeV,observed_r,asimov_r,response_sd,z_standardized,p_asymptotic,p_local_common_truth,p_global_gp,p_global_gp_low,p_global_gp_high,p_global_direct,p_global_direct_low,p_global_direct_high,p_global_raw_ordering,parent_envelope_p
profiled,39,-0.955842776879276,6.819725871015563,0.9429742915136121,-8.245790704870554,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,40,-0.6823006268043484,-0.37291087326354605,0.9613251852333657,-0.32183672943687286,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,41,-0.6767313461540024,-6.7980115942044685,0.975314686589677,6.276210470545021,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,42,0.0410266204774514,-9.214925715798083,0.9673753441123677,9.568108586402413,0.4836373368259591,5.44396260223802e-22,0.0,0.0,1.8444227173720117e-05,0.0,0.0,0.003682083896865671,1.0,0.4044463713143992
profiled,43,0.2427747264760948,-8.512425764251187,0.95120635826823,9.204312412994204,0.4040899576337908,1.7193281757297578e-20,0.0,0.0,1.8444227173720117e-05,0.0,0.0,0.003682083896865671,1.0,0.440102843412026
profiled,44,0.4503465922874526,-5.7288312797915655,0.9481698643354021,6.516952399041042,0.32623027416977324,3.587509112201519e-11,0.0,0.0,1.8444227173720117e-05,0.0,0.0,0.003682083896865671,1.0,0.4358856010964128
profiled,45,1.5885815321269017,-2.8453227907827623,0.9566763200941707,4.634696427390626,0.05607745017703341,1.7873083280840603e-06,7.5e-05,4.197751884214783e-05,0.00012369808216438017,0.0,0.0,0.003682083896865671,1.0,0.1123850463820636
profiled,46,0.3245780318882735,2.5231933143132546,0.9783855232018677,-2.2471870548838306,0.37275022789370243,0.9876859624294049,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,0.97282505785742
profiled,47,0.1464985100938435,5.517582436943182,0.98453005950968,-5.455479875875267,0.4417639330015542,0.9999999755796184,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,48,-0.2497190304360028,7.230541694664042,0.9819217416360384,-7.617980545615312,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,49,-0.6503932100301699,7.6190218913770495,0.9758054961396334,-8.474450219968737,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,50,-0.7516209203389673,6.388546695206249,0.9696646913278417,-7.363542964287579,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,51,-0.3671432864862202,4.1055467470253735,0.9692493503982099,-4.614591726756399,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,52,0.2423155372539379,1.2516959054151442,0.9741075365448663,-1.036210408289676,0.40426783773984387,0.8499480039679308,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,0.9063382478886082
profiled,53,0.6287342037892237,-1.5180425548695617,0.9776436342569219,2.195868395635274,0.264761540837509,0.014050682211574747,0.38672,0.38458482817396883,0.38885845556617177,0.418,0.3872097969681708,0.4492743785730604,1.0,0.136708857911963
profiled,54,0.8399370180997477,-4.1683885845255295,0.978969456237748,5.115916100051418,0.20047185031343584,1.5611091529920472e-07,5e-06,1.265890319090572e-07,2.785789856219694e-05,0.0,0.0,0.003682083896865671,1.0,0.1010450258473619
profiled,55,0.5074739580828732,-6.45971015758938,0.9770961084408945,7.130500321805044,0.30591115213812947,5.000237098889872e-13,0.0,0.0,1.8444227173720117e-05,0.0,0.0,0.003682083896865671,1.0,0.18927191814599
profiled,56,0.5427395220024477,-6.945293888377133,0.9700866116581085,7.718932846192725,0.29365457926993177,5.865384178299161e-15,0.0,0.0,1.8444227173720117e-05,0.0,0.0,0.003682083896865671,1.0,0.2027953036250051
profiled,57,-0.1810667766638125,-7.885925951206951,0.9697158910821317,7.9454809861320115,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,58,-0.4783366703309893,-7.220815048862258,0.9677566179968391,6.967121953128602,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,59,-0.7406446253923138,-5.631630097568281,0.9697767312610805,5.043413926642493,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,60,-0.878065909263243,-3.0862198520589263,0.9743798882717913,2.26621461441715,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,61,-0.8205273940253491,-0.20403528125553436,0.9786741971404654,-0.6299257858959696,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,62,-0.9272350908613984,2.9564653209515876,0.9829507750297869,-3.9510629733165388,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,63,-1.0667936195967531,5.845996715452574,0.983892982722919,-7.025957554772079,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,64,-0.4406994193021684,9.135099979393503,0.9839820351695363,-9.73168112469228,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,65,0.5954718808772188,11.714424358913929,0.9866885860456448,-11.268958246084688,0.2757640448547882,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,0.9893183281989072
profiled,66,1.060830164045967,12.468574886270819,0.9856434713731175,-11.573905832635932,0.1443835456366675,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,67,1.5731523632177686,11.344465205274314,0.9795692933458865,-9.975111417264781,0.05784177130523238,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,68,2.169329656807778,9.103043799194698,0.9777600909631398,-7.0914268300283,0.015028832613256079,0.9999999999993363,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,69,2.1664528019890463,5.725279756183263,0.9777391313664047,-3.6398532492206837,0.015138301399439762,0.9998636032667829,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,70,1.7974781179522534,0.6152660552897458,0.9759201526492536,1.2113819552278429,0.036129874475434,0.11287452594175018,0.96022,0.9593542576835741,0.9610723707204872,0.964,0.9505070882819876,0.9746610850701622,1.0,0.1173145553927794
profiled,71,0.7970705008406486,-4.9677607835663995,0.9745969066050799,5.915092942874522,0.2127050437541626,1.6584411564107472e-09,0.0,0.0,1.8444227173720117e-05,0.0,0.0,0.003682083896865671,1.0,0.1082389082478527
profiled,72,-1.4320706133250884,-9.029740200697493,0.9764161003175353,7.781180159669228,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,73,-2.826066976393351,-13.223904530076624,0.9796719918571655,10.613590712103628,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,74,-2.264095113765316,-17.596237065965017,0.9753239275283963,15.72005107170234,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,75,-2.5988059003768615,-17.412805526041605,0.9775252578384767,15.154595246389597,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,76,-2.4598906679609076,-14.653238482091897,0.9804436646127429,12.436561379533352,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,77,-2.286068598175568,-9.996896227549211,0.9813852039269085,7.857085676979423,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,78,-1.4760737446070722,-4.362256805165965,0.9808705313173713,2.9424709667672104,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,79,-0.5721235321699389,2.463073493140722,0.9823831174667417,-3.0896266144490387,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,80,-0.1514493214122988,8.329254881349206,0.9800248271654622,-8.653560570797323,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,81,-0.017292458598818,12.146095198781367,0.9796135175916153,-12.416516757837249,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,82,-0.0134648753706268,13.712308103267434,0.9812162145618168,-13.988530534799201,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,83,0.1200303813306074,12.711062934362044,0.9807201560203647,-12.838557947176506,0.4522295405574919,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,84,-0.1614755196157506,10.983464380356445,0.9826861810816251,-11.341301134106882,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,85,1.4826669831407115,6.216104233920622,0.9875576016808099,-4.7930745940527055,0.06908145545768107,0.9999991787774006,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,0.9929923743307492
profiled,86,1.976677216231097,3.8122930253221754,0.988954373242719,-1.8561177934551318,0.024039063886148855,0.9682816149692769,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,0.9996911473042625
profiled,87,2.334896370474252,1.8695701270547544,0.9878182089937698,0.47106465459216107,0.009774417507310092,0.3187972824096832,0.99999,0.9999638770334925,0.999998788951313,1.0,0.9963179161031344,1.0,1.0,0.3202632627304439
profiled,88,2.796101650443983,0.23102091392051372,0.9862002625390702,2.600973487797919,0.0025861564722151537,0.004647981890859591,0.1678,0.16616459053885108,0.16944504374032351,0.186,0.16233597764160837,0.21152835926993785,1.0,0.0045320532946577
profiled,89,3.118617922954274,-0.8543289219130966,0.9844808650423618,4.035575485457929,0.0009085070775993886,2.7234311754641505e-05,0.00157,0.0014012447722482086,0.001753454770140698,0.003,0.0006190999316495711,0.008742023238478303,1.0,0.0016962586909511
profiled,90,3.424751369698562,-1.713105178454683,0.9833146673659139,5.225038045976111,0.0003076811440637299,8.705965202666081e-08,0.0,0.0,1.8444227173720117e-05,0.0,0.0,0.003682083896865671,1.0,0.0004977505109911
profiled,91,3.4011210611799054,-2.1234973142500237,0.981995796850359,5.6259083726727965,0.000335550502213241,9.226714249174945e-09,0.0,0.0,1.8444227173720117e-05,0.0,0.0,0.003682083896865671,1.0,0.0004990622144179
profiled,92,3.1154249306454664,-2.4434506920069805,0.9838525172563134,5.650110687478424,0.0009184004755959694,8.017227806281197e-09,0.0,0.0,1.8444227173720117e-05,0.0,0.0,0.003682083896865671,1.0,0.0013482129097397
profiled,93,2.440295539440902,-3.097466555497516,0.9827859450107562,5.6347591487766024,0.007337625290198029,8.765158184325182e-09,0.0,0.0,1.8444227173720117e-05,0.0,0.0,0.003682083896865671,1.0,0.0064697210920819
profiled,94,1.3449402041147265,-2.240538631594135,0.980876695177521,3.655381816426941,0.08932227276819771,0.00012839974566125192,0.006905,0.0065467417294272886,0.00727765982373721,0.012,0.006215525559595244,0.02086767959103641,1.0,0.0988025443945677
profiled,95,0.3931381145555684,-2.142123871571303,0.9796260761541484,2.5879894868457307,0.3471087372430779,0.004826896350671198,0.17338,0.1717230925705362,0.17504637963376754,0.189,0.16517848646712338,0.21466774274891626,1.0,0.337568819338603
profiled,96,-0.6954043023948479,-1.9688720458496805,0.9779904900863639,1.3021269187825903,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,97,-1.72769433770851,-1.7435140574139898,0.9771676345664775,0.016189361114583106,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,98,-2.982602733059607,-1.0245245366878346,0.9801723809227827,-1.9976875848392515,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,99,-3.6750594845699784,-0.7751683747377779,0.9821865207409742,-2.952485142683983,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
profiled,100,-4.295692948346302,-0.4588152570840561,0.9851250146787309,-3.8948129771260844,0.5,1.0,1.0,0.9999815557728263,1.0,1.0,0.9963179161031344,1.0,1.0,1.0
