scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative
2016_full,-1,0.044,0.0,0.0,reference_bonly,0,1489094502,12,True,False,,2612.5452270837777,0.19566665790049786,32.141593591986954,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,14635.36740424018,14645.468543588055,-14032.200758155654,-0.9587870512967255,-0.9587870512967255,-81925741.63130592,34,860162701.5271664,1136182079.2973485,0,,694,47,647,0.028,0.21,0.0002500000000000002,0,92.9574301558271,354215.1438503383,d8f332a3d886ec8cecaf5971ccf13186d34f26d2becd2c1d11d67b9a5359cd0c,False,False,False,False,True,-0.009607628700413259,-9.208589810905001e-09
2016_full,-1,0.044,0.0,0.0,reference_bonly,1,654100986,12,True,False,,2612.5452274140284,0.19566619776336475,32.14201633317119,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,14635.469406348004,14645.570391166595,-14031.842634322615,-0.958755899434044,-0.958755899434044,-81925741.63125949,34,860162701.5271664,1136182079.2973485,0,,694,47,647,0.028,0.21,0.0002500000000000002,0,92.9574301558271,354215.1438503383,d8f332a3d886ec8cecaf5971ccf13186d34f26d2becd2c1d11d67b9a5359cd0c,False,False,False,False,True,-0.009250405057402362,-8.866066955856002e-09
2016_full,-1,0.044,0.0,0.0,reference_bonly,2,1930983802,12,True,False,,2612.54522730322,0.19566684347478872,32.14280322662991,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,14635.379093831545,14645.480282532932,-14032.2569561203,-0.958790125363719,-0.958790125363719,-81925741.6313032,34,860162701.5271664,1136182079.2973485,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",694,47,647,0.028,0.21,0.0002500000000000002,0,92.9574301558271,354215.1438503383,d8f332a3d886ec8cecaf5971ccf13186d34f26d2becd2c1d11d67b9a5359cd0c,False,False,False,False,True,-0.009386092714226297,-8.99623785477941e-09
2016_full,-1,0.049,0.0,0.0,reference_bonly,0,4096410809,12,True,False,,2586.7752189622793,0.1935424287263015,32.233389130125765,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,15959.1139554666,15937.581609627097,34809.78583696056,2.1811853674393302,2.1811853674393302,-128902135.1483323,38,1181907664.7197711,1738578404.9151943,0,,690,65,625,0.028,0.21,0.0002500000000000002,0,92.9574301558271,354215.1438503383,7c21cdeb1ef434ad7e1eadc3c405d9f28c1282e3958a129c3f12b5754b632e01,False,False,False,False,True,-0.01607572892959236,-1.3295102515631079e-08
2016_full,-1,0.049,0.0,0.0,reference_bonly,1,2047718015,12,True,False,,2586.7752190515675,0.19354141988824639,32.23258571274619,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,15959.276511304148,15937.74377572299,34809.975197996726,2.1811750158812275,2.1811750158812275,-128902135.14827193,38,1181907664.7197711,1738578404.9151943,0,,690,65,625,0.028,0.21,0.0002500000000000002,0,92.9574301558271,354215.1438503383,7c21cdeb1ef434ad7e1eadc3c405d9f28c1282e3958a129c3f12b5754b632e01,False,False,False,False,True,-0.016208580173050623,-1.3404653857367297e-08
2016_full,-1,0.049,0.0,0.0,reference_bonly,2,2116216187,12,True,False,,2579.0214067539678,0.24971202325096017,31.507844394678838,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,9990.861306149924,10007.561027432579,-36461.11859314238,-3.649446977178891,-3.649446977178891,-128902133.29443766,38,1181907664.7197711,1738578404.9151943,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",690,65,625,0.028,0.21,0.0002500000000000002,0,92.9574301558271,354215.1438503383,7c21cdeb1ef434ad7e1eadc3c405d9f28c1282e3958a129c3f12b5754b632e01,False,False,False,False,True,-0.01621506727940936,-4.482674336811746e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,0,2441084178,12,True,False,,2574.4497040249494,0.19200800474654905,32.11810993745402,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,16681.39752683919,16703.47834552378,-46417.30470809251,-2.782578895647702,-2.782578895647702,-157477951.64958993,40,1351533588.816075,2190964067.4154196,0,,688,84,604,0.028,0.21,0.0002500000000000002,0,92.9574301558271,354215.1438503383,f113ea1a87864481469e49cf1517f90b8272400f16e31eb5b8b9bd95c7e2488d,False,False,False,False,True,-0.027586259286933004,-2.8087310886447394e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,1,2106595226,12,True,False,,2574.449704013904,0.19200858274412425,32.121445051498945,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,16681.394398053893,16703.475256040907,-46417.361203021384,-2.782582804255056,-2.782582804255056,-157477951.64958453,40,1351533588.816075,2190964067.4154196,0,,688,84,604,0.028,0.21,0.0002500000000000002,0,92.9574301558271,354215.1438503383,f113ea1a87864481469e49cf1517f90b8272400f16e31eb5b8b9bd95c7e2488d,False,False,False,False,True,-0.030695564395801664,-3.125309751693007e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,2,2041432098,12,True,False,,2574.4497038528825,0.19200777677816774,32.11738083278566,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,16681.418957401125,16703.49982965399,-46417.37041559762,-2.7825792598418855,-2.7825792598418855,-157477951.64958963,40,1351533588.816075,2190964067.4154196,0,,688,84,604,0.028,0.21,0.0002500000000000002,0,92.9574301558271,354215.1438503383,f113ea1a87864481469e49cf1517f90b8272400f16e31eb5b8b9bd95c7e2488d,False,False,False,False,True,-0.02897878455585221,-2.9505042749722046e-08
2016_full,-1,0.059,0.0,0.0,reference_bonly,0,3060819675,12,True,False,,2555.1801525789188,0.19132428301087612,32.15122566894359,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,16768.555133682363,16739.411139449658,60817.303529501456,3.6268660623800577,3.6268660623800577,-181287749.1505393,44,1407877699.152787,2493627582.898163,0,,684,102,582,0.028,0.21,0.0002500000000000002,0,92.9574301558271,346725.8830613137,f4c84bd89a5337d024a1c7f63ec18d6ad281fafe59339af5aa704e9963f416a3,False,False,False,False,True,-0.024625670904299894,-2.6644450816154813e-08
