scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_1pct_x10,12,50,0.05,15,20,0.0001,0.001,True,,402,1628.038739023986,1628.0387393503754,3.26389454130549e-07,8.119140650013656e-10,False,False,True
2021_1pct_x10,12,50,0.05,20,25,0.0001,0.001,True,,402,1628.0387393503754,1628.0387382078054,-1.1425699995015748e-06,-2.842213929108395e-09,False,False,True
2021_1pct_x10,12,70,0.07,15,20,0.0001,0.001,True,,400,1602.6475950182164,1602.647596065631,1.047414571075933e-06,2.6185364276898326e-09,False,False,True
2021_1pct_x10,12,70,0.07,20,25,0.0001,0.001,True,,400,1602.647596065631,1602.647594400036,-1.6655949366395362e-06,-4.16398734159884e-09,False,False,True
2021_1pct_x10,12,90,0.09,15,20,0.0001,0.001,True,,398,1598.1465844241388,1598.2665257267822,0.1199413026433831,0.00030136005689292237,False,False,True
2021_1pct_x10,12,90,0.09,20,25,0.0001,0.001,True,,398,1598.2665257267822,1598.2665255934367,-1.3334556570043787e-07,-3.3503910980009514e-10,False,False,True
2021_1pct_x10,12,110,0.11,15,20,0.0001,0.001,True,,396,1584.1114739460818,1587.1950746393982,3.0836006933163844,0.007786870437667638,False,False,True
2021_1pct_x10,12,110,0.11,20,25,0.0001,0.001,True,,396,1587.1950746393982,1587.1950740796296,-5.597685230895877e-07,-1.4135568764888578e-09,False,False,True
2021_1pct_x10,12,130,0.13,15,20,0.0001,0.001,True,,394,1575.2658576763965,1579.7868985308141,4.521040854417606,0.011474722980755346,False,False,True
2021_1pct_x10,12,130,0.13,20,25,0.0001,0.001,True,,394,1579.7868985308141,1579.7868978980441,-6.327700248220935e-07,-1.6060152914266333e-09,False,False,True
2021_1pct_x10,12,150,0.15,15,20,0.0001,0.001,True,,390,1566.4985624614362,1570.850934500527,4.352372039090824,0.011159928305361087,False,False,True
2021_1pct_x10,12,150,0.15,20,25,0.0001,0.001,True,,390,1570.850934500527,1570.850934829972,3.2944490158115514e-07,8.447305168747567e-10,False,False,True
2021_1pct_x10,12,170,0.17,15,20,0.0001,0.001,True,,386,1552.4277414255594,1556.6416772072994,4.21393578174002,0.010916932077046682,False,False,True
2021_1pct_x10,12,170,0.17,20,25,0.0001,0.001,True,,386,1556.6416772072994,1556.6416762708468,-9.364525794808287e-07,-2.4260429520228724e-09,False,False,True
2021_1pct_x10,12,190,0.19,15,20,0.0001,0.001,True,,382,1541.2541003961583,1544.4469564607662,3.192856064607895,0.008358261949235326,False,False,True
2021_1pct_x10,12,190,0.19,20,25,0.0001,0.001,True,,382,1544.4469564607662,1544.4469574793043,1.0185381142946426e-06,2.666330142132572e-09,False,False,True
2021_1pct_x10,12,210,0.21,15,20,0.0001,0.001,True,,378,1533.2155699489288,1535.0466910742132,1.831121125284426,0.00484423578117573,False,False,True
2021_1pct_x10,12,210,0.21,20,25,0.0001,0.001,True,,378,1535.0466910742132,1535.046688854098,-2.220115220552543e-06,-5.873320689292443e-09,False,False,True
2021_1pct_x10,12,230,0.23,15,20,0.0001,0.001,True,,372,1517.9321669853298,1518.5376082143484,0.6054412290186519,0.0016275301855340105,False,False,True
2021_1pct_x10,12,230,0.23,20,25,0.0001,0.001,True,,372,1518.5376082143484,1518.5376082737425,5.939409675193019e-08,1.596615504084145e-10,False,False,True
2021_1pct_x10,12,250,0.25,15,20,0.0001,0.001,True,,366,1521.1457139967827,1521.1622337708675,0.016519774084827077,4.513599476728709e-05,False,False,True
2021_1pct_x10,12,250,0.25,20,25,0.0001,0.001,True,,366,1521.1622337708675,1521.1622334583833,-3.124841896351427e-07,-8.537819388938324e-10,False,False,True
