scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_10pct_x10,14,50,0.05,15,20,0.0001,0.001,True,,402,2114.157078232231,2114.1570772763275,-9.559034879202954e-07,-2.3778693729360582e-09,False,False,True
2021_10pct_x10,14,50,0.05,20,25,0.0001,0.001,True,,402,2114.1570772763275,2114.1570652991104,-1.19772171274235e-05,-2.9794072456277364e-08,False,False,True
2021_10pct_x10,14,70,0.07,15,20,0.0001,0.001,True,,400,2089.312496377828,2089.312461406649,-3.497117904771585e-05,-8.742794761928962e-08,False,False,True
2021_10pct_x10,14,70,0.07,20,25,0.0001,0.001,True,,400,2089.312461406649,2089.312490813034,2.940638478321489e-05,7.351596195803722e-08,False,False,True
2021_10pct_x10,14,90,0.09,15,20,0.0001,0.001,True,,398,2072.093401998106,2072.8136615407366,0.7202595426306289,0.0018096973432930373,False,False,True
2021_10pct_x10,14,90,0.09,20,25,0.0001,0.001,True,,398,2072.8136615407366,2072.8136785974257,1.7056689102901146e-05,4.2856002771108405e-08,False,False,True
2021_10pct_x10,14,110,0.11,15,20,0.0001,0.001,True,,396,2065.8548889459717,2067.475311658785,1.6204227128132516,0.004091976547508211,False,False,True
2021_10pct_x10,14,110,0.11,20,25,0.0001,0.001,True,,396,2067.475311658785,2067.4753128199977,1.1612128218985163e-06,2.932355610854839e-09,False,False,True
2021_10pct_x10,14,130,0.13,15,20,0.0001,0.001,True,,394,2056.8744061687808,2059.9899139376503,3.11550776886952,0.007907380124034314,False,False,True
2021_10pct_x10,14,130,0.13,20,25,0.0001,0.001,True,,394,2059.9899139376503,2059.9899118563517,-2.0812985894735903e-06,-5.282483729628402e-09,False,False,True
2021_10pct_x10,14,150,0.15,15,20,0.0001,0.001,True,,390,2033.2521485461937,2037.2595763578827,4.007427811689013,0.010275455927407725,False,False,True
2021_10pct_x10,14,150,0.15,20,25,0.0001,0.001,True,,390,2037.2595763578827,2037.2595973211753,2.0963292627129704e-05,5.375203237725565e-08,False,False,True
2021_10pct_x10,14,170,0.17,15,20,0.0001,0.001,True,,386,2022.816988184869,2025.783058018742,2.966069833873007,0.0076841187406036454,False,False,True
2021_10pct_x10,14,170,0.17,20,25,0.0001,0.001,True,,386,2025.783058018742,2025.7830378089266,-2.020981537498301e-05,-5.235703465021505e-08,False,False,True
2021_10pct_x10,14,190,0.19,15,20,0.0001,0.001,True,,382,1998.378106735061,2001.2393662363734,2.861259501312361,0.007490208118618746,False,False,True
2021_10pct_x10,14,190,0.19,20,25,0.0001,0.001,True,,382,2001.2393662363734,2001.2392514292424,-0.00011480713101263973,-3.005422277817794e-07,True,False,True
2021_10pct_x10,14,210,0.21,15,20,0.0001,0.001,True,,378,1993.088382578729,1994.7499711353078,1.661588556578863,0.004395736922166304,False,False,True
2021_10pct_x10,14,210,0.21,20,25,0.0001,0.001,True,,378,1994.7499711353078,1994.7499899457282,1.881042044260539e-05,4.9763017043929606e-08,False,False,True
2021_10pct_x10,14,230,0.23,15,20,0.0001,0.001,True,,372,1975.786651125446,1976.3557292298951,0.5690781044490905,0.001529779850669598,False,False,True
2021_10pct_x10,14,230,0.23,20,25,0.0001,0.001,True,,372,1976.3557292298951,1976.3556967840755,-3.244581967010163e-05,-8.721994534973556e-08,False,False,True
2021_10pct_x10,14,250,0.25,15,20,0.0001,0.001,True,,366,1967.434988988509,1967.627074883019,0.1920858945100008,0.0005248248483879803,False,False,True
2021_10pct_x10,14,250,0.25,20,25,0.0001,0.001,True,,366,1967.627074883019,1967.6269216526987,-0.00015323032039304962,-4.186620775766383e-07,True,False,True
