model,scenario,background_toy_index,mass_GeV,mass_MeV,upper_factor,attempt,optimizer_seed,optimizer_seed_namespace,seed_includes_upper_factor,optimizer_restarts,background_only,fit_ok,error,gp_lml,ell_opt,ell_lo,ell_hi,ell_init,sigma_x,ell_over_sigma_x,ell_lo_over_sigma_x,ell_hi_over_sigma_x,ell_over_ell_hi,ell_over_ell_lo,ell_mass_delta_GeV,kernel_constant_opt,kernel_constant_lo,kernel_constant_hi,kernel_constant_init,n_blind,blind_lo,blind_hi,sigma_mass_GeV,support_lo_GeV,support_hi_GeV,ell_at_lower_exact,ell_at_upper_exact,ell_near_lower,ell_near_upper,constant_at_lower_exact,constant_at_upper_exact,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,training_counts_sha256,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,addendum_id,stage,source_family,post_closure_initiated,evaluated_attempt_count,maximum_lml_candidate_attempt,matches_maximum_lml_branch,selected_maximum_lml_reproduced_branch,maximum_lml_branch_replicates,selected_attempt,n_attempts,top_branch_replicates,optimizer_gate_status,support_preserved_40_300,common_seeds_across_factors,factor_selection_performed,inference_quantities_inspected
knot_spline,2021_1pct,3,0.065,65,25,2,3041581169,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1190.483653237827,0.803001828912564,0.0353320804721528,0.803001828912564,0.1684390846520622,0.0321200731565025,25.0,1.1,25.0,1.0,22.727272727272727,0.0800950578211788,144.91009389754282,1e-08,1e+18,1.0,16,0.06022618203125,0.06977381796875,0.002121696875,0.04,0.3,False,True,False,True,False,False,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.803001828912564. Increasing the bound and calling fit again may find a better value.,400,32,368,0.04,0.3,0.000625,cdb7f4ea26bcb6c17f8d672b264677504d4c02260fd332d58251f646c6252993,True,-0.0055166008289447,-6.289064339086911e-07,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,2,True,True,3,2,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,3,0.065,65,35,0,1205282085,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1190.537718384148,0.8208014653132251,0.0353320804721528,1.1242025604775896,0.199299812678774,0.0321200731565025,25.55415927335949,1.1,35.0,0.7301188363816997,23.23105388487226,0.0827008190979559,168.93968372084453,1e-08,1e+18,1.0,16,0.06022618203125,0.06977381796875,0.002121696875,0.04,0.3,False,False,False,False,False,False,0,,400,32,368,0.04,0.3,0.000625,cdb7f4ea26bcb6c17f8d672b264677504d4c02260fd332d58251f646c6252993,True,-0.0054255669410523,-6.257103799961785e-07,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,0,True,True,2,0,3,2,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,3,0.065,65,50,0,1205282085,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1190.5377182691388,0.8208245744328775,0.0353320804721528,1.606003657825128,0.2382088379486563,0.0321200731565025,25.55487873372746,1.1,50.0,0.5110975746745492,23.231707939752233,0.0827042323732959,168.90610719163337,1e-08,1e+18,1.0,16,0.06022618203125,0.06977381796875,0.002121696875,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",400,32,368,0.04,0.3,0.000625,cdb7f4ea26bcb6c17f8d672b264677504d4c02260fd332d58251f646c6252993,True,-0.0051383409222743,-5.926071162753825e-07,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,0,True,True,3,0,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,3,0.065,65,75,0,1205282085,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1190.537718543692,0.8208021689070999,0.0353320804721528,2.409005486737692,0.2917450525977669,0.0321200731565025,25.55418117847382,1.1,75.0,0.3407224157129843,23.231073798612563,0.0827009230193841,168.90856771040075,1e-08,1e+18,1.0,16,0.06022618203125,0.06977381796875,0.002121696875,0.04,0.3,False,False,False,False,False,False,0,,400,32,368,0.04,0.3,0.000625,cdb7f4ea26bcb6c17f8d672b264677504d4c02260fd332d58251f646c6252993,True,-0.0052898123457974,-6.100606941369601e-07,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,0,True,True,3,0,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,3,0.12,120,25,1,4205078638,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1167.5299036370147,0.4591843244207961,0.0264448515909636,0.6010193543400821,0.1260708833506779,0.0240407741736032,19.10023034636628,1.1,25.0,0.7640092138546511,17.363845769423886,0.0699338905619209,59.74071959650266,1e-08,1e+18,1.0,22,0.1134303374999999,0.1265696624999999,0.00291985,0.04,0.3,False,False,False,False,False,False,0,,394,117,277,0.04,0.3,0.000625,fd1ac0a40f7cd04cfe9e219d843dc77a56383dac354e7a1a1544b59cb962b95a,True,-0.0005431907014159,-1.5978540892373058e-07,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,1,True,True,2,1,3,2,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,3,0.12,120,35,1,4205078638,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1171.607757300137,0.8106023986348635,0.0264448515909636,0.841427096076115,0.1491690808456911,0.0240407741736032,33.717815939758836,1.1,35.0,0.9633661697073954,30.652559945235307,0.1499115037591087,150.4550609626865,1e-08,1e+18,1.0,22,0.1134303374999999,0.1265696624999999,0.00291985,0.04,0.3,False,False,False,False,False,False,0,,394,117,277,0.04,0.3,0.000625,fd1ac0a40f7cd04cfe9e219d843dc77a56383dac354e7a1a1544b59cb962b95a,True,-0.0026541370971045,-1.32106025338284e-06,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,1,True,True,3,1,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,3,0.12,120,50,0,395575123,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1171.6077572530671,0.8105813664544519,0.0264448515909636,1.2020387086801645,0.1782911530548852,0.0240407741736032,33.716941085219645,1.1,50.0,0.6743388217043929,30.651764622926944,0.1499058269913641,150.43213953642748,1e-08,1e+18,1.0,22,0.1134303374999999,0.1265696624999999,0.00291985,0.04,0.3,False,False,False,False,False,False,0,,394,117,277,0.04,0.3,0.000625,fd1ac0a40f7cd04cfe9e219d843dc77a56383dac354e7a1a1544b59cb962b95a,True,-0.0031394337810273,-1.5625880692700471e-06,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,0,True,True,3,0,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,3,0.12,120,75,0,395575123,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1171.6077572131362,0.8105827998385801,0.0264448515909636,1.8030580630202464,0.2183611753184634,0.0240407741736032,33.7170007082633,1.1,75.0,0.4495600094435107,30.65181882569391,0.1499062138703698,150.4345485242532,1e-08,1e+18,1.0,22,0.1134303374999999,0.1265696624999999,0.00291985,0.04,0.3,False,False,False,False,False,False,0,,394,117,277,0.04,0.3,0.000625,fd1ac0a40f7cd04cfe9e219d843dc77a56383dac354e7a1a1544b59cb962b95a,True,-0.0036345886220466,-1.809042494508924e-06,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,0,True,True,3,0,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,3,0.21,210,25,0,685982483,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1151.7208488379397,0.6285308590092686,0.0276553577964078,0.6285308590092686,0.1318417452553814,0.0251412343603707,25.0,1.1,25.0,1.0,22.727272727272723,0.1837193672789743,50.68296309947773,1e-08,1e+18,1.0,38,0.197970178125,0.2220298218749999,0.0053465875,0.04,0.3,False,True,False,True,False,False,2,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html | ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.6285308590092686. Increasing the bound and calling fit again may find a better value.",378,253,125,0.04,0.3,0.000625,c3ae57f18ad1a2dcdf697cd0fc8629ddf02e598c22ca9360bdb9832dce7a3ceb,True,-8.067529165336315e-06,-4.8696592900268754e-08,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,0,True,True,3,0,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,3,0.21,210,35,1,252878187,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1156.1745060356195,0.812342972214231,0.0276553577964078,0.8799432026129761,0.1559972567347863,0.0251412343603707,32.31118092971199,1.1,35.0,0.9231765979917712,29.37380084519271,0.263167998957672,149.79523587845074,1e-08,1e+18,1.0,38,0.197970178125,0.2220298218749999,0.0053465875,0.04,0.3,False,False,False,False,False,False,0,,378,253,125,0.04,0.3,0.000625,c3ae57f18ad1a2dcdf697cd0fc8629ddf02e598c22ca9360bdb9832dce7a3ceb,True,-3.050846520604391e-05,-2.315304714903465e-07,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,1,True,True,3,1,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,3,0.21,210,50,0,685982483,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1156.1745058573738,0.8123457971432632,0.0276553577964078,1.2570617180185373,0.186452384227099,0.0251412343603707,32.311293292096096,1.1,50.0,0.6462258658419219,29.373902992814628,0.2631693356255773,149.79789141740125,1e-08,1e+18,1.0,38,0.197970178125,0.2220298218749999,0.0053465875,0.04,0.3,False,False,False,False,False,False,0,,378,253,125,0.04,0.3,0.000625,c3ae57f18ad1a2dcdf697cd0fc8629ddf02e598c22ca9360bdb9832dce7a3ceb,True,-2.9973347293496467e-05,-2.2746999564608025e-07,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,0,True,True,3,0,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,3,0.21,210,75,1,252878187,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1156.1745060041037,0.8123482552855159,0.0276553577964078,1.885592577027806,0.2283566013408735,0.0251412343603707,32.31139106542805,1.1,75.0,0.4308185475390406,29.373991877661854,0.2631704987445435,149.80350450383713,1e-08,1e+18,1.0,38,0.197970178125,0.2220298218749999,0.0053465875,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",378,253,125,0.04,0.3,0.000625,c3ae57f18ad1a2dcdf697cd0fc8629ddf02e598c22ca9360bdb9832dce7a3ceb,True,-3.0300666625975173e-05,-2.299541845082795e-07,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,1,True,True,3,1,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,4,0.065,65,25,1,1870126191,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1194.5841795861934,0.803001828912564,0.0353320804721528,0.803001828912564,0.1684390846520622,0.0321200731565025,25.0,1.1,25.0,1.0,22.727272727272727,0.0800950578211788,162.54895806390357,1e-08,1e+18,1.0,16,0.06022618203125,0.06977381796875,0.002121696875,0.04,0.3,False,True,False,True,False,False,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.803001828912564. Increasing the bound and calling fit again may find a better value.,400,32,368,0.04,0.3,0.000625,0171796fc895bc561b9bfba566e18084aeab5125901ae1f2b1aafec54e1f06d0,True,-0.0041902832488709,-4.770390125354064e-07,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,1,True,True,3,1,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,4,0.065,65,35,0,1181736501,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1195.1764396983797,0.8735042922125886,0.0353320804721528,1.1242025604775896,0.199299812678774,0.0321200731565025,27.194965838231653,1.1,35.0,0.7769990239494757,24.722696216574228,0.0906938473664369,272.6145858784814,1e-08,1e+18,1.0,16,0.06022618203125,0.06977381796875,0.002121696875,0.04,0.3,False,False,False,False,False,False,0,,400,32,368,0.04,0.3,0.000625,0171796fc895bc561b9bfba566e18084aeab5125901ae1f2b1aafec54e1f06d0,True,-0.0096940357442587,-1.1595825779178308e-06,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,0,True,True,3,0,3,3,maximum_lml_reproduced,True,True,False,False
