stage,toy_index,success_marker_sha256,optimizer_attempts_sha256,selected_trajectories_sha256,optimizer_exclusions_sha256
confirm,3,d13742e2d263d7d99afc8d39696ffa2f73983c30aa66b3ab53043381eddad500,4ca033f9af1d696c8b75c42a2f4c4191bf488a3cc29c3253ff9dbbd029426356,df711e1e90b31d35075ff8675613d712a05e7ecebfed78630ea10f64f4cf7fb5,c4baadd424d8c5691c9c21eabd17b466a42f8e485097e7b8b46d27c51f531e2d
confirm,4,8bf26f42be45c1b5f6490c9a5dc4f4515def46f0276aa5113a270881f51a3186,f763b26252373948a366f4f4a03c28dd058c15a7f874d7c2f48aa00bd54398dc,f997ab7b525e6815c424cb00e515612ab4eb35e08788cd6598fc2d05fe8983a1,c4baadd424d8c5691c9c21eabd17b466a42f8e485097e7b8b46d27c51f531e2d
confirm,5,87d0b05149651f5f20b2ae5d7f93c5c97bec2783f21f8e06fd430ab05b78c81d,7e36125665e5528fbeca05490ca2a1462bbbcb4e26a78ab6dc6c4a824e3a13ae,4b088c2fd4ccbbda713687c451a8ab7763009a2b18540460941c63890f7c207f,c4baadd424d8c5691c9c21eabd17b466a42f8e485097e7b8b46d27c51f531e2d
confirm,6,a2b56f8ecd4bb884c4982748d39c85a923e14df141460f3bc1ac9de4a62219a2,0621f86600c8a7acf1642116dd9b4c4c36a09bc8bbfffad51c7342752552c582,1744e0de3c3c743888f2d14b76c669a3fa770eb39a0de89b4aa3e0dc01c927e9,c4baadd424d8c5691c9c21eabd17b466a42f8e485097e7b8b46d27c51f531e2d
confirm,7,c5bce9107258cc64eac5d26db756261d53420f942b7b821fb068e25d7f083307,faa3443c25c0c580280ba92e9cd6398ffe08ffb6c2f94800c8c556815efc634b,b64f3658ca355640c26feb947862f7addc8aef1913d1478b6ee568cc032aa8fa,c4baadd424d8c5691c9c21eabd17b466a42f8e485097e7b8b46d27c51f531e2d
