stage,candidate,sentinel,mass_GeV,mass_MeV,n_toys,candidate_rows,sentinel_rows,contact_count_candidate_and_sentinel,exclusion_count_all_factors,invalid_selected_states_all_factors,minimum_top_branch_replicates_all_factors,maximum_abs_delta_lml_per_training_bin,median_abs_delta_ell_over_sigma_x,p95_abs_delta_ell_over_sigma_x,maximum_abs_delta_ell_over_sigma_x,pair_complete,all_factor_state_lattice_complete,candidate_and_sentinel_contacts_zero,optimizer_exclusions_zero,invalid_selected_states_zero,minimum_repeats_pass,sigma_x_equal_across_pair,n_train_equal_across_pair,maximum_lml_pass,median_ell_pass,p95_ell_pass,maximum_ell_pass,mass_gate_passed
confirm,50,75,0.065,65,5,5,5,0,0,0,2,9.992021432481125e-10,0.0003026928891326525,0.0007844594088125647,0.0008061854476059254,True,True,True,True,True,True,True,True,True,True,True,True,True
confirm,50,75,0.12,120,5,5,5,0,0,0,2,1.2998676021627107e-09,0.000418652067460561,0.0013231053309326344,0.0015356559027299506,True,True,True,True,True,True,True,True,True,True,True,True,True
confirm,50,75,0.21,210,5,5,5,0,0,0,2,1.1384918733802377e-09,9.777333194995331e-05,0.0009964925479698996,0.0009991123467239372,True,True,True,True,True,True,True,True,True,True,True,True,True
