stage,support_lower_MeV,eligible,geometry_control,technical_pass,absolute_predictive_guard_pass,mean_mahalanobis_per_bin,max_anchor_block_mahalanobis_per_bin,max_abs_marginal_standardized_residual,mean_nlpd_per_bin,mean_poisson_deviance_per_bin,paired_nlpd_improvement_vs_30,paired_nlpd_improvement_se,paired_nlpd_improvement_z,improvement_gt_one_se,mean_poisson_deviance_improvement_vs_30,poisson_deviance_direction_pass,leave_one_block_out_min_nlpd_improvement,leave_one_block_out_positive,relative_displacement_pass,all_candidate_rules_pass
development,29,True,False,True,True,0.680021617510468,1.99828828154706,2.2781166556182555,5.712493794580018,0.9780137157626884,0.010181185814408966,0.007600047563415709,1.3396213286108976,True,0.17410314790547765,True,0.003962727556202121,True,True,True
development,30,True,False,True,True,0.6959944505303998,2.024432703559106,2.318460543354445,5.722674980394428,1.152116863668166,0.0,0.0,0.0,True,0.0,True,0.0,True,True,True
development,31,True,False,False,True,0.9183152919160318,2.3900007587090286,2.7084118425645825,5.8291486821350444,2.531498526010873,-0.10647370174061743,0.05538641472515488,-1.9223793825430662,False,-1.3793816623427064,False,-0.14934542589035557,False,False,False
development,32,True,False,True,True,0.9345907630750527,2.414392039513645,2.728431231274976,5.840947078980172,2.733945973469967,-0.11827209858574372,0.06132559127637156,-1.9285928781792823,False,-1.5818291098018014,False,-0.16523575900699328,False,False,False
development,33,True,False,True,True,1.0761356550013652,2.498865062766886,2.7451295180316166,5.921745373790286,3.6315978497867882,-0.1990703933958582,0.05689109555289035,-3.4991485303844607,False,-2.4794809861186224,False,-0.25197463240377527,False,False,False
development,34,False,True,True,True,1.1030072022675852,2.5640872818339533,2.816775322896345,5.939310804209093,4.224207965512372,-0.21663582381466484,0.07995304441926912,-2.7095381468983115,False,-3.0720911018442063,False,-0.2833286049345505,False,False,False
