scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,top_branch_replicates,study_id,scenario_label,source_family,truth_model,truth_function_tag,mass_MeV,n_attempts,optimizer_gate_status,optimizer_trigger_reasons,accepted,sigmaA_ref,sigmaA_ref_mode,reference_top_branch_replicates,eps2_hat_signed,eps2_injected,eps2_sigma,A_up_wald90,eps2_up_wald90,A_up_wald90_over_sigmaA_ref,A_up_wald90_minus_injected_over_sigmaA_ref,p0_wald_local,upper_limit_diagnostic,nominal_Z_residual,pull_identity_residual,refit_ls_over_hi,refit_ls_over_lo,refit_upper_boundary,refit_lower_boundary,refit_constant_lower_boundary,refit_constant_upper_boundary,analysis_partition,gp_support_mode,gp_support_low_GeV,gp_support_high_GeV,declared_result_commit,declared_integration_commit,signal_seed,reference_attempt_selected,reference_gp_lml,reference_gp_ls,reference_gp_const,Nsig_full,Nsig_win,Nsig_train,signal_counts_sha256
2016_full,3,0.044,0.0,0.0,reference_bonly,2,2190532697,12,True,False,,2272.2517262598412,0.16856032375196092,33.672766558726025,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,22737.335816501818,22696.531781149046,43895.06944202079,1.9305282640089945,1.9305282640089945,-81947273.02344137,34,860039236.649494,1136018995.5212386,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",682,35,647,0.031,0.21,0.0002500000000000002,0,636.0,355176.0,ca89aef22c69a1ed1a84022b96f8f26848bbe5552d01f0fe58bda6f62ed5d59d,False,False,False,False,True,-0.010728299865901373,-4.1508434666059444e-09,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,44.0,3,pass_replicated_initial3,,True,22737.335816501818,matched_refit_bonly_multistart_v1,3,3.863937981237757e-05,0.0,2.001492572408023e-05,73384.42450480716,6.459788506541323e-05,3.2274856252748743,3.2274856252748743,0.026770708320225784,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,1.9305282640089945,0.0,0.3293922244162406,4.391896325549874,False,False,False,False,v4p9p7_2016_full_support_edge_scan_031_210,031_210,0.031,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,
2016_full,3,0.044,2.0,45474.671633003636,injected_refit,0,3247203380,12,True,False,,2272.461648565741,0.16861628377626964,33.638924209175634,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,22813.88237318937,22737.335816501818,87785.51379841482,3.847898939883174,1.8546094642415807,-82491921.63801797,34,860039236.649494,1136018995.5212386,0,,682,35,647,0.031,0.21,0.0002500000000000002,0,636.0,355176.0,32bc6cb680d414c98b55636a8cc036de77f06f67d2eaaa007bdf6ad8f68138cf,False,False,False,False,True,-0.012999308658603543,-5.014311585772261e-09,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,44.0,1,pass_single_untriggered,,True,22737.335816501818,matched_refit_bonly_multistart_v1,3,7.727468831464061e-05,4.002985144816046e-05,2.008230712966353e-05,117023.45482166148,0.00010301188209266494,5.146753153759144,3.146753153759144,5.9567588071951535e-05,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,1.8478989398831742,0.0,0.3295015787202378,4.393354382936503,False,False,False,False,v4p9p7_2016_full_support_edge_scan_031_210,031_210,0.031,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,234286575.0,2.0,2272.2517262598412,0.16856032375196092,33.672766558726025,45571.0,44388.0,1183.0,83a1e5dc4a7dcdf1f15aae44946c9553ea0cc51b6c1dd4f45d35b6336d589104
2016_full,3,0.044,5.0,113686.67908250909,injected_refit,0,4052342124,12,True,False,,2272.689370483607,0.1685214754276028,33.58245380208227,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,23032.979322903277,22737.335816501818,155364.20633824734,6.7452935271711905,1.8094718304329576,-83300920.25450975,34,860039236.649494,1136018995.5212386,0,,682,35,647,0.031,0.21,0.0002500000000000002,0,636.0,355176.0,37d743f332550fb397a9f16e2ec51749836cff533ce6ef378bdc90a9bacea809,False,False,False,False,True,-0.009659421728624377,-3.67680971080317e-09,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,44.0,1,pass_single_untriggered,,True,22737.335816501818,matched_refit_bonly_multistart_v1,3,0.00013676197928975804,0.00010007462862040113,2.0275170937907666e-05,184882.15701441895,0.0001627456563167675,8.13121460255863,3.131214602558631,7.635898336436527e-12,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,1.7452935271711905,0.0,0.32931630894758024,4.39088411930107,False,False,False,False,v4p9p7_2016_full_support_edge_scan_031_210,031_210,0.031,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,776177078.0,2.0,2272.2517262598412,0.16856032375196092,33.672766558726025,113348.0,110281.0,3067.0,55a70bb0a7164216dcb7bcfed422223f3c6ac7e6d2386d847d30fa8bb82b69be
2016_full,3,0.049,0.0,0.0,reference_bonly,0,2526880806,12,True,False,,2254.4112373800203,0.1949965822462017,32.49978120160477,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,15895.35573053502,15874.109686700494,53452.88779330152,3.362799090467562,3.362799090467562,-128931467.96750697,38,1182341639.1490123,1739216778.4476502,0,,678,53,625,0.031,0.21,0.0002500000000000002,0,636.0,355176.0,32db4b2fa25fc02a2de0371c2a02c89eee329cacca1e5f1efc334aa976a15535,False,False,False,False,True,-0.015260489022835836,-1.2787563014153594e-08,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,49.0,3,pass_replicated_initial3,,True,15895.35573053502,matched_refit_bonly_multistart_v1,3,3.073388461731105e-05,0.0,9.1393757969162e-06,73827.10043803882,4.244847528663661e-05,4.644570507863298,4.644570507863298,0.0003857824735554167,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,3.362799090467562,0.0,0.3895393666594686,5.193858222126248,False,False,False,False,v4p9p7_2016_full_support_edge_scan_031_210,031_210,0.031,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,
2016_full,3,0.049,2.0,31790.71146107004,injected_refit,0,2810763288,12,True,False,,2254.324036415025,0.19514874503827645,32.48269114134023,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,15888.385147484118,15895.35573053502,84170.08203175374,5.297585704931243,3.296708261064394,-129321598.84604137,38,1182341639.1490123,1739216778.4476502,0,,678,53,625,0.031,0.21,0.0002500000000000002,0,636.0,355176.0,72f6d1ddf80fbbccacd57202004f1e4c23037fe3770cea5bc222d8da194f375d,False,False,False,False,True,-0.018120353536312462,-1.5226361908567515e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,49.0,1,pass_single_untriggered,,True,15895.35573053502,matched_refit_bonly_multistart_v1,3,4.83953944527147e-05,1.82787515938324e-05,9.135367910643895e-06,104531.86739957018,6.010283979255928e-05,6.576252156393341,4.576252156393341,5.8671916471763745e-08,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,3.297585704931243,0.0,0.3898433381289741,5.197911175052988,False,False,False,False,v4p9p7_2016_full_support_edge_scan_031_210,031_210,0.031,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,2233801389.0,0.0,2254.4112373800203,0.1949965822462017,32.49978120160477,31696.0,30973.0,723.0,d608a61802dd7fa3b362925d536163bb0dfd9afecfe48f831127773fc2e2c76b
2016_full,3,0.049,5.0,79476.7786526751,injected_refit,0,3681333620,12,True,False,,2253.9073463149143,0.19537335890827698,32.45471714775237,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,15880.70464546171,15895.35573053502,131944.75509568828,8.308494997002203,3.303882139638379,-129908954.49860598,38,1182341639.1490123,1739216778.4476502,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",678,53,625,0.031,0.21,0.0002500000000000002,0,636.0,355176.0,95f09747db97918fd525ef88e526837b08d41a0a46f23cc8b4b4e8fe3d83c600,False,False,False,False,True,-0.018070487947030957,-1.5242345029939563e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,49.0,1,pass_single_untriggered,,True,15895.35573053502,matched_refit_bonly_multistart_v1,3,7.586446769071332e-05,4.5696878984581e-05,9.130951841228292e-06,152296.69696933596,8.756625330240282e-05,9.581207212416995,4.581207212416995,4.846173138674445e-17,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,3.308494997002203,0.0,0.3902920431455188,5.203893908606917,False,False,False,False,v4p9p7_2016_full_support_edge_scan_031_210,031_210,0.031,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,3494836517.0,0.0,2254.4112373800203,0.1949965822462017,32.49978120160477,79409.0,77588.0,1821.0,8d7a06b1baeacc97c1ddcf24c273e0dddeb343fd89e3fb052274f40daede8f81
2016_full,3,0.054,0.0,0.0,reference_bonly,2,283794408,12,True,False,,2240.011315110302,0.19866207684621245,32.41222807439149,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,15502.311662665543,15514.859245823523,-38524.72635874417,-2.4850955907126977,-2.4850955907126977,-157519461.79271904,40,1351520430.6228175,2190942736.736805,0,,676,72,604,0.031,0.21,0.0002500000000000002,0,636.0,355176.0,b17192463330f3bdfd01eefddf17bfdf3c893eb3ba71e3c001429cdff2e6dffe,False,False,False,False,True,-0.030630003572251173,-3.7030158568494446e-08,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,54.0,3,pass_replicated_initial3,,True,15502.311662665543,matched_refit_bonly_multistart_v1,3,-1.758362996566628e-05,0.0,7.075635251770533e-06,15387.952928647574,7.02343912080807e-06,0.9926231173449195,0.9926231173449195,0.5,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-2.4850955907126977,0.0,0.40347918097633,5.379722413017733,False,False,False,False,v4p9p7_2016_full_support_edge_scan_031_210,031_210,0.031,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,
2016_full,3,0.054,2.0,31004.623325331086,injected_refit,0,1125252165,12,True,False,,2240.2879246461584,0.19780616049065353,32.43075252854829,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,15677.319540642435,15502.311662665543,-9873.044448509761,-0.629766104015073,-2.6074398539793835,-157898508.60792494,40,1351520430.6228175,2190942736.736805,0,,676,72,604,0.031,0.21,0.0002500000000000002,0,636.0,355233.0,e20df213cb74fbbf6bbb882f1ef3109f68355045cf9d6e28ec0df950e4c35532,False,False,False,False,True,-0.031183486288548813,-3.6782817294548465e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,54.0,1,pass_single_untriggered,,True,15502.311662665543,matched_refit_bonly_multistart_v1,3,-4.506299632100242e-06,1.4151270503541066e-05,7.155513139513756e-06,21243.12161029322,9.695881710688967e-06,1.370319606040005,-0.6296803939599951,0.5,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-2.629766104015073,0.0,0.40174082992509996,5.356544399001332,False,False,False,False,v4p9p7_2016_full_support_edge_scan_031_210,031_210,0.031,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,2286403189.0,2.0,2240.011315110302,0.19866207684621245,32.41222807439149,30611.0,29772.0,839.0,3fa07be4dbc1f998e23cca7ddebaddeff6635b98c2b53119f7c9384dff59feb8
2016_full,3,0.054,5.0,77511.55831332771,injected_refit,0,1590677208,12,True,False,,2240.2930023819695,0.19679021131022686,32.455203509254126,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,15896.798903578276,15502.311662665543,34216.95847786543,2.1524433117263246,-2.723479116648882,-158475107.59109864,40,1351520430.6228175,2190942736.736805,0,,676,72,604,0.031,0.21,0.0002500000000000002,0,636.0,355379.0,bf7aa2063d32794f524d3800a482736c7f233def32176e60cb8c477b9fcc325c,False,False,False,False,True,-0.032594377164040046,-3.730892797270241e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,54.0,1,pass_single_untriggered,,True,15502.311662665543,matched_refit_bonly_multistart_v1,3,1.5617459052730995e-05,3.537817625885266e-05,7.255688903697686e-06,54732.38943376117,2.498120490144791e-05,3.5305953476328327,-1.4694046523671669,0.015681227775207616,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-2.8475566882736754,0.0,0.3996774550236614,5.329032733648819,False,False,False,False,v4p9p7_2016_full_support_edge_scan_031_210,031_210,0.031,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,4051897566.0,2.0,2240.011315110302,0.19866207684621245,32.41222807439149,77090.0,75047.0,2043.0,b0af2801e0c24933ad28687055254b07a4d3e4b4fa2b33bcfd41e5c5ee409e75
2016_full,3,0.059,0.0,0.0,reference_bonly,1,134022034,12,True,False,,2222.8906261326947,0.1961914237946035,32.50611290735389,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,15941.829088330327,15912.243923445914,42474.57699950874,2.664347783693203,2.664347783693203,-181340975.01316616,44,1408330716.0612316,2494429964.7095213,0,,672,90,582,0.031,0.21,0.0002500000000000002,0,636.0,347297.0,212f71e174f5831e7ddbef5347b0647ae62d9e4ea69121bec968115f53451fba,False,False,False,False,True,-0.024217510380064557,-2.9758162201947745e-08,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,59.0,3,pass_replicated_initial3,,True,15941.829088330327,matched_refit_bonly_multistart_v1,3,1.7027768909300662e-05,0.0,6.390970808509658e-06,62939.93749239249,2.5232192678426994e-05,3.9481001297690193,3.9481001297690193,0.0038568883753649385,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,2.664347783693203,0.0,0.40324339554940475,5.3765786073253965,False,False,False,False,v4p9p7_2016_full_support_edge_scan_031_210,031_210,0.031,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,
