scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,top_branch_replicates,study_id,scenario_label,source_family,truth_model,truth_function_tag,mass_MeV,n_attempts,optimizer_gate_status,optimizer_trigger_reasons,accepted,sigmaA_ref,sigmaA_ref_mode,reference_top_branch_replicates,eps2_hat_signed,eps2_injected,eps2_sigma,A_up_wald90,eps2_up_wald90,A_up_wald90_over_sigmaA_ref,A_up_wald90_minus_injected_over_sigmaA_ref,p0_wald_local,upper_limit_diagnostic,nominal_Z_residual,pull_identity_residual,refit_ls_over_hi,refit_ls_over_lo,refit_upper_boundary,refit_lower_boundary,refit_constant_lower_boundary,refit_constant_upper_boundary,analysis_partition,gp_support_mode,gp_support_low_GeV,gp_support_high_GeV,declared_result_commit,declared_integration_commit,signal_seed,reference_attempt_selected,reference_gp_lml,reference_gp_ls,reference_gp_const,Nsig_full,Nsig_win,Nsig_train,signal_counts_sha256,support,cohort
2016_full,10,0.054,5.0,79730.89262315081,injected_refit,0,3160968651,12,True,False,,2238.685802542966,0.1953645316946893,33.54446000335432,1e-08,1e+18,0.0369279419260544,0.4923725590140595,0.134841778634272,1.0,16140.363588494303,15946.17852463016,47800.78628083348,2.9615681219788867,-1.9782767697425832,-158380180.76876912,40,1350769952.889053,2189726141.188104,0,,688,84,604,0.028,0.21,0.00025,0,89.0,354786.0,a09b8ef2512529896155583a476c8de9e9ee09fc53b8a934ddc540cc16cb8041,False,False,False,False,True,-0.0376900820815753,-4.1533445004440813e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,54.0,1,pass_single_untriggered,,True,15946.17852463016,matched_refit_bonly_multistart_v1,3,2.1829572831832604e-05,3.6411353512859984e-05,7.370950770920079e-06,68499.5771498683,3.128225756701325e-05,4.295673539843115,-0.7043264601568854,0.0015303838826652,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-2.0384318780211133,0.0,0.3967819248211003,5.290425664281337,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,4189973103.0,2.0,2238.3926823445727,0.1961453800754592,33.56056071773426,79964.0,77783.0,2181.0,0532b9429b03a4d97e99bea679abf903e26851fc2699d5fdb04f7214adf54fdb,028_210,initial_0_24
2016_full,10,0.059,0.0,0.0,reference_bonly,2,138116245,12,True,False,,2222.0479923831563,0.1978253438456895,33.23488063550876,1e-08,1e+18,0.0364900130963024,0.4865335079506998,0.1332426886433587,1.0,15654.91862227182,15636.751875748969,41933.909452649816,2.6786411647641275,2.6786411647641275,-181266904.54603523,44,1407072508.0193036,2492201431.449662,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",684,102,582,0.028,0.21,0.00025,0,89.0,346370.0,fd8d0d05550deb76889cfb84eccb5744a9accf078aa7107d9b5c862a58e1daae,False,False,False,False,True,-0.0322823955293906,-4.1420960166308736e-08,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,59.0,3,pass_replicated_initial3,,True,15654.91862227182,matched_refit_bonly_multistart_v1,3,1.682605142725471e-05,0.0,6.281562326671836e-06,62029.509505598384,2.4889444618253468e-05,3.9623016255958503,3.9623016255958503,0.0036960782714471,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,2.6786411647641275,0.0,0.4066016843915611,5.421355791887481,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,,028_210,initial_0_24
2016_full,10,0.059,2.0,31309.83724454364,injected_refit,0,4283380752,12,True,False,,2221.8978109350173,0.198061753494005,33.241010687814295,1e-08,1e+18,0.0364900130963024,0.4865335079506998,0.1332426886433587,1.0,15631.26764456502,15654.91862227182,71728.0246328326,4.58875289348477,2.585726782200056,-181654292.79357272,44,1407072508.0193036,2492201431.449662,0,,684,102,582,0.028,0.21,0.00025,0,89.0,346432.0,16b537859f6aa7f96e29586e743be2a687a1fb7caf1a23bf5e17cfc49d873c23,False,False,False,False,True,-0.0336523411180383,-4.3408759041304855e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,59.0,1,pass_single_untriggered,,True,15654.91862227182,matched_refit_bonly_multistart_v1,3,2.8780990062713307e-05,1.2563124653343672e-05,6.27207233224027e-06,91760.31998017424,3.681898213452159e-05,5.861437046988502,3.861437046988502,2.2295094130312447e-06,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,2.58875289348477,0.0,0.4070875905921664,5.4278345412288855,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,602310792.0,2.0,2222.0479923831563,0.1978253438456895,33.23488063550876,31078.0,30330.0,748.0,3704ecf5802047613e497b84cd73cfa96de14eed82e231d43b69585a7aa24f3b,028_210,initial_0_24
2016_full,10,0.059,5.0,78274.5931113591,injected_refit,0,1738089358,12,True,False,,2221.6005652617496,0.198566133767208,33.26884983276513,1e-08,1e+18,0.0364900130963024,0.4865335079506998,0.1332426886433587,1.0,15573.123277261291,15654.91862227182,116770.05825372552,7.498178507597408,2.471916805447409,-182242051.3215986,44,1407072508.0193036,2492201431.449662,0,,684,102,582,0.028,0.21,0.00025,0,89.0,346582.0,1f7d022e13af19d43704a3458f4e387fbd53a336933042d332075a94f42fe634,False,False,False,False,True,-0.0363156549108842,-4.739403734130677e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,59.0,1,pass_single_untriggered,,True,15654.91862227182,matched_refit_bonly_multistart_v1,3,4.685418152007191e-05,3.140781163335918e-05,6.248741807439989e-06,136727.8187619479,5.4862266362802045e-05,8.733856883000914,3.733856883000913,3.235536870869445e-14,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,2.498178507597408,0.0,0.4081242720641734,5.441656960855645,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,3444113380.0,2.0,2222.0479923831563,0.1978253438456895,33.23488063550876,78220.0,76336.0,1884.0,824bbd4eea8af2af614b969f5e92410a6274b44001415decbea84286e8473f04,028_210,initial_0_24
2016_full,11,0.044,0.0,0.0,reference_bonly,2,2178881069,12,True,False,,2269.5914842410075,0.1962907712252379,32.15953523610174,1e-08,1e+18,0.0383798503556107,0.5117313380748101,0.1401433986229378,1.0,14627.64884203454,14655.436870160784,-21203.60907122682,-1.4495568836938006,-1.4495568836938006,-81898171.4491054,34,860192410.8153611,1136221322.060114,0,,694,47,647,0.028,0.21,0.00025,0,98.0,354914.0,497639f77abf6de400ee32ea3e31a083d89846c29b0e1575804361028dee898f,False,False,False,False,True,-0.0103306795487009,-9.932759909243356e-09,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,44.0,3,pass_replicated_initial3,,True,14627.64884203454,matched_refit_bonly_multistart_v1,3,-1.866151308688872e-05,0.0,1.287394326970801e-05,16750.052746048917,1.4741892640844775e-05,1.1450953551684506,1.1450953551684506,0.5,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-1.4495568836938006,0.0,0.3835816894929779,5.114422526573039,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,,028_210,initial_0_24
2016_full,11,0.044,2.0,29255.29768406908,injected_refit,0,2105217978,12,True,False,,2269.588172823147,0.1964568295522096,32.204103307333384,1e-08,1e+18,0.0383798503556107,0.5117313380748101,0.1401433986229378,1.0,14632.939752577617,14627.64884203454,6785.028842185256,0.4636818682308907,-1.535594981037604,-82248620.24909414,34,860192410.8153611,1136221322.060114,0,,694,47,647,0.028,0.21,0.00025,0,98.0,354914.0,7ce26b4d9391641e155b25c4389e544695ad0158f13890a5f38af7037960a17d,False,False,False,False,True,-0.0086761307843897,-8.355571270137975e-09,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,44.0,1,pass_single_untriggered,,True,14627.64884203454,matched_refit_bonly_multistart_v1,3,5.9715732405752904e-06,2.574788653941602e-05,1.287859985416066e-05,28616.633403945776,2.5185791578052923e-05,1.956338555360448,-0.0436614446395523,0.3214378448291909,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-1.5363181317691093,0.0,0.3839061924393804,5.118749232525072,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,388690491.0,2.0,2269.5914842410075,0.1962907712252379,32.15953523610174,29398.0,28569.0,829.0,8bc637c87ea4cb63c91eb45f345470a9387cd74b9a1255e37befe50c85356570,028_210,initial_0_24
2016_full,11,0.044,5.0,73138.24421017269,injected_refit,0,3280939575,12,True,False,,2269.775361410224,0.1966788349296645,32.26699067753845,1e-08,1e+18,0.0383798503556107,0.5117313380748101,0.1401433986229378,1.0,14640.979167572605,14627.64884203454,49980.43149535941,3.413735578973978,-1.5817120186950395,-82772240.74301285,34,860192410.8153611,1136221322.060114,0,,694,47,647,0.028,0.21,0.00025,0,98.0,354914.0,a3ecb302790ac785c18fef823bcdff64d364e0af2bb34767b877058a1383304f,False,False,False,False,True,-0.0099093721963867,-9.565246912914772e-09,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,44.0,1,pass_single_untriggered,,True,14627.64884203454,matched_refit_bonly_multistart_v1,3,4.39882886590603e-05,6.436971634854004e-05,1.2885675425476653e-05,68746.27448635497,6.0504298899891466e-05,4.699748758584032,-0.300251241415968,0.000320393667396,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-1.586264421026022,0.0,0.3843400243369734,5.124533657826313,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,1882586711.0,2.0,2269.5914842410075,0.1962907712252379,32.15953523610174,73066.0,71232.0,1834.0,8a0246d1257e96a68b7f30e517314cb6f6826ad84393c2666d7a2915d3c7c550,028_210,initial_0_24
2016_full,11,0.049,0.0,0.0,reference_bonly,1,3031056194,12,True,False,,2243.706525369756,0.1908816024092408,31.975549050720765,1e-08,1e+18,0.0375436860050397,0.5005824800671963,0.1370901581123418,1.0,16501.419025812247,16487.206288499357,26942.11640914552,1.6327151238933737,1.6327151238933737,-128886750.67600672,38,1181778069.1079028,1738387770.6221,0,,690,65,625,0.028,0.21,0.00025,0,98.0,354914.0,7443885530c699a88b7e46411cd4a2946945bc159580a55146faf5f50e3a79e4,False,False,False,False,True,-0.0133547449965707,-1.0225034322966936e-08,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,49.0,3,pass_replicated_initial3,,True,16501.419025812247,matched_refit_bonly_multistart_v1,3,1.5498335218674487e-05,0.0,9.492369484345282e-06,48580.88262084024,2.7945941315184854e-05,2.944042724134687,2.944042724134687,0.0512644625522922,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,1.6327151238933737,0.0,0.3813189834043284,5.084253112057712,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,,028_210,initial_0_24
2016_full,11,0.049,2.0,33002.838051624494,injected_refit,0,1404136475,12,True,False,,2243.484288060328,0.1908543039426194,31.968160173988487,1e-08,1e+18,0.0375436860050397,0.5005824800671963,0.1370901581123418,1.0,16533.548408263337,16501.419025812247,60323.874354434345,3.6485739700187376,1.652460538304954,-129293474.35072032,38,1181778069.1079028,1738387770.6221,0,,690,65,625,0.028,0.21,0.00025,0,98.0,354914.0,ddb20c03e7c2fadb8ad2076e4bcc2583ebf58d36885e4c5729d479f344b4ab87,False,False,False,False,True,-0.015126818878336,-1.1552863801777412e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,49.0,1,pass_single_untriggered,,True,16501.419025812247,matched_refit_bonly_multistart_v1,3,3.470104620722615e-05,1.8984738968690564e-05,9.510851771780836e-06,81513.71142608506,4.689040776955911e-05,4.939800104377552,2.9398001043775523,0.0001318499902847,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,1.6485739700187376,0.0,0.3812644500003274,5.083526000004365,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,1186776506.0,1.0,2243.706525369756,0.1908816024092408,31.975549050720765,32998.0,32288.0,710.0,4826c0cd71adc1d3b06ed06ccae853ad1cc8e7bc01acd0bad2ec5e1fd1fa794d,028_210,initial_0_24
2016_full,11,0.049,5.0,82507.09512906123,injected_refit,0,3404912920,12,True,False,,2243.129219450203,0.190683607476821,31.95355094752869,1e-08,1e+18,0.0375436860050397,0.5005824800671963,0.1370901581123418,1.0,16608.396438074564,16501.419025812247,110192.09713624675,6.6347222350517,1.6669280571673963,-129903080.9278056,38,1181778069.1079028,1738387770.6221,0,,690,65,625,0.028,0.21,0.00025,0,98.0,354914.0,7bb1cbedb2d7ec570a5e8e041b322ea040091efecaec048a20b71e5671265739,False,False,False,False,True,-0.0147971262473223,-1.121709579206515e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,49.0,1,pass_single_untriggered,,True,16501.419025812247,matched_refit_bonly_multistart_v1,3,6.338752434781187e-05,4.74618474217264e-05,9.55390777520891e-06,131476.6135601006,7.563134979547764e-05,7.967594384121699,2.967594384121699,1.6255708760547868e-11,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,1.6347222350517,0.0,0.3809234543151097,5.07897939086813,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,1176516852.0,1.0,2243.706525369756,0.1908816024092408,31.975549050720765,82541.0,80673.0,1868.0,c58da7a4626c0412ecd2a6f1097bd3d63de3d2d7b2c277a26ffa4e0d066757c9,028_210,initial_0_24
2016_full,11,0.054,0.0,0.0,reference_bonly,2,449480649,12,True,False,,2229.8195735833688,0.190064465600786,32.204339058737254,1e-08,1e+18,0.0369279419260544,0.4923725590140595,0.134841778634272,1.0,17097.816419747087,17119.83759593026,-42830.57783536083,-2.5050320335580247,-2.5050320335580247,-157521066.66451445,40,1351837776.6438136,2191457184.7199655,0,,688,84,604,0.028,0.21,0.00025,0,98.0,354914.0,db105d4ffa5a0c395629c34c8faa305b4316625e21ac837f2006de2edca6e302,False,False,False,False,True,-0.028895516899534,-2.78341735627787e-08,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,54.0,3,pass_replicated_initial3,,True,17097.816419747087,matched_refit_bonly_multistart_v1,3,-1.95443370438624e-05,0.0,7.802030785252109e-06,16933.117713146545,7.72687590303542e-06,0.9903672666405328,0.9903672666405328,0.5,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-2.5050320335580247,0.0,0.3860175838827744,5.146901118436992,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,,028_210,initial_0_24
2016_full,11,0.054,2.0,34195.632839494174,injected_refit,0,3932839655,12,True,False,,2229.874082298953,0.1898467630514282,32.23088697475754,1e-08,1e+18,0.0369279419260544,0.4923725590140595,0.134841778634272,1.0,17170.06194080827,17097.816419747087,-10604.855003143328,-0.617636385919998,-2.609221096410823,-157940927.78080478,40,1351837776.6438136,2191457184.7199655,0,,688,84,604,0.028,0.21,0.00025,0,98.0,354966.0,e0aa40238476918fd3661dfe54db3253f6ec62b0debde1f564b07f531f3c6a74,False,False,False,False,True,-0.0272793175584903,-2.6067959938708272e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,54.0,1,pass_single_untriggered,,True,17097.816419747087,matched_refit_bonly_multistart_v1,3,-4.839179645893226e-06,1.5604061570504217e-05,7.834997672109365e-06,23337.505929192423,1.0649309551614445e-05,1.3649407243745362,-0.6350592756254639,0.5,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-2.6176363859199983,0.0,0.3855754338373013,5.141005784497351,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,1520472768.0,2.0,2229.8195735833688,0.190064465600786,32.204339058737254,33883.0,32976.0,907.0,9260616c03a49d260d5177dcb588806932234bbf65e7bff9839ad7a9cf2c61cc,028_210,initial_0_24
2016_full,11,0.054,5.0,85489.08209873544,injected_refit,0,4121175227,12,True,False,,2230.0742374490897,0.1895611276579844,32.26562621812824,1e-08,1e+18,0.0369279419260544,0.4923725590140595,0.134841778634272,1.0,17269.26928177558,17097.816419747087,40657.91341244419,2.354350537306802,-2.5960084329452195,-158578607.7809125,40,1351837776.6438136,2191457184.7199655,0,,688,84,604,0.028,0.21,0.00025,0,98.0,355039.0,28585ddcdee7a62dde71de32011d90c8776d6e08e3029cc313c6278ea21f6074,False,False,False,False,True,-0.0265304526972697,-2.50817595448307e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,54.0,1,pass_single_untriggered,,True,17097.816419747087,matched_refit_bonly_multistart_v1,3,1.8552912507683623e-05,3.9010153926260546e-05,7.880267705974976e-06,62880.975911007554,2.86936821533398e-05,3.67771967877625,-1.32228032122375,0.0092775520041635,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,-2.645649462693198,0.0,0.3849953133813284,5.133270845084378,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,2158868540.0,2.0,2229.8195735833688,0.190064465600786,32.204339058737254,85352.0,83044.0,2308.0,0a7ec4a9ff11daa1181e3598a295e2fb621f3f736f22b947a30be311e20c21e8,028_210,initial_0_24
2016_full,11,0.059,0.0,0.0,reference_bonly,0,584998876,12,True,False,,2201.967077274957,0.1866115512982103,32.408766186676644,1e-08,1e+18,0.0364900130963024,0.4865335079506998,0.1332426886433587,1.0,17766.80099916604,17729.682652973803,60652.15747880288,3.4137916826810772,3.4137916826810772,-181357045.7752048,44,1408180731.9313767,2494164313.3937654,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",684,102,582,0.028,0.21,0.00025,0,98.0,347208.0,1636585da6dcdc2b732fc2c5c266380709e8731607f21e57904d10effcac8349,False,False,False,False,True,-0.0274731739310987,-2.5863988817810842e-08,3,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,59.0,3,pass_replicated_initial3,,True,17766.80099916604,matched_refit_bonly_multistart_v1,3,2.431762701162e-05,0.0,7.1233482508580464e-06,83424.47234760906,3.344786544319321e-05,4.695525792827023,4.695525792827023,0.0003203277021799,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,3.4137916826810772,0.0,0.3835533385649557,5.11404451419941,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,,,,,,,,,,028_210,initial_0_24
2016_full,11,0.059,2.0,35533.60199833208,injected_refit,0,3178640485,12,True,False,,2201.7665626438347,0.1868216006053509,32.381737491238034,1e-08,1e+18,0.0364900130963024,0.4865335079506998,0.1332426886433587,1.0,17739.065259075058,17766.80099916604,94777.14489313011,5.342848876698475,3.3397217964734565,-181800393.0672055,44,1408180731.9313767,2494164313.3937654,0,,684,102,582,0.028,0.21,0.00025,0,98.0,347300.0,237384ee685d1c4fcfc476615182685a75bbeb983d97a93653ac745dc7060fa7,False,False,False,False,True,-0.0287805833296632,-2.7238697824966273e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,59.0,1,pass_single_untriggered,,True,17766.80099916604,matched_refit_bonly_multistart_v1,3,3.7999559365103946e-05,1.4246696501716091e-05,7.112227997095277e-06,117510.67224294084,4.71142464880536e-05,6.61405912344359,4.614059123443591,4.574852110778319e-08,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,3.3428488766984747,0.0,0.3839850648565842,5.119800864754456,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,3666230485.0,0.0,2201.967077274957,0.1866115512982103,32.408766186676644,35552.0,34709.0,843.0,0624786fc480d4d80c4d892e8bcf3ff29b23217e50af26b2ba69b4ded11d29eb,028_210,initial_0_24
2016_full,11,0.059,5.0,88834.0049958302,injected_refit,0,697442672,12,True,False,,2201.2470667278576,0.1870747918354416,32.344995100474165,1e-08,1e+18,0.0364900130963024,0.4865335079506998,0.1332426886433587,1.0,17712.701813916214,17766.80099916604,145817.9505022858,8.232394585207889,3.217123288423758,-182460897.65924507,44,1408180731.9313767,2494164313.3937654,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",684,102,582,0.028,0.21,0.00025,0,98.0,347474.0,ed83929aebc0faeb470a86e3129c9a44be9c0ce5889cfab96381998c9c5f8706,False,False,False,False,True,-0.0264767165568766,-2.5206205034987877e-08,1,v4p9p7_2016_support_combined_100toy_20260902,2016 full-statistics normalization with independent 10-percent threshold shape,2016_10pct_threshold_shape_full_normalization,2016_10pct_logistic_exp_Chebyshev5_blended_fShiftSigPowTail_full_normalization,logistic_exp_Chebyshev5_blended_fShiftSigPowTail,59.0,1,pass_single_untriggered,,True,17766.80099916604,matched_refit_bonly_multistart_v1,3,5.8463650417591726e-05,3.5616741254290234e-05,7.101657945628631e-06,168517.69122608984,6.756479126942153e-05,9.484976571415412,4.484976571415413,9.175380779611688e-17,90pct_CLs_Wald_tilde_q_mu_from_profiled_Ahat_sigmaA,3.2323945852078886,0.0,0.3845054631969928,5.1267395092932375,False,False,False,False,v4p9p7_2016_full_support_edge_scan_028_210,028_210,0.028,0.21,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,1361268960.0,0.0,2201.967077274957,0.1866115512982103,32.408766186676644,88546.0,86404.0,2142.0,adebdb4082882a78dc5e83c7f0fa28fdaaa6c622d690275d51d292eb918d27ce,028_210,initial_0_24
