scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_10pct,1,50,0.05,15,20,0.0001,0.001,True,,402,1661.9154843879326,1661.9154846531762,2.6524367058300413e-07,6.598101258283685e-10,False,False,True
2021_10pct,1,50,0.05,20,25,0.0001,0.001,True,,402,1661.9154846531762,1661.9154843926246,-2.605515874165576e-07,-6.481382771556159e-10,False,False,True
2021_10pct,1,70,0.07,15,20,0.0001,0.001,True,,400,1637.707818461584,1637.7078171298874,-1.3316966942511499e-06,-3.3292417356278747e-09,False,False,True
2021_10pct,1,70,0.07,20,25,0.0001,0.001,True,,400,1637.7078171298874,1637.7078158121433,-1.3177441360312514e-06,-3.2943603400781285e-09,False,False,True
2021_10pct,1,90,0.09,15,20,0.0001,0.001,True,,398,1625.3036414886665,1626.3218111530978,1.0181696644312979,0.0025582152372645673,False,False,True
2021_10pct,1,90,0.09,20,25,0.0001,0.001,True,,398,1626.3218111530978,1626.321812391132,1.2380342013784684e-06,3.1106386969308253e-09,False,False,True
2021_10pct,1,110,0.11,15,20,0.0001,0.001,True,,396,1617.6758130841054,1619.4900646504911,1.814251566385792,0.004581443349459071,False,False,True
2021_10pct,1,110,0.11,20,25,0.0001,0.001,True,,396,1619.4900646504911,1619.490063698111,-9.523801054456271e-07,-2.405000266276836e-09,False,False,True
2021_10pct,1,130,0.13,15,20,0.0001,0.001,True,,394,1613.4845929475377,1615.53866009053,2.054067142992153,0.005213368383228815,False,False,True
2021_10pct,1,130,0.13,20,25,0.0001,0.001,True,,394,1615.53866009053,1615.5386629191803,2.8286503948038444e-06,7.179315722852397e-09,False,False,True
2021_10pct,1,150,0.15,15,20,0.0001,0.001,True,,390,1598.0400448574462,1599.6733548107834,1.633309953337175,0.00418797423932609,False,False,True
2021_10pct,1,150,0.15,20,25,0.0001,0.001,True,,390,1599.6733548107834,1599.6733554276914,6.169079824758228e-07,1.5818153396815968e-09,False,False,True
2021_10pct,1,170,0.17,15,20,0.0001,0.001,True,,386,1589.9932139843836,1592.3470892220416,2.3538752376580305,0.006098122377352411,False,False,True
2021_10pct,1,170,0.17,20,25,0.0001,0.001,True,,386,1592.3470892220416,1592.3470893952667,1.7322508938377723e-07,4.487696616160032e-10,False,False,True
2021_10pct,1,190,0.19,15,20,0.0001,0.001,True,,382,1579.8644659685328,1581.7017960353965,1.8373300668636148,0.0048097645729414,False,False,True
2021_10pct,1,190,0.19,20,25,0.0001,0.001,True,,382,1581.7017960353965,1581.7017934191103,-2.616286110423971e-06,-6.848916519434479e-09,False,False,True
2021_10pct,1,210,0.21,15,20,0.0001,0.001,True,,378,1576.5296481584812,1578.1944946338156,1.6648464753343433,0.00440435575485276,False,False,True
2021_10pct,1,210,0.21,20,25,0.0001,0.001,True,,378,1578.1944946338156,1578.1944963476037,1.7137881513917819e-06,4.533831088338047e-09,False,False,True
2021_10pct,1,230,0.23,15,20,0.0001,0.001,True,,372,1550.682766613877,1551.7512954626209,1.068528848743881,0.0028723893783437664,False,False,True
2021_10pct,1,230,0.23,20,25,0.0001,0.001,True,,372,1551.7512954626209,1551.7512948352687,-6.273521648836322e-07,-1.6864305507624522e-09,False,False,True
2021_10pct,1,250,0.25,15,20,0.0001,0.001,True,,366,1553.329159907087,1553.6295581598345,0.3003982527475273,0.0008207602534085445,False,False,True
2021_10pct,1,250,0.25,20,25,0.0001,0.001,True,,366,1553.6295581598345,1553.6295569595943,-1.2002401490462944e-06,-3.2793446695253947e-09,False,False,True
