mass_MeV,toy_id,r,Ahat_total,sigma_A_total,kernel_ls_sigma,max_score
17.0,96,0.35187573296250807,564.7338545037098,1604.968916737953,8.0,1.6401037014612818e-07
17.0,97,0.08635880174355942,144.2702215884046,1670.6015077702693,7.761963016238664,1.3927309305827862e-07
17.0,98,-1.6439864094395171,-2663.6028767795547,1620.0049061101008,8.0,1.299527152553992e-11
17.0,99,-0.38713556502166163,-627.6281327207256,1621.1616155285303,8.0,6.275535646693697e-14
17.25,10,-0.001080756587453588,-1.9121784022390436,1769.2959147826903,8.0,1.7541523789077473e-14
17.25,11,-0.5468614639300855,-964.5835426848962,1763.7831284795222,8.0,7.578082938941577e-08
17.25,12,-0.6912150804779443,-1280.751250537714,1852.815230129583,7.64122611258666,3.7636560534792807e-14
17.25,13,0.2855852627227285,505.7862032832048,1771.087473951049,8.0,6.439293542825908e-14
17.25,14,-0.13578533733238668,-245.38539616924936,1807.140004634979,8.0,1.9119341804207934e-09
17.25,15,-1.1551127755616342,-2037.7394248697804,1763.9560977345848,8.0,1.5865087021893487e-13
17.25,16,-0.5170012374051286,-930.3657074227816,1799.4782009747169,8.0,7.416289804496046e-14
17.25,17,-1.9975525220887682,-3578.8378836730353,1791.3650490117568,8.0,3.0026736652644104e-10
17.25,18,-0.37200406830702387,-663.7765678670312,1784.279060950167,8.0,5.494332019906345e-08
17.25,19,0.7627420552618304,1356.7095415134138,1778.822543693311,7.89577890245969,1.2106520008714483e-08
17.25,20,-2.355566547762055,-4219.537957482731,1791.009343118346,8.0,1.4164225348167747e-12
17.25,21,0.6930387296538828,1215.9721521509161,1754.641168721112,8.0,4.036770917537069e-13
17.25,22,-0.6784967139768866,-1210.7634177857842,1784.3934519148875,8.0,1.5198170499886032e-09
17.25,23,0.003316983204343304,5.896010505831159,1777.522617045323,8.0,3.765853268111741e-09
17.25,24,-0.06546879600649956,-115.1946631988748,1759.5268741777852,8.0,3.359271968927935e-08
17.25,25,-0.016310340549573327,-29.22819783362354,1792.0006722686264,8.0,1.5975396489009697e-07
17.25,26,-1.6573764478650885,-2913.5426981907767,1757.7116420323848,8.0,5.11080761045335e-13
17.25,27,-0.6656919751004361,-1173.81320192341,1763.2127674691894,8.0,2.8199664825478976e-14
17.25,28,-1.1743735320265236,-2110.798311562328,1797.2374067870549,8.0,4.084288462991026e-12
17.25,29,1.135201705291803,1983.5157760319476,1747.4272688702556,8.0,3.419486915845482e-14
17.25,30,-0.9848333899088136,-1738.7707413273326,1765.4228765134649,8.0,7.335243523698409e-13
17.25,31,-2.615398113896624,-4698.607246688797,1796.192715002736,7.8939809808483385,1.47102330316784e-11
17.25,32,0.24030092604848904,438.3791513509571,1824.3217879476724,8.0,2.2281242129107426e-10
17.25,33,-1.3968210612765666,-2493.6299276503446,1785.0420168534813,8.0,5.119515922302753e-14
17.25,34,-1.7280042584948223,-3080.594615768765,1782.5298961902047,8.0,1.1330325566660804e-11
17.25,35,0.5266709899545192,920.6987699668576,1748.2157413209513,8.0,1.2809711180672423e-08
17.25,36,1.1872856146321182,2211.8978902463878,1863.1281768316321,8.0,1.2279066652354231e-13
17.25,37,-0.8994118761478036,-1609.4253926633119,1789.3083540010382,8.0,1.750832812064118e-11
17.25,38,0.9725113379841688,1699.8691224745705,1748.0431098328143,8.0,3.7414515929867775e-14
17.25,39,-1.0205396710230001,-1827.474430679977,1790.5661208665583,8.0,4.951594689828198e-14
17.25,40,-1.8058733260586664,-3198.676143254403,1771.0342582590333,8.0,1.7503942739693912e-11
17.25,41,-1.1119469691843527,-1968.6249999197548,1770.2903871445524,8.0,5.3480553319218416e-12
17.25,42,-0.1498934743204385,-266.01292812329336,1774.6607990610705,8.0,6.294964549624638e-14
17.25,43,0.8597418554190164,1524.430522776967,1773.2351173650713,8.0,6.017408793468348e-14
17.25,44,-0.5221603668226187,-920.3920668550504,1762.595277605978,8.0,9.248157795127554e-14
17.25,45,-0.3812534982195727,-669.3549008932097,1755.6197925795361,8.0,2.968996715146943e-09
17.25,46,-0.06115872107635646,-109.36478764939888,1788.2048316819123,8.0,4.907185768843192e-14
17.25,47,-0.003629431612518729,-6.356289134881265,1751.3175958808458,8.0,2.964295475749168e-14
17.25,48,-0.6813347396210009,-1203.274013448132,1765.9676950807927,8.0,3.419486915845482e-14
17.25,49,-0.6530592623734578,-1148.7908652315787,1759.007640099712,8.0,1.9761969838327786e-14
17.25,50,1.616323240566569,2925.371275049555,1810.0924771301984,8.0,2.5979218776228663e-14
17.25,51,0.38231917071843935,677.3389411767992,1771.7068820159163,8.0,2.591794279194204e-10
17.25,52,-0.6793251378434798,-1195.3894872775973,1759.5853316661226,8.0,2.8144153674247718e-14
17.25,53,0.4199399371547123,748.5039914287677,1782.4602439983155,8.0,7.316093927900447e-08
17.25,54,0.2909803630015436,519.3979149892137,1785.0298743312337,8.0,1.0547118733938987e-14
17.25,55,-0.40418103265800576,-727.3635227441039,1799.54859390862,8.0,3.0329072586710026e-12
17.25,56,-0.02418259846673059,-42.67586896240495,1764.7315462127835,8.0,6.472600233564663e-14
17.25,57,-0.3828257465567338,-693.7872468874608,1812.2317422285741,8.0,2.4926415709281002e-08
17.25,58,-0.12208303549165248,-212.65320021890733,1741.857546948095,8.0,7.123975931389026e-08
17.25,59,-1.109302497590756,-1987.6487161274788,1791.6626980069943,8.0,1.4022116801015727e-12
17.25,60,-1.5393767780277845,-2709.953374232028,1760.2230653642164,8.0,1.8592678156792442e-07
17.25,61,1.3827114455498857,2463.778125178514,1782.0206727775637,8.0,3.730349362740526e-14
17.25,62,-1.5930489371373864,-2799.8889747966227,1757.3631856740008,8.0,7.830402992681229e-12
17.25,63,0.1804564779186866,325.016928834073,1801.104517342823,8.0,5.872756655977973e-09
17.25,64,-1.2655901114586476,-2264.3228640922425,1788.9854959280349,8.0,2.2248869413488137e-13
17.25,65,-0.2218755885417271,-400.4329835473013,1804.7361196845745,8.0,2.2447713826645455e-10
17.25,66,-0.6112568753569693,-1077.8420197530036,1763.2437244534308,8.0,3.924194302840078e-12
17.25,67,-0.6013178518791558,-1061.2479395366458,1764.7935039092715,8.0,4.3853809472693683e-14
17.25,68,0.7604127290260227,1348.0387995504161,1772.869134431978,8.0,5.1736392947532295e-14
17.25,69,0.22896732364482156,402.69947975628247,1758.7933249897183,8.0,1.434176972320289e-08
17.25,70,0.4596889795065684,824.3884362746272,1793.4183298480484,8.0,1.0624834345662748e-13
17.25,71,-0.16112231276740274,-288.819985570579,1792.5309378667782,8.0,2.2281026468284892e-09
17.25,72,-0.09708503416324647,-171.84083837322774,1769.9909929604758,8.0,3.304278203830613e-08
17.25,73,-1.2426353542347321,-2211.412141473038,1779.4570280399846,8.0,1.8106812937901395e-08
17.25,74,-1.5288227327608177,-2737.1439973711686,1790.16955194729,8.0,7.044503869124696e-13
17.25,75,-0.48087029149929783,-856.8388005558269,1781.790104200328,8.0,6.644684802381562e-13
