mass_MeV,truth
12.124999999999998,3.4048713605055845
12.374999999999998,8.571755485865541
12.625,20.117397152321747
12.875,44.10584702406929
13.125,90.60315648311854
13.375,175.01839478030044
13.624999999999998,319.1894668370376
13.874999999999998,551.8825597163425
14.124999999999998,908.4511641019009
14.374999999999998,1429.5693286442684
14.625,2159.158222282726
14.875,3141.795925759875
15.125,4419.986739691362
15.374999999999998,6031.653929117184
15.625,8008.129520757651
15.875,10372.786567589535
16.125,13140.333675739977
16.374999999999996,16316.696513952442
16.624999999999996,19899.357689594992
16.874999999999996,23878.011991381012
17.124999999999996,28235.407840937696
17.374999999999996,32948.27476898534
17.625,37988.26967176192
17.875,43322.90394937197
18.125,48916.435221694395
18.375,54730.7206474508
18.625,60726.03441238602
18.875,66861.85229864533
19.125,73097.60278371935
19.375,79393.37992168343
19.625,85710.60861488356
19.874999999999996,92012.64977404245
20.124999999999996,98265.33174621008
20.374999999999996,104437.39450459398
20.624999999999996,110500.8356403316
20.874999999999996,116431.15043695229
21.124999999999996,122207.46274714358
21.375,127812.54795877573
21.625,133232.753772129
21.875,138457.8283667103
22.125,143480.66851449665
22.375,148297.0025729399
22.625,152905.02407207192
22.875,157304.9918148398
23.125,161498.8122112329
23.374999999999996,165489.61794998567
23.624999999999996,169281.35532206408
23.874999999999996,172878.3909842366
24.124999999999996,176285.14698647024
24.374999999999996,179505.7701715171
24.624999999999996,182543.84122234868
24.874999999999996,185402.12649914797
25.124999999999996,188082.3744725002
25.375,190585.15772684375
25.625,192909.76049117828
25.875,195054.1110342091
26.125,197014.7579843952
26.375,198786.88910129628
26.625,200364.3909780326
26.874999999999996,201739.94774239833
27.124999999999996,202905.17675347827
27.374999999999996,203850.79898283436
27.624999999999996,204566.84144888568
27.874999999999996,205042.86862752744
